NCTId,0,Active Comparator,Experimental,No Intervention,Other,Placebo Comparator,Sham Comparator
NCT03032107,0,0,1,0,0,0,0
NCT03032159,0,0,1,1,0,0,0
NCT03032172,0,0,1,0,0,0,0
NCT03032198,0,0,1,0,0,0,0
NCT03032250,0,0,1,0,0,0,0
NCT03032263,0,1,1,0,0,0,0
NCT03032328,0,0,1,0,0,0,0
NCT03032341,1,0,0,0,0,0,0
NCT03032380,0,1,1,0,0,0,0
NCT03032393,0,1,1,0,0,0,0
NCT03032406,0,0,1,0,0,0,0
NCT03032432,0,1,1,0,0,0,0
NCT03032445,0,0,1,0,0,1,0
NCT03032484,0,0,1,0,0,0,0
NCT03032510,0,1,1,0,0,0,0
NCT03032523,0,0,1,1,0,0,0
NCT03032601,0,1,0,1,0,0,0
NCT03032627,0,0,0,0,1,0,0
NCT03032640,0,1,0,0,0,0,0
NCT03032705,0,1,1,0,0,0,0
NCT03032744,0,1,1,0,0,0,0
NCT03032770,1,0,0,0,0,0,0
NCT03032783,0,0,1,0,0,0,0
NCT03032796,0,1,1,0,0,1,0
NCT03032809,1,0,0,0,0,0,0
NCT03032822,1,0,0,0,0,0,0
NCT03032835,1,0,0,0,0,0,0
NCT03032965,0,0,1,0,1,0,0
NCT03033017,1,0,0,0,0,0,0
NCT03033043,0,0,1,0,0,0,0
NCT03033056,1,0,0,0,0,0,0
NCT03033069,0,1,1,0,0,1,0
NCT03033108,0,0,1,0,0,0,0
NCT03033160,0,0,1,1,0,0,0
NCT03033212,0,1,1,0,0,0,0
NCT03033225,0,0,1,0,0,0,0
NCT03033238,1,0,0,0,0,0,0
NCT03033303,0,0,1,0,0,0,0
NCT03033355,1,0,0,0,0,0,0
NCT03033459,0,1,1,0,0,0,0
NCT03033498,0,0,1,0,0,0,0
NCT03033511,0,0,1,0,0,0,0
NCT03033550,0,0,1,0,0,0,0
NCT03033576,0,1,1,0,0,0,0
NCT03033589,0,1,0,0,0,0,0
NCT03033602,0,1,1,0,0,0,0
NCT03033680,0,0,1,0,0,0,0
NCT03033745,0,0,1,0,0,0,0
NCT03033784,0,0,1,0,0,1,0
NCT03033862,1,0,0,0,0,0,0
NCT03033875,0,0,1,1,1,0,0
NCT03033888,0,0,0,1,1,0,0
NCT03033901,1,0,0,0,0,0,0
NCT03033914,0,0,1,0,0,0,0
NCT03033927,1,0,0,0,0,0,0
NCT03033992,0,0,1,0,0,0,0
NCT03034018,0,0,1,0,0,1,0
NCT03034083,1,0,0,0,0,0,0
NCT03034096,0,0,1,0,0,0,0
NCT03034109,0,0,1,0,0,0,1
NCT03034135,0,0,1,0,0,0,0
NCT03034161,1,0,0,0,0,0,0
NCT03034200,0,0,1,0,0,0,0
NCT03034213,0,1,0,0,0,0,0
NCT03034278,1,0,0,0,0,0,0
NCT03034356,0,0,1,0,0,0,0
NCT03034369,1,0,0,0,0,0,0
NCT03034395,0,0,0,0,1,0,0
NCT03034512,1,0,0,0,0,0,0
NCT03034538,0,1,0,0,0,0,0
NCT03034551,0,0,1,1,0,0,0
NCT03034564,0,1,0,0,0,1,0
NCT03034629,0,0,1,0,0,0,0
NCT03034642,0,0,1,0,0,0,0
NCT03034668,0,0,1,0,0,1,0
NCT03034694,0,0,1,0,0,1,0
NCT03034720,0,0,1,1,0,0,0
NCT03034759,0,0,1,0,0,0,0
NCT03034772,0,1,0,0,0,1,0
NCT03034785,0,0,1,1,0,0,0
NCT03034811,0,0,0,0,1,0,0
NCT03034863,0,1,1,0,0,0,0
NCT03034902,1,0,0,0,0,0,0
NCT03034915,0,0,1,0,0,0,0
NCT03034928,0,0,0,0,1,0,0
NCT03034954,0,1,0,0,0,0,1
NCT03034967,0,0,1,0,0,1,0
NCT03034993,0,0,1,0,0,1,0
NCT03035019,0,0,1,0,0,0,0
NCT03035097,1,0,0,0,0,0,0
NCT03035201,1,0,0,0,0,0,0
NCT03035227,0,1,0,0,0,0,0
NCT03035240,0,0,1,1,0,0,0
NCT03035253,0,0,1,0,0,0,0
NCT03035266,0,1,1,0,0,0,0
NCT03035279,0,0,1,0,0,0,0
NCT03035305,0,0,1,0,1,0,0
NCT03035318,1,0,0,0,0,0,0
NCT03035331,0,0,1,0,0,0,0
NCT03035396,0,0,1,0,0,0,0
NCT03035409,0,0,1,0,0,0,0
NCT03035448,0,0,1,0,0,0,0
NCT03035474,0,0,0,1,1,0,0
NCT03035487,0,0,1,0,0,0,0
NCT03035500,0,0,1,0,0,0,0
NCT03035552,0,0,1,0,0,0,0
NCT03035565,0,1,1,1,0,0,0
NCT03035604,1,0,0,0,0,0,0
NCT03035630,0,0,1,0,0,0,0
NCT03035682,0,1,1,0,0,0,0
NCT03035708,0,0,1,0,0,1,0
NCT03035760,0,0,1,0,0,0,0
NCT03035773,0,0,1,0,0,0,0
NCT03035799,0,1,1,0,0,0,0
NCT03035877,0,1,1,0,0,0,0
NCT03035890,0,0,1,0,0,0,0
NCT03035903,0,1,1,0,0,0,0
NCT03035929,0,0,1,0,0,0,0
NCT03035955,0,1,0,1,0,0,0
NCT03036072,0,1,1,0,0,0,0
NCT03036098,0,1,1,0,0,0,0
NCT03036124,0,0,1,0,0,1,0
NCT03036150,0,0,1,0,0,1,0
NCT03036189,0,0,1,0,0,0,0
NCT03036215,0,0,1,1,0,0,0
NCT03036254,0,0,1,0,0,0,1
NCT03036267,0,1,1,0,0,0,0
NCT03036280,0,0,1,0,0,1,0
NCT03036319,0,0,1,0,0,1,0
NCT03036358,0,0,0,0,1,0,0
NCT03036371,0,0,1,0,0,0,0
NCT03036423,0,1,0,0,0,0,0
NCT03036488,0,1,1,0,0,0,0
NCT03036527,0,0,1,0,0,0,0
NCT03036566,0,0,1,0,0,0,0
NCT03036579,0,0,1,0,0,0,0
NCT03036631,1,0,0,0,0,0,0
NCT03036657,0,0,1,0,0,0,0
NCT03036696,1,0,0,0,0,0,0
NCT03036813,0,1,0,0,0,1,0
NCT03036839,0,0,1,0,0,0,0
NCT03036865,0,0,1,0,0,1,0
NCT03036878,0,0,1,0,0,0,0
NCT03036891,0,0,1,0,0,1,0
NCT03036904,0,0,1,0,0,0,0
NCT03036930,0,0,1,0,0,0,0
NCT03036982,1,0,0,0,0,0,0
NCT03037021,1,0,0,0,0,0,0
NCT03037112,0,1,0,0,0,0,0
NCT03037164,0,1,1,0,0,0,0
NCT03037203,0,0,1,0,0,1,0
NCT03037216,0,0,1,0,0,0,0
NCT03037229,1,0,0,0,0,0,0
NCT03037242,0,0,0,0,1,0,0
NCT03037268,1,0,0,0,0,0,0
NCT03037307,0,1,1,0,1,0,0
NCT03037346,0,0,1,0,0,0,0
NCT03037359,1,0,0,0,0,0,0
NCT03037385,0,0,1,0,0,0,0
NCT03037398,0,1,0,0,1,0,0
NCT03037437,0,0,1,0,0,0,0
NCT03037463,1,0,0,0,0,0,0
NCT03037476,0,0,1,1,0,0,0
NCT03037502,0,0,1,1,0,0,0
NCT03037528,0,0,1,0,0,0,0
NCT03037541,0,0,1,0,0,1,0
NCT03037554,0,0,1,0,0,0,1
NCT03037567,0,0,1,0,0,0,0
NCT03037580,0,0,1,0,0,1,0
NCT03037593,0,0,1,1,0,0,0
NCT03037619,0,0,1,0,0,0,0
NCT03037632,0,0,1,1,0,0,0
NCT03037645,0,0,1,0,0,0,0
NCT03037658,0,0,1,1,0,0,0
NCT03037671,1,0,0,0,0,0,0
NCT03037710,1,0,0,0,0,0,0
NCT03037723,0,0,0,0,1,0,0
NCT03037749,0,0,1,0,0,0,0
NCT03037879,0,1,1,0,0,0,0
NCT03037905,0,0,1,1,0,0,0
NCT03037931,0,1,0,0,0,1,0
NCT03037957,1,0,0,0,0,0,0
NCT03037983,0,1,0,0,0,0,1
NCT03038048,0,0,1,0,0,0,0
NCT03038074,1,0,0,0,0,0,0
NCT03038087,0,0,1,0,0,0,0
NCT03038100,0,0,1,0,0,1,0
NCT03038126,0,1,0,0,0,1,0
NCT03038152,0,0,1,0,0,0,0
NCT03038178,0,0,1,0,0,0,0
NCT03038230,0,0,1,0,0,0,0
NCT03038243,0,0,1,0,0,0,0
NCT03038269,0,1,0,0,0,0,1
NCT03038308,0,0,1,0,0,0,0
NCT03038399,0,0,1,0,0,0,0
NCT03038438,0,0,1,0,0,0,0
NCT03038477,0,0,1,1,0,0,0
NCT03038568,1,0,0,0,0,0,0
NCT03038594,0,0,1,0,0,1,0
NCT03038620,0,0,1,0,0,1,0
NCT03038633,0,0,1,0,0,0,0
NCT03038672,0,1,1,0,0,0,0
NCT03038711,0,0,1,0,0,0,0
NCT03038763,1,0,0,0,0,0,0
NCT03038828,0,0,1,0,0,0,0
NCT03038867,0,0,1,0,0,1,0
NCT03038880,0,1,1,0,0,0,0
NCT03038906,1,0,0,0,0,0,0
NCT03038932,1,0,0,0,0,0,0
NCT03038971,0,0,0,0,1,0,0
NCT03038997,1,0,0,0,0,0,0
NCT03039023,0,0,1,0,0,0,0
NCT03039036,0,1,1,0,0,0,0
NCT03039101,0,0,1,0,0,1,0
NCT03039114,0,0,1,0,0,0,0
NCT03039140,0,0,1,0,0,0,0
NCT03039192,0,0,1,0,0,1,0
NCT03039218,0,1,0,0,0,1,0
NCT03039231,0,0,1,0,0,0,0
NCT03039257,0,0,0,0,1,0,0
NCT03039335,1,0,0,0,0,0,0
NCT03039413,0,0,1,0,0,0,0
NCT03039439,1,0,0,0,0,0,0
NCT03039452,0,0,1,0,0,0,0
NCT03039465,0,0,1,0,0,0,0
NCT03039491,0,1,1,0,0,0,0
NCT03039517,0,0,1,0,0,0,0
NCT03039569,0,0,1,1,0,0,0
NCT03039634,1,0,0,0,0,0,0
NCT03039647,1,0,0,0,0,0,0
NCT03039660,0,0,1,0,0,1,0
NCT03039686,0,0,1,0,0,1,0
NCT03039712,1,0,0,0,0,0,0
NCT03039725,1,0,0,0,0,0,0
NCT03039738,0,1,1,0,0,0,0
NCT03039764,0,0,1,1,0,0,0
NCT03039790,0,0,1,0,0,0,0
NCT03039881,1,0,0,0,0,0,0
NCT03039894,1,0,0,0,0,0,0
NCT03039907,1,0,0,0,0,0,0
NCT03039933,0,1,0,0,1,0,0
NCT03040011,0,1,1,0,0,1,0
NCT03040024,0,0,1,0,0,1,0
NCT03040050,0,0,1,0,1,0,0
NCT03040076,0,1,1,0,0,0,0
NCT03040102,0,1,1,0,0,0,0
NCT03040115,1,0,0,0,0,0,0
NCT03040141,0,0,1,0,0,1,0
NCT03040232,0,1,1,0,0,0,0
NCT03040310,0,0,1,0,0,0,0
NCT03040323,0,0,1,0,0,1,0
NCT03040336,0,0,1,1,0,0,0
NCT03040362,0,0,1,0,0,0,0
NCT03040414,0,1,1,0,0,0,0
NCT03040427,0,0,1,0,0,0,0
NCT03040466,0,1,1,0,0,0,0
NCT03040479,0,0,1,0,0,0,0
NCT03040492,1,0,0,0,0,0,0
NCT03040596,0,0,1,0,1,0,0
NCT03040622,1,0,0,0,0,0,0
NCT03040635,0,0,1,0,0,1,0
NCT03040661,0,1,1,0,0,0,0
NCT03040674,1,0,0,0,0,0,0
NCT03040687,0,0,1,0,0,0,0
NCT03040713,0,0,1,0,0,0,0
NCT03040726,0,0,1,0,0,1,0
NCT03040778,0,0,1,0,0,1,0
NCT03040791,0,0,1,0,0,0,0
NCT03040804,0,0,1,0,0,0,0
NCT03040973,0,1,1,0,0,0,0
NCT03040986,0,0,1,0,0,0,0
NCT03040999,0,0,1,0,0,1,0
NCT03041025,0,0,1,0,0,1,0
NCT03041038,0,0,1,0,0,1,0
NCT03041077,0,0,1,0,0,1,0
NCT03041090,0,0,1,0,0,0,0
NCT03041103,0,0,1,0,0,0,0
NCT03041116,0,0,1,0,0,1,0
NCT03041129,1,0,0,0,0,0,0
NCT03041168,1,0,0,0,0,0,0
NCT03041181,0,1,1,0,0,0,0
NCT03041207,1,0,0,0,0,0,0
NCT03041272,1,0,0,0,0,0,0
NCT03041311,0,0,1,0,0,0,0
NCT03041324,0,0,1,0,0,0,0
NCT03041363,0,0,1,0,0,0,0
NCT03041415,0,1,1,0,0,0,0
NCT03041441,0,0,1,0,0,0,0
NCT03041467,0,1,1,0,0,0,0
NCT03041493,0,1,1,0,0,0,0
NCT03041545,1,0,0,0,0,0,0
NCT03041558,0,1,1,0,0,0,0
NCT03041571,1,0,0,0,0,0,0
NCT03041636,0,0,1,0,0,0,0
NCT03041649,0,1,0,0,0,0,0
NCT03041688,0,0,1,0,0,0,0
NCT03041701,0,0,1,0,0,0,0
NCT03041714,1,0,0,0,0,0,0
NCT03041740,0,1,0,1,0,0,0
NCT03041792,0,0,1,0,0,1,0
NCT03041831,1,0,0,0,0,0,0
NCT03041844,0,0,1,0,0,0,1
NCT03042091,0,1,1,0,0,0,0
NCT03042104,0,0,1,1,0,0,0
NCT03042117,1,0,0,0,0,0,0
NCT03042182,0,0,1,0,0,0,0
NCT03042221,1,0,0,0,0,0,0
NCT03042312,0,0,1,0,0,0,0
NCT03042338,0,1,1,0,0,0,0
NCT03042468,0,0,1,0,0,0,0
NCT03042533,0,1,0,0,0,0,0
NCT03042546,0,1,0,0,0,0,0
NCT03042559,0,1,1,0,0,0,0
NCT03042585,0,0,1,0,0,0,0
NCT03042598,0,0,1,0,0,0,0
NCT03042611,0,0,1,0,0,0,0
NCT03042637,1,0,0,0,0,0,0
NCT03042650,0,1,1,0,0,0,0
NCT03042689,0,0,1,0,0,0,0
NCT03042702,0,0,1,0,0,0,0
NCT03042715,1,0,0,0,0,0,0
NCT03042728,0,1,0,0,0,0,0
NCT03042767,0,0,1,0,0,1,0
NCT03042780,0,0,1,0,0,0,0
NCT03042832,0,1,1,0,0,0,0
NCT03042858,1,0,0,0,0,0,0
NCT03042884,0,0,1,0,0,0,0
NCT03042897,0,0,1,0,0,0,0
NCT03042910,0,0,1,0,0,0,0
NCT03042923,1,0,0,0,0,0,0
NCT03042962,1,0,0,0,0,0,0
NCT03042975,1,0,0,0,0,0,0
NCT03042988,0,0,1,0,0,0,1
NCT03043027,0,1,1,0,0,1,0
NCT03043053,0,0,1,0,0,1,0
NCT03043079,0,0,1,0,1,0,0
NCT03043118,0,0,1,1,0,0,0
NCT03043144,1,0,0,0,0,0,0
NCT03043209,1,0,0,0,0,0,0
NCT03043222,0,1,1,0,0,0,0
NCT03043235,1,0,0,0,0,0,0
NCT03043261,0,0,1,0,0,0,0
NCT03043274,0,0,1,1,0,0,0
NCT03043287,1,0,0,0,0,0,0
NCT03043300,1,0,0,0,0,0,0
NCT03043313,0,0,1,0,0,0,0
NCT03043326,1,0,0,0,0,0,0
NCT03043339,1,0,0,0,0,0,0
NCT03043365,0,0,1,1,0,0,0
NCT03043378,1,0,0,0,0,0,0
NCT03043391,0,0,1,0,0,0,0
NCT03043430,0,1,1,0,0,0,0
NCT03043469,1,0,0,0,0,0,0
NCT03043482,0,0,1,0,0,0,0
NCT03043508,1,0,0,0,0,0,0
NCT03043534,0,0,1,1,0,0,0
NCT03043560,0,0,1,0,0,1,0
NCT03043573,0,1,1,0,0,0,0
NCT03043586,1,0,0,0,0,0,0
NCT03043599,0,0,1,0,0,0,0
NCT03043651,0,0,1,0,0,0,0
NCT03043664,0,0,1,0,0,0,0
NCT03043742,0,0,1,0,0,0,0
NCT03043768,1,0,0,0,0,0,0
NCT03043794,0,0,1,0,0,0,0
NCT03043807,0,0,1,0,0,0,0
NCT03043872,0,1,1,0,0,0,0
NCT03043963,0,1,1,0,0,0,0
NCT03043989,0,1,0,0,0,0,0
NCT03044028,0,0,1,1,0,0,0
NCT03044054,0,0,1,0,0,0,0
NCT03044106,0,1,0,0,0,0,1
NCT03044132,0,0,1,0,0,0,0
NCT03044145,0,1,1,0,0,0,0
NCT03044197,0,1,1,0,0,0,0
NCT03044236,0,1,1,0,0,0,0
NCT03044249,0,0,1,0,0,1,0
NCT03044314,0,0,1,0,0,0,0
NCT03044353,0,0,1,0,0,0,0
NCT03044379,0,1,0,0,0,1,0
NCT03044431,1,0,0,0,0,0,0
NCT03044522,0,0,0,1,1,0,0
NCT03044535,1,0,0,0,0,0,0
NCT03044600,1,0,0,0,0,0,0
NCT03044613,0,0,1,0,0,0,0
NCT03044691,0,0,1,1,0,0,0
NCT03044717,1,0,0,0,0,0,0
NCT03044730,0,0,1,0,0,0,0
NCT03044782,1,0,0,0,0,0,0
NCT03044821,0,0,1,0,0,0,0
NCT03044873,0,0,1,0,0,0,0
NCT03044964,0,1,0,0,0,1,0
NCT03044977,0,0,1,0,0,0,0
NCT03045029,1,0,0,0,0,0,0
NCT03045068,0,1,1,0,0,0,0
NCT03045081,0,0,1,1,0,0,0
NCT03045120,1,0,0,0,0,0,0
NCT03045159,0,1,1,0,0,0,0
NCT03045172,0,1,0,0,0,1,0
NCT03045211,0,0,1,1,0,0,0
NCT03045263,0,1,0,1,0,0,0
NCT03045276,0,1,0,0,0,0,0
NCT03045289,0,0,1,1,0,0,0
NCT03045328,0,0,1,0,0,0,0
NCT03045341,0,0,1,0,0,1,0
NCT03045393,0,0,1,0,0,0,0
NCT03045406,0,1,1,0,0,0,0
NCT03045575,1,0,0,0,0,0,0
NCT03045757,1,0,0,0,0,0,0
NCT03045796,1,0,0,0,0,0,0
NCT03045861,0,0,1,0,0,0,0
NCT03045874,1,0,0,0,0,0,0
NCT03046017,0,1,0,0,1,0,1
NCT03046030,0,0,1,0,0,0,0
NCT03046056,0,0,1,0,0,1,0
NCT03046069,1,0,0,0,0,0,0
NCT03046121,0,0,1,1,0,0,0
NCT03046251,0,0,0,1,1,0,0
NCT03046355,0,1,1,0,0,0,0
NCT03046420,1,0,0,0,0,0,0
NCT03046446,0,0,1,0,0,0,0
NCT03046459,0,0,1,0,0,0,0
NCT03046485,0,0,1,1,0,0,0
NCT03046498,0,0,1,0,0,0,0
NCT03046524,1,0,0,0,0,0,0
NCT03046550,0,0,1,0,0,0,0
NCT03046615,1,0,0,0,0,0,0
NCT03046771,0,0,1,1,0,0,0
NCT03046810,0,0,1,0,0,0,0
NCT03046836,0,0,1,0,0,1,0
NCT03046875,0,0,1,0,0,0,1
NCT03046901,0,0,1,0,0,0,0
NCT03046927,0,0,1,0,0,1,0
NCT03046966,0,0,0,0,1,0,0
NCT03047005,0,0,1,0,0,1,0
NCT03047018,0,0,1,0,0,0,0
NCT03047083,1,0,0,0,0,0,0
NCT03047135,0,0,1,0,0,0,0
NCT03047161,1,0,0,0,0,0,0
NCT03047200,1,0,0,0,0,0,0
NCT03047213,0,0,1,0,0,0,0
NCT03047317,0,0,1,0,0,0,0
NCT03047330,0,0,1,0,0,0,0
NCT03047369,1,0,0,0,0,0,0
NCT03047395,0,0,1,0,0,0,0
NCT03047434,1,0,0,0,0,0,0
NCT03047447,0,1,1,0,0,0,0
NCT03047551,0,1,0,0,0,0,0
NCT03047590,0,1,1,0,0,0,0
NCT03047616,1,0,0,0,0,0,0
NCT03047629,0,0,1,0,0,1,0
NCT03047720,0,0,0,0,1,0,0
NCT03047746,0,0,0,0,1,0,0
NCT03047915,0,0,1,1,0,0,0
NCT03047980,0,0,1,0,0,0,0
NCT03047993,0,0,1,0,0,0,0
NCT03048019,1,0,0,0,0,0,0
NCT03048058,0,1,1,0,0,0,0
NCT03048097,0,0,1,0,0,0,0
NCT03048136,0,0,1,0,0,0,0
NCT03048201,0,0,0,0,1,0,0
NCT03048266,1,0,0,0,0,0,0
NCT03048279,1,0,0,0,0,0,0
NCT03048292,1,0,0,0,0,0,0
NCT03048344,0,0,1,0,0,0,0
NCT03048422,0,1,1,0,0,0,0
NCT03048448,0,0,1,0,0,0,0
NCT03048487,1,0,0,0,0,0,0
NCT03048500,0,0,1,0,0,0,0
NCT03048578,0,0,1,0,0,1,0
NCT03048617,1,0,0,0,0,0,0
NCT03048630,0,0,1,0,1,0,0
NCT03048643,0,0,1,1,0,0,0
NCT03048682,0,1,1,0,0,0,0
NCT03048721,0,0,1,0,0,0,0
NCT03048786,0,1,1,0,0,0,0
NCT03048838,0,1,1,0,0,0,0
NCT03048890,1,0,0,0,0,0,0
NCT03048929,0,1,0,0,0,1,0
NCT03048955,0,1,0,0,0,0,0
NCT03049033,0,1,1,1,0,0,0
NCT03049046,0,1,0,0,0,1,0
NCT03049111,0,0,1,0,0,0,0
NCT03049189,0,1,1,0,0,0,0
NCT03049215,0,1,0,0,0,0,0
NCT03049254,1,0,0,0,0,0,0
NCT03049280,0,0,1,0,0,0,0
NCT03049306,0,1,0,0,0,1,0
NCT03049319,0,0,1,0,0,0,0
NCT03049358,0,0,1,0,0,0,1
NCT03049397,0,0,1,0,0,0,0
NCT03049449,0,0,1,0,0,0,0
NCT03049462,0,1,1,0,0,1,0
NCT03049475,1,0,0,0,0,0,0
NCT03049488,0,0,1,0,0,0,0
NCT03049501,0,0,1,0,0,1,0
NCT03049527,0,0,1,0,0,0,0
NCT03049592,0,0,1,1,0,0,0
NCT03049618,0,0,1,0,0,0,0
NCT03049631,0,1,1,0,0,0,0
NCT03049644,0,1,0,0,0,0,0
NCT03049735,0,0,1,0,0,1,0
NCT03049748,0,1,1,0,0,0,0
NCT03049800,1,0,0,0,0,0,0
NCT03049813,0,0,1,0,1,0,0
NCT03049852,0,0,1,0,0,1,0
NCT03049904,0,0,1,1,0,0,0
NCT03049930,0,0,1,0,0,1,0
NCT03049969,0,0,1,0,0,0,0
NCT03049982,0,0,0,0,1,0,0
NCT03050060,0,0,1,0,0,0,0
NCT03050086,0,0,1,0,0,1,0
NCT03050151,0,0,1,0,0,0,0
NCT03050216,0,0,1,0,0,0,0
NCT03050268,1,0,0,0,0,0,0
NCT03050281,0,0,1,0,0,1,0
NCT03050294,0,1,1,0,0,0,0
NCT03050346,1,0,0,0,0,0,0
NCT03050372,0,0,1,0,0,0,1
NCT03050398,0,0,1,0,0,0,0
NCT03050450,0,0,1,0,0,0,0
NCT03050463,1,0,0,0,0,0,0
NCT03050515,0,0,1,0,0,0,0
NCT03050554,0,0,1,0,0,0,0
NCT03050632,0,0,1,0,0,1,0
NCT03050658,1,0,0,0,0,0,0
NCT03050762,1,0,0,0,0,0,0
NCT03050801,0,1,1,0,0,1,0
NCT03050814,0,1,1,0,0,0,0
NCT03050827,0,1,0,0,0,1,0
NCT03050840,0,0,1,0,1,0,0
NCT03050853,0,0,1,1,0,0,0
NCT03050918,0,1,0,1,0,0,0
NCT03050983,1,0,0,0,0,0,0
NCT03051035,0,0,1,0,0,0,0
NCT03051074,0,1,1,0,0,0,0
NCT03051100,0,0,1,0,0,1,0
NCT03051126,1,0,0,0,0,0,0
NCT03051139,0,0,1,1,0,0,0
NCT03051165,0,0,0,0,1,0,0
NCT03051178,0,0,1,0,0,0,0
NCT03051204,1,0,0,0,0,0,0
NCT03051256,0,0,1,0,0,1,0
NCT03051282,0,1,0,0,0,0,0
NCT03051321,0,0,1,0,0,0,0
NCT03051347,0,0,0,0,1,0,0
NCT03051386,0,0,1,0,0,0,0
NCT03051477,0,0,1,0,0,0,0
NCT03051490,0,1,1,0,0,0,0
NCT03051516,0,0,1,0,0,1,0
NCT03051607,0,0,1,0,0,0,0
NCT03051646,0,0,1,0,0,1,0
NCT03051659,0,0,1,0,0,0,0
NCT03051672,0,0,1,0,0,0,0
NCT03051685,0,1,1,0,0,0,0
NCT03051711,0,0,1,0,0,0,0
NCT03051867,1,0,0,0,0,0,0
NCT03051945,0,0,1,0,0,1,0
NCT03051971,0,1,0,0,0,0,0
NCT03051984,0,0,1,1,0,0,0
NCT03051997,0,1,1,0,0,0,0
NCT03052010,0,0,0,0,1,0,0
NCT03052049,0,0,1,0,0,0,0
NCT03052075,1,0,0,0,0,0,0
NCT03052101,1,0,0,0,0,0,0
NCT03052127,0,0,1,0,0,0,0
NCT03052153,1,0,0,0,0,0,0
NCT03052166,1,0,0,0,0,0,0
NCT03052205,0,0,1,0,0,0,0
NCT03052231,0,1,0,1,0,0,0
NCT03052257,0,1,1,0,0,0,0
NCT03052270,0,1,1,0,0,0,0
NCT03052400,0,0,1,0,0,1,0
NCT03052413,0,1,0,0,0,1,0
NCT03052426,0,1,0,0,0,0,0
NCT03052439,0,1,0,0,0,0,0
NCT03052452,1,0,0,0,0,0,0
NCT03052491,0,0,1,0,0,0,0
NCT03052517,0,0,1,0,0,1,0
NCT03052530,0,0,1,0,0,0,0
NCT03052543,1,0,0,0,0,0,0
NCT03052569,1,0,0,0,0,0,0
NCT03052608,0,1,1,0,0,0,0
NCT03052647,0,1,0,0,0,0,0
NCT03052725,0,0,1,0,0,0,0
NCT03052738,1,0,0,0,0,0,0
NCT03052751,0,0,1,0,0,0,0
NCT03052764,0,1,0,0,0,1,0
NCT03052790,0,1,1,0,0,0,0
NCT03052816,0,1,1,0,0,0,0
NCT03052829,0,0,1,0,0,1,0
NCT03052842,0,0,0,0,1,0,0
NCT03052894,0,1,1,0,0,0,0
NCT03052920,0,0,1,0,0,0,0
NCT03052972,0,0,1,0,0,0,0
NCT03053037,0,1,0,0,0,0,0
NCT03053050,0,0,1,0,0,1,0
NCT03053063,0,0,1,0,0,1,0
NCT03053141,1,0,0,0,0,0,0
NCT03053193,1,0,0,0,0,0,0
NCT03053245,0,1,1,0,0,0,0
NCT03053258,1,0,0,0,0,0,0
NCT03053271,0,0,1,0,0,1,0
NCT03053323,0,0,1,0,0,0,0
NCT03053375,0,0,1,0,0,1,0
NCT03053401,1,0,0,0,0,0,0
NCT03053414,0,1,0,0,0,0,0
NCT03053440,0,1,1,0,0,0,0
NCT03053453,0,1,1,0,0,0,0
NCT03053492,0,1,1,0,0,0,0
NCT03053518,0,1,1,0,0,0,0
NCT03053531,0,0,1,0,0,0,0
NCT03053557,0,0,1,1,0,0,0
NCT03053765,0,1,1,1,0,0,0
NCT03053830,0,0,1,0,0,0,0
NCT03053908,0,0,1,0,0,0,0
NCT03053999,1,0,0,0,0,0,0
NCT03054025,0,0,1,0,0,0,0
NCT03054038,0,0,1,0,0,0,0
NCT03054064,0,0,1,0,0,0,0
NCT03054077,0,0,1,1,0,0,0
NCT03054103,0,1,0,0,0,1,0
NCT03054155,0,0,1,1,0,0,0
NCT03054194,0,0,1,0,0,1,0
NCT03054285,0,0,1,1,0,0,0
NCT03054298,0,1,0,0,0,0,0
NCT03054363,0,0,1,0,0,0,0
NCT03054389,1,0,0,0,0,0,0
NCT03054428,0,0,1,0,0,0,0
NCT03054506,0,1,1,0,0,1,0
NCT03054519,0,1,0,0,0,1,0
NCT03054584,1,0,0,0,0,0,0
NCT03054597,0,0,1,0,0,0,0
NCT03054623,1,0,0,0,0,0,0
NCT03054636,1,0,0,0,0,0,0
NCT03054740,0,1,0,0,0,1,0
NCT03054779,0,1,1,0,0,0,0
NCT03054831,0,1,0,0,0,0,0
NCT03054844,0,0,1,0,0,0,0
NCT03054870,0,1,1,0,0,0,0
NCT03054896,0,0,1,0,0,0,0
NCT03054909,0,0,1,0,0,0,0
NCT03054922,0,1,0,0,0,0,0
NCT03054948,0,1,1,0,0,0,0
NCT03054961,1,0,0,0,0,0,0
NCT03054987,0,1,0,0,0,0,0
NCT03055000,0,0,1,0,0,1,0
NCT03055013,0,1,1,0,0,0,0
NCT03055195,0,0,1,0,0,1,0
NCT03055260,0,0,1,0,0,1,0
NCT03055273,0,1,1,0,0,0,0
NCT03055286,0,0,1,0,0,0,0
NCT03055299,0,0,1,0,0,0,0
NCT03055338,0,1,1,0,0,1,0
NCT03055364,1,0,0,0,0,0,0
NCT03055377,0,0,1,0,0,1,0
NCT03055416,0,0,0,0,1,0,0
NCT03055429,0,0,1,0,0,0,0
NCT03055455,1,0,0,0,0,0,0
NCT03055494,0,0,1,0,0,1,0
NCT03055507,0,1,1,0,0,0,0
NCT03055533,0,0,1,1,0,0,0
NCT03055598,0,0,1,0,0,0,0
NCT03055624,0,0,1,0,0,0,0
