NCTId,0,Active Comparator,Experimental,No Intervention,Other,Placebo Comparator,Sham Comparator
NCT01546753,0,1,0,0,0,1,0
NCT01546766,1,0,0,0,0,0,0
NCT01546818,1,0,0,0,0,0,0
NCT01546831,1,0,0,0,0,0,0
NCT01546844,0,0,1,1,0,0,0
NCT01546857,0,1,0,0,0,1,0
NCT01546870,1,0,0,0,0,0,0
NCT01546883,0,0,1,0,0,0,0
NCT01546948,0,1,1,0,0,0,0
NCT01546987,0,1,1,0,0,0,0
NCT01547000,0,0,1,0,0,1,0
NCT01547013,1,0,0,0,0,0,0
NCT01547052,0,1,1,0,0,0,0
NCT01547065,1,0,0,0,0,0,0
NCT01547117,0,0,1,0,0,0,0
NCT01547130,0,1,0,0,0,0,0
NCT01547169,0,0,1,0,0,1,0
NCT01547182,0,1,1,0,0,0,0
NCT01547273,0,0,1,0,0,0,0
NCT01547286,0,0,1,0,0,0,0
NCT01547299,0,0,1,0,0,0,0
NCT01547325,0,0,1,0,0,1,0
NCT01547351,1,0,0,0,0,0,0
NCT01547364,0,1,0,0,0,1,0
NCT01547390,0,0,1,0,0,1,0
NCT01547403,1,0,0,0,0,0,0
NCT01547429,0,0,1,0,0,0,0
NCT01547442,0,0,1,0,0,0,0
NCT01547468,0,1,1,0,0,0,0
NCT01547481,1,0,0,0,0,0,0
NCT01547494,0,0,1,0,0,1,0
NCT01547546,0,0,1,0,0,0,0
NCT01547637,0,0,1,0,0,0,0
NCT01547676,0,1,1,0,0,0,0
NCT01547728,0,0,1,0,0,0,0
NCT01547741,0,1,0,0,0,0,0
NCT01547754,1,0,0,0,0,0,0
NCT01547767,1,0,0,0,0,0,0
NCT01547780,1,0,0,0,0,0,0
NCT01547793,1,0,0,0,0,0,0
NCT01547806,0,0,1,0,0,0,0
NCT01547832,1,0,0,0,0,0,0
NCT01547845,1,0,0,0,0,0,0
NCT01547871,1,0,0,0,0,0,0
NCT01547884,1,0,0,0,0,0,0
NCT01547936,1,0,0,0,0,0,0
NCT01547949,0,0,1,0,0,1,0
NCT01547962,0,1,1,0,0,0,0
NCT01547988,0,0,1,1,0,0,0
NCT01548040,0,0,1,0,0,0,1
NCT01548105,1,0,0,0,0,0,0
NCT01548144,0,0,1,0,0,0,0
NCT01548183,0,0,1,1,0,0,0
NCT01548196,0,0,0,1,1,0,0
NCT01548222,1,0,0,0,0,0,0
NCT01548287,0,0,1,0,0,1,0
NCT01548300,1,0,0,0,0,0,0
NCT01548352,1,0,0,0,0,0,0
NCT01548417,0,1,0,0,0,1,0
NCT01548430,0,0,1,0,0,1,0
NCT01548547,0,1,1,0,0,0,0
NCT01548560,0,0,1,0,0,1,0
NCT01548573,0,0,1,0,0,0,0
NCT01548625,1,0,0,0,0,0,0
NCT01548638,0,0,1,0,0,0,0
NCT01548651,0,0,1,0,0,1,0
NCT01548690,0,0,1,0,0,0,0
NCT01548716,1,0,0,0,0,0,0
NCT01548742,0,1,1,0,0,0,0
NCT01548768,0,1,1,1,0,0,0
NCT01548781,0,1,1,0,0,0,0
NCT01548807,1,0,0,0,0,0,0
NCT01548885,0,0,1,0,0,0,0
NCT01549002,0,1,1,0,0,0,0
NCT01549041,0,1,1,0,0,0,0
NCT01549171,1,0,0,0,0,0,0
NCT01549223,0,1,0,0,0,0,0
NCT01549314,1,0,0,0,0,0,0
NCT01549366,0,1,1,0,0,0,0
NCT01549431,0,0,1,0,0,0,0
NCT01549522,1,0,0,0,0,0,0
NCT01549535,0,1,0,0,0,0,0
NCT01549548,1,0,0,0,0,0,0
NCT01549561,0,0,1,1,0,0,0
NCT01549587,0,1,1,0,0,0,0
NCT01549600,0,1,1,0,0,0,0
NCT01549613,0,1,0,0,0,0,0
NCT01549652,0,0,1,0,0,0,0
NCT01549756,1,0,0,0,0,0,0
NCT01549834,0,0,1,0,0,1,0
NCT01549860,0,0,1,1,0,0,0
NCT01549873,0,1,0,0,0,0,0
NCT01549886,0,1,1,0,0,0,0
NCT01549899,0,1,0,1,0,0,0
NCT01549912,1,0,0,0,0,0,0
NCT01549925,0,1,0,0,1,0,0
NCT01549951,0,0,1,0,0,0,0
NCT01549964,0,1,1,0,0,1,0
NCT01549977,0,0,1,0,0,1,0
NCT01550003,0,0,1,0,0,0,0
NCT01550029,0,1,1,0,0,0,0
NCT01550094,1,0,0,0,0,0,0
NCT01550120,1,0,0,0,0,0,0
NCT01550133,0,0,1,0,0,0,0
NCT01550172,0,1,1,0,0,0,0
NCT01550185,0,0,1,0,0,0,0
NCT01550224,0,1,0,0,0,0,0
NCT01550263,1,0,0,0,0,0,0
NCT01550302,0,1,0,1,0,0,0
NCT01550315,0,1,0,0,1,0,0
NCT01550328,1,0,0,0,0,0,0
NCT01550341,0,1,0,0,0,1,0
NCT01550367,0,0,1,0,0,0,0
NCT01550380,0,0,1,0,0,0,0
NCT01550432,0,0,1,0,0,1,0
NCT01550458,0,0,1,0,0,1,0
NCT01550471,0,0,1,0,0,0,0
NCT01550484,1,0,0,0,0,0,0
NCT01550497,0,0,1,0,0,0,0
NCT01550510,0,1,1,0,0,0,0
NCT01550523,0,0,1,0,0,0,0
NCT01550536,0,0,1,1,0,0,0
NCT01550575,1,0,0,0,0,0,0
NCT01550666,0,0,1,1,0,0,0
NCT01550705,0,0,1,0,0,0,0
NCT01550718,0,1,0,1,0,0,0
NCT01550731,0,1,1,0,0,0,0
NCT01550744,0,0,1,0,0,0,0
NCT01550757,0,0,1,1,0,0,0
NCT01550770,0,0,1,0,0,0,0
NCT01550783,0,0,1,0,0,0,0
NCT01550796,0,1,0,0,0,1,0
NCT01550822,0,1,0,1,0,0,0
NCT01550835,0,1,1,0,0,0,0
NCT01550861,0,0,1,0,0,0,0
NCT01550913,0,0,1,0,1,0,0
NCT01550939,0,0,0,1,0,0,0
NCT01550952,1,0,0,0,0,0,0
NCT01551004,0,0,1,0,0,0,0
NCT01551030,0,0,1,0,0,0,0
NCT01551043,0,0,1,0,0,0,0
NCT01551056,0,0,1,0,0,1,0
NCT01551082,1,0,0,0,0,0,0
NCT01551095,0,0,1,0,0,0,0
NCT01551108,0,1,1,0,0,0,0
NCT01551186,0,0,1,1,0,0,0
NCT01551199,0,0,1,0,0,0,0
NCT01551264,0,0,0,0,1,0,0
NCT01551303,0,0,1,0,0,1,0
NCT01551316,0,0,1,0,0,0,0
NCT01551329,0,0,1,0,0,0,0
NCT01551420,0,1,0,0,0,0,0
NCT01551433,1,0,0,0,0,0,0
NCT01551472,1,0,0,0,0,0,0
NCT01551498,0,1,0,0,0,1,0
NCT01551550,0,1,1,0,0,0,0
NCT01551576,1,0,0,0,0,0,0
NCT01551615,0,0,1,0,0,0,0
NCT01551693,0,0,1,0,0,0,0
NCT01551732,0,1,1,0,0,0,0
NCT01551745,0,0,1,0,0,0,0
NCT01551797,0,1,1,0,0,0,0
NCT01551849,1,0,0,0,0,0,0
NCT01551888,0,1,1,0,0,0,0
NCT01551953,0,1,1,0,0,0,0
NCT01551979,0,1,0,0,0,0,1
NCT01551992,0,1,0,0,0,0,0
NCT01552213,0,1,0,0,0,0,0
NCT01552226,0,1,0,0,0,0,0
NCT01552343,0,0,1,0,0,1,0
NCT01552356,0,0,1,0,0,0,0
NCT01552369,0,1,1,0,0,0,0
NCT01552408,0,1,1,0,0,0,0
NCT01552434,0,0,1,0,0,0,0
NCT01552447,0,0,0,0,1,0,0
NCT01552460,1,0,0,0,0,0,0
NCT01552473,0,1,1,0,0,0,0
NCT01552499,0,0,1,0,1,0,0
NCT01552551,0,1,1,0,0,0,0
NCT01552577,1,0,0,0,0,0,0
NCT01552603,0,0,1,0,0,0,0
NCT01552616,0,0,1,1,0,0,0
NCT01552642,0,1,0,1,0,0,0
NCT01552668,0,0,1,0,0,1,0
NCT01552681,0,0,1,0,0,1,0
NCT01552694,0,0,1,0,0,1,0
NCT01552759,0,0,1,0,0,0,0
NCT01552772,0,0,1,0,0,0,0
NCT01552798,0,1,1,0,0,1,0
NCT01552863,0,0,1,0,0,0,0
NCT01552889,0,0,1,1,0,0,0
NCT01552902,0,1,1,0,0,1,0
NCT01552915,0,1,1,0,0,1,0
NCT01553019,0,0,1,0,0,0,0
NCT01553058,0,1,0,0,0,1,0
NCT01553071,0,0,1,0,0,0,0
NCT01553084,0,0,1,0,0,0,0
NCT01553097,1,0,0,0,0,0,0
NCT01553110,1,0,0,0,0,0,0
NCT01553123,0,0,1,0,0,1,0
NCT01553136,0,1,0,0,0,1,0
NCT01553149,0,0,1,0,0,0,0
NCT01553188,0,1,1,0,1,0,0
NCT01553201,0,0,1,0,0,1,0
NCT01553214,0,0,0,0,1,0,0
NCT01553240,0,0,1,0,0,0,0
NCT01553318,0,1,0,0,0,1,0
NCT01553461,0,0,1,0,0,0,0
NCT01553474,1,0,0,0,0,0,0
NCT01553539,0,0,1,0,0,0,0
NCT01553578,0,1,1,0,0,0,0
NCT01553591,0,0,1,0,0,1,0
NCT01553630,0,1,0,0,0,0,0
NCT01553682,0,1,1,1,0,0,0
NCT01553747,0,0,1,0,0,1,0
NCT01553825,1,0,0,0,0,0,0
NCT01553851,0,0,1,0,0,0,0
NCT01553916,0,0,1,0,0,0,0
NCT01553942,0,0,1,0,0,0,0
NCT01553955,1,0,0,0,0,0,0
NCT01554020,0,1,0,0,0,1,0
NCT01554215,0,1,1,0,0,0,0
NCT01554241,0,0,1,0,0,0,0
NCT01554254,0,0,1,0,0,0,0
NCT01554267,0,0,1,0,0,0,0
NCT01554371,0,0,1,0,0,0,0
NCT01554397,0,1,1,0,0,0,0
NCT01554410,0,0,1,0,0,0,0
NCT01554488,0,1,1,0,0,0,0
NCT01554501,1,0,0,0,0,0,0
NCT01554514,0,0,1,0,0,0,0
NCT01554527,0,0,1,0,1,0,0
NCT01554553,0,0,1,1,0,0,0
NCT01554579,0,0,1,0,0,1,0
NCT01554618,0,0,1,0,0,1,0
NCT01554644,0,1,0,0,0,1,0
NCT01554683,0,1,0,0,0,1,0
NCT01554696,0,0,1,0,0,1,0
NCT01554722,0,0,1,0,0,0,0
NCT01554800,0,0,1,0,0,0,0
NCT01554839,0,0,1,0,0,1,0
NCT01554891,1,0,0,0,0,0,0
NCT01554904,0,0,0,0,1,0,0
NCT01554956,0,0,1,0,0,0,0
NCT01554969,0,0,1,0,0,0,0
NCT01554982,0,0,0,0,1,0,0
NCT01555008,0,0,1,0,0,1,0
NCT01555021,1,0,0,0,0,0,0
NCT01555060,0,0,1,1,0,0,0
NCT01555073,0,1,0,0,0,1,0
NCT01555125,0,0,1,0,0,1,0
NCT01555164,0,0,1,0,0,1,0
NCT01555216,0,1,0,0,0,0,0
NCT01555268,0,0,1,0,0,0,0
NCT01555333,0,0,1,0,0,0,0
NCT01555346,1,0,0,0,0,0,0
NCT01555463,0,0,1,0,0,1,0
NCT01555489,0,0,1,0,0,0,0
NCT01555541,0,0,1,0,0,0,0
NCT01555554,0,0,1,0,0,1,0
NCT01555567,0,0,1,1,0,0,0
NCT01555580,0,0,1,0,0,0,0
NCT01555606,1,0,0,0,0,0,0
NCT01555619,1,0,0,0,0,0,0
NCT01555697,0,1,0,0,0,1,0
NCT01555710,0,1,1,0,0,0,0
NCT01555853,0,0,1,0,0,0,0
NCT01555866,0,0,1,0,0,0,0
NCT01555879,1,0,0,0,0,0,0
NCT01555892,0,0,1,0,0,0,0
NCT01555905,0,0,1,0,0,0,0
NCT01555931,0,1,1,0,0,0,0
NCT01555957,0,0,1,0,0,1,0
NCT01555983,0,1,0,0,0,1,0
NCT01556009,0,1,0,0,0,0,0
NCT01556022,0,0,1,0,0,1,0
NCT01556048,0,0,1,0,0,1,0
NCT01556061,0,1,1,0,0,0,0
NCT01556074,0,0,1,0,0,0,0
NCT01556087,0,0,1,0,0,1,0
NCT01556113,0,1,0,0,0,0,0
NCT01556178,1,0,0,0,0,0,0
NCT01556191,0,1,1,0,0,0,0
NCT01556204,0,1,1,0,0,0,0
NCT01556230,1,0,0,0,0,0,0
NCT01556243,0,0,1,0,0,0,0
NCT01556256,0,0,1,0,0,0,0
NCT01556282,0,0,1,0,0,0,0
NCT01556334,0,1,1,0,0,0,0
NCT01556347,0,0,1,0,0,0,0
NCT01556425,0,0,1,0,1,0,0
NCT01556464,0,0,1,1,0,0,0
NCT01556490,0,0,1,1,0,0,0
NCT01556503,1,0,0,0,0,0,0
NCT01556516,1,0,0,0,0,0,0
NCT01556568,0,0,1,0,0,0,0
NCT01556581,0,1,0,0,0,0,0
NCT01556607,0,1,0,0,0,1,0
NCT01556646,0,0,1,0,0,0,0
NCT01556711,1,0,0,0,0,0,0
NCT01556724,0,1,1,0,0,0,0
NCT01556750,1,0,0,0,0,0,0
NCT01556763,0,0,1,0,0,1,0
NCT01556789,0,0,1,0,0,0,0
NCT01556828,1,0,0,0,0,0,0
NCT01556906,0,0,1,0,0,0,0
NCT01556919,1,0,0,0,0,0,0
NCT01556932,0,0,1,0,0,0,0
NCT01556945,0,0,1,0,0,1,0
NCT01556958,1,0,0,0,0,0,0
NCT01556971,0,1,0,0,0,1,0
NCT01556997,0,1,1,0,0,0,0
NCT01557036,1,0,0,0,0,0,0
NCT01557088,1,0,0,0,0,0,0
NCT01557166,0,0,1,0,0,1,0
NCT01557192,0,1,0,0,0,1,0
NCT01557218,0,0,1,0,0,0,0
NCT01557231,1,0,0,0,0,0,0
NCT01557244,0,1,1,0,0,0,0
NCT01557257,0,0,1,0,0,0,0
NCT01557335,0,1,1,0,0,0,0
NCT01557387,1,0,0,0,0,0,0
NCT01557400,0,0,1,0,0,0,0
NCT01557426,0,0,0,0,1,0,0
NCT01557465,1,0,0,0,0,0,0
NCT01557517,0,0,1,0,0,1,0
NCT01557543,1,0,0,0,0,0,0
NCT01557569,0,1,0,0,0,1,0
NCT01557582,0,0,0,0,1,0,0
NCT01557595,0,0,1,0,0,0,0
NCT01557608,0,0,1,0,0,1,0
NCT01557621,0,1,1,0,0,0,0
NCT01557738,0,0,1,0,0,1,0
NCT01557751,0,0,0,0,1,0,0
NCT01557777,0,0,1,0,0,0,0
NCT01557790,0,0,1,0,0,0,0
NCT01557816,0,1,0,0,0,0,1
NCT01557842,0,1,1,0,0,0,0
NCT01557855,1,0,0,0,0,0,0
NCT01557868,0,1,0,0,0,0,0
NCT01557881,0,0,1,0,0,0,0
NCT01557920,0,1,0,0,0,0,0
NCT01557946,0,0,1,1,0,0,0
NCT01557959,0,0,1,0,0,0,0
NCT01557985,0,0,1,0,0,0,0
NCT01558037,1,0,0,0,0,0,0
NCT01558063,0,1,0,0,0,1,0
NCT01558076,1,0,0,0,0,0,0
NCT01558102,1,0,0,0,0,0,0
NCT01558115,0,0,1,0,0,1,0
NCT01558128,0,0,0,0,1,0,0
NCT01558141,0,1,0,0,0,0,0
NCT01558180,0,0,1,0,0,1,0
NCT01558232,0,0,1,0,0,0,0
NCT01558258,0,0,1,1,0,0,0
NCT01558297,0,1,1,0,0,0,0
NCT01558310,0,1,0,0,0,1,0
NCT01558323,0,0,1,0,0,0,0
NCT01558479,1,0,0,0,0,0,0
NCT01558492,0,0,1,0,0,0,0
NCT01558518,1,0,0,0,0,0,0
NCT01558544,0,0,0,0,1,0,0
NCT01558557,0,0,1,0,0,0,0
NCT01558570,1,0,0,0,0,0,0
NCT01558583,0,0,0,0,1,0,0
NCT01558596,0,0,1,0,0,1,0
NCT01558609,1,0,0,0,0,0,0
NCT01558648,1,0,0,0,0,0,0
NCT01558661,0,0,1,0,0,0,0
NCT01558700,0,0,1,0,0,1,0
NCT01558791,0,0,1,1,0,0,0
NCT01558804,1,0,0,0,0,0,0
NCT01558817,0,1,1,0,0,0,0
NCT01558830,0,1,0,0,0,1,0
NCT01558843,1,0,0,0,0,0,0
NCT01558908,0,0,1,0,0,0,0
NCT01558921,0,1,1,0,0,0,0
NCT01558934,0,0,1,0,0,0,0
NCT01558973,1,0,0,0,0,0,0
NCT01558999,0,0,1,0,0,1,0
NCT01559051,0,0,1,0,0,0,0
NCT01559103,0,0,1,0,0,1,0
NCT01559116,0,1,1,0,0,1,0
NCT01559129,0,0,1,0,0,1,0
NCT01559194,0,1,0,0,0,0,0
NCT01559220,0,0,1,0,0,0,0
NCT01559246,1,0,0,0,0,0,0
NCT01559259,0,1,1,0,0,1,0
NCT01559272,0,0,1,0,0,0,0
NCT01559363,0,0,1,0,0,0,0
NCT01559389,0,0,1,1,0,0,0
NCT01559454,0,1,1,0,0,0,0
NCT01559493,1,0,0,0,0,0,0
NCT01559506,0,0,1,1,0,0,0
NCT01559571,1,0,0,0,0,0,0
NCT01559649,1,0,0,0,0,0,0
NCT01559662,0,0,1,1,0,0,0
NCT01559675,0,1,1,0,0,0,0
NCT01559688,0,1,1,0,0,0,0
NCT01559740,0,0,1,0,0,0,0
NCT01559805,0,1,1,0,0,0,0
NCT01559844,0,0,1,0,0,0,0
NCT01559857,0,1,0,0,0,1,0
NCT01559909,0,0,1,0,0,0,0
NCT01559922,0,0,1,0,0,1,0
NCT01559935,0,0,1,0,0,0,0
NCT01559948,0,1,1,0,0,0,0
NCT01559987,0,0,1,0,1,0,0
NCT01560000,0,0,0,0,1,0,0
NCT01560026,1,0,0,0,0,0,0
NCT01560091,0,1,0,0,0,1,0
NCT01560130,0,1,0,0,0,0,0
NCT01560143,0,0,0,0,1,0,0
NCT01560156,1,0,0,0,0,0,0
NCT01560169,1,0,0,0,0,0,0
NCT01560221,0,1,1,0,0,0,0
NCT01560260,0,0,1,0,0,0,0
NCT01560273,1,0,0,0,0,0,0
NCT01560286,0,0,1,0,0,0,0
NCT01560338,1,0,0,0,0,0,0
NCT01560377,0,0,1,0,0,0,0
NCT01560403,0,0,1,0,0,0,0
NCT01560416,0,1,0,0,0,0,0
NCT01560468,0,0,1,0,0,0,0
NCT01560507,0,1,0,0,0,0,0
NCT01560520,1,0,0,0,0,0,0
NCT01560585,0,0,1,0,0,0,0
NCT01560624,0,0,1,0,0,1,0
NCT01560637,0,0,1,0,0,0,0
NCT01560676,0,1,0,0,0,0,0
NCT01560728,0,0,1,1,0,0,0
NCT01560754,0,0,1,0,0,1,0
NCT01560780,0,0,1,0,0,1,0
NCT01560793,0,0,1,0,0,0,0
NCT01560819,0,0,1,0,0,0,0
NCT01560871,0,0,1,0,0,0,1
NCT01560884,0,1,0,0,0,0,0
NCT01560923,0,0,1,0,0,1,0
NCT01560936,1,0,0,0,0,0,0
NCT01560949,0,0,1,0,0,0,0
NCT01560962,0,0,0,0,1,0,0
NCT01560975,0,0,1,0,0,0,0
NCT01560988,0,0,1,0,0,0,0
NCT01561014,0,0,1,0,0,0,0
NCT01561040,0,0,1,0,0,0,0
NCT01561053,0,0,1,1,0,0,0
NCT01561079,0,0,1,0,0,0,0
NCT01561157,1,0,0,0,0,0,0
NCT01561261,1,0,0,0,0,0,0
NCT01561287,0,0,1,0,0,0,0
NCT01561326,0,1,1,0,0,0,0
NCT01561352,0,0,1,0,0,0,0
NCT01561378,0,0,1,0,0,1,0
NCT01561391,0,0,1,0,0,0,0
NCT01561430,0,0,1,0,0,1,0
NCT01561482,0,0,1,0,0,0,0
NCT01561495,0,0,1,0,0,0,0
NCT01561508,0,0,1,0,0,1,0
NCT01561521,0,0,1,0,0,1,0
NCT01561560,0,0,0,0,1,0,0
NCT01561690,0,0,1,0,0,1,0
NCT01561703,0,0,1,1,0,0,0
NCT01561716,0,0,1,0,0,0,0
NCT01561729,0,0,1,0,0,0,0
NCT01561742,0,0,1,0,0,1,0
NCT01561755,0,0,1,0,0,1,0
NCT01561781,0,0,1,0,0,0,0
NCT01561820,0,1,0,0,0,1,0
NCT01561833,0,0,1,0,0,0,0
NCT01561859,0,1,1,0,0,0,0
NCT01561924,0,0,1,0,0,0,0
NCT01561937,0,0,1,0,0,0,0
NCT01561950,0,0,1,0,0,1,0
NCT01561963,0,0,1,0,0,0,0
NCT01561989,0,0,1,0,0,0,0
NCT01562015,0,0,1,0,0,0,0
NCT01562041,0,0,0,0,1,0,0
NCT01562106,0,0,1,0,0,0,0
NCT01562158,0,0,1,0,0,1,0
NCT01562184,0,1,0,0,0,0,1
NCT01562223,0,0,1,0,0,0,0
NCT01562275,0,0,1,0,0,0,0
NCT01562340,0,1,0,0,0,0,0
NCT01562353,1,0,0,0,0,0,0
NCT01562405,0,0,1,0,0,0,0
NCT01562496,0,0,1,1,0,0,0
NCT01562548,0,0,1,0,0,1,0
NCT01562626,0,0,1,0,0,0,0
NCT01562678,0,0,1,0,0,1,0
NCT01562756,0,0,1,0,0,0,0
NCT01562782,0,1,1,0,0,0,0
NCT01562860,0,1,0,0,0,0,0
NCT01562873,0,0,1,0,0,0,0
NCT01562899,0,0,1,0,0,0,0
NCT01562938,0,1,0,0,0,1,0
NCT01563003,0,1,1,0,0,0,0
NCT01563029,0,1,0,0,0,1,0
NCT01563068,0,0,1,0,0,0,0
NCT01563094,1,0,0,0,0,0,0
NCT01563107,0,0,1,0,0,0,0
NCT01563172,0,1,1,0,0,0,0
NCT01563185,0,0,1,0,0,0,0
NCT01563198,0,0,1,0,0,0,0
NCT01563250,0,1,0,1,0,0,0
NCT01563276,1,0,0,0,0,0,0
NCT01563302,0,0,1,0,0,0,0
NCT01563328,0,0,1,0,0,0,0
NCT01563341,0,0,1,0,0,0,0
NCT01563406,0,0,1,0,0,0,0
NCT01563445,0,0,1,0,0,1,0
NCT01563536,0,0,1,0,0,0,0
NCT01563562,0,0,1,0,0,0,0
NCT01563679,1,0,0,0,0,0,0
NCT01563718,0,1,1,0,0,0,0
NCT01563744,0,1,1,0,0,0,0
NCT01563757,1,0,0,0,0,0,0
NCT01563796,1,0,0,0,0,0,0
NCT01563874,1,0,0,0,0,0,0
NCT01563887,0,0,1,0,0,0,0
NCT01563900,0,1,0,0,0,0,1
NCT01563913,0,0,1,0,0,1,0
NCT01563978,0,0,1,0,0,1,0
NCT01563991,0,1,1,0,0,0,0
NCT01564043,0,0,1,0,0,0,0
NCT01564069,1,0,0,0,0,0,0
NCT01564212,0,1,0,0,0,0,0
NCT01564225,0,0,1,0,0,0,0
NCT01564238,0,0,1,0,0,0,0
NCT01564251,0,0,1,0,0,0,0
NCT01564277,0,0,1,0,0,0,0
NCT01564342,0,0,0,0,1,0,0
NCT01564368,0,0,1,0,0,0,0
NCT01564381,0,0,1,0,0,1,0
NCT01564394,0,0,1,0,0,0,1
NCT01564407,0,1,1,0,0,0,0
NCT01564446,0,0,1,0,0,0,0
NCT01564485,0,0,1,0,0,1,0
NCT01564524,1,0,0,0,0,0,0
NCT01564537,0,0,1,0,0,1,0
NCT01564563,0,0,1,0,0,1,0
NCT01564589,1,0,0,0,0,0,0
NCT01564641,1,0,0,0,0,0,0
NCT01564654,1,0,0,0,0,0,0
NCT01564667,0,1,1,0,0,0,0
NCT01564706,0,0,1,0,0,0,0
NCT01564719,0,0,1,0,0,0,0
NCT01564732,0,1,1,0,0,0,0
NCT01564784,0,1,1,0,0,0,0
NCT01564862,0,1,1,0,0,1,0
NCT01564914,0,0,1,0,0,0,0
NCT01564940,1,0,0,0,0,0,0
NCT01565083,0,0,1,0,0,0,0
NCT01565135,0,0,1,1,0,0,0
NCT01565148,0,0,1,0,0,0,0
NCT01565161,0,1,1,0,0,0,0
NCT01565187,1,0,0,0,0,0,0
NCT01565291,0,0,1,0,0,0,0
NCT01565304,0,0,1,1,0,0,0
NCT01565317,0,0,1,1,0,0,0
NCT01565330,0,0,1,0,0,0,0
NCT01565343,0,0,1,0,0,0,0
NCT01565395,0,0,1,0,0,1,0
NCT01565447,1,0,0,0,0,0,0
NCT01565460,1,0,0,0,0,0,0
NCT01565473,1,0,0,0,0,0,0
NCT01565512,0,1,0,0,0,1,0
NCT01565525,0,1,1,1,0,0,0
NCT01565551,1,0,0,0,0,0,0
NCT01565590,0,1,1,0,0,0,0
NCT01565616,0,0,1,0,0,0,0
NCT01565629,0,0,1,1,0,0,0
NCT01565642,0,0,1,1,0,0,0
NCT01565655,0,0,1,0,0,1,0
NCT01565668,0,0,1,0,0,0,0
NCT01565681,0,0,1,0,0,1,0
NCT01565694,0,0,1,0,0,0,0
NCT01565707,0,0,1,0,0,1,0
NCT01565720,0,1,1,0,0,1,0
NCT01565772,0,0,1,0,0,0,0
NCT01565785,0,0,1,1,0,0,0
NCT01565798,0,0,1,1,0,0,0
NCT01565837,0,0,1,0,0,0,0
NCT01565850,0,1,1,0,0,0,0
NCT01565863,0,0,1,1,0,0,0
NCT01565915,0,0,1,0,0,0,1
NCT01565928,0,0,1,0,0,0,0
NCT01565941,0,1,0,0,0,0,0
NCT01565980,0,1,1,0,0,0,0
NCT01566045,0,1,1,0,0,0,0
NCT01566084,0,0,0,0,1,0,0
NCT01566162,0,0,1,0,0,0,0
NCT01566214,0,0,1,1,0,0,0
NCT01566318,0,0,1,1,0,0,0
NCT01566370,0,0,1,0,0,1,0
NCT01566383,0,0,1,0,0,0,0
NCT01566396,0,0,1,0,0,0,0
NCT01566422,0,0,1,1,0,0,0
NCT01566435,0,0,1,0,0,0,0
NCT01566448,0,0,1,0,0,0,0
NCT01566461,0,1,1,0,0,0,0
NCT01566500,1,0,0,0,0,0,0
NCT01566513,0,0,1,1,0,0,0
NCT01566539,0,0,1,0,0,1,0
NCT01566591,0,1,0,0,0,0,1
NCT01566630,0,0,1,0,0,1,0
NCT01566682,1,0,0,0,0,0,0
NCT01566695,0,0,1,0,0,1,0
NCT01566773,0,1,1,0,0,1,0
NCT01566838,0,1,0,0,0,0,0
NCT01566864,0,0,1,0,0,0,0
NCT01566877,0,1,0,0,0,1,0
NCT01566890,0,0,1,0,1,0,0
NCT01566916,0,1,0,0,0,0,0
NCT01566994,0,0,1,0,0,0,0
NCT01567020,1,0,0,0,0,0,0
NCT01567033,0,0,1,0,0,0,0
NCT01567046,1,0,0,0,0,0,0
NCT01567059,0,0,1,0,0,0,0
NCT01567150,0,1,0,1,0,0,0
NCT01567163,0,0,1,0,0,0,0
NCT01567228,0,0,1,1,0,0,0
NCT01567371,0,0,1,0,0,0,0
NCT01567384,0,0,1,0,0,0,0
NCT01567462,0,1,0,0,0,0,0
NCT01567527,0,1,0,0,0,1,0
NCT01567579,1,0,0,0,0,0,0
NCT01567696,1,0,0,0,0,0,0
NCT01567709,0,0,1,0,0,0,0
NCT01567722,1,0,0,0,0,0,0
NCT01567826,0,1,1,0,0,0,0
NCT01567839,0,0,1,0,0,0,0
NCT01567852,0,0,1,0,0,0,0
NCT01567891,0,0,1,0,0,0,0
NCT01567930,1,0,0,0,0,0,0
NCT01567943,0,0,1,1,0,0,0
NCT01567969,0,1,1,0,0,0,0
NCT01567982,0,0,1,0,0,0,0
NCT01568112,0,0,1,0,0,1,0
NCT01568151,0,1,0,1,0,0,0
NCT01568177,0,0,0,0,1,0,0
NCT01568203,0,0,1,0,0,1,0
NCT01568216,0,0,1,0,0,1,0
NCT01568229,0,0,1,0,0,1,0
NCT01568255,0,0,1,0,0,1,0
NCT01568320,0,0,1,0,0,0,0
NCT01568346,0,1,0,1,0,0,0
NCT01568359,1,0,0,0,0,0,0
NCT01568411,0,1,0,0,0,0,0
NCT01568424,0,0,0,0,1,0,0
NCT01568489,0,0,1,0,0,1,0
NCT01568528,0,0,1,0,1,1,0
NCT01568554,1,0,0,0,0,0,0
NCT01568606,0,0,1,0,0,0,0
NCT01568619,1,0,0,0,0,0,0
NCT01568658,1,0,0,0,0,0,0
NCT01568671,1,0,0,0,0,0,0
NCT01568697,1,0,0,0,0,0,0
NCT01568710,1,0,0,0,0,0,0
NCT01568723,1,0,0,0,0,0,0
NCT01568736,1,0,0,0,0,0,0
NCT01568749,0,1,1,0,0,0,0
NCT01568762,0,0,1,0,0,1,0
NCT01568827,0,0,1,0,0,0,0
NCT01568866,0,1,1,0,0,0,0
