NCTId,0-50,51-100,101-200,201-500,501-1000,1001-10000,10000plus
NCT02249936,1,0,0,0,0,0,0
NCT02249858,0,1,0,0,0,0,0
NCT02249819,1,0,0,0,0,0,0
NCT02249793,1,0,0,0,0,0,0
NCT02249663,0,0,0,0,0,1,0
NCT02249624,0,1,0,0,0,0,0
NCT02249559,1,0,0,0,0,0,0
NCT02249533,0,0,1,0,0,0,0
NCT02249390,0,0,0,1,0,0,0
NCT02249377,1,0,0,0,0,0,0
NCT02249325,1,0,0,0,0,0,0
NCT02249169,0,1,0,0,0,0,0
NCT02249143,1,0,0,0,0,0,0
NCT02249104,1,0,0,0,0,0,0
NCT02249026,1,0,0,0,0,0,0
NCT02248935,0,0,0,1,0,0,0
NCT02248857,0,0,0,1,0,0,0
NCT02248831,0,0,0,0,1,0,0
NCT02248818,0,0,0,1,0,0,0
NCT02248779,1,0,0,0,0,0,0
NCT02248740,1,0,0,0,0,0,0
NCT02248675,0,1,0,0,0,0,0
NCT02248649,0,0,1,0,0,0,0
NCT02248597,1,0,0,0,0,0,0
NCT02248389,1,0,0,0,0,0,0
NCT02248350,1,0,0,0,0,0,0
NCT02247960,0,0,1,0,0,0,0
NCT02247895,1,0,0,0,0,0,0
NCT02247843,1,0,0,0,0,0,0
NCT02247700,1,0,0,0,0,0,0
NCT02247570,0,1,0,0,0,0,0
NCT02247388,0,0,0,0,1,0,0
NCT02247206,1,0,0,0,0,0,0
NCT02247193,1,0,0,0,0,0,0
NCT02247076,1,0,0,0,0,0,0
NCT02247037,0,1,0,0,0,0,0
NCT02246972,1,0,0,0,0,0,0
NCT02246959,0,0,0,0,1,0,0
NCT02246933,1,0,0,0,0,0,0
NCT02246920,0,0,0,0,0,1,0
NCT02246907,1,0,0,0,0,0,0
NCT02246764,0,1,0,0,0,0,0
NCT02246751,1,0,0,0,0,0,0
NCT02246738,0,1,0,0,0,0,0
NCT02246660,0,1,0,0,0,0,0
NCT02246647,1,0,0,0,0,0,0
NCT02246608,1,0,0,0,0,0,0
NCT02246556,1,0,0,0,0,0,0
NCT02246530,1,0,0,0,0,0,0
NCT02246491,1,0,0,0,0,0,0
NCT02246374,1,0,0,0,0,0,0
NCT02246309,1,0,0,0,0,0,0
NCT02246270,1,0,0,0,0,0,0
NCT02246101,0,0,0,1,0,0,0
NCT02245997,0,1,0,0,0,0,0
NCT02245867,1,0,0,0,0,0,0
NCT02245841,1,0,0,0,0,0,0
NCT02245763,0,0,0,0,0,1,0
NCT02245620,1,0,0,0,0,0,0
NCT02245425,1,0,0,0,0,0,0
NCT02245308,0,0,1,0,0,0,0
NCT02245282,1,0,0,0,0,0,0
NCT02245230,1,0,0,0,0,0,0
NCT02245217,1,0,0,0,0,0,0
NCT02245100,0,0,1,0,0,0,0
NCT02245048,0,1,0,0,0,0,0
NCT02245035,0,1,0,0,0,0,0
NCT02244944,1,0,0,0,0,0,0
NCT02244892,0,1,0,0,0,0,0
NCT02244827,1,0,0,0,0,0,0
NCT02244814,0,0,1,0,0,0,0
NCT02244801,1,0,0,0,0,0,0
NCT02244788,1,0,0,0,0,0,0
NCT02244775,1,0,0,0,0,0,0
NCT02244671,1,0,0,0,0,0,0
NCT02244619,0,0,0,0,1,0,0
NCT02244554,1,0,0,0,0,0,0
NCT02244138,0,0,0,0,0,1,0
NCT02243813,1,0,0,0,0,0,0
NCT02243709,1,0,0,0,0,0,0
NCT02243670,1,0,0,0,0,0,0
NCT02243631,1,0,0,0,0,0,0
NCT02243423,0,1,0,0,0,0,0
NCT02243397,0,0,0,1,0,0,0
NCT02243358,1,0,0,0,0,0,0
NCT02243332,1,0,0,0,0,0,0
NCT02243267,0,0,1,0,0,0,0
NCT02243241,0,0,0,1,0,0,0
NCT02243189,1,0,0,0,0,0,0
NCT02243124,1,0,0,0,0,0,0
NCT02243007,1,0,0,0,0,0,0
NCT02242994,1,0,0,0,0,0,0
NCT02242981,1,0,0,0,0,0,0
NCT02242968,0,0,0,0,1,0,0
NCT02242903,1,0,0,0,0,0,0
NCT02242890,1,0,0,0,0,0,0
NCT02242773,0,0,0,1,0,0,0
NCT02242682,0,0,0,1,0,0,0
NCT02242630,0,1,0,0,0,0,0
NCT02242578,1,0,0,0,0,0,0
NCT02242526,0,0,0,1,0,0,0
NCT02242448,0,0,1,0,0,0,0
NCT02242435,0,0,0,1,0,0,0
NCT02242409,1,0,0,0,0,0,0
NCT02242201,0,0,1,0,0,0,0
NCT02242110,1,0,0,0,0,0,0
NCT02242032,0,1,0,0,0,0,0
NCT02241993,1,0,0,0,0,0,0
NCT02241967,0,0,1,0,0,0,0
NCT02241954,1,0,0,0,0,0,0
NCT02241915,0,1,0,0,0,0,0
NCT02241889,1,0,0,0,0,0,0
NCT02241798,1,0,0,0,0,0,0
NCT02241733,0,1,0,0,0,0,0
NCT02241720,1,0,0,0,0,0,0
NCT02241707,1,0,0,0,0,0,0
NCT02241655,0,0,0,0,0,1,0
NCT02241603,0,1,0,0,0,0,0
NCT02241551,1,0,0,0,0,0,0
NCT02241525,1,0,0,0,0,0,0
NCT02241512,0,1,0,0,0,0,0
NCT02241486,1,0,0,0,0,0,0
NCT02241408,0,1,0,0,0,0,0
NCT02241369,1,0,0,0,0,0,0
NCT02241265,1,0,0,0,0,0,0
NCT02241252,1,0,0,0,0,0,0
NCT02241226,0,0,1,0,0,0,0
NCT02241187,1,0,0,0,0,0,0
NCT02241096,1,0,0,0,0,0,0
NCT02241057,0,1,0,0,0,0,0
NCT02241005,0,0,1,0,0,0,0
NCT02240862,0,0,0,0,0,1,0
NCT02240797,1,0,0,0,0,0,0
NCT02240719,1,0,0,0,0,0,0
NCT02240628,0,1,0,0,0,0,0
NCT02240589,1,0,0,0,0,0,0
NCT02240498,1,0,0,0,0,0,0
NCT02240446,1,0,0,0,0,0,0
NCT02240420,0,0,1,0,0,0,0
NCT02240381,1,0,0,0,0,0,0
NCT02240251,0,0,0,1,0,0,0
NCT02240186,1,0,0,0,0,0,0
NCT02240082,0,0,0,1,0,0,0
NCT02240069,0,0,1,0,0,0,0
NCT02239939,1,0,0,0,0,0,0
NCT02239913,1,0,0,0,0,0,0
NCT02239900,0,0,1,0,0,0,0
NCT02239653,0,0,0,1,0,0,0
NCT02239575,0,0,0,0,1,0,0
NCT02239549,0,0,0,1,0,0,0
NCT02239510,1,0,0,0,0,0,0
NCT02239406,1,0,0,0,0,0,0
NCT02239367,1,0,0,0,0,0,0
NCT02239276,1,0,0,0,0,0,0
NCT02239198,1,0,0,0,0,0,0
NCT02239172,1,0,0,0,0,0,0
NCT02239068,0,1,0,0,0,0,0
NCT02238977,1,0,0,0,0,0,0
NCT02238951,0,1,0,0,0,0,0
NCT02238743,1,0,0,0,0,0,0
NCT02238626,0,1,0,0,0,0,0
NCT02238327,0,0,0,1,0,0,0
NCT02237911,0,0,0,1,0,0,0
NCT02237898,1,0,0,0,0,0,0
NCT02237859,0,0,1,0,0,0,0
NCT02237703,1,0,0,0,0,0,0
NCT02237677,1,0,0,0,0,0,0
NCT02237625,0,0,1,0,0,0,0
NCT02237612,1,0,0,0,0,0,0
NCT02237443,0,0,0,1,0,0,0
NCT02237417,1,0,0,0,0,0,0
NCT02237248,1,0,0,0,0,0,0
NCT02237079,1,0,0,0,0,0,0
NCT02237014,0,1,0,0,0,0,0
NCT02236988,0,1,0,0,0,0,0
NCT02236897,1,0,0,0,0,0,0
NCT02236858,0,0,1,0,0,0,0
NCT02236767,1,0,0,0,0,0,0
NCT02236754,1,0,0,0,0,0,0
NCT02236702,1,0,0,0,0,0,0
NCT02236676,1,0,0,0,0,0,0
NCT02236650,1,0,0,0,0,0,0
NCT02236546,1,0,0,0,0,0,0
NCT02236494,0,0,0,1,0,0,0
NCT02236377,1,0,0,0,0,0,0
NCT02236364,1,0,0,0,0,0,0
NCT02236351,0,0,1,0,0,0,0
NCT02236338,0,0,1,0,0,0,0
NCT02236143,0,0,0,1,0,0,0
NCT02236130,1,0,0,0,0,0,0
NCT02236026,1,0,0,0,0,0,0
NCT02235974,0,0,1,0,0,0,0
NCT02235896,1,0,0,0,0,0,0
NCT02235844,1,0,0,0,0,0,0
NCT02235792,1,0,0,0,0,0,0
NCT02235740,1,0,0,0,0,0,0
NCT02235714,1,0,0,0,0,0,0
NCT02235701,0,1,0,0,0,0,0
NCT02235623,0,1,0,0,0,0,0
NCT02235558,1,0,0,0,0,0,0
NCT02235493,1,0,0,0,0,0,0
NCT02235454,0,1,0,0,0,0,0
NCT02235441,1,0,0,0,0,0,0
NCT02235324,1,0,0,0,0,0,0
NCT02235311,1,0,0,0,0,0,0
NCT02235298,0,1,0,0,0,0,0
NCT02235272,0,0,0,1,0,0,0
NCT02235259,0,0,0,1,0,0,0
NCT02235233,1,0,0,0,0,0,0
NCT02235116,0,0,0,0,0,1,0
NCT02235064,1,0,0,0,0,0,0
NCT02234999,1,0,0,0,0,0,0
NCT02234947,0,0,0,1,0,0,0
NCT02234921,1,0,0,0,0,0,0
NCT02234752,1,0,0,0,0,0,0
NCT02234570,0,1,0,0,0,0,0
NCT02234505,1,0,0,0,0,0,0
NCT02234479,1,0,0,0,0,0,0
NCT02234427,1,0,0,0,0,0,0
NCT02234388,0,1,0,0,0,0,0
NCT02234375,1,0,0,0,0,0,0
NCT02234362,1,0,0,0,0,0,0
NCT02234336,0,0,1,0,0,0,0
NCT02234284,0,0,1,0,0,0,0
NCT02234271,0,0,1,0,0,0,0
NCT02234193,1,0,0,0,0,0,0
NCT02234037,1,0,0,0,0,0,0
NCT02233959,1,0,0,0,0,0,0
NCT02233868,0,0,1,0,0,0,0
NCT02233842,1,0,0,0,0,0,0
NCT02233829,0,0,1,0,0,0,0
NCT02233751,1,0,0,0,0,0,0
NCT02233673,0,0,1,0,0,0,0
NCT02233647,1,0,0,0,0,0,0
NCT02233595,1,0,0,0,0,0,0
NCT02233504,1,0,0,0,0,0,0
NCT02233478,1,0,0,0,0,0,0
NCT02233413,0,1,0,0,0,0,0
NCT02233322,1,0,0,0,0,0,0
NCT02233309,1,0,0,0,0,0,0
NCT02233270,1,0,0,0,0,0,0
NCT02233257,1,0,0,0,0,0,0
NCT02233179,1,0,0,0,0,0,0
NCT02233140,1,0,0,0,0,0,0
NCT02233101,0,0,1,0,0,0,0
NCT02233036,1,0,0,0,0,0,0
NCT02232880,1,0,0,0,0,0,0
NCT02232477,1,0,0,0,0,0,0
NCT02232334,1,0,0,0,0,0,0
NCT02232282,1,0,0,0,0,0,0
NCT02232243,1,0,0,0,0,0,0
NCT02232230,1,0,0,0,0,0,0
NCT02232217,0,1,0,0,0,0,0
NCT02232204,1,0,0,0,0,0,0
NCT02232191,0,1,0,0,0,0,0
NCT02232152,1,0,0,0,0,0,0
NCT02232074,0,0,0,1,0,0,0
NCT02232009,1,0,0,0,0,0,0
NCT02231879,1,0,0,0,0,0,0
NCT02231853,1,0,0,0,0,0,0
NCT02231840,0,0,0,0,0,1,0
NCT02231801,1,0,0,0,0,0,0
NCT02231775,0,1,0,0,0,0,0
NCT02231710,1,0,0,0,0,0,0
NCT02231411,0,0,1,0,0,0,0
NCT02231190,1,0,0,0,0,0,0
NCT02231073,0,1,0,0,0,0,0
NCT02230943,0,0,0,0,0,0,1
NCT02230917,1,0,0,0,0,0,0
NCT02230891,0,0,0,1,0,0,0
NCT02230839,0,0,1,0,0,0,0
NCT02230761,0,1,0,0,0,0,0
NCT02230735,1,0,0,0,0,0,0
NCT02230722,0,1,0,0,0,0,0
NCT02230592,1,0,0,0,0,0,0
NCT02230527,0,1,0,0,0,0,0
NCT02230488,1,0,0,0,0,0,0
NCT02230410,1,0,0,0,0,0,0
NCT02230384,0,1,0,0,0,0,0
NCT02230267,1,0,0,0,0,0,0
NCT02230189,1,0,0,0,0,0,0
NCT02230124,1,0,0,0,0,0,0
NCT02230085,0,0,1,0,0,0,0
NCT02230046,0,0,1,0,0,0,0
NCT02230020,1,0,0,0,0,0,0
NCT02229968,1,0,0,0,0,0,0
NCT02229708,0,0,0,1,0,0,0
NCT02229565,0,0,1,0,0,0,0
NCT02229513,0,0,1,0,0,0,0
NCT02229461,0,0,1,0,0,0,0
NCT02229422,1,0,0,0,0,0,0
NCT02229409,0,0,0,1,0,0,0
NCT02229318,1,0,0,0,0,0,0
NCT02229305,0,0,0,1,0,0,0
NCT02229214,0,1,0,0,0,0,0
NCT02229188,1,0,0,0,0,0,0
NCT02229175,1,0,0,0,0,0,0
NCT02229162,1,0,0,0,0,0,0
NCT02229149,1,0,0,0,0,0,0
NCT02229136,0,0,1,0,0,0,0
NCT02229032,1,0,0,0,0,0,0
NCT02228993,0,1,0,0,0,0,0
NCT02228915,1,0,0,0,0,0,0
NCT02228824,0,0,0,1,0,0,0
NCT02228707,0,1,0,0,0,0,0
NCT02228694,0,0,1,0,0,0,0
NCT02228655,1,0,0,0,0,0,0
NCT02228642,0,1,0,0,0,0,0
NCT02228629,1,0,0,0,0,0,0
NCT02228538,1,0,0,0,0,0,0
NCT02228525,1,0,0,0,0,0,0
NCT02228499,0,1,0,0,0,0,0
NCT02228408,1,0,0,0,0,0,0
NCT02228343,1,0,0,0,0,0,0
NCT02228135,0,0,0,0,0,1,0
NCT02228057,1,0,0,0,0,0,0
NCT02228044,0,1,0,0,0,0,0
NCT02228031,1,0,0,0,0,0,0
NCT02227979,1,0,0,0,0,0,0
NCT02227940,1,0,0,0,0,0,0
NCT02227901,1,0,0,0,0,0,0
NCT02227836,1,0,0,0,0,0,0
NCT02227797,0,1,0,0,0,0,0
NCT02227719,1,0,0,0,0,0,0
NCT02227680,0,1,0,0,0,0,0
NCT02227667,1,0,0,0,0,0,0
NCT02227654,0,0,0,0,0,1,0
NCT02227628,1,0,0,0,0,0,0
NCT02227615,1,0,0,0,0,0,0
NCT02227602,1,0,0,0,0,0,0
NCT02227524,1,0,0,0,0,0,0
NCT02227472,0,1,0,0,0,0,0
NCT02227446,0,0,0,0,1,0,0
NCT02227329,1,0,0,0,0,0,0
NCT02227303,1,0,0,0,0,0,0
NCT02227199,1,0,0,0,0,0,0
NCT02227186,0,0,0,0,0,0,1
NCT02227173,1,0,0,0,0,0,0
NCT02227160,1,0,0,0,0,0,0
NCT02227134,1,0,0,0,0,0,0
NCT02227069,1,0,0,0,0,0,0
NCT02227004,0,0,0,0,0,1,0
NCT02226861,1,0,0,0,0,0,0
NCT02226796,1,0,0,0,0,0,0
NCT02226783,1,0,0,0,0,0,0
NCT02226666,0,0,1,0,0,0,0
NCT02226640,0,1,0,0,0,0,0
NCT02226601,1,0,0,0,0,0,0
NCT02226562,0,0,1,0,0,0,0
NCT02226549,1,0,0,0,0,0,0
NCT02226497,1,0,0,0,0,0,0
NCT02226484,1,0,0,0,0,0,0
NCT02226341,1,0,0,0,0,0,0
NCT02226315,1,0,0,0,0,0,0
NCT02226276,1,0,0,0,0,0,0
NCT02226250,1,0,0,0,0,0,0
NCT02226107,0,1,0,0,0,0,0
NCT02225977,0,0,1,0,0,0,0
NCT02225925,1,0,0,0,0,0,0
NCT02225899,1,0,0,0,0,0,0
NCT02225860,1,0,0,0,0,0,0
NCT02225743,0,0,1,0,0,0,0
NCT02225678,1,0,0,0,0,0,0
NCT02225600,1,0,0,0,0,0,0
NCT02225574,1,0,0,0,0,0,0
NCT02225548,1,0,0,0,0,0,0
NCT02225522,0,1,0,0,0,0,0
NCT02225496,1,0,0,0,0,0,0
NCT02225405,1,0,0,0,0,0,0
NCT02225366,1,0,0,0,0,0,0
NCT02225314,1,0,0,0,0,0,0
NCT02225275,1,0,0,0,0,0,0
NCT02225262,0,1,0,0,0,0,0
NCT02225236,0,0,0,1,0,0,0
NCT02225197,1,0,0,0,0,0,0
NCT02225184,0,1,0,0,0,0,0
NCT02225171,1,0,0,0,0,0,0
NCT02225145,1,0,0,0,0,0,0
NCT02225132,1,0,0,0,0,0,0
NCT02225119,1,0,0,0,0,0,0
NCT02225106,1,0,0,0,0,0,0
NCT02225002,1,0,0,0,0,0,0
NCT02224989,1,0,0,0,0,0,0
NCT02224976,1,0,0,0,0,0,0
NCT02224963,0,0,0,1,0,0,0
NCT02224950,1,0,0,0,0,0,0
NCT02224911,1,0,0,0,0,0,0
NCT02224898,1,0,0,0,0,0,0
NCT02224859,1,0,0,0,0,0,0
NCT02224729,1,0,0,0,0,0,0
NCT02224651,1,0,0,0,0,0,0
NCT02224625,0,0,0,1,0,0,0
NCT02224612,0,1,0,0,0,0,0
NCT02224599,1,0,0,0,0,0,0
NCT02224430,1,0,0,0,0,0,0
NCT02224391,0,0,0,1,0,0,0
NCT02224339,0,0,0,1,0,0,0
NCT02224313,1,0,0,0,0,0,0
NCT02224287,0,1,0,0,0,0,0
NCT02224183,0,0,1,0,0,0,0
NCT02224144,0,1,0,0,0,0,0
NCT02223689,1,0,0,0,0,0,0
NCT02223364,0,0,1,0,0,0,0
NCT02223299,1,0,0,0,0,0,0
NCT02223130,0,1,0,0,0,0,0
NCT02223117,1,0,0,0,0,0,0
NCT02222909,1,0,0,0,0,0,0
NCT02222896,0,0,0,1,0,0,0
NCT02222766,0,0,1,0,0,0,0
NCT02222688,1,0,0,0,0,0,0
NCT02222623,1,0,0,0,0,0,0
NCT02222558,1,0,0,0,0,0,0
NCT02222324,0,1,0,0,0,0,0
NCT02222103,1,0,0,0,0,0,0
NCT02221908,0,0,1,0,0,0,0
NCT02221895,0,0,0,1,0,0,0
NCT02221856,1,0,0,0,0,0,0
NCT02221830,0,0,1,0,0,0,0
NCT02221817,0,1,0,0,0,0,0
NCT02221700,0,1,0,0,0,0,0
NCT02221596,1,0,0,0,0,0,0
NCT02221583,1,0,0,0,0,0,0
NCT02221557,1,0,0,0,0,0,0
NCT02221349,1,0,0,0,0,0,0
NCT02221310,1,0,0,0,0,0,0
NCT02221245,1,0,0,0,0,0,0
NCT02221232,0,1,0,0,0,0,0
NCT02221219,0,0,0,1,0,0,0
NCT02221180,1,0,0,0,0,0,0
NCT02221167,0,1,0,0,0,0,0
NCT02220868,1,0,0,0,0,0,0
NCT02220855,1,0,0,0,0,0,0
NCT02220725,0,1,0,0,0,0,0
NCT02220634,1,0,0,0,0,0,0
NCT02220608,1,0,0,0,0,0,0
NCT02220595,0,1,0,0,0,0,0
NCT02220465,0,1,0,0,0,0,0
NCT02220426,1,0,0,0,0,0,0
NCT02220218,1,0,0,0,0,0,0
NCT02220205,0,1,0,0,0,0,0
NCT02220192,1,0,0,0,0,0,0
NCT02220023,1,0,0,0,0,0,0
NCT02219841,1,0,0,0,0,0,0
NCT02219789,1,0,0,0,0,0,0
NCT02219776,0,1,0,0,0,0,0
NCT02219763,1,0,0,0,0,0,0
NCT02219737,1,0,0,0,0,0,0
NCT02219685,1,0,0,0,0,0,0
NCT02219659,0,1,0,0,0,0,0
NCT02219620,1,0,0,0,0,0,0
NCT02219581,0,0,1,0,0,0,0
NCT02219555,0,0,0,1,0,0,0
NCT02219464,0,1,0,0,0,0,0
NCT02219438,1,0,0,0,0,0,0
NCT02219373,0,1,0,0,0,0,0
NCT02219334,0,1,0,0,0,0,0
NCT02219243,1,0,0,0,0,0,0
NCT02219230,1,0,0,0,0,0,0
NCT02219087,0,1,0,0,0,0,0
NCT02218983,0,0,1,0,0,0,0
NCT02218879,1,0,0,0,0,0,0
NCT02218866,0,0,0,1,0,0,0
NCT02218853,0,0,1,0,0,0,0
NCT02218840,0,0,1,0,0,0,0
NCT02218814,0,0,1,0,0,0,0
NCT02218775,1,0,0,0,0,0,0
NCT02218619,1,0,0,0,0,0,0
NCT02218541,1,0,0,0,0,0,0
NCT02218463,1,0,0,0,0,0,0
NCT02218424,0,1,0,0,0,0,0
NCT02218385,0,1,0,0,0,0,0
NCT02218346,1,0,0,0,0,0,0
NCT02218320,1,0,0,0,0,0,0
NCT02218307,0,1,0,0,0,0,0
NCT02218281,0,0,1,0,0,0,0
NCT02218268,0,1,0,0,0,0,0
NCT02218255,0,0,0,1,0,0,0
NCT02218242,1,0,0,0,0,0,0
NCT02218203,1,0,0,0,0,0,0
NCT02218190,1,0,0,0,0,0,0
NCT02218164,1,0,0,0,0,0,0
NCT02218151,0,0,1,0,0,0,0
NCT02218125,1,0,0,0,0,0,0
NCT02218060,1,0,0,0,0,0,0
NCT02218034,0,1,0,0,0,0,0
NCT02218021,0,1,0,0,0,0,0
NCT02217982,1,0,0,0,0,0,0
NCT02217969,1,0,0,0,0,0,0
NCT02217930,0,1,0,0,0,0,0
NCT02217891,0,1,0,0,0,0,0
NCT02217735,1,0,0,0,0,0,0
NCT02217683,1,0,0,0,0,0,0
NCT02217618,1,0,0,0,0,0,0
NCT02217527,1,0,0,0,0,0,0
NCT02217462,0,0,0,1,0,0,0
NCT02217436,0,1,0,0,0,0,0
NCT02217280,1,0,0,0,0,0,0
NCT02217241,0,1,0,0,0,0,0
NCT02217215,0,0,0,0,1,0,0
NCT02217085,0,0,0,1,0,0,0
NCT02217059,0,0,1,0,0,0,0
NCT02216968,0,0,0,0,1,0,0
NCT02216864,1,0,0,0,0,0,0
NCT02216838,1,0,0,0,0,0,0
NCT02216682,0,0,1,0,0,0,0
NCT02216591,1,0,0,0,0,0,0
NCT02216513,1,0,0,0,0,0,0
NCT02216500,0,0,0,1,0,0,0
NCT02216435,0,1,0,0,0,0,0
NCT02216344,1,0,0,0,0,0,0
NCT02216331,1,0,0,0,0,0,0
NCT02216201,1,0,0,0,0,0,0
NCT02216136,0,0,1,0,0,0,0
NCT02216071,0,0,0,1,0,0,0
NCT02216032,0,0,0,1,0,0,0
NCT02215967,1,0,0,0,0,0,0
NCT02215941,1,0,0,0,0,0,0
NCT02215928,0,1,0,0,0,0,0
NCT02215902,1,0,0,0,0,0,0
NCT02215707,0,1,0,0,0,0,0
NCT02215655,0,0,1,0,0,0,0
NCT02215564,0,0,1,0,0,0,0
NCT02215538,1,0,0,0,0,0,0
NCT02215421,1,0,0,0,0,0,0
NCT02215395,1,0,0,0,0,0,0
NCT02215187,0,0,1,0,0,0,0
NCT02215161,1,0,0,0,0,0,0
NCT02215122,1,0,0,0,0,0,0
NCT02215083,1,0,0,0,0,0,0
NCT02214849,0,0,0,1,0,0,0
NCT02214836,0,0,0,1,0,0,0
NCT02214810,1,0,0,0,0,0,0
NCT02214667,1,0,0,0,0,0,0
NCT02214641,0,1,0,0,0,0,0
NCT02214589,0,0,0,1,0,0,0
NCT02214550,0,0,0,1,0,0,0
NCT02214459,1,0,0,0,0,0,0
NCT02214433,0,1,0,0,0,0,0
NCT02214394,1,0,0,0,0,0,0
NCT02214342,1,0,0,0,0,0,0
NCT02214316,1,0,0,0,0,0,0
NCT02214264,0,0,1,0,0,0,0
NCT02214212,0,0,1,0,0,0,0
NCT02214173,1,0,0,0,0,0,0
NCT02214069,0,1,0,0,0,0,0
NCT02213874,0,0,0,1,0,0,0
NCT02213835,1,0,0,0,0,0,0
NCT02213757,0,0,1,0,0,0,0
NCT02213666,0,1,0,0,0,0,0
NCT02213614,0,0,0,1,0,0,0
NCT02213601,0,1,0,0,0,0,0
NCT02213588,0,0,1,0,0,0,0
NCT02213575,1,0,0,0,0,0,0
NCT02213510,1,0,0,0,0,0,0
NCT02213497,1,0,0,0,0,0,0
NCT02213471,0,0,0,1,0,0,0
NCT02213341,0,1,0,0,0,0,0
NCT02213289,0,1,0,0,0,0,0
NCT02213107,1,0,0,0,0,0,0
NCT02213094,1,0,0,0,0,0,0
NCT02213081,1,0,0,0,0,0,0
NCT02213055,0,1,0,0,0,0,0
NCT02213003,1,0,0,0,0,0,0
NCT02212990,0,0,1,0,0,0,0
NCT02212977,0,0,1,0,0,0,0
NCT02212951,1,0,0,0,0,0,0
NCT02212691,0,1,0,0,0,0,0
NCT02212652,0,1,0,0,0,0,0
NCT02212327,1,0,0,0,0,0,0
NCT02212314,1,0,0,0,0,0,0
NCT02212210,0,0,1,0,0,0,0
NCT02212028,0,1,0,0,0,0,0
NCT02211820,1,0,0,0,0,0,0
NCT02211781,1,0,0,0,0,0,0
NCT02211768,1,0,0,0,0,0,0
NCT02211755,0,1,0,0,0,0,0
NCT02211651,1,0,0,0,0,0,0
NCT02211625,0,1,0,0,0,0,0
NCT02211599,1,0,0,0,0,0,0
NCT02211547,1,0,0,0,0,0,0
NCT02211469,1,0,0,0,0,0,0
NCT02211430,0,0,0,1,0,0,0
NCT02211313,1,0,0,0,0,0,0
NCT02211196,0,0,0,1,0,0,0
NCT02211118,1,0,0,0,0,0,0
NCT02210936,0,1,0,0,0,0,0
NCT02210832,0,0,0,1,0,0,0
NCT02210754,1,0,0,0,0,0,0
NCT02210702,1,0,0,0,0,0,0
NCT02210676,1,0,0,0,0,0,0
NCT02210598,0,1,0,0,0,0,0
NCT02210507,1,0,0,0,0,0,0
NCT02210494,1,0,0,0,0,0,0
NCT02210468,0,0,0,1,0,0,0
NCT02210429,0,0,1,0,0,0,0
NCT02210286,1,0,0,0,0,0,0
NCT02210247,0,1,0,0,0,0,0
NCT02210234,1,0,0,0,0,0,0
NCT02210195,1,0,0,0,0,0,0
NCT02210117,0,0,1,0,0,0,0
NCT02210078,1,0,0,0,0,0,0
NCT02210065,1,0,0,0,0,0,0
NCT02210052,1,0,0,0,0,0,0
NCT02210039,1,0,0,0,0,0,0
NCT02210026,1,0,0,0,0,0,0
NCT02209636,0,1,0,0,0,0,0
NCT02209610,1,0,0,0,0,0,0
NCT02209584,0,0,0,1,0,0,0
NCT02209558,1,0,0,0,0,0,0
NCT02209545,1,0,0,0,0,0,0
NCT02209272,0,1,0,0,0,0,0
NCT02209246,0,0,1,0,0,0,0
NCT02209181,0,0,0,1,0,0,0
NCT02208947,0,1,0,0,0,0,0
NCT02208895,0,1,0,0,0,0,0
NCT02208882,1,0,0,0,0,0,0
NCT02208700,1,0,0,0,0,0,0
NCT02208674,1,0,0,0,0,0,0
NCT02208661,1,0,0,0,0,0,0
NCT02208466,1,0,0,0,0,0,0
NCT02208375,0,0,1,0,0,0,0
NCT02208362,0,1,0,0,0,0,0
NCT02208349,0,1,0,0,0,0,0
NCT02208336,0,1,0,0,0,0,0
NCT02208297,0,0,0,1,0,0,0
NCT02208284,1,0,0,0,0,0,0
NCT02208271,0,0,1,0,0,0,0
NCT02208258,1,0,0,0,0,0,0
NCT02208180,0,0,1,0,0,0,0
NCT02208167,1,0,0,0,0,0,0
NCT02208102,0,0,1,0,0,0,0
NCT02208063,0,0,1,0,0,0,0
NCT02208024,1,0,0,0,0,0,0
NCT02207972,1,0,0,0,0,0,0
NCT02207959,1,0,0,0,0,0,0
NCT02207907,0,0,0,1,0,0,0
NCT02207855,1,0,0,0,0,0,0
NCT02207842,1,0,0,0,0,0,0
NCT02207790,1,0,0,0,0,0,0
NCT02207777,0,1,0,0,0,0,0
NCT02207764,1,0,0,0,0,0,0
NCT02207725,0,1,0,0,0,0,0
NCT02207699,0,1,0,0,0,0,0
NCT02207647,0,0,0,0,1,0,0
NCT02207621,0,0,0,0,1,0,0
NCT02207556,1,0,0,0,0,0,0
NCT02207504,1,0,0,0,0,0,0
NCT02207491,0,0,0,1,0,0,0
NCT02207465,1,0,0,0,0,0,0
NCT02207439,1,0,0,0,0,0,0
NCT02207400,0,0,0,1,0,0,0
NCT02207322,0,0,1,0,0,0,0
NCT02207205,1,0,0,0,0,0,0
NCT02207179,1,0,0,0,0,0,0
NCT02207127,1,0,0,0,0,0,0
NCT02207114,0,0,1,0,0,0,0
NCT02207075,1,0,0,0,0,0,0
NCT02207062,1,0,0,0,0,0,0
NCT02207049,1,0,0,0,0,0,0
NCT02207036,0,0,0,0,1,0,0
NCT02207010,1,0,0,0,0,0,0
NCT02206971,0,0,1,0,0,0,0
NCT02206958,1,0,0,0,0,0,0
NCT02206932,1,0,0,0,0,0,0
