,NCTId,0-50,51-100,101-200,201-500,501-1000,1001-10000,10000plus
9145,NCT04466644,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9146,NCT04466098,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9147,NCT04463992,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9148,NCT04463719,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9149,NCT04463394,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9150,NCT04462770,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9151,NCT04461795,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9152,NCT04460872,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9153,NCT04459416,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9154,NCT04456738,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9155,NCT04456140,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9156,NCT04452500,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9157,NCT04452331,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9158,NCT04452201,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9159,NCT04451382,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9160,NCT04449510,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9161,NCT04448834,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9162,NCT04448002,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9163,NCT04444050,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9164,NCT04443608,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9165,NCT04441593,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9166,NCT04440007,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9167,NCT04439656,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9168,NCT04437732,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9169,NCT04437680,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9170,NCT04436029,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9171,NCT04433975,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9172,NCT04432727,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9173,NCT04430010,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9174,NCT04429568,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9175,NCT04428580,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9176,NCT04427202,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9177,NCT04426838,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9178,NCT04426526,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9179,NCT04424576,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9180,NCT04424446,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9181,NCT04422912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9182,NCT04421560,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9183,NCT04419389,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9184,NCT04417946,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9185,NCT04417699,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9186,NCT04415073,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9187,NCT04414982,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9188,NCT04411823,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9189,NCT04411667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9190,NCT04410627,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9191,NCT04410302,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9192,NCT04409236,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9193,NCT04407377,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9194,NCT04406935,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9195,NCT04404894,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9196,NCT04404855,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9197,NCT04404530,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9198,NCT04403737,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9199,NCT04401527,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9200,NCT04401449,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9201,NCT04400903,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9202,NCT04399980,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9203,NCT04398745,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9204,NCT04398368,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9205,NCT04393155,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9206,NCT04392323,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9207,NCT04392232,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9208,NCT04391179,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9209,NCT04389957,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9210,NCT04388748,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9211,NCT04388488,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9212,NCT04388319,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9213,NCT04387084,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9214,NCT04386291,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9215,NCT04386057,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9216,NCT04384055,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9217,NCT04383938,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9218,NCT04382963,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9219,NCT04382391,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9220,NCT04380415,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9221,NCT04380311,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9222,NCT04379843,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9223,NCT04379011,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9224,NCT04378790,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9225,NCT04378751,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9226,NCT04378270,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9227,NCT04378075,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9228,NCT04375813,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9229,NCT04374760,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9230,NCT04374565,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9231,NCT04374305,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9232,NCT04373044,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9233,NCT04372641,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9234,NCT04372433,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9235,NCT04370002,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9236,NCT04368702,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9237,NCT04368364,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9238,NCT04367246,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9239,NCT04365543,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9240,NCT04365153,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9241,NCT04364282,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9242,NCT04360824,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9243,NCT04359199,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9244,NCT04359108,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9245,NCT04357717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9246,NCT04355897,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9247,NCT04355650,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9248,NCT04355143,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9249,NCT04354467,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9250,NCT04354454,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9251,NCT04354246,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9252,NCT04353206,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9253,NCT04351880,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9254,NCT04350359,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9255,NCT04349436,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9256,NCT04349202,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9257,NCT04348708,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9258,NCT04344860,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9259,NCT04344561,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9260,NCT04344457,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9261,NCT04344184,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9262,NCT04342871,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9263,NCT04342728,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9264,NCT04342689,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9265,NCT04342663,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9266,NCT04341727,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9267,NCT04341675,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9268,NCT04341311,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9269,NCT04340622,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9270,NCT04340570,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9271,NCT04339998,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9272,NCT04337021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9273,NCT04336774,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9274,NCT04335682,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9275,NCT04334382,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9276,NCT04334356,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9277,NCT04332861,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9278,NCT04332523,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9279,NCT04330716,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9280,NCT04330482,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9281,NCT04330391,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9282,NCT04330183,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9283,NCT04329832,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9284,NCT04328467,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9285,NCT04327596,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9286,NCT04323254,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9287,NCT04323176,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9288,NCT04322448,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9289,NCT04322162,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9290,NCT04321356,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9291,NCT04320381,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9292,NCT04319952,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9293,NCT04319224,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9294,NCT04319198,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9295,NCT04319094,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9296,NCT04318145,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9297,NCT04317586,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9298,NCT04317417,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9299,NCT04316715,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9300,NCT04315883,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9301,NCT04315558,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9302,NCT04314778,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9303,NCT04313400,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9304,NCT04311619,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9305,NCT04309825,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9306,NCT04309812,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9307,NCT04307004,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9308,NCT04306211,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9309,NCT04306146,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9310,NCT04305743,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9311,NCT04305613,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9312,NCT04305600,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9313,NCT04305587,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9314,NCT04305184,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9315,NCT04305145,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9316,NCT04304495,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9317,NCT04302948,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9318,NCT04300777,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9319,NCT04300478,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9320,NCT04299438,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9321,NCT04298281,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9322,NCT04295642,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9323,NCT04295135,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9324,NCT04294641,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9325,NCT04294225,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9326,NCT04294043,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9327,NCT04294004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9328,NCT04293406,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9329,NCT04292600,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9330,NCT04292119,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9331,NCT04291755,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9332,NCT04291066,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9333,NCT04288752,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9334,NCT04287374,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9335,NCT04285814,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9336,NCT04284514,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9337,NCT04283630,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9338,NCT04283539,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9339,NCT04282668,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9340,NCT04280653,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9341,NCT04279847,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9342,NCT04279587,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9343,NCT04278781,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9344,NCT04278157,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9345,NCT04276805,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9346,NCT04276194,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9347,NCT04274764,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9348,NCT04273282,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9349,NCT04273139,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9350,NCT04270682,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9351,NCT04270474,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9352,NCT04269772,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9353,NCT04269707,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9354,NCT04269161,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9355,NCT04268745,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9356,NCT04267250,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9357,NCT04264897,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9358,NCT04263831,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9359,NCT04263259,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9360,NCT04263233,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9361,NCT04262869,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9362,NCT04262180,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9363,NCT04260048,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9364,NCT04259645,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9365,NCT04258319,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9366,NCT04257474,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9367,NCT04257136,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9368,NCT04257045,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9369,NCT04256317,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9370,NCT04254692,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9371,NCT04254666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9372,NCT04254653,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9373,NCT04254003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9374,NCT04253782,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9375,NCT04252040,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9376,NCT04251988,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9377,NCT04251026,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9378,NCT04250662,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9379,NCT04247828,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9380,NCT04246996,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9381,NCT04243486,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9382,NCT04243044,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9383,NCT04242277,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9384,NCT04242186,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9385,NCT04242147,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9386,NCT04241939,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9387,NCT04241913,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9388,NCT04240951,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9389,NCT04240756,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9390,NCT04240691,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9391,NCT04240561,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9392,NCT04239040,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9393,NCT04238481,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9394,NCT04238143,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9395,NCT04236635,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9396,NCT04235907,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9397,NCT04235751,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9398,NCT04235725,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9399,NCT04235686,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9400,NCT04234581,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9401,NCT04233671,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9402,NCT04233112,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9403,NCT04233073,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9404,NCT04232267,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9405,NCT04232124,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9406,NCT04231318,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9407,NCT04229979,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9408,NCT04228289,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9409,NCT04228055,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9410,NCT04227847,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9411,NCT04227119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9412,NCT04226092,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9413,NCT04226027,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9414,NCT04225585,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9415,NCT04223635,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9416,NCT04222712,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9417,NCT04222166,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9418,NCT04221607,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9419,NCT04221594,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9420,NCT04220190,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9421,NCT04219397,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9422,NCT04219280,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9423,NCT04218799,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9424,NCT04218370,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9425,NCT04216732,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9426,NCT04214301,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9427,NCT04214249,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9428,NCT04214119,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9429,NCT04211766,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9430,NCT04211506,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9431,NCT04210427,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9432,NCT04210180,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9433,NCT04210024,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9434,NCT04209790,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9435,NCT04209049,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9436,NCT04207567,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9437,NCT04207437,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9438,NCT04207255,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9439,NCT04205084,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9440,NCT04204668,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9441,NCT04204434,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9442,NCT04203381,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9443,NCT04203225,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9444,NCT04201145,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9445,NCT04201132,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9446,NCT04200573,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9447,NCT04196374,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9448,NCT04195646,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9449,NCT04195477,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9450,NCT04195399,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9451,NCT04192227,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9452,NCT04188873,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9453,NCT04188535,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9454,NCT04188262,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9455,NCT04188197,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9456,NCT04188015,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9457,NCT04186793,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9458,NCT04183504,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9459,NCT04182113,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9460,NCT04180540,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9461,NCT04179981,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9462,NCT04179474,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9463,NCT04178993,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9464,NCT04176172,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9465,NCT04174677,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9466,NCT04174352,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9467,NCT04173572,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9468,NCT04171817,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9469,NCT04171544,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9470,NCT04170738,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9471,NCT04169321,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9472,NCT04166591,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9473,NCT04166240,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9474,NCT04164108,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9475,NCT04162678,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9476,NCT04162145,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9477,NCT04160065,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9478,NCT04160000,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9479,NCT04154774,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9480,NCT04153188,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9481,NCT04152707,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9482,NCT04152473,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9483,NCT04150913,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9484,NCT04150848,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9485,NCT04149249,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9486,NCT04148352,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9487,NCT04146051,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9488,NCT04145895,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9489,NCT04145791,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9490,NCT04145375,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9491,NCT04144023,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9492,NCT04143711,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9493,NCT04142983,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9494,NCT04142229,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9495,NCT04138953,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9496,NCT04137536,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9497,NCT04134884,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9498,NCT04134715,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9499,NCT04134559,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9500,NCT04132869,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9501,NCT04131946,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9502,NCT04131647,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9503,NCT04129060,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9504,NCT04128995,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9505,NCT04128618,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9506,NCT04126096,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9507,NCT04126070,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9508,NCT04125420,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9509,NCT04125290,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9510,NCT04124939,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9511,NCT04124419,1.0,0.0,0.0,0.0,0.0,0.0,0.0
