NCTId,tb27_0,tb27_NonProbabilitySample,tb27_ProbabilitySample
NCT04160390,0,1,0
NCT04160429,0,1,0
NCT04160442,1,0,0
NCT04160468,1,0,0
NCT04160494,1,0,0
NCT04160507,0,1,0
NCT04160520,1,0,0
NCT04160663,1,0,0
NCT04160702,1,0,0
NCT04160754,1,0,0
NCT04160832,0,0,1
NCT04160910,1,0,0
NCT04160949,0,1,0
NCT04160975,1,0,0
NCT04161040,1,0,0
NCT04161066,1,0,0
NCT04161131,1,0,0
NCT04161144,1,0,0
NCT04161157,1,0,0
NCT04161391,1,0,0
NCT04161482,1,0,0
NCT04161495,1,0,0
NCT04161534,1,0,0
NCT04161677,0,1,0
NCT04161755,1,0,0
NCT04161781,0,1,0
NCT04161807,1,0,0
NCT04161846,1,0,0
NCT04161885,1,0,0
NCT04161911,0,0,1
NCT04161924,0,1,0
NCT04162002,1,0,0
NCT04162015,1,0,0
NCT04162028,1,0,0
NCT04162106,1,0,0
NCT04162132,0,1,0
NCT04162145,1,0,0
NCT04162184,1,0,0
NCT04162210,1,0,0
NCT04162223,1,0,0
NCT04162262,1,0,0
NCT04162496,1,0,0
NCT04162574,0,1,0
NCT04162639,1,0,0
NCT04162652,1,0,0
NCT04162665,1,0,0
NCT04162678,0,1,0
NCT04162756,1,0,0
NCT04162769,1,0,0
NCT04162795,1,0,0
NCT04162847,1,0,0
NCT04162873,1,0,0
NCT04162938,1,0,0
NCT04163003,1,0,0
NCT04163016,1,0,0
NCT04163172,1,0,0
NCT04163185,1,0,0
NCT04163224,0,1,0
NCT04163263,1,0,0
NCT04163328,1,0,0
NCT04163341,1,0,0
NCT04163380,1,0,0
NCT04163419,1,0,0
NCT04163432,1,0,0
NCT04163458,1,0,0
NCT04163471,0,0,1
NCT04163614,1,0,0
NCT04163627,0,1,0
NCT04163640,1,0,0
NCT04163679,1,0,0
NCT04163718,1,0,0
NCT04163783,1,0,0
NCT04163796,1,0,0
NCT04163900,1,0,0
NCT04163939,1,0,0
NCT04163952,1,0,0
NCT04163991,1,0,0
NCT04164030,1,0,0
NCT04164043,1,0,0
NCT04164069,1,0,0
NCT04164082,1,0,0
NCT04164108,1,0,0
NCT04164173,1,0,0
NCT04164199,1,0,0
NCT04164225,1,0,0
NCT04164472,1,0,0
NCT04164537,0,1,0
NCT04164550,0,1,0
NCT04164563,1,0,0
NCT04164641,1,0,0
NCT04164654,1,0,0
NCT04164667,1,0,0
NCT04164732,1,0,0
NCT04164758,1,0,0
NCT04164888,1,0,0
NCT04164901,1,0,0
NCT04164966,0,0,1
NCT04164979,1,0,0
NCT04165031,1,0,0
NCT04165070,1,0,0
NCT04165083,1,0,0
NCT04165096,1,0,0
NCT04165317,1,0,0
NCT04165330,1,0,0
NCT04165343,0,1,0
NCT04165564,0,1,0
NCT04165577,1,0,0
NCT04165616,0,1,0
NCT04165681,1,0,0
NCT04165694,1,0,0
NCT04165772,1,0,0
NCT04165798,0,0,1
NCT04165824,1,0,0
NCT04165837,1,0,0
NCT04165941,1,0,0
NCT04166032,1,0,0
NCT04166045,1,0,0
NCT04166058,1,0,0
NCT04166071,1,0,0
NCT04166097,1,0,0
NCT04166149,0,1,0
NCT04166214,1,0,0
NCT04166240,1,0,0
NCT04166318,1,0,0
NCT04166370,1,0,0
NCT04166383,1,0,0
NCT04166396,1,0,0
NCT04166409,1,0,0
NCT04166435,1,0,0
NCT04166487,1,0,0
NCT04166513,1,0,0
NCT04166526,0,1,0
NCT04166539,0,1,0
NCT04166552,1,0,0
NCT04166591,1,0,0
NCT04166630,1,0,0
NCT04166773,1,0,0
NCT04166851,1,0,0
NCT04166864,1,0,0
NCT04166877,1,0,0
NCT04166942,1,0,0
NCT04167072,1,0,0
NCT04167085,1,0,0
NCT04167111,1,0,0
NCT04167137,1,0,0
NCT04167150,1,0,0
NCT04167163,1,0,0
NCT04167189,1,0,0
NCT04167254,1,0,0
NCT04167345,1,0,0
NCT04167358,1,0,0
NCT04167384,1,0,0
NCT04167514,1,0,0
NCT04167527,1,0,0
NCT04167540,1,0,0
NCT04167553,1,0,0
NCT04167579,0,1,0
NCT04167618,1,0,0
NCT04167670,1,0,0
NCT04167696,1,0,0
NCT04167761,1,0,0
NCT04167839,1,0,0
NCT04167852,1,0,0
NCT04167969,1,0,0
NCT04168008,1,0,0
NCT04168060,1,0,0
NCT04168073,1,0,0
NCT04168086,1,0,0
NCT04168112,1,0,0
NCT04168190,1,0,0
NCT04168203,1,0,0
NCT04168372,1,0,0
NCT04168385,1,0,0
NCT04168424,0,0,1
NCT04168437,1,0,0
NCT04168450,1,0,0
NCT04168541,1,0,0
NCT04168580,0,1,0
NCT04168645,1,0,0
NCT04168658,1,0,0
NCT04168684,1,0,0
NCT04168697,1,0,0
NCT04168736,0,1,0
NCT04168762,1,0,0
NCT04168775,1,0,0
NCT04168866,1,0,0
NCT04169009,1,0,0
NCT04169061,1,0,0
NCT04169100,1,0,0
NCT04169113,1,0,0
NCT04169139,1,0,0
NCT04169269,1,0,0
NCT04169308,1,0,0
NCT04169321,1,0,0
NCT04169347,1,0,0
NCT04169373,1,0,0
NCT04169412,0,1,0
NCT04169438,1,0,0
NCT04169490,1,0,0
NCT04169529,0,1,0
NCT04169542,0,1,0
NCT04169568,0,0,1
NCT04169711,1,0,0
NCT04169724,1,0,0
NCT04169737,1,0,0
NCT04169763,1,0,0
NCT04169776,1,0,0
NCT04169802,0,1,0
NCT04169815,0,0,1
NCT04169867,0,1,0
NCT04170023,1,0,0
NCT04170062,1,0,0
NCT04170075,1,0,0
NCT04170153,1,0,0
NCT04170231,0,1,0
NCT04170244,0,1,0
NCT04170283,1,0,0
NCT04170296,1,0,0
NCT04170348,1,0,0
NCT04170543,1,0,0
NCT04170686,1,0,0
NCT04170712,0,1,0
NCT04170738,1,0,0
NCT04170764,0,1,0
NCT04170803,1,0,0
NCT04170894,1,0,0
NCT04170920,1,0,0
NCT04170985,1,0,0
NCT04171037,1,0,0
NCT04171050,1,0,0
NCT04171089,1,0,0
NCT04171115,1,0,0
NCT04171141,1,0,0
NCT04171180,1,0,0
NCT04171219,1,0,0
NCT04171323,1,0,0
NCT04171336,1,0,0
NCT04171440,1,0,0
NCT04171466,1,0,0
NCT04171531,1,0,0
NCT04171544,0,1,0
NCT04171596,1,0,0
NCT04171609,1,0,0
NCT04171622,1,0,0
NCT04171635,0,1,0
NCT04171648,1,0,0
NCT04171700,1,0,0
NCT04171765,1,0,0
NCT04171778,1,0,0
NCT04171791,1,0,0
NCT04171817,1,0,0
NCT04171843,1,0,0
NCT04171895,0,1,0
NCT04171921,1,0,0
NCT04171960,0,1,0
NCT04171999,1,0,0
NCT04172038,1,0,0
NCT04172051,1,0,0
NCT04172428,0,1,0
NCT04172441,1,0,0
NCT04172493,1,0,0
NCT04172532,1,0,0
NCT04172597,1,0,0
NCT04172623,1,0,0
NCT04172675,1,0,0
NCT04172714,1,0,0
NCT04172766,1,0,0
NCT04172831,1,0,0
NCT04172844,1,0,0
NCT04172896,1,0,0
NCT04172909,1,0,0
NCT04172948,1,0,0
NCT04172961,1,0,0
NCT04172987,1,0,0
NCT04173000,1,0,0
NCT04173026,1,0,0
NCT04173065,1,0,0
NCT04173104,0,1,0
NCT04173247,1,0,0
NCT04173260,1,0,0
NCT04173273,1,0,0
NCT04173325,1,0,0
NCT04173338,1,0,0
NCT04173416,1,0,0
NCT04173442,0,1,0
NCT04173494,1,0,0
NCT04173507,1,0,0
NCT04173559,1,0,0
NCT04173572,1,0,0
NCT04173611,1,0,0
NCT04173663,1,0,0
NCT04173806,1,0,0
NCT04173819,1,0,0
NCT04173884,1,0,0
NCT04173936,0,1,0
NCT04173962,1,0,0
NCT04174001,0,1,0
NCT04174105,1,0,0
NCT04174157,0,1,0
NCT04174170,1,0,0
NCT04174196,1,0,0
NCT04174352,1,0,0
NCT04174365,1,0,0
NCT04174521,0,1,0
NCT04174560,1,0,0
NCT04174651,1,0,0
NCT04174677,1,0,0
NCT04174742,0,0,1
NCT04174963,1,0,0
NCT04175028,1,0,0
NCT04175041,1,0,0
NCT04175106,1,0,0
NCT04175210,1,0,0
NCT04175288,1,0,0
NCT04175301,1,0,0
NCT04175340,1,0,0
NCT04175392,1,0,0
NCT04175431,1,0,0
NCT04175444,0,1,0
NCT04175509,1,0,0
NCT04175600,1,0,0
NCT04175613,1,0,0
NCT04175626,0,1,0
NCT04175678,1,0,0
NCT04175730,1,0,0
NCT04175743,1,0,0
NCT04175834,1,0,0
NCT04175912,1,0,0
NCT04175925,1,0,0
NCT04175938,1,0,0
NCT04175977,1,0,0
NCT04176042,1,0,0
NCT04176068,1,0,0
NCT04176107,1,0,0
NCT04176120,1,0,0
NCT04176133,1,0,0
NCT04176146,1,0,0
NCT04176172,1,0,0
NCT04176198,1,0,0
NCT04176328,1,0,0
NCT04176354,0,1,0
NCT04176380,1,0,0
NCT04176406,1,0,0
NCT04176419,1,0,0
NCT04176458,1,0,0
NCT04176471,1,0,0
NCT04176497,1,0,0
NCT04176510,1,0,0
NCT04176562,0,1,0
NCT04176575,1,0,0
NCT04176601,1,0,0
NCT04176627,0,0,1
NCT04176718,1,0,0
NCT04176731,1,0,0
NCT04176757,1,0,0
NCT04176783,1,0,0
NCT04176796,1,0,0
NCT04176926,0,1,0
NCT04176965,1,0,0
NCT04176991,1,0,0
NCT04177004,1,0,0
NCT04177082,1,0,0
NCT04177095,1,0,0
NCT04177108,1,0,0
NCT04177212,1,0,0
NCT04177225,0,0,1
NCT04177264,1,0,0
NCT04177277,0,1,0
NCT04177355,1,0,0
NCT04177394,0,0,1
NCT04177472,1,0,0
NCT04177498,1,0,0
NCT04177524,1,0,0
NCT04177680,1,0,0
NCT04177706,1,0,0
NCT04177771,1,0,0
NCT04177784,1,0,0
NCT04177810,1,0,0
NCT04177836,1,0,0
NCT04177862,1,0,0
NCT04177914,1,0,0
NCT04177940,1,0,0
NCT04178005,1,0,0
NCT04178018,1,0,0
NCT04178096,1,0,0
NCT04178122,1,0,0
NCT04178161,1,0,0
NCT04178538,1,0,0
NCT04178551,1,0,0
NCT04178577,1,0,0
NCT04178720,1,0,0
NCT04178746,0,1,0
NCT04178824,1,0,0
NCT04178863,1,0,0
NCT04178902,1,0,0
NCT04178941,1,0,0
NCT04178967,1,0,0
NCT04178993,1,0,0
NCT04179019,1,0,0
NCT04179032,1,0,0
NCT04179071,1,0,0
NCT04179110,1,0,0
NCT04179162,1,0,0
NCT04179175,1,0,0
NCT04179227,0,1,0
NCT04179305,1,0,0
NCT04179396,1,0,0
NCT04179409,1,0,0
NCT04179448,1,0,0
NCT04179461,1,0,0
NCT04179474,1,0,0
NCT04179630,1,0,0
NCT04179643,1,0,0
NCT04179721,1,0,0
NCT04179799,0,1,0
NCT04179825,0,1,0
NCT04179864,1,0,0
NCT04179955,0,1,0
NCT04179968,1,0,0
NCT04179981,1,0,0
NCT04180020,1,0,0
NCT04180111,0,1,0
NCT04180176,1,0,0
NCT04180202,0,1,0
NCT04180215,1,0,0
NCT04180280,1,0,0
NCT04180358,1,0,0
NCT04180371,1,0,0
NCT04180423,0,1,0
NCT04180462,1,0,0
NCT04180475,1,0,0
NCT04180488,1,0,0
NCT04180527,0,0,1
NCT04180540,1,0,0
NCT04180566,1,0,0
NCT04180579,1,0,0
NCT04180644,0,1,0
NCT04180787,1,0,0
NCT04180904,1,0,0
NCT04180930,0,1,0
NCT04180943,1,0,0
NCT04180956,1,0,0
NCT04181008,1,0,0
NCT04181034,1,0,0
NCT04181138,0,1,0
NCT04181255,1,0,0
NCT04181294,1,0,0
NCT04181424,1,0,0
NCT04181463,1,0,0
NCT04181476,1,0,0
NCT04181593,1,0,0
NCT04181606,1,0,0
NCT04181632,1,0,0
NCT04181658,1,0,0
NCT04181684,1,0,0
NCT04181723,1,0,0
NCT04181736,1,0,0
NCT04181762,1,0,0
NCT04181775,0,1,0
NCT04181801,0,1,0
NCT04181827,1,0,0
NCT04181944,1,0,0
NCT04182048,0,1,0
NCT04182113,1,0,0
NCT04182126,1,0,0
NCT04182204,1,0,0
NCT04182282,1,0,0
NCT04182334,1,0,0
NCT04182451,1,0,0
NCT04182490,1,0,0
NCT04182516,1,0,0
NCT04182529,1,0,0
NCT04182607,0,1,0
NCT04182620,1,0,0
NCT04182633,1,0,0
NCT04182659,1,0,0
NCT04182672,1,0,0
NCT04182763,1,0,0
NCT04182776,0,1,0
NCT04182815,0,0,1
NCT04182880,1,0,0
NCT04182906,1,0,0
NCT04182971,1,0,0
NCT04182997,1,0,0
NCT04183010,1,0,0
NCT04183062,1,0,0
NCT04183179,1,0,0
NCT04183192,1,0,0
NCT04183205,1,0,0
NCT04183218,0,0,1
NCT04183335,1,0,0
NCT04183400,1,0,0
NCT04183452,0,1,0
NCT04183491,1,0,0
NCT04183504,1,0,0
NCT04183790,1,0,0
NCT04183894,1,0,0
NCT04183920,1,0,0
NCT04184011,0,1,0
NCT04184050,1,0,0
NCT04184115,1,0,0
NCT04184271,1,0,0
NCT04184297,0,1,0
NCT04184323,1,0,0
NCT04184349,1,0,0
NCT04184362,1,0,0
NCT04184609,1,0,0
NCT04184622,1,0,0
NCT04184791,1,0,0
NCT04184843,1,0,0
NCT04184869,1,0,0
NCT04184973,1,0,0
NCT04184999,1,0,0
NCT04185038,1,0,0
NCT04185220,1,0,0
NCT04185298,1,0,0
NCT04185311,1,0,0
NCT04185324,1,0,0
NCT04185337,1,0,0
NCT04185363,1,0,0
NCT04185428,1,0,0
NCT04185558,1,0,0
NCT04185597,1,0,0
NCT04185610,1,0,0
NCT04185844,0,0,1
NCT04185883,1,0,0
NCT04185909,1,0,0
NCT04185935,0,0,1
NCT04186065,0,1,0
NCT04186221,1,0,0
NCT04186247,1,0,0
NCT04186260,1,0,0
NCT04186364,1,0,0
NCT04186403,1,0,0
NCT04186429,0,0,1
NCT04186520,1,0,0
NCT04186533,1,0,0
NCT04186546,0,1,0
NCT04186559,1,0,0
NCT04186637,1,0,0
NCT04186663,1,0,0
NCT04186793,1,0,0
NCT04186806,1,0,0
NCT04186819,1,0,0
NCT04186832,1,0,0
NCT04186845,1,0,0
NCT04186871,1,0,0
NCT04186884,0,1,0
NCT04186988,1,0,0
NCT04187053,1,0,0
NCT04187092,1,0,0
NCT04187105,1,0,0
NCT04187131,1,0,0
NCT04187144,1,0,0
NCT04187157,0,1,0
NCT04187196,1,0,0
NCT04187326,1,0,0
NCT04187365,1,0,0
NCT04187404,1,0,0
NCT04187456,1,0,0
NCT04187521,1,0,0
NCT04187560,1,0,0
NCT04187703,1,0,0
NCT04187729,0,1,0
NCT04187768,0,1,0
NCT04187833,1,0,0
NCT04187872,1,0,0
NCT04187898,1,0,0
NCT04187950,1,0,0
NCT04187989,1,0,0
NCT04188002,1,0,0
NCT04188015,1,0,0
NCT04188041,1,0,0
NCT04188067,1,0,0
NCT04188106,1,0,0
NCT04188132,1,0,0
NCT04188197,1,0,0
NCT04188262,1,0,0
NCT04188379,1,0,0
NCT04188392,1,0,0
NCT04188405,1,0,0
NCT04188418,1,0,0
NCT04188509,1,0,0
NCT04188522,0,1,0
NCT04188535,1,0,0
NCT04188548,1,0,0
NCT04188665,1,0,0
NCT04188678,1,0,0
NCT04188730,1,0,0
NCT04188834,1,0,0
NCT04188873,1,0,0
NCT04188899,0,1,0
NCT04188912,0,1,0
NCT04188951,1,0,0
NCT04188977,1,0,0
NCT04189081,1,0,0
NCT04189146,1,0,0
NCT04189224,1,0,0
NCT04189263,1,0,0
NCT04189445,1,0,0
NCT04189471,0,1,0
NCT04189484,1,0,0
NCT04189510,1,0,0
NCT04189523,1,0,0
NCT04189536,1,0,0
NCT04189549,0,1,0
NCT04189562,1,0,0
NCT04189575,1,0,0
NCT04189588,1,0,0
NCT04189614,1,0,0
NCT04189757,1,0,0
NCT04189770,0,1,0
NCT04189783,1,0,0
NCT04189861,0,1,0
NCT04189913,1,0,0
NCT04189926,0,1,0
NCT04189939,0,1,0
NCT04189952,1,0,0
NCT04190030,1,0,0
NCT04190056,1,0,0
NCT04190134,1,0,0
NCT04190186,1,0,0
NCT04190225,1,0,0
NCT04190264,1,0,0
NCT04190368,1,0,0
NCT04190433,1,0,0
NCT04190446,1,0,0
NCT04190628,1,0,0
NCT04190654,1,0,0
NCT04190732,1,0,0
NCT04190862,1,0,0
NCT04190875,0,1,0
NCT04190888,0,1,0
NCT04190901,1,0,0
NCT04190940,1,0,0
NCT04191057,1,0,0
NCT04191096,1,0,0
NCT04191135,1,0,0
NCT04191148,1,0,0
NCT04191187,1,0,0
NCT04191291,1,0,0
NCT04191304,1,0,0
NCT04191330,1,0,0
NCT04191382,1,0,0
NCT04191421,1,0,0
NCT04191473,1,0,0
NCT04191499,1,0,0
NCT04191512,0,0,1
NCT04191551,0,1,0
NCT04191577,1,0,0
NCT04191616,1,0,0
NCT04191655,1,0,0
NCT04191668,1,0,0
NCT04191681,1,0,0
NCT04191720,1,0,0
NCT04191733,1,0,0
NCT04191746,0,1,0
NCT04191798,1,0,0
NCT04191824,1,0,0
NCT04191876,1,0,0
NCT04192032,1,0,0
NCT04192071,1,0,0
NCT04192110,1,0,0
NCT04192136,1,0,0
NCT04192149,1,0,0
NCT04192227,1,0,0
NCT04192266,1,0,0
NCT04192318,1,0,0
NCT04192344,1,0,0
NCT04192370,1,0,0
NCT04192448,1,0,0
NCT04192487,1,0,0
NCT04192591,1,0,0
NCT04192630,1,0,0
NCT04192799,1,0,0
NCT04192916,0,1,0
NCT04192929,1,0,0
NCT04192981,1,0,0
NCT04193033,1,0,0
NCT04193046,1,0,0
NCT04193085,0,1,0
NCT04193176,1,0,0
NCT04193189,1,0,0
NCT04193202,1,0,0
NCT04193293,1,0,0
NCT04193514,1,0,0
NCT04193579,1,0,0
NCT04193592,1,0,0
NCT04193631,1,0,0
NCT04193787,1,0,0
NCT04193865,0,1,0
NCT04193878,1,0,0
NCT04193891,0,1,0
NCT04193904,1,0,0
NCT04194008,1,0,0
NCT04194138,0,1,0
NCT04194164,1,0,0
NCT04194216,1,0,0
NCT04194307,1,0,0
NCT04194333,0,1,0
NCT04194398,0,1,0
NCT04194437,1,0,0
NCT04194489,1,0,0
NCT04194528,1,0,0
NCT04194541,1,0,0
NCT04194554,1,0,0
NCT04194632,1,0,0
NCT04194840,1,0,0
NCT04194892,1,0,0
NCT04194918,1,0,0
NCT04194996,0,1,0
NCT04195061,1,0,0
NCT04195139,1,0,0
NCT04195165,1,0,0
NCT04195230,1,0,0
NCT04195269,1,0,0
NCT04195308,1,0,0
NCT04195347,1,0,0
NCT04195399,1,0,0
NCT04195438,1,0,0
NCT04195451,1,0,0
NCT04195477,1,0,0
NCT04195555,1,0,0
NCT04195568,1,0,0
NCT04195581,1,0,0
NCT04195633,1,0,0
NCT04195646,1,0,0
NCT04195659,0,1,0
NCT04195685,1,0,0
NCT04195698,1,0,0
NCT04195711,0,1,0
NCT04195750,1,0,0
NCT04195763,0,1,0
NCT04195776,1,0,0
NCT04195854,0,1,0
NCT04195880,1,0,0
NCT04195906,1,0,0
NCT04195932,1,0,0
NCT04195945,1,0,0
NCT04195958,1,0,0
NCT04196010,1,0,0
NCT04196088,1,0,0
NCT04196101,1,0,0
NCT04196140,1,0,0
NCT04196283,1,0,0
NCT04196296,1,0,0
NCT04196374,0,1,0
NCT04196413,1,0,0
NCT04196452,0,1,0
NCT04196491,1,0,0
NCT04196517,1,0,0
NCT04196530,1,0,0
NCT04196569,0,1,0
NCT04196595,0,1,0
NCT04196686,1,0,0
NCT04196842,1,0,0
NCT04196907,1,0,0
NCT04196933,1,0,0
NCT04196972,1,0,0
NCT04197011,0,1,0
NCT04197102,1,0,0
NCT04197219,1,0,0
NCT04197310,1,0,0
NCT04197336,1,0,0
NCT04197362,1,0,0
NCT04197427,1,0,0
NCT04197453,0,1,0
NCT04197479,1,0,0
NCT04197570,1,0,0
NCT04197583,0,0,1
NCT04197596,1,0,0
NCT04197674,0,0,1
NCT04197687,1,0,0
NCT04197713,1,0,0
NCT04197869,1,0,0
NCT04197921,1,0,0
NCT04197934,1,0,0
NCT04197986,1,0,0
NCT04197999,1,0,0
NCT04198012,1,0,0
NCT04198038,1,0,0
NCT04198090,1,0,0
NCT04198129,1,0,0
NCT04198194,0,1,0
NCT04198233,1,0,0
NCT04198311,1,0,0
NCT04198428,1,0,0
NCT04198441,1,0,0
NCT04198454,1,0,0
NCT04198545,0,1,0
NCT04198584,1,0,0
NCT04198597,1,0,0
NCT04198623,1,0,0
NCT04198662,1,0,0
NCT04198701,1,0,0
NCT04198714,1,0,0
NCT04198753,0,0,1
NCT04198766,1,0,0
NCT04198805,1,0,0
NCT04198818,1,0,0
NCT04198870,1,0,0
NCT04198922,1,0,0
NCT04198974,1,0,0
NCT04198987,0,1,0
NCT04199000,0,1,0
NCT04199026,1,0,0
NCT04199052,1,0,0
NCT04199104,1,0,0
NCT04199117,1,0,0
NCT04199130,1,0,0
NCT04199169,1,0,0
NCT04199182,1,0,0
NCT04199221,1,0,0
NCT04199247,1,0,0
NCT04199312,1,0,0
NCT04199351,1,0,0
NCT04199390,1,0,0
NCT04199468,1,0,0
NCT04199533,0,1,0
NCT04199676,0,0,1
NCT04199689,1,0,0
NCT04199702,1,0,0
NCT04199715,1,0,0
NCT04199741,0,1,0
NCT04199754,1,0,0
NCT04199767,1,0,0
NCT04199780,1,0,0
NCT04199793,1,0,0
NCT04199871,1,0,0
NCT04199884,1,0,0
NCT04200092,1,0,0
NCT04200157,0,1,0
NCT04200170,1,0,0
NCT04200248,1,0,0
NCT04200287,1,0,0
NCT04200313,1,0,0
NCT04200339,0,1,0
NCT04200352,1,0,0
NCT04200365,1,0,0
NCT04200378,0,1,0
NCT04200391,1,0,0
NCT04200417,1,0,0
NCT04200443,1,0,0
NCT04200456,1,0,0
NCT04200482,1,0,0
NCT04200534,1,0,0
NCT04200560,1,0,0
NCT04200573,1,0,0
NCT04200625,0,1,0
NCT04200651,1,0,0
NCT04200703,1,0,0
NCT04200729,1,0,0
NCT04200898,1,0,0
NCT04200911,1,0,0
NCT04200963,1,0,0
NCT04200976,1,0,0
NCT04200989,1,0,0
NCT04201028,1,0,0
NCT04201067,0,1,0
NCT04201093,1,0,0
NCT04201106,1,0,0
NCT04201132,1,0,0
NCT04201145,1,0,0
NCT04201184,1,0,0
NCT04201223,1,0,0
NCT04201262,1,0,0
NCT04201288,1,0,0
NCT04201327,1,0,0
NCT04201340,1,0,0
NCT04201418,0,1,0
NCT04201457,1,0,0
NCT04201496,1,0,0
NCT04201574,1,0,0
NCT04201600,0,1,0
NCT04201613,1,0,0
NCT04201704,1,0,0
NCT04201743,1,0,0
NCT04201782,1,0,0
NCT04201821,1,0,0
NCT04201834,1,0,0
NCT04201873,1,0,0
NCT04202081,0,1,0
NCT04202133,1,0,0
NCT04202146,1,0,0
NCT04202263,1,0,0
NCT04202315,1,0,0
NCT04202341,0,1,0
NCT04202393,1,0,0
NCT04202419,1,0,0
NCT04202471,1,0,0
NCT04202497,1,0,0
NCT04202510,1,0,0
NCT04202627,0,0,1
NCT04202679,1,0,0
NCT04202718,1,0,0
NCT04202731,1,0,0
NCT04202757,1,0,0
NCT04202770,1,0,0
NCT04202783,1,0,0
NCT04202900,1,0,0
NCT04202913,1,0,0
NCT04202965,1,0,0
NCT04203030,1,0,0
NCT04203056,1,0,0
NCT04203082,1,0,0
NCT04203134,1,0,0
NCT04203147,1,0,0
NCT04203160,1,0,0
NCT04203173,1,0,0
NCT04203186,1,0,0
NCT04203199,1,0,0
NCT04203225,1,0,0
NCT04203238,1,0,0
NCT04203251,0,1,0
NCT04203277,1,0,0
NCT04203303,0,1,0
NCT04203316,1,0,0
NCT04203329,0,1,0
NCT04203342,1,0,0
NCT04203381,0,1,0
NCT04203433,1,0,0
NCT04203537,1,0,0
NCT04203563,1,0,0
NCT04203641,1,0,0
NCT04203667,1,0,0
NCT04203732,0,1,0
NCT04203745,1,0,0
NCT04203797,1,0,0
NCT04203823,1,0,0
NCT04203875,1,0,0
NCT04203888,1,0,0
NCT04203901,1,0,0
NCT04203927,1,0,0
NCT04204018,1,0,0
NCT04204122,1,0,0
NCT04204135,0,1,0
NCT04204226,1,0,0
NCT04204408,1,0,0
NCT04204434,0,1,0
NCT04204447,1,0,0
NCT04204616,1,0,0
NCT04204668,1,0,0
NCT04204733,0,1,0
NCT04204772,1,0,0
NCT04204811,0,1,0
NCT04204889,1,0,0
NCT04204941,1,0,0
NCT04205071,1,0,0
NCT04205084,1,0,0
NCT04205136,1,0,0
NCT04205149,0,0,1
NCT04205175,1,0,0
NCT04205240,1,0,0
NCT04205266,1,0,0
NCT04205279,1,0,0
NCT04205370,1,0,0
NCT04205396,1,0,0
NCT04205409,1,0,0
NCT04205487,1,0,0
NCT04205539,1,0,0
NCT04205604,1,0,0
NCT04205617,1,0,0
NCT04205630,1,0,0
NCT04205656,1,0,0
NCT04205708,0,1,0
NCT04205786,1,0,0
NCT04205812,1,0,0
NCT04205838,1,0,0
NCT04205877,0,1,0
NCT04205890,1,0,0
NCT04205903,1,0,0
NCT04205916,1,0,0
NCT04205929,1,0,0
NCT04205955,1,0,0
NCT04205968,1,0,0
NCT04205994,1,0,0
NCT04206020,1,0,0
NCT04206059,1,0,0
NCT04206124,1,0,0
NCT04206215,1,0,0
NCT04206280,1,0,0
NCT04206319,1,0,0
NCT04206332,1,0,0
NCT04206384,1,0,0
NCT04206397,1,0,0
NCT04206436,0,1,0
NCT04206501,1,0,0
NCT04206540,1,0,0
NCT04206553,1,0,0
NCT04206605,1,0,0
NCT04206670,1,0,0
NCT04206735,1,0,0
NCT04206748,1,0,0
NCT04206787,0,1,0
NCT04206800,1,0,0
NCT04206839,1,0,0
NCT04206865,1,0,0
NCT04207008,1,0,0
NCT04207047,1,0,0
NCT04207060,1,0,0
NCT04207099,0,0,1
NCT04207151,1,0,0
NCT04207190,1,0,0
NCT04207255,1,0,0
NCT04207320,1,0,0
NCT04207333,1,0,0
NCT04207346,1,0,0
NCT04207359,1,0,0
NCT04207437,1,0,0
NCT04207528,1,0,0
NCT04207554,0,0,1
NCT04207567,1,0,0
NCT04207606,0,0,1
NCT04207619,1,0,0
NCT04207749,1,0,0
NCT04207840,1,0,0
NCT04207905,0,0,1
NCT04207931,1,0,0
NCT04207944,1,0,0
NCT04207983,1,0,0
NCT04207996,0,0,1
NCT04208009,1,0,0
NCT04208048,0,1,0
NCT04208074,1,0,0
NCT04208087,1,0,0
NCT04208100,1,0,0
NCT04208178,1,0,0
NCT04208217,1,0,0
NCT04208230,0,1,0
NCT04208243,1,0,0
NCT04208256,1,0,0
NCT04208269,1,0,0
NCT04208321,1,0,0
NCT04208412,1,0,0
NCT04208425,1,0,0
NCT04208438,0,1,0
NCT04208490,1,0,0
NCT04208516,1,0,0
NCT04208529,0,1,0
NCT04208659,1,0,0
NCT04208685,0,1,0
NCT04208698,1,0,0
NCT04208724,1,0,0
NCT04208750,1,0,0
NCT04208815,1,0,0
NCT04208828,0,1,0
NCT04208880,1,0,0
NCT04208919,1,0,0
NCT04208958,1,0,0
NCT04208984,0,1,0
NCT04208997,1,0,0
NCT04209023,1,0,0
NCT04209049,1,0,0
NCT04209075,1,0,0
NCT04209114,1,0,0
NCT04209179,1,0,0
NCT04209205,1,0,0
NCT04209257,1,0,0
NCT04209348,1,0,0
NCT04209387,0,1,0
NCT04209465,1,0,0
NCT04209504,1,0,0
NCT04209530,1,0,0
NCT04209556,1,0,0
NCT04209595,1,0,0
NCT04209621,1,0,0
NCT04209660,1,0,0
NCT04209673,0,1,0
NCT04209686,1,0,0
NCT04209699,1,0,0
NCT04209725,1,0,0
NCT04209790,1,0,0
NCT04209842,1,0,0
NCT04209855,1,0,0
