,NCTId,CollaboratorClass
6728,NCT00310791,FED
7030,NCT02374918,FED
7031,NCT02370173,FED
7032,NCT01747811,FED
7033,NCT00282516,FED
7969,NCT03341858,FED
6733,NCT00234806,FED
7034,NCT00867425,FED
7364,NCT04063592,FED
6730,NCT01043718,FED
7035,NCT00409786,FED
7036,NCT01454999,FED
7037,NCT03080246,FED
7038,NCT01591707,FED
6729,NCT00273351,FED
6790,NCT00255060,FED
6982,NCT00233129,FED
7360,NCT01132937,FED
6932,NCT03767699,FED
6860,NCT02792114,FED
3881,NCT01565863,FED
6934,NCT01574495,FED
6862,NCT01977846,FED
7339,NCT02678247,FED
6863,NCT00760851,FED
6864,NCT01126697,FED
6944,NCT03521856,FED
7348,NCT02689713,FED
7348,NCT02689713,FED
6867,NCT03852628,FED
6868,NCT02725970,FED
7340,NCT02668276,FED
6869,NCT01183520,FED
6935,NCT04522973,FED
3881,NCT01565863,FED
6936,NCT03826303,FED
6937,NCT03488875,FED
6859,NCT01526291,FED
6859,NCT01526291,FED
6858,NCT03663452,FED
6857,NCT03772730,FED
6856,NCT01353209,FED
6855,NCT02878850,FED
6938,NCT03339648,FED
6939,NCT02080923,FED
6854,NCT04100564,FED
6853,NCT00007748,FED
6940,NCT01747824,FED
7339,NCT02678247,FED
6943,NCT04251091,FED
3893,NCT04589819,FED
6870,NCT00730587,FED
6928,NCT04120363,FED
6888,NCT00253643,FED
6901,NCT02263001,FED
6896,NCT03736395,FED
7343,NCT01130987,FED
7343,NCT01130987,FED
6904,NCT02011789,FED
6893,NCT01178840,FED
6892,NCT01825226,FED
6905,NCT01751230,FED
7344,NCT02243774,FED
3885,NCT03146897,FED
6889,NCT00693121,FED
6906,NCT01004094,FED
6907,NCT00782392,FED
7343,NCT01130987,FED
6887,NCT02228265,FED
6872,NCT02679937,FED
6886,NCT03038594,FED
7345,NCT02518893,FED
7345,NCT02518893,FED
7342,NCT01866735,FED
6914,NCT04606342,FED
3893,NCT04589819,FED
6922,NCT01829620,FED
6924,NCT02129361,FED
6925,NCT03762772,FED
6879,NCT03582176,FED
7346,NCT03492021,FED
7341,NCT01996826,FED
7347,NCT02877680,FED
6928,NCT04120363,FED
6852,NCT00859781,FED
6945,NCT03433599,FED
6981,NCT00265447,FED
7355,NCT03386539,FED
6968,NCT01056146,FED
7357,NCT00096720,FED
6967,NCT01115998,FED
6966,NCT01119001,FED
7356,NCT01670877,FED
6965,NCT01207375,FED
6964,NCT01387100,FED
6851,NCT01007890,FED
7354,NCT00788398,FED
6963,NCT01394874,FED
6962,NCT01429077,FED
6961,NCT01548781,FED
9787,NCT03913169,FED
7353,NCT03385304,FED
6969,NCT00989430,FED
6805,NCT00681616,FED
7358,NCT01996254,FED
6970,NCT00988104,FED
6971,NCT00924976,FED
6972,NCT00735670,FED
6973,NCT00692575,FED
6974,NCT00621751,FED
6975,NCT00618566,FED
6976,NCT00488969,FED
6977,NCT00485914,FED
6796,NCT02445196,FED
6978,NCT00448045,FED
6979,NCT00285636,FED
6980,NCT00283855,FED
7359,NCT02008877,FED
7360,NCT01132937,FED
6960,NCT01593189,FED
7350,NCT00595491,FED
6826,NCT00394264,FED
6839,NCT03384914,FED
6850,NCT02286921,FED
6849,NCT02863809,FED
6946,NCT03298724,FED
6947,NCT03262766,FED
6948,NCT02340026,FED
6949,NCT02223728,FED
6950,NCT02150668,FED
6844,NCT00693563,FED
6951,NCT02128152,FED
6843,NCT00711087,FED
6842,NCT03264235,FED
6952,NCT02104622,FED
6841,NCT04534959,FED
7349,NCT00639795,FED
6953,NCT01920243,FED
6959,NCT01599767,FED
6954,NCT01894464,FED
6955,NCT01815554,FED
6837,NCT01494519,FED
6836,NCT02541123,FED
6956,NCT01806987,FED
6835,NCT02957461,FED
6957,NCT01795079,FED
6834,NCT03417388,FED
6833,NCT02477943,FED
6832,NCT01426919,FED
6958,NCT01699035,FED
6830,NCT00570206,FED
6829,NCT00751244,FED
6828,NCT01496014,FED
7057,NCT01243060,FED
7058,NCT01227005,FED
7217,NCT00355043,FED
6590,NCT01158950,FED
6579,NCT02043158,FED
7388,NCT01554891,FED
7383,NCT01253915,FED
7172,NCT03433183,FED
8042,NCT01109576,FED
7318,NCT04233944,FED
7383,NCT01253915,FED
7165,NCT01807728,FED
7383,NCT01253915,FED
7383,NCT01253915,FED
9563,NCT04087096,FED
6594,NCT01326481,FED
7382,NCT00970944,FED
7381,NCT00751946,FED
6578,NCT02917798,FED
7173,NCT02765672,FED
7173,NCT02765672,FED
6573,NCT03259386,FED
7392,NCT01611350,FED
3996,NCT01431183,FED
7174,NCT02877732,FED
6568,NCT03738774,FED
7174,NCT02877732,FED
7174,NCT02877732,FED
7174,NCT02877732,FED
7175,NCT02764983,FED
9549,NCT04092101,FED
9548,NCT04092387,FED
7175,NCT02764983,FED
7176,NCT01780701,FED
7176,NCT01780701,FED
6597,NCT04531579,FED
6598,NCT03992183,FED
7059,NCT01128140,FED
7324,NCT02666859,FED
6607,NCT00290186,FED
7323,NCT03544632,FED
6608,NCT00202449,FED
7323,NCT03544632,FED
6608,NCT00202449,FED
6610,NCT01543997,FED
6610,NCT01543997,FED
7164,NCT03499951,FED
7325,NCT01838863,FED
7379,NCT02504931,FED
7147,NCT01038557,FED
7379,NCT02504931,FED
7326,NCT01556581,FED
134,NCT02829073,FED
6606,NCT00623090,FED
6605,NCT00795678,FED
6604,NCT00984698,FED
7321,NCT01093053,FED
7321,NCT01093053,FED
6604,NCT00984698,FED
6603,NCT01171638,FED
7320,NCT04298138,FED
7159,NCT03668678,FED
7320,NCT04298138,FED
7161,NCT03075475,FED
6602,NCT01480804,FED
6601,NCT01692067,FED
7319,NCT03869060,FED
6601,NCT01692067,FED
6600,NCT02383472,FED
6599,NCT03547869,FED
121,NCT00935623,FED
7177,NCT00990106,FED
7177,NCT00990106,FED
9502,NCT04131647,FED
6503,NCT04154462,FED
9485,NCT04149249,FED
7415,NCT00350714,FED
7206,NCT02395328,FED
7205,NCT02577380,FED
7204,NCT02908399,FED
6517,NCT02207803,FED
7398,NCT01725152,FED
7203,NCT02927496,FED
7202,NCT02929121,FED
7201,NCT02929134,FED
7413,NCT04060017,FED
7200,NCT03058302,FED
7412,NCT00615940,FED
6502,NCT01787175,FED
7207,NCT02121821,FED
7208,NCT01985269,FED
7417,NCT01426555,FED
6498,NCT04604821,FED
9473,NCT04166240,FED
9473,NCT04166240,FED
7209,NCT01930084,FED
7210,NCT01873196,FED
7211,NCT01872390,FED
7212,NCT01756469,FED
7213,NCT01129089,FED
7959,NCT03343158,FED
6492,NCT03244475,FED
7214,NCT00505609,FED
7215,NCT00407394,FED
7216,NCT00396500,FED
6527,NCT02845700,FED
6527,NCT02845700,FED
7408,NCT03329404,FED
7401,NCT01670708,FED
121,NCT00935623,FED
7178,NCT00651872,FED
7178,NCT00651872,FED
9535,NCT04104191,FED
7180,NCT02386878,FED
7181,NCT01280162,FED
7183,NCT01443078,FED
3800,NCT01313130,FED
3946,NCT03259373,FED
7185,NCT02073240,FED
7186,NCT04370977,FED
7187,NCT04286243,FED
7188,NCT04234815,FED
7189,NCT04185597,FED
7190,NCT04166370,FED
7408,NCT03329404,FED
7191,NCT04135625,FED
7192,NCT03973593,FED
7193,NCT03885973,FED
7403,NCT03379220,FED
7194,NCT03829358,FED
7195,NCT03824756,FED
7196,NCT03745495,FED
7404,NCT01399099,FED
7197,NCT03555669,FED
7405,NCT01194024,FED
7406,NCT01416948,FED
7198,NCT03254628,FED
7199,NCT03074799,FED
7407,NCT02439736,FED
7326,NCT01556581,FED
7141,NCT00123968,FED
7140,NCT00138918,FED
6696,NCT03339258,FED
6691,NCT03880487,FED
6692,NCT03867357,FED
6693,NCT03833674,FED
6694,NCT03529487,FED
7082,NCT02904369,FED
6695,NCT03433300,FED
7333,NCT01902810,FED
6679,NCT04171960,FED
6697,NCT03305055,FED
6697,NCT03305055,FED
6698,NCT03202303,FED
6699,NCT02816346,FED
6700,NCT02796716,FED
7075,NCT02733614,FED
6690,NCT04205656,FED
6690,NCT04205656,FED
6689,NCT04210986,FED
6689,NCT04210986,FED
6688,NCT04212650,FED
6688,NCT04212650,FED
7083,NCT00109551,FED
7085,NCT02176928,FED
3907,NCT02188953,FED
6687,NCT03312621,FED
7366,NCT04602806,FED
6685,NCT03504085,FED
6684,NCT03619369,FED
7087,NCT02911675,FED
7088,NCT03279120,FED
6682,NCT03765567,FED
6682,NCT03765567,FED
7075,NCT02733614,FED
6701,NCT02322047,FED
6701,NCT02322047,FED
6709,NCT01672658,FED
6715,NCT01186315,FED
7060,NCT01121250,FED
6714,NCT01391832,FED
7061,NCT01005615,FED
7062,NCT00862095,FED
6713,NCT01402817,FED
7063,NCT00810225,FED
6712,NCT01410721,FED
9676,NCT04002063,FED
6711,NCT01425476,FED
6710,NCT01632709,FED
7064,NCT00742755,FED
6709,NCT01672658,FED
7065,NCT00691067,FED
7066,NCT00633009,FED
6702,NCT02302430,FED
6708,NCT01716338,FED
7067,NCT00572884,FED
7068,NCT00473096,FED
6707,NCT01959022,FED
7069,NCT00393874,FED
3982,NCT00097123,FED
6706,NCT02157051,FED
7070,NCT00196781,FED
6705,NCT02187211,FED
6704,NCT02226367,FED
6704,NCT02226367,FED
3953,NCT02403466,FED
6703,NCT02286843,FED
6702,NCT02302430,FED
7089,NCT00109616,FED
156,NCT03346603,FED
8037,NCT02077907,FED
6632,NCT02387320,FED
6629,NCT04168450,FED
3818,NCT01352676,FED
6630,NCT03033602,FED
6631,NCT02831257,FED
7127,NCT04287478,FED
6632,NCT02387320,FED
7126,NCT04387812,FED
155,NCT01764269,FED
7125,NCT04481048,FED
7124,NCT04534972,FED
7123,NCT04575402,FED
7122,NCT04586049,FED
6635,NCT02963987,FED
7121,NCT02368808,FED
7128,NCT03692273,FED
7129,NCT03143179,FED
6628,NCT04549532,FED
7130,NCT02719860,FED
7131,NCT02330081,FED
7376,NCT00756600,FED
7132,NCT02022904,FED
7133,NCT01484184,FED
6623,NCT02132793,FED
7134,NCT01405001,FED
7135,NCT00615979,FED
7136,NCT00504335,FED
7137,NCT00257647,FED
7379,NCT02504931,FED
6616,NCT03250156,FED
7138,NCT00249080,FED
7139,NCT00188682,FED
7327,NCT01455324,FED
7328,NCT01309347,FED
3823,NCT01894087,FED
7103,NCT01062022,FED
7091,NCT04531592,FED
6672,NCT00411671,FED
7092,NCT04476901,FED
7093,NCT01474057,FED
7332,NCT02587351,FED
7370,NCT02123251,FED
7096,NCT01079247,FED
7331,NCT04565366,FED
7100,NCT02069613,FED
7101,NCT02544061,FED
7102,NCT02447848,FED
9641,NCT04026581,FED
6659,NCT03887247,FED
6659,NCT03887247,FED
7104,NCT01007006,FED
7329,NCT01301053,FED
7105,NCT00202046,FED
9639,NCT04027010,FED
9636,NCT04033237,FED
7106,NCT02439762,FED
7106,NCT02439762,FED
7106,NCT02439762,FED
7374,NCT04372797,FED
7107,NCT00134784,FED
7108,NCT03834714,FED
7374,NCT04372797,FED
7110,NCT04545606,FED
6645,NCT02187224,FED
7330,NCT00204477,FED
7375,NCT01049516,FED
6042,NCT02871349,FED
1497,NCT01473771,FED
6040,NCT02922894,FED
7555,NCT00165204,FED
7634,NCT00198796,FED
5309,NCT03843021,FED
1876,NCT01502345,FED
1876,NCT01502345,FED
1876,NCT01502345,FED
7634,NCT00198796,FED
7634,NCT00198796,FED
7635,NCT02096653,FED
7635,NCT02096653,FED
1901,NCT02116205,FED
1901,NCT02116205,FED
1901,NCT02116205,FED
1910,NCT01545232,FED
1917,NCT03385057,FED
1917,NCT03385057,FED
7910,NCT01856673,FED
7635,NCT02096653,FED
8862,NCT00542360,FED
7640,NCT00468832,FED
8167,NCT03523507,FED
7909,NCT03064620,FED
3548,NCT02158884,FED
5276,NCT00124358,FED
7640,NCT00468832,FED
1964,NCT03480217,FED
1982,NCT00160979,FED
1996,NCT03865303,FED
1873,NCT01591408,FED
7632,NCT03156010,FED
7632,NCT03156010,FED
1754,NCT02915237,FED
8945,NCT02743039,FED
8944,NCT03869970,FED
3616,NCT02720497,FED
7618,NCT03005418,FED
1724,NCT02098603,FED
7919,NCT02463968,FED
7619,NCT01339689,FED
7620,NCT02990793,FED
1746,NCT01772602,FED
1746,NCT01772602,FED
4121,NCT01816516,FED
1754,NCT02915237,FED
8921,NCT03687086,FED
7631,NCT00622401,FED
5393,NCT03438682,FED
1792,NCT00871468,FED
7625,NCT02171312,FED
6039,NCT02935621,FED
7626,NCT03446131,FED
7626,NCT03446131,FED
7627,NCT04242160,FED
5365,NCT02774330,FED
7630,NCT03432715,FED
7911,NCT01072279,FED
1838,NCT00350337,FED
8886,NCT02522923,FED
5243,NCT03743337,FED
5237,NCT04446468,FED
2004,NCT00373009,FED
2152,NCT00763308,FED
7678,NCT01968590,FED
8195,NCT00004494,FED
7679,NCT03289130,FED
2107,NCT00007735,FED
5135,NCT00390494,FED
3499,NCT04420156,FED
2120,NCT03404531,FED
7684,NCT03502096,FED
7685,NCT03478553,FED
5116,NCT00798538,FED
8780,NCT01802944,FED
2151,NCT04258397,FED
8198,NCT02313181,FED
7676,NCT03202745,FED
7906,NCT03631719,FED
3481,NCT02341950,FED
7686,NCT01067287,FED
2198,NCT02079701,FED
7687,NCT04053842,FED
8751,NCT03932773,FED
7689,NCT01489215,FED
2235,NCT00323349,FED
5081,NCT02120248,FED
2252,NCT02063178,FED
8735,NCT01678079,FED
2261,NCT00360204,FED
7676,NCT03202745,FED
7675,NCT00731887,FED
4157,NCT00005007,FED
8815,NCT02290639,FED
7658,NCT02512445,FED
7658,NCT02512445,FED
8827,NCT02853149,FED
2028,NCT03973489,FED
7908,NCT03271307,FED
7658,NCT02512445,FED
7658,NCT02512445,FED
5217,NCT03666247,FED
8820,NCT01330420,FED
7660,NCT00681694,FED
2047,NCT03341078,FED
7662,NCT03755401,FED
8815,NCT02290639,FED
7674,NCT03170297,FED
7664,NCT03393637,FED
7664,NCT03393637,FED
7665,NCT01989273,FED
4168,NCT01336764,FED
3515,NCT01491607,FED
7667,NCT01212848,FED
7667,NCT01212848,FED
7907,NCT03455127,FED
7667,NCT01212848,FED
7672,NCT00438594,FED
7674,NCT03170297,FED
7674,NCT03170297,FED
7615,NCT01360736,FED
7615,NCT01360736,FED
5423,NCT02182115,FED
7569,NCT04322357,FED
5606,NCT01769430,FED
1484,NCT02385825,FED
1485,NCT02092142,FED
1487,NCT01714531,FED
1496,NCT02348853,FED
5600,NCT04170803,FED
1497,NCT01473771,FED
1498,NCT01494350,FED
4090,NCT00000411,FED
5596,NCT00536185,FED
1504,NCT04369729,FED
1504,NCT04369729,FED
7570,NCT04238910,FED
1482,NCT03051386,FED
7571,NCT03060109,FED
7572,NCT01988909,FED
5591,NCT03552978,FED
7573,NCT01824589,FED
7574,NCT00110526,FED
1515,NCT00197054,FED
1517,NCT01538745,FED
7577,NCT00431847,FED
7577,NCT00431847,FED
1527,NCT01908205,FED
3641,NCT00459615,FED
7579,NCT03842111,FED
1483,NCT02386150,FED
1481,NCT03867162,FED
1538,NCT01294124,FED
7560,NCT00974402,FED
1415,NCT02544334,FED
7559,NCT01605903,FED
1415,NCT02544334,FED
1417,NCT00286390,FED
7559,NCT01605903,FED
1421,NCT02394457,FED
7559,NCT01605903,FED
7560,NCT00974402,FED
5649,NCT03114410,FED
9064,NCT04539002,FED
1434,NCT01792791,FED
7560,NCT00974402,FED
3646,NCT00258869,FED
5610,NCT00682773,FED
7562,NCT00711373,FED
7562,NCT00711373,FED
1443,NCT03876665,FED
1443,NCT03876665,FED
1443,NCT03876665,FED
1448,NCT00509444,FED
5627,NCT00352924,FED
5620,NCT01291277,FED
5617,NCT00339300,FED
5617,NCT00339300,FED
1475,NCT00290147,FED
5612,NCT01694784,FED
7581,NCT03705377,FED
1539,NCT00629330,FED
7615,NCT01360736,FED
3628,NCT00733096,FED
1619,NCT01555554,FED
7596,NCT01661283,FED
5493,NCT00466206,FED
7598,NCT01925963,FED
1632,NCT04504019,FED
4105,NCT01537367,FED
5472,NCT04297761,FED
3628,NCT00733096,FED
3628,NCT00733096,FED
1668,NCT01913353,FED
7608,NCT00263341,FED
3628,NCT00733096,FED
7612,NCT04366284,FED
1613,NCT00785304,FED
7612,NCT04366284,FED
1683,NCT01865123,FED
7613,NCT03464409,FED
1698,NCT02742532,FED
1698,NCT02742532,FED
1698,NCT02742532,FED
1698,NCT02742532,FED
7613,NCT03464409,FED
7613,NCT03464409,FED
7614,NCT01851629,FED
7614,NCT01851629,FED
7614,NCT01851629,FED
1613,NCT00785304,FED
7595,NCT04545424,FED
5549,NCT02236273,FED
5533,NCT00223080,FED
7583,NCT00235235,FED
1552,NCT02911285,FED
1553,NCT02228967,FED
1555,NCT00870987,FED
1555,NCT00870987,FED
1560,NCT04054947,FED
1566,NCT04098250,FED
1566,NCT04098250,FED
1570,NCT00485134,FED
7584,NCT04046965,FED
1572,NCT01618591,FED
1572,NCT01618591,FED
1572,NCT01618591,FED
1606,NCT02060513,FED
1574,NCT01557868,FED
5533,NCT00223080,FED
5533,NCT00223080,FED
7586,NCT03077919,FED
1577,NCT01334541,FED
1577,NCT01334541,FED
1577,NCT01334541,FED
7586,NCT03077919,FED
7586,NCT03077919,FED
7589,NCT03967912,FED
1589,NCT02877147,FED
1602,NCT00128375,FED
2261,NCT00360204,FED
2261,NCT00360204,FED
7694,NCT02910934,FED
4569,NCT03853304,FED
2873,NCT01930149,FED
4323,NCT02317250,FED
3255,NCT04103593,FED
4593,NCT02657317,FED
3255,NCT04103593,FED
2892,NCT04173884,FED
7869,NCT01687153,FED
3249,NCT04067804,FED
2899,NCT04090879,FED
4581,NCT04368117,FED
7869,NCT01687153,FED
7797,NCT00198822,FED
7801,NCT03461120,FED
7780,NCT01522768,FED
7801,NCT03461120,FED
7801,NCT03461120,FED
7863,NCT02103296,FED
7863,NCT02103296,FED
7863,NCT02103296,FED
7863,NCT02103296,FED
7863,NCT02103296,FED
7804,NCT00860470,FED
7862,NCT03828201,FED
4538,NCT01524705,FED
2970,NCT01341275,FED
3227,NCT00578877,FED
7781,NCT03594734,FED
8472,NCT03533829,FED
7861,NCT03862963,FED
4308,NCT04597437,FED
8508,NCT01182727,FED
7773,NCT04373460,FED
4669,NCT01710943,FED
4669,NCT01710943,FED
7775,NCT00283153,FED
7776,NCT00208585,FED
7776,NCT00208585,FED
8501,NCT03582683,FED
7880,NCT03511443,FED
7776,NCT00208585,FED
7776,NCT00208585,FED
7776,NCT00208585,FED
2805,NCT01903876,FED
7779,NCT00605163,FED
7776,NCT00208585,FED
7776,NCT00208585,FED
4649,NCT03992872,FED
7777,NCT01080833,FED
7777,NCT01080833,FED
7880,NCT03511443,FED
8481,NCT02710318,FED
3269,NCT01347164,FED
8480,NCT01797497,FED
8475,NCT01719679,FED
4627,NCT02538601,FED
7778,NCT02976389,FED
7805,NCT01927523,FED
7860,NCT04465708,FED
2763,NCT01059487,FED
3117,NCT02241824,FED
4454,NCT00657917,FED
4452,NCT00761020,FED
4451,NCT00884377,FED
4449,NCT01140191,FED
4449,NCT01140191,FED
4447,NCT01194336,FED
4445,NCT01502358,FED
4445,NCT01502358,FED
4441,NCT01659515,FED
4440,NCT01666652,FED
8376,NCT02149823,FED
8376,NCT02149823,FED
4434,NCT02067676,FED
4458,NCT00292942,FED
7835,NCT02182180,FED
7835,NCT02182180,FED
4429,NCT03110952,FED
4427,NCT03436160,FED
7835,NCT02182180,FED
4422,NCT04268420,FED
4421,NCT04296279,FED
8369,NCT01096628,FED
4414,NCT02945501,FED
3159,NCT00251290,FED
4408,NCT04334707,FED
4405,NCT00734539,FED
4456,NCT00412477,FED
4460,NCT00248833,FED
3223,NCT01440803,FED
3062,NCT00283283,FED
7809,NCT01495923,FED
7809,NCT01495923,FED
7809,NCT01495923,FED
7809,NCT01495923,FED
7809,NCT01495923,FED
3208,NCT03992378,FED
8413,NCT02342795,FED
8411,NCT03649958,FED
8411,NCT03649958,FED
7817,NCT03376633,FED
3046,NCT00453700,FED
4384,NCT02222662,FED
3062,NCT00283283,FED
7820,NCT01352637,FED
3062,NCT00283283,FED
7820,NCT01352637,FED
3062,NCT00283283,FED
3062,NCT00283283,FED
3062,NCT00283283,FED
8340,NCT04254562,FED
3066,NCT01724125,FED
3081,NCT00269503,FED
8388,NCT04300049,FED
7849,NCT00616083,FED
4465,NCT00075049,FED
7820,NCT01352637,FED
4300,NCT03395119,FED
7769,NCT00876889,FED
5066,NCT01801696,FED
4909,NCT03419728,FED
2373,NCT02982993,FED
7709,NCT02764528,FED
7898,NCT03884816,FED
7712,NCT01910493,FED
7714,NCT04133766,FED
7716,NCT04044235,FED
2450,NCT03664765,FED
7716,NCT04044235,FED
7717,NCT01539005,FED
7718,NCT00775866,FED
4243,NCT00308061,FED
4243,NCT00308061,FED
7719,NCT00201929,FED
2369,NCT00538083,FED
7720,NCT04244799,FED
8645,NCT00995696,FED
7721,NCT04160169,FED
7892,NCT01389219,FED
7722,NCT04115813,FED
8264,NCT04491591,FED
7723,NCT01668992,FED
7724,NCT00829114,FED
2500,NCT01453894,FED
7725,NCT00138047,FED
7726,NCT00115271,FED
2512,NCT04574167,FED
2373,NCT02982993,FED
2347,NCT01742169,FED
3337,NCT00454467,FED
7905,NCT04034381,FED
7694,NCT02910934,FED
2275,NCT01890044,FED
7695,NCT00208572,FED
2276,NCT00392015,FED
7695,NCT00208572,FED
7695,NCT00208572,FED
7695,NCT00208572,FED
7695,NCT00208572,FED
7695,NCT00208572,FED
2276,NCT00392015,FED
2276,NCT00392015,FED
7696,NCT02170246,FED
8216,NCT03202277,FED
7704,NCT02088671,FED
2293,NCT00013078,FED
2299,NCT02091154,FED
7904,NCT04119375,FED
2303,NCT02174978,FED
2303,NCT02174978,FED
7698,NCT00399529,FED
2309,NCT01753115,FED
4202,NCT01228344,FED
4203,NCT04047147,FED
7903,NCT04216030,FED
7902,NCT02848235,FED
5006,NCT02383303,FED
8268,NCT00380679,FED
4860,NCT00317473,FED
2761,NCT01044927,FED
8540,NCT01557621,FED
8562,NCT01975857,FED
7752,NCT04312334,FED
8560,NCT02656212,FED
7753,NCT04092114,FED
7754,NCT03255941,FED
7755,NCT02775929,FED
7887,NCT03371186,FED
7756,NCT01413126,FED
7757,NCT01177072,FED
7759,NCT03971435,FED
7886,NCT03880006,FED
7760,NCT02927249,FED
8537,NCT02328690,FED
8564,NCT02835495,FED
7885,NCT03944395,FED
7885,NCT03944395,FED
4292,NCT02421367,FED
7764,NCT01138917,FED
4293,NCT02125591,FED
4293,NCT02125591,FED
7766,NCT03441867,FED
7766,NCT03441867,FED
4294,NCT02109198,FED
4294,NCT02109198,FED
7768,NCT01597518,FED
2756,NCT00520611,FED
7888,NCT03135366,FED
7749,NCT00537173,FED
4860,NCT00317473,FED
4821,NCT00223990,FED
7732,NCT03158558,FED
7732,NCT03158558,FED
3335,NCT00454506,FED
7732,NCT03158558,FED
8611,NCT03653637,FED
2549,NCT01161810,FED
2563,NCT01240174,FED
4256,NCT00391664,FED
7737,NCT03774602,FED
7891,NCT02071563,FED
7738,NCT00707785,FED
4821,NCT00223990,FED
7739,NCT00470158,FED
7748,NCT02008058,FED
7739,NCT00470158,FED
7740,NCT00441298,FED
4263,NCT01401842,FED
7890,NCT02271074,FED
7741,NCT00136370,FED
2600,NCT00608283,FED
4806,NCT03065647,FED
4797,NCT01896414,FED
7745,NCT00858988,FED
8573,NCT03574974,FED
7747,NCT01624337,FED
7889,NCT02383602,FED
7559,NCT01605903,FED
7626,NCT03446131,FED
7532,NCT02026167,FED
8087,NCT02571478,FED
5914,NCT01434004,FED
5915,NCT01292876,FED
5916,NCT01239680,FED
5917,NCT01205646,FED
5918,NCT01177488,FED
5919,NCT01086475,FED
7533,NCT00702637,FED
8087,NCT02571478,FED
1338,NCT01374724,FED
1164,NCT01427673,FED
5913,NCT01458561,FED
1164,NCT01427673,FED
7534,NCT00675974,FED
7535,NCT00627250,FED
5923,NCT01803048,FED
7489,NCT02725255,FED
7536,NCT00368095,FED
7488,NCT02894294,FED
7488,NCT02894294,FED
7537,NCT02709317,FED
1333,NCT01862653,FED
7531,NCT02787759,FED
7524,NCT00130078,FED
5905,NCT02198833,FED
5900,NCT03433261,FED
5901,NCT02807623,FED
1328,NCT00657618,FED
7525,NCT00129532,FED
5902,NCT02632422,FED
5903,NCT02325414,FED
7527,NCT02983864,FED
5904,NCT02307916,FED
7528,NCT04250688,FED
5906,NCT02006433,FED
5912,NCT01518491,FED
5907,NCT01928849,FED
7529,NCT03338530,FED
5908,NCT01882244,FED
5909,NCT01832714,FED
5910,NCT01794078,FED
5750,NCT00417742,FED
5749,NCT02427061,FED
7530,NCT02949063,FED
5911,NCT01773655,FED
1340,NCT01728142,FED
1341,NCT01728129,FED
1147,NCT01538459,FED
5957,NCT02267187,FED
5947,NCT00542204,FED
5948,NCT00161252,FED
5949,NCT01011348,FED
5726,NCT00599209,FED
5950,NCT03526146,FED
7485,NCT03397420,FED
5722,NCT00379743,FED
5952,NCT00480779,FED
1112,NCT02375503,FED
5959,NCT00962403,FED
5931,NCT01213914,FED
1355,NCT00417599,FED
7543,NCT02443727,FED
7484,NCT03429257,FED
5961,NCT04073225,FED
5963,NCT01559688,FED
5964,NCT02949115,FED
5965,NCT01078909,FED
5966,NCT00847574,FED
7546,NCT02268877,FED
5946,NCT04210076,FED
5944,NCT01564524,FED
7538,NCT03950986,FED
5943,NCT01673828,FED
1137,NCT01540474,FED
5734,NCT02739464,FED
7487,NCT02903602,FED
5935,NCT00397696,FED
5936,NCT04261842,FED
5936,NCT04261842,FED
5936,NCT04261842,FED
5936,NCT04261842,FED
5936,NCT04261842,FED
7537,NCT02709317,FED
5937,NCT03736356,FED
1124,NCT04576832,FED
1342,NCT03734237,FED
1342,NCT03734237,FED
1342,NCT03734237,FED
5939,NCT00643721,FED
7537,NCT02709317,FED
7486,NCT03366454,FED
5941,NCT00633087,FED
5899,NCT04302181,FED
7490,NCT01235247,FED
7483,NCT03571932,FED
7493,NCT00213083,FED
1269,NCT04111263,FED
7509,NCT03510286,FED
1274,NCT02636348,FED
7510,NCT03431558,FED
7494,NCT00153777,FED
1278,NCT01292395,FED
7511,NCT03127397,FED
7512,NCT02271737,FED
5802,NCT03198156,FED
7513,NCT01924546,FED
7507,NCT04096521,FED
1280,NCT01166815,FED
7514,NCT01572532,FED
9131,NCT04479943,FED
5873,NCT01435512,FED
1288,NCT03043300,FED
1190,NCT01157897,FED
1289,NCT03341754,FED
1289,NCT03341754,FED
7492,NCT00310726,FED
7508,NCT04092257,FED
7506,NCT04579328,FED
1325,NCT00662012,FED
9156,NCT04452500,FED
1225,NCT03302611,FED
5839,NCT02412982,FED
1224,NCT03451058,FED
1224,NCT03451058,FED
9160,NCT04449510,FED
7498,NCT01033513,FED
7497,NCT04471974,FED
1207,NCT02458092,FED
1207,NCT02458092,FED
7496,NCT00615641,FED
7504,NCT00272220,FED
5834,NCT04495634,FED
7500,NCT01023477,FED
7500,NCT01023477,FED
7501,NCT04050449,FED
7495,NCT03605888,FED
8101,NCT03887793,FED
7502,NCT02515149,FED
7503,NCT01637324,FED
9171,NCT04433975,FED
1289,NCT03341754,FED
1190,NCT01157897,FED
5796,NCT00299481,FED
1320,NCT03088111,FED
1317,NCT04494490,FED
1317,NCT04494490,FED
5888,NCT01628224,FED
1317,NCT04494490,FED
7520,NCT00396526,FED
1317,NCT04494490,FED
5889,NCT01477710,FED
7521,NCT00379158,FED
1320,NCT03088111,FED
5890,NCT01477450,FED
7515,NCT01428830,FED
7522,NCT00336245,FED
1170,NCT02660073,FED
5892,NCT01947179,FED
5893,NCT03453554,FED
9184,NCT04417946,FED
5895,NCT04446442,FED
5896,NCT01845636,FED
