,NCTId,LeadSponsorClass
56,NCT01287247,INDUSTRY
62,NCT03373045,INDUSTRY
66,NCT02993120,INDUSTRY
135,NCT01369030,INDUSTRY
136,NCT01568424,INDUSTRY
137,NCT02406599,INDUSTRY
1083,NCT00799058,INDUSTRY
1064,NCT00130676,INDUSTRY
1065,NCT01589978,INDUSTRY
1066,NCT03975790,INDUSTRY
1067,NCT02031991,INDUSTRY
1070,NCT02813356,INDUSTRY
1074,NCT00208156,INDUSTRY
1075,NCT00618956,INDUSTRY
1078,NCT01120509,INDUSTRY
1079,NCT00128479,INDUSTRY
1082,NCT01335412,INDUSTRY
1086,NCT00936715,INDUSTRY
1062,NCT01078246,INDUSTRY
1089,NCT01688960,INDUSTRY
1091,NCT02817841,INDUSTRY
1093,NCT00063778,INDUSTRY
1095,NCT00620867,INDUSTRY
1097,NCT03566264,INDUSTRY
1098,NCT02974244,INDUSTRY
1103,NCT04001803,INDUSTRY
1105,NCT04125186,INDUSTRY
1107,NCT01260324,INDUSTRY
1108,NCT03109002,INDUSTRY
1063,NCT01603264,INDUSTRY
1061,NCT01870986,INDUSTRY
139,NCT01368549,INDUSTRY
1003,NCT03363464,INDUSTRY
140,NCT01370954,INDUSTRY
141,NCT01339546,INDUSTRY
142,NCT02252159,INDUSTRY
145,NCT01358552,INDUSTRY
146,NCT02856646,INDUSTRY
148,NCT02951598,INDUSTRY
149,NCT02988934,INDUSTRY
150,NCT01028300,INDUSTRY
153,NCT03198793,INDUSTRY
154,NCT01112917,INDUSTRY
1006,NCT02876575,INDUSTRY
1060,NCT01844804,INDUSTRY
1007,NCT03463577,INDUSTRY
1012,NCT02581748,INDUSTRY
1015,NCT00689260,INDUSTRY
1027,NCT00701259,INDUSTRY
1034,NCT03719391,INDUSTRY
1037,NCT01478061,INDUSTRY
1047,NCT00947245,INDUSTRY
1051,NCT02027155,INDUSTRY
1055,NCT03056534,INDUSTRY
1057,NCT03421561,INDUSTRY
1406,NCT02601469,INDUSTRY
1413,NCT03591510,INDUSTRY
1414,NCT01190761,INDUSTRY
1765,NCT00056589,INDUSTRY
1835,NCT01349725,INDUSTRY
1837,NCT01554644,INDUSTRY
1840,NCT03825783,INDUSTRY
1854,NCT02608853,INDUSTRY
1856,NCT00037219,INDUSTRY
7081,NCT00367770,INDUSTRY
1866,NCT02856802,INDUSTRY
1868,NCT00888745,INDUSTRY
1878,NCT03257436,INDUSTRY
1879,NCT01830712,INDUSTRY
1896,NCT02651714,INDUSTRY
1903,NCT00753480,INDUSTRY
1907,NCT01591655,INDUSTRY
1911,NCT01545570,INDUSTRY
1912,NCT02052544,INDUSTRY
1915,NCT01050959,INDUSTRY
1920,NCT00380445,INDUSTRY
1923,NCT00037206,INDUSTRY
1924,NCT03265912,INDUSTRY
1929,NCT01888068,INDUSTRY
1946,NCT02836418,INDUSTRY
1951,NCT00127296,INDUSTRY
1958,NCT00313001,INDUSTRY
1833,NCT03105973,INDUSTRY
1829,NCT01516255,INDUSTRY
1822,NCT00833716,INDUSTRY
1794,NCT00065130,INDUSTRY
1770,NCT02568306,INDUSTRY
1771,NCT01561950,INDUSTRY
1773,NCT01563445,INDUSTRY
1776,NCT00531661,INDUSTRY
1777,NCT02015156,INDUSTRY
1778,NCT00101751,INDUSTRY
1780,NCT02958085,INDUSTRY
1782,NCT02047084,INDUSTRY
1783,NCT01018238,INDUSTRY
1790,NCT03131544,INDUSTRY
1795,NCT01561937,INDUSTRY
1818,NCT01561352,INDUSTRY
1796,NCT02269514,INDUSTRY
1797,NCT01603342,INDUSTRY
1798,NCT03775668,INDUSTRY
1799,NCT00995410,INDUSTRY
1804,NCT01943084,INDUSTRY
1806,NCT00333268,INDUSTRY
1807,NCT00333203,INDUSTRY
1810,NCT03542435,INDUSTRY
1813,NCT02235961,INDUSTRY
1817,NCT03301298,INDUSTRY
1960,NCT04545333,INDUSTRY
1968,NCT03009019,INDUSTRY
1970,NCT01044108,INDUSTRY
2105,NCT04211545,INDUSTRY
2063,NCT02323399,INDUSTRY
2069,NCT00225862,INDUSTRY
2073,NCT00133198,INDUSTRY
2077,NCT00294060,INDUSTRY
2078,NCT00338741,INDUSTRY
2083,NCT02455011,INDUSTRY
2087,NCT00363857,INDUSTRY
2088,NCT04372108,INDUSTRY
2093,NCT00097838,INDUSTRY
2100,NCT01009905,INDUSTRY
2109,NCT04256265,INDUSTRY
2057,NCT00797953,INDUSTRY
2110,NCT01350336,INDUSTRY
2113,NCT03597516,INDUSTRY
2115,NCT02283918,INDUSTRY
2125,NCT03433807,INDUSTRY
2126,NCT02111031,INDUSTRY
2128,NCT04576949,INDUSTRY
2130,NCT01286870,INDUSTRY
2132,NCT04583007,INDUSTRY
2134,NCT02807285,INDUSTRY
2139,NCT04155047,INDUSTRY
2061,NCT04326036,INDUSTRY
2046,NCT01118585,INDUSTRY
1973,NCT03006276,INDUSTRY
2007,NCT02698670,INDUSTRY
1975,NCT00710619,INDUSTRY
1977,NCT01327963,INDUSTRY
1979,NCT04571697,INDUSTRY
1984,NCT01999322,INDUSTRY
1985,NCT04140695,INDUSTRY
1986,NCT03568331,INDUSTRY
1990,NCT02557152,INDUSTRY
1991,NCT00819013,INDUSTRY
1999,NCT02408029,INDUSTRY
2001,NCT00669045,INDUSTRY
2008,NCT03323008,INDUSTRY
2039,NCT00415558,INDUSTRY
2011,NCT02500836,INDUSTRY
2012,NCT01903291,INDUSTRY
2015,NCT00578994,INDUSTRY
2016,NCT01318772,INDUSTRY
2017,NCT02349893,INDUSTRY
2019,NCT01699022,INDUSTRY
2025,NCT00665665,INDUSTRY
2029,NCT04498481,INDUSTRY
2031,NCT03199794,INDUSTRY
2037,NCT03055429,INDUSTRY
1767,NCT01900834,INDUSTRY
1761,NCT02639832,INDUSTRY
1416,NCT01190748,INDUSTRY
1760,NCT02300844,INDUSTRY
1541,NCT02185898,INDUSTRY
1546,NCT01108848,INDUSTRY
1548,NCT03903588,INDUSTRY
1551,NCT03249675,INDUSTRY
1556,NCT00871247,INDUSTRY
1557,NCT00870480,INDUSTRY
1558,NCT00733512,INDUSTRY
1562,NCT02016482,INDUSTRY
1569,NCT04127058,INDUSTRY
1573,NCT02703051,INDUSTRY
1578,NCT00672074,INDUSTRY
1579,NCT02296164,INDUSTRY
1580,NCT00378131,INDUSTRY
1581,NCT00267358,INDUSTRY
1584,NCT02858973,INDUSTRY
1589,NCT02877147,INDUSTRY
1590,NCT04419883,INDUSTRY
1591,NCT02287688,INDUSTRY
1595,NCT03820414,INDUSTRY
1599,NCT00116428,INDUSTRY
1601,NCT02323438,INDUSTRY
1603,NCT02963935,INDUSTRY
1607,NCT02195544,INDUSTRY
1537,NCT02228850,INDUSTRY
1536,NCT02279836,INDUSTRY
1530,NCT00844532,INDUSTRY
1470,NCT01921127,INDUSTRY
1418,NCT01322633,INDUSTRY
1422,NCT01092910,INDUSTRY
1423,NCT01422889,INDUSTRY
1437,NCT03875651,INDUSTRY
1438,NCT02357381,INDUSTRY
1449,NCT00642603,INDUSTRY
1452,NCT00997503,INDUSTRY
1462,NCT01917643,INDUSTRY
1463,NCT00775398,INDUSTRY
1464,NCT00805948,INDUSTRY
1471,NCT01088503,INDUSTRY
1508,NCT00971633,INDUSTRY
1473,NCT02140762,INDUSTRY
1474,NCT03399461,INDUSTRY
1476,NCT02285777,INDUSTRY
1477,NCT02195505,INDUSTRY
1479,NCT01858428,INDUSTRY
1486,NCT02424383,INDUSTRY
1489,NCT00197288,INDUSTRY
1491,NCT02223065,INDUSTRY
1499,NCT00691184,INDUSTRY
1502,NCT00763724,INDUSTRY
1609,NCT03293654,INDUSTRY
1612,NCT00715026,INDUSTRY
1616,NCT03866434,INDUSTRY
1735,NCT01511185,INDUSTRY
1715,NCT01682902,INDUSTRY
1716,NCT00873223,INDUSTRY
1717,NCT00104455,INDUSTRY
1719,NCT01464099,INDUSTRY
1720,NCT01121276,INDUSTRY
1721,NCT03336567,INDUSTRY
1725,NCT01473953,INDUSTRY
1729,NCT03248141,INDUSTRY
1730,NCT01511393,INDUSTRY
1731,NCT01497600,INDUSTRY
1738,NCT03642691,INDUSTRY
1713,NCT03642847,INDUSTRY
1740,NCT04349072,INDUSTRY
1741,NCT03095807,INDUSTRY
1744,NCT03015207,INDUSTRY
1745,NCT01569841,INDUSTRY
1748,NCT00931476,INDUSTRY
1749,NCT01988532,INDUSTRY
1755,NCT00620282,INDUSTRY
1756,NCT00095446,INDUSTRY
1757,NCT00264901,INDUSTRY
1759,NCT02870231,INDUSTRY
1714,NCT01846312,INDUSTRY
1710,NCT01125553,INDUSTRY
1617,NCT01847560,INDUSTRY
1656,NCT01363037,INDUSTRY
1618,NCT02596399,INDUSTRY
1620,NCT01725087,INDUSTRY
1622,NCT04337762,INDUSTRY
1624,NCT03512301,INDUSTRY
1634,NCT02443090,INDUSTRY
1638,NCT03338803,INDUSTRY
1647,NCT01489644,INDUSTRY
1651,NCT01043510,INDUSTRY
1652,NCT01574677,INDUSTRY
1655,NCT01205776,INDUSTRY
1660,NCT01490658,INDUSTRY
1697,NCT01605773,INDUSTRY
1663,NCT03575468,INDUSTRY
1668,NCT01913353,INDUSTRY
1669,NCT04047121,INDUSTRY
1675,NCT02005198,INDUSTRY
1677,NCT00432510,INDUSTRY
1681,NCT02835235,INDUSTRY
1684,NCT01487811,INDUSTRY
1687,NCT01401244,INDUSTRY
1691,NCT02568202,INDUSTRY
1695,NCT00833963,INDUSTRY
3939,NCT00157755,INDUSTRY
9999,NCT03766373,INDUSTRY
3941,NCT03060538,INDUSTRY
5831,NCT00140634,INDUSTRY
5771,NCT03882437,INDUSTRY
5779,NCT00721149,INDUSTRY
5786,NCT02454010,INDUSTRY
5791,NCT02769078,INDUSTRY
5794,NCT01378065,INDUSTRY
5795,NCT02185599,INDUSTRY
5799,NCT01328197,INDUSTRY
5801,NCT01073579,INDUSTRY
5808,NCT02249182,INDUSTRY
5812,NCT03111550,INDUSTRY
5813,NCT04358549,INDUSTRY
5814,NCT03194685,INDUSTRY
5818,NCT01272284,INDUSTRY
5820,NCT01395914,INDUSTRY
5821,NCT01387282,INDUSTRY
5822,NCT01280344,INDUSTRY
5823,NCT00622193,INDUSTRY
5824,NCT01387269,INDUSTRY
5825,NCT00219817,INDUSTRY
5743,NCT03716505,INDUSTRY
5732,NCT04394247,INDUSTRY
5720,NCT04428632,INDUSTRY
5616,NCT01602913,INDUSTRY
5568,NCT01992874,INDUSTRY
5570,NCT01458132,INDUSTRY
5573,NCT01034579,INDUSTRY
5576,NCT02359994,INDUSTRY
5578,NCT03505567,INDUSTRY
5586,NCT00923728,INDUSTRY
5594,NCT02600819,INDUSTRY
5595,NCT01948544,INDUSTRY
5629,NCT00076557,INDUSTRY
5702,NCT03052530,INDUSTRY
5632,NCT03440450,INDUSTRY
5641,NCT03579225,INDUSTRY
5643,NCT02627599,INDUSTRY
5657,NCT02792426,INDUSTRY
5664,NCT01744782,INDUSTRY
5665,NCT03231579,INDUSTRY
5684,NCT02175329,INDUSTRY
5693,NCT03707080,INDUSTRY
5829,NCT00525954,INDUSTRY
5832,NCT04463264,INDUSTRY
4771,NCT04509622,INDUSTRY
5835,NCT01659411,INDUSTRY
5909,NCT01832714,INDUSTRY
5912,NCT01518491,INDUSTRY
5913,NCT01458561,INDUSTRY
5924,NCT03341000,INDUSTRY
5925,NCT01881815,INDUSTRY
5926,NCT01750203,INDUSTRY
5933,NCT00628498,INDUSTRY
5940,NCT00323921,INDUSTRY
5953,NCT01537081,INDUSTRY
5954,NCT00506389,INDUSTRY
5956,NCT02253147,INDUSTRY
5960,NCT04120584,INDUSTRY
5962,NCT00902603,INDUSTRY
5969,NCT03763747,INDUSTRY
5986,NCT04171115,INDUSTRY
6011,NCT03615196,INDUSTRY
6066,NCT02041715,INDUSTRY
6072,NCT01943825,INDUSTRY
6073,NCT01879696,INDUSTRY
5894,NCT02253654,INDUSTRY
5882,NCT01513668,INDUSTRY
5879,NCT03486561,INDUSTRY
5855,NCT03293524,INDUSTRY
5836,NCT02081391,INDUSTRY
5841,NCT02796651,INDUSTRY
5842,NCT01627314,INDUSTRY
5844,NCT00778544,INDUSTRY
5845,NCT01480219,INDUSTRY
5848,NCT00778414,INDUSTRY
5850,NCT03164616,INDUSTRY
5854,NCT00043706,INDUSTRY
5858,NCT01128166,INDUSTRY
5875,NCT03406104,INDUSTRY
5862,NCT01247974,INDUSTRY
5863,NCT00370214,INDUSTRY
5864,NCT00664898,INDUSTRY
5865,NCT03157531,INDUSTRY
5866,NCT00004025,INDUSTRY
5869,NCT01829997,INDUSTRY
5870,NCT01105091,INDUSTRY
5871,NCT03250338,INDUSTRY
5565,NCT00738725,INDUSTRY
5557,NCT01462552,INDUSTRY
5536,NCT02243033,INDUSTRY
5535,NCT01466088,INDUSTRY
4952,NCT03030599,INDUSTRY
4956,NCT01762995,INDUSTRY
4960,NCT02941601,INDUSTRY
4971,NCT02694978,INDUSTRY
4972,NCT03305393,INDUSTRY
4973,NCT02800642,INDUSTRY
4985,NCT03785678,INDUSTRY
4997,NCT00138723,INDUSTRY
5002,NCT02333019,INDUSTRY
5004,NCT03501407,INDUSTRY
5005,NCT00237367,INDUSTRY
5008,NCT01435941,INDUSTRY
5010,NCT03000998,INDUSTRY
5038,NCT02036502,INDUSTRY
5042,NCT03285191,INDUSTRY
5047,NCT01500083,INDUSTRY
5076,NCT01001221,INDUSTRY
5090,NCT00313144,INDUSTRY
5094,NCT00932958,INDUSTRY
4943,NCT03271203,INDUSTRY
4941,NCT03185832,INDUSTRY
4933,NCT03042182,INDUSTRY
4836,NCT04169867,INDUSTRY
4776,NCT03046069,INDUSTRY
4782,NCT03333876,INDUSTRY
4794,NCT01557400,INDUSTRY
4807,NCT02359045,INDUSTRY
4810,NCT04499495,INDUSTRY
4822,NCT03961555,INDUSTRY
4823,NCT02485145,INDUSTRY
4825,NCT04588727,INDUSTRY
4837,NCT01372358,INDUSTRY
4922,NCT00197223,INDUSTRY
4838,NCT01372345,INDUSTRY
4862,NCT01578499,INDUSTRY
4874,NCT04464187,INDUSTRY
4885,NCT03971227,INDUSTRY
4886,NCT02121782,INDUSTRY
4890,NCT01390649,INDUSTRY
4914,NCT00688298,INDUSTRY
4916,NCT01946867,INDUSTRY
5097,NCT00109161,INDUSTRY
5106,NCT00699777,INDUSTRY
5139,NCT00230568,INDUSTRY
5416,NCT02919306,INDUSTRY
5366,NCT03116243,INDUSTRY
5377,NCT00248092,INDUSTRY
5382,NCT00741091,INDUSTRY
5386,NCT01846793,INDUSTRY
5387,NCT01438775,INDUSTRY
5402,NCT01973608,INDUSTRY
5404,NCT01921309,INDUSTRY
5408,NCT02853617,INDUSTRY
5425,NCT02021617,INDUSTRY
5360,NCT02476877,INDUSTRY
5431,NCT02641353,INDUSTRY
5433,NCT01480167,INDUSTRY
5442,NCT02488915,INDUSTRY
5449,NCT02352480,INDUSTRY
5452,NCT00788944,INDUSTRY
5491,NCT03501420,INDUSTRY
5499,NCT01677195,INDUSTRY
5503,NCT03532776,INDUSTRY
5361,NCT02368301,INDUSTRY
5345,NCT01143194,INDUSTRY
5150,NCT02172040,INDUSTRY
5205,NCT00120302,INDUSTRY
5154,NCT02166294,INDUSTRY
5157,NCT01800994,INDUSTRY
5168,NCT02787486,INDUSTRY
5175,NCT02945046,INDUSTRY
5176,NCT02964338,INDUSTRY
5189,NCT02979197,INDUSTRY
5192,NCT01109524,INDUSTRY
5195,NCT01387178,INDUSTRY
5211,NCT04518670,INDUSTRY
5343,NCT00437827,INDUSTRY
5218,NCT02138838,INDUSTRY
5220,NCT02417506,INDUSTRY
5221,NCT02257372,INDUSTRY
5224,NCT04047251,INDUSTRY
5228,NCT02729103,INDUSTRY
5244,NCT01156701,INDUSTRY
5282,NCT01444378,INDUSTRY
5302,NCT01382524,INDUSTRY
6076,NCT01845740,INDUSTRY
6085,NCT01728753,INDUSTRY
6093,NCT01593072,INDUSTRY
6520,NCT03867812,INDUSTRY
6572,NCT00813943,INDUSTRY
6574,NCT00777296,INDUSTRY
6575,NCT02083679,INDUSTRY
6576,NCT00689221,INDUSTRY
6583,NCT03905642,INDUSTRY
6585,NCT01403233,INDUSTRY
6587,NCT01446224,INDUSTRY
6588,NCT04134273,INDUSTRY
6594,NCT01326481,INDUSTRY
6595,NCT01533155,INDUSTRY
6596,NCT01381406,INDUSTRY
6603,NCT01171638,INDUSTRY
6618,NCT02036931,INDUSTRY
6647,NCT01032044,INDUSTRY
6652,NCT04169529,INDUSTRY
6657,NCT02418962,INDUSTRY
6667,NCT02792699,INDUSTRY
6668,NCT01768546,INDUSTRY
6679,NCT04171960,INDUSTRY
6571,NCT02049151,INDUSTRY
6567,NCT01534819,INDUSTRY
6563,NCT02172859,INDUSTRY
6533,NCT03813238,INDUSTRY
6522,NCT04032158,INDUSTRY
6525,NCT03848806,INDUSTRY
6526,NCT03069144,INDUSTRY
6528,NCT04464707,INDUSTRY
6529,NCT04458857,INDUSTRY
6530,NCT04041284,INDUSTRY
6531,NCT03965091,INDUSTRY
6532,NCT03893825,INDUSTRY
6534,NCT04545385,INDUSTRY
6561,NCT04200352,INDUSTRY
6536,NCT01746979,INDUSTRY
6537,NCT00916656,INDUSTRY
3945,NCT00121979,INDUSTRY
6542,NCT00756444,INDUSTRY
6543,NCT01987908,INDUSTRY
6546,NCT00513643,INDUSTRY
6556,NCT01647919,INDUSTRY
6558,NCT00424294,INDUSTRY
6683,NCT02987543,INDUSTRY
6691,NCT03880487,INDUSTRY
6694,NCT03529487,INDUSTRY
7011,NCT01464307,INDUSTRY
6885,NCT02985255,INDUSTRY
6908,NCT04589676,INDUSTRY
6911,NCT00909857,INDUSTRY
6915,NCT03820947,INDUSTRY
6926,NCT01510327,INDUSTRY
6931,NCT03890666,INDUSTRY
7000,NCT01907906,INDUSTRY
7006,NCT02369861,INDUSTRY
7021,NCT03483649,INDUSTRY
6883,NCT03137953,INDUSTRY
7025,NCT02558829,INDUSTRY
7027,NCT01500434,INDUSTRY
7028,NCT00010309,INDUSTRY
7041,NCT01294150,INDUSTRY
7045,NCT02234778,INDUSTRY
7053,NCT01507129,INDUSTRY
7066,NCT00633009,INDUSTRY
7075,NCT02733614,INDUSTRY
6884,NCT03039465,INDUSTRY
6875,NCT00523224,INDUSTRY
6735,NCT04074486,INDUSTRY
6805,NCT00681616,INDUSTRY
6746,NCT01449825,INDUSTRY
6755,NCT03038828,INDUSTRY
6770,NCT03564795,INDUSTRY
6771,NCT03564782,INDUSTRY
6776,NCT02718469,INDUSTRY
6785,NCT01273922,INDUSTRY
6793,NCT02628483,INDUSTRY
6795,NCT02238483,INDUSTRY
6808,NCT02129114,INDUSTRY
6865,NCT03660696,INDUSTRY
6815,NCT01770210,INDUSTRY
6818,NCT04176328,INDUSTRY
6822,NCT03459846,INDUSTRY
6832,NCT01426919,INDUSTRY
6833,NCT02477943,INDUSTRY
6835,NCT02957461,INDUSTRY
6836,NCT02541123,INDUSTRY
6851,NCT01007890,INDUSTRY
6521,NCT04032171,INDUSTRY
6518,NCT02248090,INDUSTRY
6094,NCT01584037,INDUSTRY
6516,NCT01853384,INDUSTRY
6214,NCT03113786,INDUSTRY
6219,NCT02797769,INDUSTRY
6221,NCT02629159,INDUSTRY
6222,NCT02675426,INDUSTRY
6223,NCT02706951,INDUSTRY
6228,NCT02706847,INDUSTRY
6229,NCT04562012,INDUSTRY
6233,NCT01092416,INDUSTRY
6241,NCT04573920,INDUSTRY
6242,NCT04573478,INDUSTRY
6245,NCT01294982,INDUSTRY
6285,NCT00162981,INDUSTRY
6287,NCT01335009,INDUSTRY
6288,NCT00518713,INDUSTRY
6298,NCT01843686,INDUSTRY
6302,NCT00508586,INDUSTRY
6304,NCT02388880,INDUSTRY
6307,NCT01727856,INDUSTRY
6327,NCT02780414,INDUSTRY
6210,NCT00004045,INDUSTRY
6207,NCT00046475,INDUSTRY
6205,NCT01656889,INDUSTRY
6126,NCT01155024,INDUSTRY
6095,NCT01566877,INDUSTRY
6097,NCT01547325,INDUSTRY
6099,NCT01518881,INDUSTRY
6105,NCT01447407,INDUSTRY
6112,NCT01353040,INDUSTRY
6113,NCT01353027,INDUSTRY
6120,NCT01299142,INDUSTRY
6123,NCT01265433,INDUSTRY
6137,NCT00911248,INDUSTRY
6203,NCT00372073,INDUSTRY
6151,NCT00742001,INDUSTRY
6179,NCT00256724,INDUSTRY
6184,NCT00083525,INDUSTRY
6188,NCT00962637,INDUSTRY
6189,NCT02063230,INDUSTRY
6192,NCT03821402,INDUSTRY
6199,NCT03693924,INDUSTRY
6202,NCT00036647,INDUSTRY
6328,NCT00779220,INDUSTRY
6329,NCT02755285,INDUSTRY
6347,NCT03486353,INDUSTRY
6464,NCT00002309,INDUSTRY
6429,NCT01875653,INDUSTRY
6438,NCT02784106,INDUSTRY
6441,NCT02897414,INDUSTRY
6443,NCT03552263,INDUSTRY
6446,NCT00481689,INDUSTRY
6450,NCT02814825,INDUSTRY
6451,NCT00782353,INDUSTRY
6456,NCT02461771,INDUSTRY
6474,NCT04341948,INDUSTRY
6418,NCT00756652,INDUSTRY
6475,NCT04246281,INDUSTRY
6477,NCT02232711,INDUSTRY
6480,NCT04373967,INDUSTRY
6493,NCT01045564,INDUSTRY
6505,NCT00790374,INDUSTRY
6506,NCT00742222,INDUSTRY
6510,NCT02691247,INDUSTRY
6513,NCT01205178,INDUSTRY
6419,NCT02968355,INDUSTRY
6415,NCT01625221,INDUSTRY
6353,NCT00482612,INDUSTRY
6373,NCT04396717,INDUSTRY
6362,NCT00088283,INDUSTRY
6364,NCT00518323,INDUSTRY
6366,NCT00458510,INDUSTRY
6367,NCT03776994,INDUSTRY
6368,NCT01984983,INDUSTRY
6370,NCT01807546,INDUSTRY
6371,NCT02703948,INDUSTRY
6372,NCT00996281,INDUSTRY
6377,NCT01523080,INDUSTRY
6408,NCT03516773,INDUSTRY
6379,NCT00587392,INDUSTRY
6382,NCT00048321,INDUSTRY
6389,NCT00000174,INDUSTRY
6393,NCT02294357,INDUSTRY
6398,NCT03953300,INDUSTRY
6399,NCT01658618,INDUSTRY
6402,NCT02232659,INDUSTRY
6406,NCT00168090,INDUSTRY
4774,NCT00832273,INDUSTRY
6539,NCT00648544,INDUSTRY
4770,NCT00915681,INDUSTRY
4502,NCT03452514,INDUSTRY
4205,NCT04006119,INDUSTRY
4204,NCT03945981,INDUSTRY
4202,NCT01228344,INDUSTRY
4283,NCT00726661,INDUSTRY
4289,NCT03165591,INDUSTRY
4198,NCT00088504,INDUSTRY
4195,NCT03604705,INDUSTRY
4039,NCT01192178,INDUSTRY
4194,NCT00200057,INDUSTRY
4190,NCT02564055,INDUSTRY
4041,NCT03117998,INDUSTRY
4043,NCT00554359,INDUSTRY
4045,NCT00300287,INDUSTRY
4298,NCT00098748,INDUSTRY
4050,NCT02914275,INDUSTRY
4054,NCT03196375,INDUSTRY
4303,NCT00114699,INDUSTRY
4304,NCT03945162,INDUSTRY
4309,NCT01897896,INDUSTRY
4055,NCT01816633,INDUSTRY
4059,NCT01587638,INDUSTRY
4060,NCT02842866,INDUSTRY
4063,NCT00180479,INDUSTRY
4064,NCT04351841,INDUSTRY
4066,NCT00683553,INDUSTRY
4187,NCT01795547,INDUSTRY
4069,NCT01598597,INDUSTRY
4080,NCT03077438,INDUSTRY
4082,NCT00071266,INDUSTRY
4274,NCT00358917,INDUSTRY
4273,NCT02889809,INDUSTRY
4270,NCT02188368,INDUSTRY
4211,NCT02322333,INDUSTRY
4024,NCT00356915,INDUSTRY
4027,NCT01890798,INDUSTRY
4493,NCT02037555,INDUSTRY
4491,NCT01589666,INDUSTRY
4485,NCT00211900,INDUSTRY
4484,NCT02963441,INDUSTRY
4482,NCT01481285,INDUSTRY
4480,NCT03602118,INDUSTRY
4479,NCT03532958,INDUSTRY
4235,NCT04526418,INDUSTRY
4236,NCT00332709,INDUSTRY
4475,NCT03909503,INDUSTRY
4238,NCT03713320,INDUSTRY
4239,NCT00089947,INDUSTRY
4268,NCT03968848,INDUSTRY
4210,NCT01701349,INDUSTRY
4241,NCT01717287,INDUSTRY
4208,NCT02976831,INDUSTRY
4248,NCT03957577,INDUSTRY
4249,NCT02752035,INDUSTRY
4251,NCT04180423,INDUSTRY
4254,NCT01190254,INDUSTRY
4207,NCT04295538,INDUSTRY
4029,NCT00101712,INDUSTRY
4259,NCT04484090,INDUSTRY
4261,NCT02103335,INDUSTRY
4265,NCT02685826,INDUSTRY
4266,NCT02206425,INDUSTRY
4083,NCT04266834,INDUSTRY
4085,NCT00945906,INDUSTRY
4087,NCT00472303,INDUSTRY
4387,NCT01811316,INDUSTRY
4337,NCT02578641,INDUSTRY
4172,NCT02564042,INDUSTRY
4417,NCT00460967,INDUSTRY
4338,NCT04333576,INDUSTRY
4339,NCT00797940,INDUSTRY
4342,NCT00136019,INDUSTRY
4406,NCT04204018,INDUSTRY
4167,NCT00134979,INDUSTRY
4404,NCT04266821,INDUSTRY
4403,NCT00360087,INDUSTRY
4395,NCT01040832,INDUSTRY
4144,NCT01110200,INDUSTRY
4390,NCT01296698,INDUSTRY
4147,NCT02923193,INDUSTRY
4139,NCT00364026,INDUSTRY
4372,NCT03483805,INDUSTRY
4344,NCT02661542,INDUSTRY
4369,NCT02230566,INDUSTRY
4366,NCT00760162,INDUSTRY
4148,NCT03055858,INDUSTRY
4363,NCT02479555,INDUSTRY
4361,NCT00522041,INDUSTRY
4152,NCT00407147,INDUSTRY
4345,NCT02193958,INDUSTRY
4156,NCT01694849,INDUSTRY
4158,NCT02842853,INDUSTRY
4159,NCT00703846,INDUSTRY
4165,NCT01928953,INDUSTRY
4179,NCT00959764,INDUSTRY
4332,NCT01587703,INDUSTRY
4088,NCT03702920,INDUSTRY
4118,NCT00235300,INDUSTRY
4089,NCT02199691,INDUSTRY
4092,NCT02807454,INDUSTRY
4319,NCT04274907,INDUSTRY
4098,NCT02887183,INDUSTRY
4100,NCT02616640,INDUSTRY
4101,NCT03870334,INDUSTRY
4102,NCT03892889,INDUSTRY
4106,NCT00117689,INDUSTRY
4107,NCT02804750,INDUSTRY
4108,NCT00691587,INDUSTRY
4110,NCT04009291,INDUSTRY
4113,NCT04368988,INDUSTRY
4115,NCT00302861,INDUSTRY
4184,NCT02004691,INDUSTRY
4138,NCT04514653,INDUSTRY
4120,NCT03209895,INDUSTRY
4122,NCT00856856,INDUSTRY
4123,NCT04171466,INDUSTRY
4128,NCT03481894,INDUSTRY
4129,NCT00385697,INDUSTRY
4132,NCT00520143,INDUSTRY
4133,NCT04554966,INDUSTRY
4135,NCT04120194,INDUSTRY
4322,NCT01285960,INDUSTRY
4324,NCT00044525,INDUSTRY
4325,NCT00728455,INDUSTRY
4137,NCT03378219,INDUSTRY
4182,NCT03137264,INDUSTRY
4497,NCT04356027,INDUSTRY
4762,NCT00372983,INDUSTRY
4505,NCT00202878,INDUSTRY
4589,NCT03710694,INDUSTRY
4648,NCT02453646,INDUSTRY
4647,NCT02602730,INDUSTRY
4644,NCT02601625,INDUSTRY
4638,NCT02410278,INDUSTRY
4630,NCT00750685,INDUSTRY
3970,NCT04548895,INDUSTRY
4617,NCT01483040,INDUSTRY
4614,NCT01191229,INDUSTRY
4601,NCT01344616,INDUSTRY
4596,NCT04163224,INDUSTRY
3973,NCT00249782,INDUSTRY
4585,NCT00596908,INDUSTRY
3999,NCT04434313,INDUSTRY
3980,NCT00644332,INDUSTRY
3981,NCT04219566,INDUSTRY
4580,NCT03073291,INDUSTRY
3984,NCT01028937,INDUSTRY
3985,NCT02933502,INDUSTRY
3987,NCT01651247,INDUSTRY
3988,NCT04324359,INDUSTRY
3990,NCT03460743,INDUSTRY
4576,NCT04026009,INDUSTRY
