,NCTId,InterventionBrowseLeafId
9981,NCT03775590,T436
8958,NCT03410823,T435
7472,NCT03412136,T435
1936,NCT02057094,T435
7891,NCT02071563,T435
1286,NCT02327208,T435
7896,NCT03124277,T435
3885,NCT03146897,T435
1407,NCT03430310,T435
1888,NCT00659672,T435
2124,NCT02482675,T435
9796,NCT03904615,T435
1886,NCT00942513,T435
1030,NCT04004715,T435
8217,NCT03227575,T433
9291,NCT04320381,T433
7576,NCT04045132,T433
7889,NCT02383602,T433
9390,NCT04240691,T433
1904,NCT02392364,T433
2268,NCT02054624,T433
2441,NCT01416766,T433
3043,NCT02240407,T433
4553,NCT01029483,T433
9953,NCT03795701,T433
4008,NCT02061579,T433
7163,NCT00643188,T433
5878,NCT00392873,T433
5582,NCT02364518,T433
4186,NCT04357730,T433
5535,NCT01466088,T433
2359,NCT01248156,T433
7096,NCT01079247,T433
2234,NCT02924857,T433
6719,NCT01087736,T433
5604,NCT00401414,T433
9457,NCT04186793,T433
8789,NCT03947983,T433
6834,NCT03417388,T433
5691,NCT02244463,T433
4503,NCT04579601,T433
8932,NCT03951064,T433
4116,NCT02236598,T433
4121,NCT01816516,T433
2053,NCT01050205,T433
5707,NCT03267563,T433
6783,NCT01611935,T433
1116,NCT01152918,T433
9629,NCT04038671,T433
2712,NCT02484950,T433
1076,NCT04468360,T433
5725,NCT04432272,T433
2003,NCT03964974,T433
9424,NCT04218370,T433
6756,NCT03029507,T433
4481,NCT02670850,T433
8785,NCT04123223,T433
4147,NCT02923193,T433
9628,NCT04038697,T433
2779,NCT04036344,T433
4597,NCT03655587,T433
2615,NCT03689530,T433
6525,NCT03848806,T433
2853,NCT02043977,T433
2467,NCT03426137,T433
2197,NCT01357551,T433
8468,NCT02415751,T433
7013,NCT04581317,T433
1293,NCT02052310,T433
8939,NCT04475718,T433
8028,NCT01614353,T433
6947,NCT03262766,T433
1932,NCT03524690,T433
7299,NCT03920137,T433
7306,NCT01683409,T433
5643,NCT02627599,T433
2895,NCT03845283,T433
6909,NCT04442620,T433
4085,NCT00945906,T433
2149,NCT00751179,T433
8538,NCT04170062,T433
3876,NCT04605783,T433
8483,NCT04232657,T433
9667,NCT04007666,T433
4566,NCT02379221,T433
9521,NCT04116112,T433
2121,NCT03518294,T433
6421,NCT04408105,T433
1200,NCT01234103,T433
8958,NCT03410823,T433
3203,NCT01968785,T433
6032,NCT03110302,T433
6040,NCT02922894,T433
6048,NCT02611375,T433
6353,NCT00482612,T433
8651,NCT03229057,T433
8390,NCT00496483,T433
7656,NCT03272074,T433
9737,NCT03951883,T433
5954,NCT00506389,T433
9350,NCT04270682,T433
6237,NCT02604238,T433
5093,NCT03069092,T433
4646,NCT04384263,T433
7865,NCT02476253,T433
5062,NCT02341326,T433
3298,NCT00813605,T433
5020,NCT04397055,T433
8580,NCT01859000,T433
4356,NCT01236287,T433
6220,NCT03030716,T433
5021,NCT01633567,T433
9345,NCT04276805,T433
7595,NCT04545424,T433
6211,NCT01942837,T433
5187,NCT01636466,T433
7825,NCT00744679,T433
9380,NCT04246996,T433
3412,NCT04408352,T433
9118,NCT04486313,T433
3171,NCT00654615,T433
7709,NCT02764528,T433
3154,NCT03647449,T433
8245,NCT03112720,T433
7697,NCT04016909,T433
6003,NCT03769259,T433
8812,NCT01265953,T432
4770,NCT00915681,T43
3923,NCT00107666,T424
2688,NCT04105166,T424
4598,NCT02647983,T424
6633,NCT01630980,T423
4416,NCT01321281,T423
9850,NCT03866005,T423
8269,NCT04117022,T423
5218,NCT02138838,T421
8812,NCT01265953,T419
4888,NCT01633177,T415
123,NCT02053506,T415
4785,NCT02019680,T415
1299,NCT01216982,T415
4583,NCT01696435,T415
4807,NCT02359045,T415
7048,NCT01901887,T415
8705,NCT02295059,T415
3750,NCT00166088,T415
4554,NCT01684722,T415
4584,NCT01704859,T415
2768,NCT00658476,T415
4559,NCT01747447,T415
4586,NCT01728571,T415
4957,NCT02178410,T415
8881,NCT03241732,T415
1441,NCT02921048,T415
4560,NCT01653678,T415
5160,NCT01351805,T415
2825,NCT01002118,T415
5744,NCT01860352,T415
7396,NCT01158976,T415
4579,NCT01782352,T415
2676,NCT00835289,T415
2682,NCT01285362,T415
5965,NCT01078909,T415
4300,NCT03395119,T415
4602,NCT02990091,T415
4508,NCT01169259,T415
1386,NCT02908932,T415
6592,NCT02848469,T415
4938,NCT01785004,T415
4582,NCT02239874,T415
6869,NCT01183520,T415
147,NCT01940679,T415
6888,NCT00253643,T415
6357,NCT01880463,T415
8269,NCT04117022,T415
8649,NCT01733017,T415
1038,NCT03525184,T415
2042,NCT01630551,T415
3167,NCT00323414,T415
9098,NCT04505410,T415
5596,NCT00536185,T415
1307,NCT01632761,T415
7970,NCT01385137,T415
4540,NCT01758081,T415
4637,NCT01630213,T415
2263,NCT00547716,T415
3426,NCT00917501,T415
4797,NCT01896414,T415
4532,NCT04386577,T415
6449,NCT04070833,T415
4550,NCT01669915,T415
2272,NCT01894581,T415
7998,NCT02831582,T415
9850,NCT03866005,T415
9402,NCT04233112,T410
5053,NCT00790478,T410
5102,NCT01993251,T410
4519,NCT04247646,T410
8457,NCT02621944,T410
1245,NCT02415309,T410
3404,NCT01152580,T410
5741,NCT01014533,T410
6286,NCT02156271,T410
4547,NCT03831165,T410
1042,NCT02373189,T410
4872,NCT00739024,T410
8416,NCT02874989,T41
3000,NCT01106170,T41
8649,NCT01733017,T408
8053,NCT02144649,T408
9850,NCT03866005,T407
8269,NCT04117022,T407
2376,NCT00718653,T407
1885,NCT00942656,T406
8833,NCT02445794,T406
2986,NCT01239095,T404
1456,NCT03400475,T404
3630,NCT00988403,T401
9631,NCT04038541,T401
6463,NCT03630588,T401
6798,NCT03030703,T400
2050,NCT00729560,T400
6220,NCT03030716,T40
7125,NCT04481048,T4
8755,NCT00903695,T4
2056,NCT00916539,T4
1689,NCT00822263,T4
8269,NCT04117022,T4
8881,NCT03241732,T4
9332,NCT04291066,T4
5757,NCT00254176,T4
1013,NCT01241513,T4
6488,NCT04365270,T395
4120,NCT03209895,T395
6762,NCT04601532,T395
7390,NCT00130208,T395
3967,NCT00032890,T395
7389,NCT00130312,T395
7590,NCT03839719,T391
6220,NCT03030716,T39
6888,NCT00253643,T389
8560,NCT02656212,T389
9008,NCT04582617,T389
7946,NCT01376349,T386
5422,NCT03782480,T386
6728,NCT00310791,T386
6541,NCT01420016,T385
3537,NCT00005766,T385
6895,NCT01257581,T385
5320,NCT00016653,T385
4565,NCT02661334,T385
7950,NCT00081250,T385
5479,NCT02192931,T385
6166,NCT00541164,T383
9850,NCT03866005,T383
6864,NCT01126697,T383
8269,NCT04117022,T383
6178,NCT00308113,T383
5949,NCT01011348,T383
8600,NCT00873366,T382
4823,NCT02485145,T382
4952,NCT03030599,T382
2010,NCT00282126,T382
9625,NCT04039087,T382
9700,NCT03984409,T382
8691,NCT00118157,T382
7114,NCT02905981,T382
6895,NCT01257581,T382
6188,NCT00962637,T382
1318,NCT04073719,T382
5931,NCT01213914,T382
4125,NCT04139928,T382
6007,NCT03686813,T382
7967,NCT01124695,T382
1263,NCT00143221,T382
2746,NCT01334554,T382
6053,NCT02391025,T382
2599,NCT03028298,T382
7931,NCT00053898,T382
7688,NCT01942746,T382
1203,NCT00644631,T382
2191,NCT00452582,T382
6366,NCT00458510,T382
8486,NCT03055598,T382
8327,NCT04369742,T382
1447,NCT00764322,T382
8868,NCT02679729,T382
6212,NCT02481310,T382
6230,NCT00321932,T382
8016,NCT02293824,T382
7516,NCT01386294,T382
4120,NCT03209895,T379
3967,NCT00032890,T379
6488,NCT04365270,T377
6762,NCT04601532,T377
2493,NCT02413125,T377
6488,NCT04365270,T376
130,NCT00237263,T373
6590,NCT01158950,T373
1215,NCT00143026,T373
6243,NCT02630043,T373
8276,NCT02929485,T373
7229,NCT04330326,T372
8755,NCT00903695,T372
2771,NCT01193777,T372
7980,NCT00775645,T372
4934,NCT00141908,T371
6611,NCT02832401,T370
8016,NCT02293824,T370
1457,NCT03495063,T370
3216,NCT03654365,T370
1028,NCT00809627,T370
5486,NCT03533556,T370
5391,NCT00305097,T370
2647,NCT03625492,T370
6494,NCT04304833,T370
8695,NCT03705325,T370
1633,NCT02964481,T370
9032,NCT04565353,T370
2529,NCT00781586,T370
4907,NCT01721473,T370
7069,NCT00393874,T370
4567,NCT02023723,T370
8449,NCT03937687,T370
6244,NCT02505035,T370
4331,NCT03315442,T370
1931,NCT04359082,T370
3764,NCT01727895,T368
123,NCT02053506,T367
6190,NCT03418857,T367
6863,NCT00760851,T367
2437,NCT00481507,T367
7148,NCT03857360,T367
8272,NCT00874575,T366
8845,NCT04149639,T364
2692,NCT02443142,T362
8213,NCT01880372,T359
9850,NCT03866005,T359
4154,NCT00857376,T359
1914,NCT02115724,T359
2520,NCT03136029,T359
8323,NCT00308971,T359
7990,NCT00122447,T359
8269,NCT04117022,T359
3199,NCT02384460,T358
9656,NCT04017390,T358
2437,NCT00481507,T355
4387,NCT01811316,T355
7148,NCT03857360,T355
9631,NCT04038541,T355
5112,NCT03501082,T355
7193,NCT03885973,T355
7194,NCT03829358,T355
9798,NCT03904407,T355
2716,NCT04364074,T355
4418,NCT00554736,T355
7739,NCT00470158,T354
7945,NCT01439945,T342
9692,NCT03991169,T341
5772,NCT03828708,T341
2911,NCT03438227,T341
7114,NCT02905981,T341
3109,NCT04371536,T341
3572,NCT02404012,T341
7074,NCT03866837,T341
8779,NCT03212677,T341
7083,NCT00109551,T341
9968,NCT03785366,T338
5898,NCT00951171,T338
7522,NCT00336245,T338
8899,NCT01721798,T338
5804,NCT02175030,T338
7526,NCT01299116,T338
7804,NCT00860470,T338
7074,NCT03866837,T338
5653,NCT01177579,T338
1956,NCT00668941,T334
7944,NCT00365105,T334
1181,NCT02543931,T319
5122,NCT01859858,T319
8269,NCT04117022,T319
8420,NCT02944578,T319
8053,NCT02144649,T316
6316,NCT01454674,T316
5993,NCT03984487,T312
9850,NCT03866005,T312
4903,NCT02443220,T312
2986,NCT01239095,T312
8235,NCT00676793,T312
4728,NCT04119206,T312
6902,NCT02847117,T312
4416,NCT01321281,T312
1883,NCT01283672,T312
8269,NCT04117022,T312
6888,NCT00253643,T312
4575,NCT02621658,T312
2376,NCT00718653,T312
9098,NCT04505410,T312
7130,NCT02719860,T312
9547,NCT04092777,T311
8053,NCT02144649,T311
7408,NCT03329404,T305
7131,NCT02330081,T305
7000,NCT01907906,T305
3676,NCT03790137,T305
6151,NCT00742001,T305
8102,NCT02219399,T305
6863,NCT00760851,T303
7396,NCT01158976,T303
7229,NCT04330326,T303
6520,NCT03867812,T303
9872,NCT03849456,T303
123,NCT02053506,T303
4549,NCT03905928,T303
8899,NCT01721798,T3
8904,NCT00120770,T3
7623,NCT01903889,T3
8277,NCT00941876,T3
1324,NCT01808352,T3
8902,NCT00122512,T3
6216,NCT01463254,T3
8900,NCT01594632,T3
3587,NCT00486902,T3
6218,NCT01226433,T3
4396,NCT00662571,T3
8371,NCT03249103,T3
8901,NCT00570440,T3
8903,NCT00122486,T3
6760,NCT01452503,T3
6217,NCT01334190,T3
6759,NCT01667276,T3
2760,NCT00405912,T299
7734,NCT02847962,T294
8037,NCT02077907,T294
7210,NCT01873196,T294
1343,NCT02413710,T294
7396,NCT01158976,T294
3522,NCT00278928,T294
3350,NCT01096771,T294
7330,NCT00204477,T294
8019,NCT00043745,T294
3885,NCT03146897,T294
8779,NCT03212677,T294
1231,NCT03615599,T294
2484,NCT01985763,T294
5596,NCT00536185,T294
2676,NCT00835289,T294
5914,NCT01434004,T294
3737,NCT01488227,T294
6420,NCT02977039,T294
1887,NCT00668447,T294
1886,NCT00942513,T294
1888,NCT00659672,T294
3281,NCT00411762,T292
8913,NCT03770780,T281
9881,NCT03844906,T281
9964,NCT03787758,T281
1076,NCT04468360,T281
5654,NCT00785200,T281
8916,NCT03771586,T281
3265,NCT04273191,T281
6689,NCT04210986,T28
1038,NCT03525184,T270
6888,NCT00253643,T27
1273,NCT02763020,T268
3353,NCT04022434,T262
6888,NCT00253643,T26
9008,NCT04582617,T26
8560,NCT02656212,T26
7767,NCT02050165,T257
4437,NCT01877421,T251
7489,NCT02725255,T246
4968,NCT02332993,T246
6420,NCT02977039,T244
6605,NCT00795678,T244
9941,NCT03803488,T244
6520,NCT03867812,T244
6904,NCT02011789,T244
7475,NCT01304407,T244
9700,NCT03984409,T244
7813,NCT02216123,T244
6929,NCT02075801,T244
8756,NCT02487485,T244
6198,NCT02903355,T244
4300,NCT03395119,T242
2042,NCT01630551,T242
5020,NCT04397055,T242
8537,NCT02328690,T242
3426,NCT00917501,T242
5285,NCT03207711,T242
8102,NCT02219399,T242
3759,NCT03966755,T242
6508,NCT04419948,T242
6888,NCT00253643,T242
36,NCT03683134,T242
1407,NCT03430310,T242
9622,NCT04044391,T240
138,NCT03965195,T240
5909,NCT01832714,T240
1341,NCT01728129,T240
6220,NCT03030716,T24
7688,NCT01942746,T24
7266,NCT01399138,T24
6991,NCT01594008,T24
5920,NCT04021342,T24
5308,NCT02145949,T23
8469,NCT00760383,T23
3031,NCT01129570,T229
4770,NCT00915681,T229
2986,NCT01239095,T229
4431,NCT02776761,T225
9850,NCT03866005,T224
8269,NCT04117022,T224
1943,NCT00613600,T223
1034,NCT03719391,T221
9513,NCT04123041,T221
9560,NCT04088175,T221
1276,NCT01913925,T22
3635,NCT02271139,T22
3756,NCT01404910,T22
6438,NCT02784106,T22
6725,NCT00402896,T22
9166,NCT04440007,T22
4974,NCT02747732,T22
67,NCT03045120,T22
4732,NCT01556191,T22
3340,NCT00988169,T22
8166,NCT02303392,T22
8688,NCT04159896,T22
6658,NCT01574300,T22
1031,NCT01823276,T22
8668,NCT03456804,T22
5327,NCT02532010,T22
9015,NCT04579393,T22
2463,NCT03742258,T22
8458,NCT02399215,T22
8061,NCT02272998,T22
6713,NCT01402817,T22
4737,NCT01859026,T22
5909,NCT01832714,T217
1341,NCT01728129,T217
138,NCT03965195,T217
9622,NCT04044391,T217
5308,NCT02145949,T21
6563,NCT02172859,T21
9609,NCT04049669,T21
8295,NCT02835729,T21
3281,NCT00411762,T208
7665,NCT01989273,T204
6617,NCT04044326,T204
4112,NCT03606655,T204
1078,NCT01120509,T204
154,NCT01112917,T204
6192,NCT03821402,T202
8469,NCT00760383,T20
5308,NCT02145949,T20
7172,NCT03433183,T20
7860,NCT04465708,T187
4453,NCT00678652,T187
6950,NCT02150668,T187
3890,NCT03789591,T187
7590,NCT03839719,T185
5052,NCT01331486,T181
1436,NCT01465503,T18
6200,NCT02666742,T18
4866,NCT04048707,T18
1309,NCT00263887,T18
9721,NCT03967093,T18
7229,NCT04330326,T18
7742,NCT04169269,T18
8193,NCT04470544,T18
7338,NCT03026556,T18
8734,NCT02958969,T18
4520,NCT03266783,T18
4493,NCT02037555,T18
8629,NCT01700036,T18
7819,NCT00742859,T18
35,NCT03242278,T18
2338,NCT03240068,T18
5214,NCT04275180,T18
5090,NCT00313144,T18
5155,NCT04168203,T18
8139,NCT03711500,T18
5791,NCT02769078,T18
7421,NCT01444612,T18
7172,NCT03433183,T18
9086,NCT04516213,T176
4677,NCT02232269,T174
1038,NCT03525184,T174
1754,NCT02915237,T173
3000,NCT01106170,T173
9850,NCT03866005,T173
6220,NCT03030716,T173
7293,NCT00599508,T173
4575,NCT02621658,T173
7559,NCT01605903,T173
8269,NCT04117022,T173
1917,NCT03385057,T173
8845,NCT04149639,T172
7913,NCT00719563,T168
8845,NCT04149639,T167
4575,NCT02621658,T166
7915,NCT00956813,T156
2551,NCT01619020,T156
5000,NCT02270164,T156
8432,NCT01698112,T156
6798,NCT03030703,T15
6220,NCT03030716,T15
6325,NCT04510844,T15
36,NCT03683134,T143
6633,NCT01630980,T143
1637,NCT03334175,T143
7767,NCT02050165,T143
3767,NCT04583072,T141
4551,NCT04596904,T141
2868,NCT02402803,T141
5308,NCT02145949,T14
4266,NCT02206425,T14
4795,NCT02613767,T14
5349,NCT00351416,T14
9257,NCT04348708,T14
8579,NCT01428258,T14
8469,NCT00760383,T14
9551,NCT04091022,T13
5876,NCT02139397,T13
9164,NCT04443608,T127
8348,NCT01527617,T127
7767,NCT02050165,T127
1273,NCT02763020,T127
1881,NCT01295684,T127
8026,NCT01929122,T124
1192,NCT01713881,T120
1604,NCT01634126,T120
2114,NCT00218179,T120
9429,NCT04211766,T120
2118,NCT00158145,T120
1614,NCT04540081,T120
3298,NCT00813605,T120
9940,NCT03803553,T120
4645,NCT02940795,T120
5496,NCT01528878,T120
4617,NCT01483040,T120
8979,NCT04607668,T120
6584,NCT01175291,T120
3916,NCT00122187,T120
3324,NCT00469339,T120
5709,NCT00326495,T120
8845,NCT04149639,T120
2999,NCT01526239,T120
8447,NCT04294264,T120
2307,NCT01092078,T120
2136,NCT02192034,T120
7936,NCT01011478,T120
3874,NCT03925337,T120
5958,NCT00183833,T120
8176,NCT01814501,T120
3153,NCT01415479,T120
7926,NCT00265850,T120
5319,NCT01493349,T120
9621,NCT04044430,T120
5207,NCT01253408,T120
6800,NCT02228668,T120
1543,NCT00598247,T120
3409,NCT02465463,T120
5122,NCT01859858,T120
8409,NCT01253161,T120
1209,NCT01558583,T120
4853,NCT04525326,T120
5680,NCT03350217,T120
1237,NCT01241123,T120
7956,NCT01099449,T120
8453,NCT01032590,T120
3226,NCT01233050,T120
5744,NCT01860352,T120
8609,NCT03200366,T120
3382,NCT01901276,T120
9448,NCT04195646,T120
90,NCT00533975,T120
5140,NCT02354287,T120
2484,NCT01985763,T120
4653,NCT01786109,T120
4374,NCT02441998,T120
2551,NCT01619020,T120
2330,NCT03735407,T120
4255,NCT00032344,T120
25,NCT03867409,T120
2699,NCT00706576,T12
135,NCT01369030,T12
5308,NCT02145949,T12
8283,NCT00783172,T12
8469,NCT00760383,T12
6198,NCT02903355,T12
1628,NCT00722124,T12
8755,NCT00903695,T12
1407,NCT03430310,T119
1318,NCT04073719,T119
8469,NCT00760383,T11
6051,NCT02535949,T11
5308,NCT02145949,T11
4895,NCT03696290,T11
1725,NCT01473953,T11
9400,NCT04234581,T11
7484,NCT03429257,T11
6443,NCT03552263,T108
6463,NCT03630588,T105
7896,NCT03124277,T10
1219,NCT01366924,T10
8469,NCT00760383,T10
1277,NCT01714479,T10
5308,NCT02145949,T10
6783,NCT01611935,T1
7007,NCT03321292,T1
9149,NCT04463394,T1
9703,NCT03982160,T1
3017,NCT01185041,T1
5651,NCT02683187,T1
1038,NCT03525184,T1
5592,NCT03625349,T1
5572,NCT02440061,T1
123,NCT02053506,T1
8900,NCT01594632,T0
1324,NCT01808352,T0
8277,NCT00941876,T0
8469,NCT00760383,T0
3353,NCT04022434,T0
8901,NCT00570440,T0
6217,NCT01334190,T0
8899,NCT01721798,T0
7623,NCT01903889,T0
8904,NCT00120770,T0
6218,NCT01226433,T0
6760,NCT01452503,T0
8903,NCT00122486,T0
6759,NCT01667276,T0
8073,NCT02184494,T0
8902,NCT00122512,T0
5308,NCT02145949,T0
6216,NCT01463254,T0
1127,NCT03073343,T0
6605,NCT00795678,M9925
4458,NCT00292942,M9925
8490,NCT00846872,M9925
5409,NCT01751048,M9925
3047,NCT02800486,M9925
6428,NCT04117607,M9925
3410,NCT02861898,M9925
6129,NCT01111682,M9925
5634,NCT00958022,M9925
7484,NCT03429257,M9925
4467,NCT01954290,M9925
4528,NCT04607642,M9918
7956,NCT01099449,M9853
3367,NCT00811057,M9853
8612,NCT01502761,M9853
1188,NCT01333488,M9853
4125,NCT04139928,M9852
7945,NCT01439945,M9852
7433,NCT01654094,M9847
8096,NCT03790358,M9814
5745,NCT02796859,M97682
3882,NCT02820519,M9733
4082,NCT00071266,M9729
4725,NCT00062556,M9729
2018,NCT01011634,M9723
2420,NCT00123578,M9723
1572,NCT01618591,M9722
1511,NCT03535272,M9722
5454,NCT02076152,M9713
9609,NCT04049669,M9713
1142,NCT00049439,M9713
7238,NCT01398319,M9703
1338,NCT01374724,M9703
9,NCT00948233,M9703
3272,NCT00469079,M9703
9936,NCT03804593,M9693
8575,NCT02461706,M9693
7229,NCT04330326,M9693
5496,NCT01528878,M9693
2216,NCT04031729,M9693
9141,NCT04469920,M9693
8249,NCT01810640,M9693
4966,NCT02091323,M9693
2220,NCT01461889,M9693
2322,NCT01643512,M9693
3598,NCT02511054,M9693
5045,NCT04163627,M9693
8742,NCT04443088,M9693
8851,NCT01835223,M9693
2306,NCT02070029,M9693
6378,NCT02634502,M9693
7237,NCT01434173,M9693
3060,NCT00106054,M9693
3048,NCT00986648,M9693
2255,NCT02217345,M9693
5629,NCT00076557,M9693
5,NCT00312663,M9693
8409,NCT01253161,M9693
5469,NCT01879033,M9693
7091,NCT04531592,M9693
3366,NCT03519074,M9693
2471,NCT00590161,M9693
3077,NCT00005667,M9693
5196,NCT03758742,M9693
2259,NCT01857245,M9693
5576,NCT02359994,M9693
3029,NCT00913757,M9693
5231,NCT03018106,M9693
4,NCT00312702,M9693
9550,NCT04091061,M9693
5557,NCT01462552,M9693
5628,NCT03746769,M9693
6439,NCT02601820,M9693
5913,NCT01458561,M9693
7876,NCT03817736,M9693
5624,NCT01847495,M9693
3941,NCT03060538,M9693
8881,NCT03241732,M9693
1433,NCT01264952,M9693
7224,NCT00213096,M9693
2201,NCT00456248,M9693
9499,NCT04134559,M9693
9300,NCT04315883,M9693
3338,NCT02290106,M9693
5427,NCT03056625,M9693
3936,NCT00039962,M9693
5319,NCT01493349,M9693
3235,NCT00906984,M9693
157,NCT04281290,M9693
7453,NCT01826760,M9693
2705,NCT00059267,M9693
2717,NCT03127358,M9693
8130,NCT00148031,M9693
4307,NCT04145141,M9693
4774,NCT00832273,M9693
6670,NCT00430313,M9693
2558,NCT01871545,M9693
4844,NCT02811666,M9693
6605,NCT00795678,M9693
6909,NCT04442620,M9693
3738,NCT03256344,M9693
4156,NCT01694849,M9693
6746,NCT01449825,M9693
3127,NCT04543825,M9693
6877,NCT02760537,M9693
4674,NCT03683589,M9693
3564,NCT02190253,M9693
3115,NCT02630563,M9693
4740,NCT01766960,M9693
4088,NCT03702920,M9693
3130,NCT00001729,M9693
151,NCT01034865,M9693
1127,NCT03073343,M9693
2682,NCT01285362,M9693
2156,NCT00983463,M9693
8191,NCT01889758,M9693
3114,NCT01722903,M9693
3875,NCT00081900,M9693
6617,NCT04044326,M9693
3827,NCT01629095,M9693
5813,NCT04358549,M9693
8150,NCT00568308,M9693
4770,NCT00915681,M9693
9728,NCT03962049,M9693
5375,NCT02771925,M9693
2628,NCT00099723,M9693
9457,NCT04186793,M9693
4761,NCT03490682,M9693
6847,NCT03947216,M9693
2000,NCT02050113,M9693
4947,NCT03908255,M9693
3120,NCT02124044,M9693
9036,NCT04563026,M9693
3232,NCT04502212,M9693
4352,NCT04561804,M9693
6541,NCT01420016,M9693
1614,NCT04540081,M9693
8583,NCT04454424,M9693
9055,NCT04545957,M9693
1086,NCT00936715,M9693
2020,NCT02352259,M9693
4145,NCT00135798,M9693
7675,NCT00731887,M9693
8809,NCT01283295,M9693
3167,NCT00323414,M9693
9885,NCT03842254,M9693
5693,NCT03707080,M9693
4106,NCT00117689,M9693
2036,NCT03342196,M9693
9534,NCT04104321,M9693
4350,NCT02702479,M9693
2021,NCT02291133,M9693
6327,NCT02780414,M9693
1505,NCT01047735,M9693
3897,NCT04142723,M9693
7415,NCT00350714,M9693
4843,NCT01581307,M9693
4853,NCT04525326,M9693
7990,NCT00122447,M9646
8213,NCT01880372,M9646
9850,NCT03866005,M9646
2520,NCT03136029,M9646
8269,NCT04117022,M9646
4154,NCT00857376,M9646
8323,NCT00308971,M9646
1914,NCT02115724,M9646
2816,NCT02931435,M9597
2439,NCT02517996,M9597
2785,NCT02746874,M9597
2011,NCT02500836,M9597
5956,NCT02253147,M9597
7171,NCT02195427,M9597
5582,NCT02364518,M9597
6339,NCT03831321,M9597
6732,NCT02046109,M9597
2082,NCT03844412,M9597
1642,NCT01640171,M9597
2393,NCT02219321,M9597
6183,NCT00122369,M9597
1068,NCT04075578,M9597
3435,NCT04377204,M9597
5227,NCT01968694,M9597
4394,NCT02519868,M9597
9510,NCT04124939,M9597
9443,NCT04203225,M9597
7940,NCT00058357,M9597
1969,NCT00929071,M9597
6614,NCT02693444,M9597
9310,NCT04305743,M9597
5307,NCT04570293,M9597
3043,NCT02240407,M9597
8245,NCT03112720,M9597
6524,NCT01969903,M9597
3934,NCT00609323,M9597
2937,NCT01128374,M9597
6371,NCT02703948,M9597
4566,NCT02379221,M9597
7008,NCT00387296,M9597
9046,NCT04554212,M9597
4969,NCT00433173,M9597
5251,NCT01996384,M9597
1053,NCT02420041,M9597
8702,NCT00938964,M9597
5666,NCT01674075,M9597
2185,NCT02257346,M9597
3330,NCT01027611,M9597
6866,NCT03760497,M9597
6360,NCT03255681,M9597
9826,NCT03881098,M9597
7107,NCT00134784,M9565
7133,NCT01484184,M9565
6962,NCT01429077,M9565
1215,NCT00143026,M9565
8253,NCT02812147,M9565
7357,NCT00096720,M9565
3182,NCT03462966,M9393
7484,NCT03429257,M9393
8708,NCT01941810,M9382
7510,NCT03431558,M9382
7074,NCT03866837,M9382
9506,NCT04126096,M9372
9521,NCT04116112,M9344
5770,NCT02484248,M9272
3187,NCT01553318,M9272
6879,NCT03582176,M9272
4159,NCT00703846,M9262
5296,NCT00298155,M9262
7443,NCT00675714,M9262
6852,NCT00859781,M9262
1248,NCT02378415,M9257
6010,NCT03621085,M9257
8916,NCT03771586,M9257
6149,NCT00749203,M9257
9881,NCT03844906,M9257
