,NCTId,EnrollmentCount
6519,NCT03820921,30
1119,NCT00004986,30
9780,NCT03916822,30
1029,NCT03771196,30
1121,NCT01419769,30
6878,NCT01209910,30
8015,NCT00004048,30
5893,NCT03453554,30
2273,NCT03798691,30
8510,NCT04473729,30
1976,NCT04279392,30
9801,NCT03902171,30
9750,NCT03940950,30
4943,NCT03271203,30
4289,NCT03165591,30
5585,NCT01380795,30
1687,NCT01401244,30
4388,NCT00221416,30
1033,NCT02155478,30
7436,NCT03177577,30
6496,NCT04520984,30
8028,NCT01614353,30
3253,NCT03671746,30
1618,NCT02596399,30
9872,NCT03849456,30
8958,NCT03410823,30
9673,NCT04002440,30
8486,NCT03055598,30
9681,NCT03999957,30
1166,NCT01532622,30
9647,NCT04022707,30
7438,NCT04043182,30
4199,NCT02137512,30
5587,NCT01221038,30
9835,NCT03875287,30
7339,NCT02678247,30
4993,NCT02154555,30
5552,NCT01448291,30
4878,NCT04113811,30
3421,NCT02433769,30
8989,NCT04598321,30
7336,NCT01459107,30
5889,NCT01477710,30
6842,NCT03264235,30
9840,NCT03874052,30
1605,NCT02142712,3
3985,NCT02933502,3
1181,NCT02543931,3
3843,NCT03500159,3
7977,NCT00776100,3
6522,NCT04032158,3
2467,NCT03426137,3
5618,NCT03759236,3
4898,NCT02684071,3
2913,NCT01625923,3
5611,NCT03259893,3
7561,NCT03005054,3
6178,NCT00308113,3
23,NCT02153996,3
8684,NCT03315507,3
3294,NCT01416467,3
5109,NCT02839785,3
5545,NCT02408159,3
3674,NCT00613730,3
6747,NCT03953911,3
2845,NCT02077972,3
3031,NCT01129570,3
5944,NCT01564524,3
7882,NCT00855075,3
4055,NCT01816633,3
4066,NCT00683553,3
6304,NCT02388880,3
3025,NCT02591381,3
3042,NCT00208026,3
3550,NCT01941277,3
2612,NCT02698761,3
2812,NCT03334786,3
3143,NCT00634764,3
8706,NCT00482274,3
3505,NCT02021149,3
3494,NCT00581269,3
2183,NCT02638168,3
8703,NCT02992977,3
3072,NCT02860676,3
7650,NCT03850509,3
3446,NCT00358761,3
4755,NCT04171336,3
7916,NCT01006018,3
2393,NCT02219321,3
3010,NCT04491539,3
2292,NCT00342862,3
6396,NCT02658877,3
2840,NCT02560038,3
5304,NCT03887390,3
1116,NCT01152918,299038
5755,NCT01191788,299
3786,NCT00097071,299
8635,NCT00833898,298
7812,NCT01102972,297
2661,NCT00537303,296
3411,NCT03187080,296
5263,NCT04555239,296
6028,NCT03197896,296
7557,NCT02643576,296
3675,NCT01925794,296
8979,NCT04607668,296
1084,NCT01720277,2957
3950,NCT03596151,295
4187,NCT01795547,295
2912,NCT00381992,294
8182,NCT02422940,294
8031,NCT02255474,294
2266,NCT00586300,294
9334,NCT04287374,294
7760,NCT02927249,2936
2997,NCT00097877,293
6552,NCT00341861,2925
7134,NCT01405001,292
2814,NCT00531518,292
7649,NCT01390220,292
7513,NCT01924546,292
6643,NCT00342992,29133
3538,NCT00238498,291
8223,NCT00775476,290
17,NCT03973905,290
4934,NCT00141908,290
7011,NCT01464307,290
6070,NCT02011542,29
6781,NCT02115646,29
6306,NCT01948947,29
7475,NCT01304407,29
4980,NCT02093091,29
8162,NCT04390243,29
8026,NCT01929122,29
5800,NCT00694551,29
4905,NCT01803464,29
4827,NCT03040791,29
7000,NCT01907906,29
7604,NCT03357224,29
7227,NCT00860951,29
8409,NCT01253161,29
4641,NCT01163773,29
2474,NCT01599923,29
1839,NCT02922127,29
8601,NCT04234568,29
2038,NCT03922061,29
2546,NCT01238445,29
2888,NCT03405792,29
1421,NCT02394457,29
3721,NCT01444911,29
3194,NCT01379287,29
9230,NCT04374565,29
3320,NCT00585689,29
9325,NCT04294225,29
9798,NCT03904407,29
9653,NCT04018274,29
4053,NCT00031447,29
6813,NCT03366532,289900
3709,NCT00762060,289
4090,NCT00000411,289
7945,NCT01439945,289
7074,NCT03866837,288
8994,NCT04594902,288
3351,NCT00394329,288
1052,NCT03598114,288
6529,NCT04458857,288
2285,NCT03313765,287
8417,NCT01824511,287
4193,NCT01967394,287
6195,NCT01249625,2862
9060,NCT04541030,286
7549,NCT02820038,286
6916,NCT02301702,286
3490,NCT01648140,286
4664,NCT04512157,285
4194,NCT00200057,285
130,NCT00237263,285
2718,NCT01829256,285
1850,NCT00417001,284
3924,NCT04431622,284
2430,NCT01559649,284
9713,NCT03976102,284
8,NCT03972358,284
2110,NCT01350336,284
3870,NCT01486264,283
8007,NCT02715206,2827
4847,NCT01859039,282
3733,NCT00353574,282
1603,NCT02963935,282
2842,NCT03748420,2812
5953,NCT01537081,2810
2301,NCT01631747,281
6394,NCT00912132,2802
4788,NCT04334824,2800000
1126,NCT04141228,28000
8333,NCT01928719,280
9413,NCT04226027,280
4496,NCT04518657,280
7274,NCT01052103,280
7966,NCT00088764,280
6213,NCT02462733,280
5918,NCT01177488,280
4685,NCT04075903,280
7881,NCT01393626,280
3931,NCT00507936,280
8820,NCT01330420,28
5134,NCT02078284,28
9026,NCT04568616,28
2673,NCT00808210,28
3328,NCT01714102,28
8069,NCT02641990,28
3655,NCT03992469,28
9355,NCT04268745,28
8492,NCT01245673,28
9463,NCT04178993,28
5316,NCT02429934,28
9584,NCT04072445,28
7914,NCT00223509,28
2243,NCT04310527,28
1053,NCT02420041,28
4995,NCT02186379,28
1736,NCT02186626,28
8335,NCT02740998,28
6498,NCT04604821,28
1977,NCT01327963,28
7859,NCT04137250,28
1676,NCT03264131,28
1658,NCT02550886,28
5019,NCT00324675,28
6526,NCT03069144,28
6312,NCT03577223,28
2067,NCT01438307,28
8357,NCT01196169,28
8742,NCT04443088,28
6725,NCT00402896,28
2112,NCT01164644,28
5359,NCT01133275,28
49,NCT02773979,28
9943,NCT03801369,28
8199,NCT03057119,28
4615,NCT02501447,28
7358,NCT01996254,28
4563,NCT03418077,28
7373,NCT01170546,28
9654,NCT04017936,28
5767,NCT02044484,2794
3349,NCT01620489,279
8647,NCT03238456,278
3450,NCT00675584,278
1429,NCT00584194,278
2046,NCT01118585,278
30,NCT00341588,2772
8875,NCT04019977,277
7737,NCT03774602,2767
1604,NCT01634126,2761
4520,NCT03266783,2760
4861,NCT03083431,276
5180,NCT03007485,276
4069,NCT01598597,276
6743,NCT03221777,276
3937,NCT03242070,276
6326,NCT02338024,276
2235,NCT00323349,276
7722,NCT04115813,276
9112,NCT04494945,27500
9741,NCT03947749,275
2391,NCT01658800,275
2030,NCT03269721,275
4029,NCT00101712,274
2948,NCT01713530,274
2999,NCT01526239,274
8032,NCT04080128,274
3181,NCT02266251,273365
4472,NCT04211077,273221
7647,NCT00785577,273
8859,NCT01045421,273
3608,NCT01539720,273
5419,NCT01647399,273
7666,NCT02298361,27251
7943,NCT00087178,2722
2915,NCT01680341,272
2048,NCT01110538,2714
3487,NCT01482962,271
9535,NCT04104191,271
4814,NCT00166569,2700
4178,NCT04536298,2700
5330,NCT00526994,2700
7875,NCT02017548,270
6144,NCT00839696,270
8196,NCT00170079,270
6639,NCT01535326,270
4156,NCT01694849,270
1165,NCT03845400,270
8440,NCT04247555,270
3713,NCT02629939,270
5337,NCT03589703,270
5097,NCT00109161,270
9071,NCT04528446,270
2054,NCT01982149,27
8285,NCT00055861,27
5595,NCT01948544,27
6903,NCT01039363,27
2933,NCT01510418,27
1998,NCT03711630,27
1138,NCT02627001,27
1186,NCT01423825,27
1939,NCT04242173,27
6375,NCT02752672,27
1889,NCT01406366,27
5182,NCT02947009,27
6736,NCT02205385,27
3247,NCT01943682,27
8668,NCT03456804,27
2849,NCT01202994,27
8325,NCT00760474,27
1794,NCT00065130,27
4378,NCT02372175,27
7542,NCT00473928,27
3541,NCT00252109,27
5416,NCT02919306,27
7677,NCT03677674,27
3373,NCT03221192,27
3531,NCT01072123,27
1677,NCT00432510,27
5721,NCT01574937,27
4016,NCT02568618,27
4431,NCT02776761,27
8749,NCT01982435,27
5291,NCT03050814,27
6252,NCT02864901,27
4491,NCT01589666,27
3965,NCT03254199,27
7320,NCT04298138,27
9185,NCT04417699,27
2186,NCT03642275,27
4180,NCT03008837,27
2697,NCT01863719,27
8871,NCT01137006,27
9612,NCT04049227,27
7249,NCT01232881,27
3903,NCT00318643,27
8466,NCT00574769,27
3885,NCT03146897,2691
5541,NCT01402674,269
2951,NCT00342875,2681
1065,NCT01589978,2681
1272,NCT00751127,268
4714,NCT00850824,268
16,NCT00724867,268
8126,NCT01017523,268
9676,NCT04002063,268
5357,NCT02486120,267
3746,NCT02987257,267
8425,NCT01495858,267
7191,NCT04135625,267
8535,NCT00626457,267
5487,NCT02067039,2665
8512,NCT01012180,266
3929,NCT00418938,266
4037,NCT00039741,266
6198,NCT02903355,266
9088,NCT04514757,266
2098,NCT01517945,266
8473,NCT00642590,266
2473,NCT00643812,266
3758,NCT03421626,266
4135,NCT04120194,2650
6572,NCT00813943,265
8611,NCT03653637,265
6956,NCT01806987,265
7554,NCT03937856,264
1504,NCT04369729,264
4048,NCT00235729,264
8193,NCT04470544,264
7766,NCT03441867,264
3673,NCT01463410,264
7970,NCT01385137,262
2424,NCT03028688,262
9725,NCT03963908,262
7944,NCT00365105,261
4918,NCT01267110,261
3877,NCT02173379,2604
6039,NCT02935621,260
2690,NCT00001856,260
8307,NCT04208685,260
4589,NCT03710694,260
8643,NCT03932032,260
6950,NCT02150668,260
7160,NCT02638051,260
9572,NCT04080570,260
8410,NCT00484640,260
2295,NCT00111176,260
8444,NCT00120614,260
7007,NCT03321292,260
9642,NCT04025463,260
7540,NCT01143207,26
1571,NCT02846116,26
1710,NCT01125553,26
1671,NCT01904500,26
8602,NCT01359319,26
2716,NCT04364074,26
1557,NCT00870480,26
1631,NCT01927276,26
1556,NCT00871247,26
9632,NCT04038463,26
5610,NCT00682773,26
1753,NCT01111201,26
9392,NCT04239040,26
8169,NCT01535924,26
7697,NCT04016909,26
8681,NCT00963807,26
4458,NCT00292942,26
5240,NCT00948597,26
8740,NCT01954576,26
9444,NCT04201145,26
1774,NCT01329939,26
55,NCT00666380,26
8724,NCT00039468,26
8696,NCT03614949,26
5102,NCT01993251,26
5355,NCT02141113,26
6124,NCT01264471,26
3491,NCT00256789,26
8678,NCT02829931,26
8460,NCT02321644,26
4374,NCT02441998,26
6404,NCT01491919,26
1406,NCT02601469,26
5471,NCT02635334,26
2898,NCT01944306,26
8309,NCT04188106,26
5440,NCT02530619,26
4288,NCT01044095,26
1240,NCT00593086,26
8416,NCT02874989,26
1152,NCT03168854,26
2033,NCT01511640,26
8231,NCT02255357,26
1650,NCT01329679,26
3456,NCT00307398,2596
5722,NCT00379743,2593
2371,NCT01315483,259
5176,NCT02964338,259
6862,NCT01977846,259
5160,NCT01351805,25876
4560,NCT01653678,25875
4582,NCT02239874,25875
4888,NCT01633177,25875
6357,NCT01880463,25875
4586,NCT01728571,25875
4540,NCT01758081,25874
4508,NCT01169259,25871
4579,NCT01782352,25871
4957,NCT02178410,25871
4584,NCT01704859,25871
4583,NCT01696435,25871
5223,NCT01199666,2586
9969,NCT03785288,258
7484,NCT03429257,258
3354,NCT00918996,258
5283,NCT03161795,258
6449,NCT04070833,25781
5686,NCT00788346,257
1064,NCT00130676,257
2514,NCT00636454,257
4390,NCT01296698,257
3405,NCT03022929,257
3513,NCT03560271,256
1076,NCT04468360,256
4703,NCT02038101,256
6236,NCT02775773,256
8057,NCT01530321,256
1299,NCT01216982,256
8997,NCT04592783,256
153,NCT03198793,256
8572,NCT02189876,256
8823,NCT04407767,256
5544,NCT03246100,25531
1515,NCT00197054,255
6386,NCT03205865,2547
1502,NCT00763724,254432
142,NCT02252159,2544
3595,NCT02021344,2543
7354,NCT00788398,2540
2916,NCT02302950,254
8822,NCT02905929,254
2193,NCT03709823,254
7147,NCT01038557,254
4461,NCT00132249,254
7507,NCT04096521,254
2001,NCT00669045,253668
5742,NCT00774371,253
8138,NCT01184755,253
4572,NCT02451176,253
5601,NCT03733080,2529
1645,NCT02918435,2520
2952,NCT02580032,252
9078,NCT04524273,252
6516,NCT01853384,252
8048,NCT02763150,252
6224,NCT04458350,251966
1688,NCT03947593,25190
3629,NCT00396318,251
7813,NCT02216123,251
3735,NCT00101673,251
4346,NCT02925156,2506
3105,NCT04079582,25000
2187,NCT03261089,2500
3200,NCT03972774,2500
9428,NCT04214119,2500
3443,NCT01787812,2500
9031,NCT04565509,2500
9461,NCT04179981,250
4249,NCT02752035,250
1438,NCT02357381,250
5754,NCT00208988,250
9931,NCT03810417,250
2776,NCT01105169,250
4962,NCT03168698,250
2751,NCT03930745,250
2750,NCT00527839,250
3360,NCT00454948,250
5078,NCT00344071,250
7204,NCT02908399,250
4713,NCT04542005,250
8201,NCT03003949,250
6517,NCT02207803,250
2323,NCT00746993,250
3566,NCT02021604,250
5313,NCT04562948,250
9626,NCT04038944,250
9838,NCT03874507,250
6628,NCT04549532,250
4784,NCT01594190,250
9299,NCT04316715,250
9012,NCT04580667,250
125,NCT03933202,250
8493,NCT01008241,250
7465,NCT01212029,250
9083,NCT04518059,250
4096,NCT00000720,250
9888,NCT03840798,250
7097,NCT00156663,250
3792,NCT00893815,250
9908,NCT03823742,250
2485,NCT00222963,250
3281,NCT00411762,25
5996,NCT03900845,25
8005,NCT01431573,25
8515,NCT01352286,25
8432,NCT01698112,25
3107,NCT04235764,25
2744,NCT03837860,25
2929,NCT01127490,25
3069,NCT00000693,25
5691,NCT02244463,25
3004,NCT02833298,25
136,NCT01568424,25
6067,NCT02025179,25
3056,NCT02351518,25
2428,NCT03737370,25
5724,NCT00655967,25
5714,NCT00001781,25
7596,NCT01661283,25
5787,NCT02368145,25
5264,NCT01072019,25
2685,NCT00588497,25
3114,NCT01722903,25
3933,NCT00000980,25
8992,NCT04596241,25
8798,NCT01992432,25
8263,NCT00079456,25
7645,NCT00744991,25
9831,NCT03877003,25
9143,NCT04467723,25
5467,NCT00244361,25
6478,NCT04445116,25
7600,NCT04271150,25
9791,NCT03908996,25
9789,NCT03912064,25
8996,NCT04593693,25
4891,NCT04036032,25
9378,NCT04250662,25
5457,NCT01937468,25
1640,NCT03756025,25
1629,NCT01809639,25
7811,NCT04243265,25
6848,NCT02784587,25
6566,NCT04306549,25
1281,NCT04594109,25
1523,NCT00183911,25
3464,NCT00311506,25
2366,NCT04033432,25
8487,NCT00590148,25
7137,NCT00257647,25
8045,NCT00061906,25
9867,NCT03854721,25
8352,NCT02028286,25
2281,NCT01878786,25
7277,NCT03236012,25
6181,NCT00206453,25
5375,NCT02771925,25
2163,NCT03508739,25
4621,NCT00161525,25
5489,NCT01333865,25
9496,NCT04137536,25
9474,NCT04164108,25
5488,NCT00595504,25
9439,NCT04205084,25
1420,NCT02419157,25
9432,NCT04210180,25
2021,NCT02291133,25
5520,NCT02307929,2496
8676,NCT01515475,249
6253,NCT02491606,249
2084,NCT01716130,249
3447,NCT03217201,248
4361,NCT00522041,248
4716,NCT04577911,248
2252,NCT02063178,248
4909,NCT03419728,248
6570,NCT01267877,247
4190,NCT02564055,247
9548,NCT04092387,246
1528,NCT00264758,245
9369,NCT04256317,245
4513,NCT01782053,245
3896,NCT00523978,245
8332,NCT01928758,245
2713,NCT00634842,244
9667,NCT04007666,244
2796,NCT03028233,244
6014,NCT03535688,244
7974,NCT01641809,244
1058,NCT02825602,24306
2964,NCT02023528,243
18,NCT00340457,2424
8436,NCT03333252,242
7973,NCT00085501,242
4379,NCT02814994,242
7059,NCT01128140,242
3590,NCT00773279,242
4260,NCT02708264,242
5812,NCT03111550,242
2946,NCT00598793,242
7799,NCT04060342,242
2680,NCT00927862,2415
1208,NCT04074928,2414
6845,NCT00119106,2413
2734,NCT00366639,24118
95,NCT02207569,241
6712,NCT01410721,241
3470,NCT00572039,241
2037,NCT03055429,241
7971,NCT02169024,2402
1050,NCT03021824,2400
3259,NCT02694627,2400
8501,NCT03582683,240
9809,NCT03897140,240
7632,NCT03156010,240
8651,NCT03229057,240
4143,NCT02893150,240
9816,NCT03884374,240
4118,NCT00235300,240
3142,NCT04131504,240
5932,NCT02181062,240
4002,NCT02446626,240
4111,NCT01181323,240
8262,NCT03840096,240
7126,NCT04387812,240
9854,NCT03864965,240
9906,NCT03825588,240
2525,NCT04029220,240
3184,NCT03538769,240
9389,NCT04240756,240
8058,NCT04464993,240
9023,NCT04570930,240
9826,NCT03881098,240
8029,NCT01964404,240
6579,NCT02043158,240
1366,NCT02478788,240
7967,NCT01124695,240
9611,NCT04049331,240
42,NCT03628235,240
3451,NCT01780129,240
1327,NCT00231998,240
4955,NCT03230669,240
5246,NCT01893112,240
3755,NCT00724906,240
1226,NCT00713739,240
8613,NCT01312181,240
3433,NCT03225131,240
6183,NCT00122369,240
6531,NCT03965091,240
5426,NCT04308356,240
3334,NCT01789814,24
4696,NCT01968993,24
3154,NCT03647449,24
3364,NCT01864057,24
5372,NCT04431063,24
3276,NCT02118012,24
3578,NCT04144062,24
3659,NCT01660607,24
3528,NCT00266461,24
5399,NCT00178802,24
3313,NCT03781115,24
3448,NCT00238472,24
3422,NCT02607124,24
3601,NCT01707069,24
5435,NCT00753012,24
4690,NCT02545010,24
3609,NCT03966053,24
5,NCT00312663,24
6246,NCT03883477,24
8554,NCT00268242,24
4047,NCT03504826,24
8931,NCT03895021,24
6752,NCT03762291,24
9728,NCT03962049,24
1393,NCT01632917,24
1409,NCT00068367,24
1414,NCT01190761,24
1416,NCT01190748,24
8895,NCT04233918,24
6622,NCT04261738,24
4956,NCT01762995,24
1550,NCT02963376,24
8129,NCT00537043,24
8128,NCT01460940,24
9759,NCT03933904,24
1719,NCT01464099,24
3058,NCT03644914,24
6445,NCT01678495,24
1880,NCT01402973,24
9869,NCT03851016,24
8950,NCT03900949,24
4314,NCT03355794,24
9723,NCT03964532,24
7042,NCT04504630,24
9598,NCT04056468,24
7280,NCT02562872,24
9589,NCT04066218,24
9550,NCT04091061,24
9517,NCT04119024,24
7670,NCT02225847,24
4562,NCT04451070,24
7136,NCT00504335,24
9178,NCT04426526,24
1086,NCT00936715,24
9150,NCT04462770,24
9092,NCT04510298,24
4376,NCT03360422,24
4368,NCT04059705,24
8164,NCT00482963,24
1020,NCT00589589,24
9715,NCT03976050,24
4764,NCT01843751,24
5052,NCT01331486,24
1745,NCT01569841,24
9897,NCT03833349,24
86,NCT02766647,24
2531,NCT01222585,24
7612,NCT04366284,24
2599,NCT03028298,24
8394,NCT00002381,24
2667,NCT02135302,24
92,NCT00959933,24
2851,NCT04313088,24
2867,NCT02696148,24
6000,NCT03851406,24
5771,NCT03882437,24
9983,NCT03773666,24
2949,NCT02151877,24
2974,NCT02662023,24
3011,NCT02634216,24
3030,NCT02239770,24
8074,NCT00167921,24
5999,NCT03861390,24
115,NCT00054743,24
8389,NCT01422135,24
6099,NCT01518881,24
2105,NCT04211545,24
2142,NCT00258479,24
7480,NCT02591420,24
2179,NCT00252213,24
2207,NCT00465959,24
5096,NCT00000788,24
2468,NCT04496804,24
9945,NCT03799848,24
8373,NCT03929939,24
9999,NCT03766373,24
6075,NCT01847469,24
8680,NCT01902225,24
2466,NCT00186862,24
7890,NCT02271074,2398
1462,NCT01917643,2396
7314,NCT01307280,2395
8047,NCT02113514,2394
8872,NCT04497116,239
8919,NCT00595231,239
2923,NCT01407146,2381
2617,NCT02932579,238
5708,NCT01091857,238
6288,NCT00518713,238
9338,NCT04283539,238
5803,NCT00341952,2378
2767,NCT02148003,237
1109,NCT01873417,237
5221,NCT02257372,236
3790,NCT00351832,236
4403,NCT00360087,236
6615,NCT04130984,2356
7202,NCT02929121,235
5364,NCT01702311,235
4687,NCT00746083,235
5162,NCT04500626,234
2930,NCT03399500,234
5499,NCT01677195,234
7420,NCT00201006,234
5445,NCT00381524,234
7926,NCT00265850,2334
6469,NCT02381054,233
4497,NCT04356027,233
5878,NCT00392873,233
1003,NCT03363464,232000
40,NCT02959827,2320
5213,NCT03126253,2320
6877,NCT02760537,232
7567,NCT03870204,232
2810,NCT03375099,232
2899,NCT04090879,232
7430,NCT02630225,232
1821,NCT00325533,2319
3591,NCT04043130,2317
5158,NCT00341094,23143
7949,NCT00489411,231
7747,NCT01624337,231
7424,NCT01768650,231
9406,NCT04231318,231
5743,NCT03716505,231
9157,NCT04452331,2308
2222,NCT03271931,23066
7180,NCT02386878,2302
1938,NCT00356707,23000
1338,NCT01374724,23000
5393,NCT03438682,23000
6475,NCT04246281,230
6292,NCT03796884,230
3245,NCT03688412,230
8925,NCT04068662,230
3562,NCT01178320,230
8772,NCT02041923,230
2887,NCT00097279,230
3535,NCT01730911,230
9686,NCT03996707,230
3460,NCT00465192,230
2377,NCT02180074,230
2363,NCT01726985,230
3653,NCT01917994,230
8966,NCT03149185,230
1379,NCT00907972,23
5122,NCT01859858,23
2590,NCT02643914,23
9947,NCT03798314,23
8917,NCT04154670,23
4964,NCT00672204,23
8756,NCT02487485,23
6284,NCT02310334,23
9337,NCT04283630,23
5156,NCT01324102,23
7103,NCT01062022,23
3403,NCT00678132,23
2124,NCT02482675,23
8301,NCT01468896,23
8496,NCT02508935,23
5726,NCT00599209,23
8623,NCT04313504,23
2748,NCT00108758,23
8599,NCT01503307,23
5197,NCT00991978,23
1219,NCT01366924,23
8080,NCT01713972,23
6166,NCT00541164,23
1728,NCT00580749,23
3934,NCT00609323,23
6173,NCT00405678,23
1851,NCT00416364,23
2362,NCT01371864,23
6182,NCT00186108,23
3521,NCT01212289,23
1859,NCT00464386,23
2224,NCT00924508,23
1965,NCT03072511,23
4704,NCT02244957,23
1606,NCT02060513,2298
2100,NCT01009905,22960
7873,NCT03751124,229
7278,NCT02949037,229
15,NCT02911155,229
5234,NCT02697565,2289
7344,NCT02243774,228000
3288,NCT02194725,228
7060,NCT01121250,228
1626,NCT01336361,228
5442,NCT02488915,228
6591,NCT03798184,228
5823,NCT00622193,228
4206,NCT00339638,228
9045,NCT04554914,228
4201,NCT03726320,228
8752,NCT02819141,228
119,NCT01150695,228
2593,NCT00427154,227
4172,NCT02564042,227
3700,NCT00729937,2265
6648,NCT01969864,2261
7959,NCT03343158,2260
7071,NCT01912287,226
9080,NCT04523337,226
4393,NCT03351088,226
5808,NCT02249182,226
2045,NCT00827632,226
1516,NCT03700281,22584
7679,NCT03289130,2258
4050,NCT02914275,2250
7863,NCT02103296,225
2348,NCT00248196,225
1324,NCT01808352,225
9205,NCT04393155,225
3702,NCT01980485,225
2606,NCT03824093,225
3412,NCT04408352,225
8701,NCT04118972,225
6727,NCT00315250,225
9639,NCT04027010,225
2720,NCT01916538,22445
9834,NCT03875339,2240
3686,NCT03650556,224
6131,NCT01075035,224
8019,NCT00043745,224
6821,NCT02222532,224
7546,NCT02268877,224
2440,NCT02289313,224
8779,NCT03212677,224
8304,NCT00380068,224
97,NCT02069925,224
5831,NCT00140634,2233
3814,NCT03407625,2230
2053,NCT01050205,223
3516,NCT00396253,223
7233,NCT01524133,223
2826,NCT01511198,223
7308,NCT02319447,223
5491,NCT03501420,2223
5195,NCT01387178,22223
2197,NCT01357551,222
6577,NCT03828019,222
3139,NCT02722278,222
7181,NCT01280162,222
6850,NCT02286921,222
9013,NCT04580524,222
3013,NCT01326026,222
25,NCT03867409,2218
3383,NCT04381481,2218
6148,NCT00760708,221
8967,NCT03032159,221
1440,NCT02204176,221
9311,NCT04305613,221
4606,NCT04092530,2205
1586,NCT03276247,22042
6437,NCT00032448,2200
53,NCT03197688,2200
61,NCT03192891,2200
9643,NCT04025372,220
7040,NCT01884545,220
9424,NCT04218370,220
7652,NCT03672461,220
9196,NCT04404855,220
7203,NCT02927496,220
4490,NCT04191473,220
9492,NCT04143711,220
5278,NCT03806257,220
2861,NCT04570475,220
9699,NCT03984929,220
6939,NCT02080923,220
5084,NCT01960465,220
2300,NCT03378336,220
9528,NCT04110236,220
5782,NCT00098384,220
1035,NCT00936845,22
7131,NCT02330081,22
2529,NCT00781586,22
1475,NCT00290147,22
9381,NCT04243486,22
1510,NCT00183846,22
4968,NCT02332993,22
4168,NCT01336764,22
2341,NCT00722774,22
2340,NCT00734175,22
6926,NCT01510327,22
7185,NCT02073240,22
8371,NCT03249103,22
6165,NCT00582140,22
4124,NCT01523977,22
1874,NCT00402129,22
5764,NCT00923247,22
2020,NCT02352259,22
2162,NCT02482610,22
2076,NCT04598828,22
2560,NCT00001037,22
8655,NCT00882583,22
8916,NCT03771586,22
1214,NCT01161290,22
2993,NCT03229356,22
1040,NCT03364361,22
3817,NCT01273896,22
2777,NCT02539433,22
5869,NCT01829997,22
2728,NCT03557775,22
3831,NCT00325754,22
5169,NCT01856205,22
2686,NCT01699906,22
1304,NCT03530020,22
3038,NCT02191748,22
6804,NCT02113228,22
7698,NCT00399529,22
8947,NCT03762161,22
1249,NCT02130323,22
4287,NCT01744548,22
8530,NCT00511901,22
3774,NCT04023357,22
6765,NCT04387227,22
3568,NCT00657826,22
3343,NCT00620763,22
9746,NCT03943238,22
5344,NCT03153397,22
4740,NCT01766960,22
4640,NCT01511939,22
11,NCT01211990,22
3604,NCT04306445,22
3408,NCT03465072,22
3542,NCT02146781,22
7026,NCT03237013,219
7201,NCT02929134,219
8499,NCT00993590,219
7235,NCT01140269,218
8463,NCT01244568,218
3152,NCT03249584,218
7801,NCT03461120,218
1538,NCT01294124,218
3801,NCT01476423,218
7734,NCT02847962,2179
8353,NCT00704912,217
2847,NCT00253734,217
1562,NCT02016482,217
5835,NCT01659411,217
3540,NCT00268957,217
4654,NCT04516824,2160
8904,NCT00120770,2160
14,NCT01861210,216
2443,NCT03479905,216
9878,NCT03847467,216
5836,NCT02081391,216
5894,NCT02253654,216
9652,NCT04018599,216
7261,NCT01761396,216
4669,NCT01710943,216
8070,NCT03555331,216
3683,NCT02060799,2156
3563,NCT03786471,2150
8976,NCT04437069,215
2739,NCT02330042,215
2638,NCT03865199,215
1091,NCT02817841,2148
7525,NCT00129532,2142
7524,NCT00130078,2142
6595,NCT01533155,214
1352,NCT03788408,214
4409,NCT02430792,214
3652,NCT00028340,214
7748,NCT02008058,213
6795,NCT02238483,213
3239,NCT03037021,213
1107,NCT01260324,21283
13,NCT00121108,2127
4070,NCT00939380,212
8778,NCT04086264,212
3153,NCT01415479,212
6704,NCT02226367,211
4134,NCT02961751,211
1905,NCT00000418,211
7355,NCT03386539,211
8273,NCT03069352,211
6718,NCT01158001,211
1100,NCT04308746,211
7078,NCT03833219,2108
6700,NCT02796716,2102
4203,NCT04047147,210000
8576,NCT02553161,210
3297,NCT00001659,210
7897,NCT02415595,210
9695,NCT03989492,210
9688,NCT03995316,210
2293,NCT00013078,210
6448,NCT00451867,210
1061,NCT01870986,210
1761,NCT02639832,210
9317,NCT04302948,210
5319,NCT01493349,210
7915,NCT00956813,210
1223,NCT04062968,210
6235,NCT02815852,210
7852,NCT01313208,210
1517,NCT01538745,210
9830,NCT03878589,210
2537,NCT04433546,210
7792,NCT04023487,210
9796,NCT03904615,210
9922,NCT03814473,21
7696,NCT02170246,21
2932,NCT00502788,21
1311,NCT02794116,21
1013,NCT01241513,21
6708,NCT01716338,21
9301,NCT04315558,21
4865,NCT01412918,21
1282,NCT02920398,21
8135,NCT01223404,21
9257,NCT04348708,21
3775,NCT03636477,21
6107,NCT01433302,21
8023,NCT00742781,21
4195,NCT03604705,21
3044,NCT00391352,21
8165,NCT00320749,21
2375,NCT01652573,21
6520,NCT03867812,21
9889,NCT03839745,21
2328,NCT03243084,21
6984,NCT00233090,21
4477,NCT00716456,21
9160,NCT04449510,21
1920,NCT00380445,21
3148,NCT00943501,21
1935,NCT02731066,21
5196,NCT03758742,21
7172,NCT03433183,21
4633,NCT02249650,21
8146,NCT00004084,21
5088,NCT04032613,21
2625,NCT03823872,21
2788,NCT01953120,21
8402,NCT03461783,21
1028,NCT00809627,21
8064,NCT01155830,21
9152,NCT04460872,21
