,NCTId,InterventionType
3826,NCT00732147,Drug
3825,NCT04408794,Drug
3824,NCT00138476,Drug
3822,NCT02445989,Drug
3821,NCT00796419,Drug
3821,NCT00796419,Drug
3820,NCT00481143,Drug
3819,NCT00725101,Drug
3817,NCT01273896,Drug
3816,NCT00106431,Drug
8003,NCT00483028,Drug
3813,NCT00125138,Drug
3813,NCT00125138,Drug
7993,NCT00121186,Drug
3839,NCT01234766,Drug
3839,NCT01234766,Drug
3850,NCT04394234,Drug
7990,NCT00122447,Drug
7990,NCT00122447,Drug
3859,NCT01745887,Drug
3858,NCT02595073,Drug
3858,NCT02595073,Drug
3857,NCT00007592,Drug
3857,NCT00007592,Drug
3856,NCT00747734,Drug
7990,NCT00122447,Drug
7991,NCT00872989,Drug
7991,NCT00872989,Drug
3851,NCT00094094,Drug
3850,NCT04394234,Drug
3840,NCT02750930,Drug
7992,NCT00369785,Drug
3847,NCT00000172,Drug
3846,NCT00078598,Drug
3845,NCT01261767,Drug
3845,NCT01261767,Drug
3844,NCT00324571,Drug
3844,NCT00324571,Drug
3843,NCT03500159,Drug
3843,NCT03500159,Drug
7992,NCT00369785,Drug
7993,NCT00121186,Drug
7993,NCT00121186,Drug
3813,NCT00125138,Drug
3813,NCT00125138,Drug
3812,NCT01264887,Drug
3766,NCT03976869,Drug
3777,NCT00486018,Drug
3776,NCT00087529,Drug
3776,NCT00087529,Drug
3775,NCT03636477,Drug
3775,NCT03636477,Drug
3773,NCT00454779,Drug
3773,NCT00454779,Drug
3773,NCT00454779,Drug
3773,NCT00454779,Drug
3773,NCT00454779,Drug
3772,NCT00422643,Drug
8016,NCT02293824,Drug
8017,NCT01695291,Drug
3777,NCT00486018,Drug
3762,NCT03935828,Drug
3761,NCT02376751,Drug
3757,NCT00219557,Drug
3757,NCT00219557,Drug
3757,NCT00219557,Drug
8021,NCT04387734,Drug
3755,NCT00724906,Drug
8021,NCT04387734,Drug
3746,NCT02987257,Drug
3746,NCT02987257,Drug
3746,NCT02987257,Drug
3745,NCT03588741,Drug
3777,NCT00486018,Drug
3778,NCT00485836,Drug
3810,NCT00094107,Drug
3794,NCT00414947,Drug
8005,NCT01431573,Drug
3808,NCT00034294,Drug
3807,NCT00551200,Drug
3807,NCT00551200,Drug
8008,NCT03701711,Drug
3805,NCT02378740,Drug
3805,NCT02378740,Drug
3803,NCT03553576,Drug
3803,NCT03553576,Drug
3801,NCT01476423,Drug
3799,NCT00332852,Drug
3797,NCT02479620,Drug
3793,NCT00028353,Drug
3778,NCT00485836,Drug
8015,NCT00004048,Drug
3791,NCT00069446,Drug
3790,NCT00351832,Drug
3788,NCT00325429,Drug
3786,NCT00097071,Drug
3786,NCT00097071,Drug
3785,NCT03825484,Drug
3784,NCT01713777,Drug
3784,NCT01713777,Drug
3782,NCT03969329,Drug
3780,NCT00094055,Drug
3778,NCT00485836,Drug
7990,NCT00122447,Drug
3864,NCT03924414,Drug
3865,NCT01760980,Drug
3922,NCT00926796,Drug
3929,NCT00418938,Drug
3929,NCT00418938,Drug
3929,NCT00418938,Drug
7972,NCT00087399,Drug
7972,NCT00087399,Drug
7973,NCT00085501,Drug
3926,NCT00453362,Drug
3925,NCT04387305,Drug
7973,NCT00085501,Drug
3923,NCT00107666,Drug
3922,NCT00926796,Drug
3922,NCT00926796,Drug
3920,NCT00389779,Drug
3929,NCT00418938,Drug
3920,NCT00389779,Drug
3920,NCT00389779,Drug
3919,NCT03343795,Drug
3919,NCT03343795,Drug
3918,NCT00040027,Drug
3918,NCT00040027,Drug
7973,NCT00085501,Drug
7974,NCT01641809,Drug
7974,NCT01641809,Drug
3915,NCT00972283,Drug
3915,NCT00972283,Drug
3915,NCT00972283,Drug
3929,NCT00418938,Drug
3931,NCT00507936,Drug
7974,NCT01641809,Drug
3952,NCT00102466,Drug
3958,NCT02059564,Drug
3958,NCT02059564,Drug
3958,NCT02059564,Drug
3956,NCT00982644,Drug
3956,NCT00982644,Drug
3955,NCT02720510,Drug
3955,NCT02720510,Drug
3955,NCT02720510,Drug
3955,NCT02720510,Drug
3954,NCT00007631,Drug
3952,NCT00102466,Drug
3952,NCT00102466,Drug
3951,NCT03278626,Drug
3931,NCT00507936,Drug
3945,NCT00121979,Drug
3941,NCT03060538,Drug
3940,NCT02932878,Drug
3936,NCT00039962,Drug
3936,NCT00039962,Drug
3934,NCT00609323,Drug
3934,NCT00609323,Drug
3933,NCT00000980,Drug
3932,NCT00250575,Drug
3931,NCT00507936,Drug
3931,NCT00507936,Drug
3931,NCT00507936,Drug
3914,NCT00325117,Drug
3912,NCT00398528,Drug
3865,NCT01760980,Drug
7985,NCT02760030,Drug
7983,NCT00113399,Drug
7983,NCT00113399,Drug
3886,NCT04130516,Drug
3884,NCT00491738,Drug
3884,NCT00491738,Drug
3884,NCT00491738,Drug
7983,NCT00113399,Drug
3882,NCT02820519,Drug
7984,NCT02940301,Drug
3879,NCT00312364,Drug
7985,NCT02760030,Drug
3875,NCT00081900,Drug
3873,NCT00171990,Drug
7981,NCT00124579,Drug
3872,NCT01751451,Drug
3872,NCT01751451,Drug
3872,NCT01751451,Drug
3871,NCT00351767,Drug
3871,NCT00351767,Drug
7985,NCT02760030,Drug
7986,NCT00748098,Drug
7986,NCT00748098,Drug
7988,NCT01980979,Drug
3866,NCT04504734,Drug
3866,NCT04504734,Drug
3866,NCT04504734,Drug
7983,NCT00113399,Drug
7981,NCT00124579,Drug
3912,NCT00398528,Drug
3904,NCT01013324,Drug
3911,NCT00631085,Drug
3910,NCT02797431,Drug
3910,NCT02797431,Drug
7974,NCT01641809,Drug
7974,NCT01641809,Drug
7974,NCT01641809,Drug
3908,NCT00880178,Drug
3908,NCT00880178,Drug
3907,NCT02188953,Drug
3907,NCT02188953,Drug
7974,NCT01641809,Drug
3905,NCT01206166,Drug
3903,NCT00318643,Drug
3890,NCT03789591,Drug
3903,NCT00318643,Drug
7976,NCT00880191,Drug
7976,NCT00880191,Drug
3900,NCT03305016,Drug
3899,NCT02312050,Drug
3899,NCT02312050,Drug
3896,NCT00523978,Drug
7978,NCT00268489,Drug
7979,NCT00217620,Drug
3893,NCT04589819,Drug
3893,NCT04589819,Drug
7981,NCT00124579,Drug
3744,NCT00330369,Drug
3744,NCT00330369,Drug
3743,NCT04461353,Drug
3594,NCT02026297,Drug
8105,NCT02088177,Drug
3610,NCT00035100,Drug
3609,NCT03966053,Drug
3608,NCT01539720,Drug
3606,NCT04002830,Drug
3602,NCT01533480,Drug
3602,NCT01533480,Drug
8113,NCT00679666,Drug
8113,NCT00679666,Drug
3598,NCT02511054,Drug
3598,NCT02511054,Drug
3594,NCT02026297,Drug
3592,NCT03361800,Drug
8104,NCT04106882,Drug
8120,NCT00404274,Drug
8120,NCT00404274,Drug
8122,NCT00004409,Drug
8124,NCT02213029,Drug
8124,NCT02213029,Drug
8124,NCT02213029,Drug
3587,NCT00486902,Drug
3587,NCT00486902,Drug
3586,NCT00396032,Drug
3586,NCT00396032,Drug
3584,NCT01506544,Drug
8124,NCT02213029,Drug
8104,NCT04106882,Drug
8103,NCT01537068,Drug
8127,NCT01276600,Drug
3632,NCT00978627,Drug
3643,NCT00936897,Drug
3643,NCT00936897,Drug
8086,NCT00936390,Drug
3641,NCT00459615,Drug
8086,NCT00936390,Drug
3639,NCT04274894,Drug
8086,NCT00936390,Drug
3637,NCT00336232,Drug
3636,NCT00633373,Drug
3635,NCT02271139,Drug
3632,NCT00978627,Drug
3632,NCT00978627,Drug
3632,NCT00978627,Drug
8103,NCT01537068,Drug
8095,NCT04294966,Drug
8095,NCT04294966,Drug
8095,NCT04294966,Drug
8096,NCT03790358,Drug
3629,NCT00396318,Drug
3628,NCT00733096,Drug
3628,NCT00733096,Drug
3628,NCT00733096,Drug
8099,NCT00876226,Drug
3623,NCT00114010,Drug
3620,NCT00440648,Drug
3620,NCT00440648,Drug
3582,NCT01256203,Drug
8128,NCT01460940,Drug
3644,NCT00518882,Drug
3533,NCT01965756,Drug
8148,NCT03168529,Drug
8149,NCT00017199,Drug
8150,NCT00568308,Drug
3540,NCT00268957,Drug
3540,NCT00268957,Drug
3539,NCT00150046,Drug
3538,NCT00238498,Drug
3537,NCT00005766,Drug
8150,NCT00568308,Drug
8152,NCT01812005,Drug
3534,NCT00115973,Drug
3533,NCT01965756,Drug
3532,NCT01388439,Drug
3547,NCT02969369,Drug
3529,NCT01588158,Drug
3529,NCT01588158,Drug
3528,NCT00266461,Drug
8153,NCT03097016,Drug
8155,NCT00389493,Drug
8155,NCT00389493,Drug
3523,NCT00280826,Drug
3522,NCT00278928,Drug
3522,NCT00278928,Drug
8156,NCT00427128,Drug
3520,NCT03818737,Drug
8156,NCT00427128,Drug
8148,NCT03168529,Drug
3547,NCT02969369,Drug
8128,NCT01460940,Drug
8135,NCT01223404,Drug
8129,NCT00537043,Drug
8130,NCT00148031,Drug
8131,NCT00481182,Drug
8132,NCT03599193,Drug
8132,NCT03599193,Drug
8134,NCT00000273,Drug
3575,NCT00846573,Drug
3574,NCT04598295,Drug
3573,NCT01045707,Drug
3573,NCT01045707,Drug
8135,NCT01223404,Drug
8135,NCT01223404,Drug
3566,NCT02021604,Drug
8145,NCT01141049,Drug
8139,NCT03711500,Drug
8139,NCT03711500,Drug
3562,NCT01178320,Drug
3557,NCT03652740,Drug
3556,NCT01810354,Drug
3555,NCT01518478,Drug
8142,NCT02853435,Drug
8142,NCT02853435,Drug
8142,NCT02853435,Drug
6682,NCT03765567,Drug
8143,NCT03246113,Drug
3549,NCT00156520,Drug
3644,NCT00518882,Drug
3645,NCT00318422,Drug
3742,NCT01638104,Drug
8055,NCT01818739,Drug
3710,NCT00312845,Drug
3709,NCT00762060,Drug
3708,NCT00233337,Drug
3707,NCT02673229,Drug
3707,NCT02673229,Drug
3706,NCT02824276,Drug
3706,NCT02824276,Drug
3704,NCT00102388,Drug
3704,NCT00102388,Drug
3703,NCT00395876,Drug
3703,NCT00395876,Drug
8055,NCT01818739,Drug
3701,NCT01742117,Drug
3711,NCT01733394,Drug
3701,NCT01742117,Drug
3700,NCT00729937,Drug
3700,NCT00729937,Drug
3700,NCT00729937,Drug
3699,NCT00110240,Drug
3697,NCT00368134,Drug
3693,NCT03218787,Drug
8060,NCT02103660,Drug
3690,NCT04468776,Drug
8060,NCT02103660,Drug
3688,NCT02629289,Drug
3688,NCT02629289,Drug
3710,NCT00312845,Drug
3711,NCT01733394,Drug
3687,NCT00347412,Drug
8045,NCT00061906,Drug
3742,NCT01638104,Drug
3740,NCT02253550,Drug
3740,NCT02253550,Drug
8029,NCT01964404,Drug
8029,NCT01964404,Drug
8029,NCT01964404,Drug
8030,NCT02593474,Drug
3735,NCT00101673,Drug
3733,NCT00353574,Drug
8034,NCT01048619,Drug
3729,NCT02191137,Drug
3728,NCT00249405,Drug
8050,NCT03389750,Drug
3712,NCT01272232,Drug
3718,NCT00232076,Drug
3717,NCT00736775,Drug
3717,NCT00736775,Drug
3716,NCT00307580,Drug
3714,NCT00294723,Drug
3714,NCT00294723,Drug
3714,NCT00294723,Drug
3714,NCT00294723,Drug
3714,NCT00294723,Drug
3714,NCT00294723,Drug
3712,NCT01272232,Drug
3712,NCT01272232,Drug
3688,NCT02629289,Drug
3687,NCT00347412,Drug
3645,NCT00318422,Drug
3656,NCT01668667,Drug
3664,NCT01261325,Drug
3664,NCT01261325,Drug
3664,NCT01261325,Drug
3663,NCT03676023,Drug
3662,NCT00787566,Drug
8080,NCT01713972,Drug
8080,NCT01713972,Drug
3660,NCT03224819,Drug
3658,NCT00260156,Drug
3658,NCT00260156,Drug
3657,NCT00718588,Drug
3656,NCT01668667,Drug
3656,NCT01668667,Drug
8078,NCT01389544,Drug
3656,NCT01668667,Drug
3655,NCT03992469,Drug
3655,NCT03992469,Drug
8082,NCT00397735,Drug
8083,NCT00395499,Drug
3650,NCT03739021,Drug
3650,NCT03739021,Drug
3648,NCT00053742,Drug
8086,NCT00936390,Drug
8086,NCT00936390,Drug
8086,NCT00936390,Drug
3645,NCT00318422,Drug
3664,NCT01261325,Drug
8078,NCT01389544,Drug
8061,NCT02272998,Drug
8072,NCT03015896,Drug
8063,NCT00604214,Drug
8063,NCT00604214,Drug
3682,NCT00389675,Drug
3682,NCT00389675,Drug
8069,NCT02641990,Drug
8069,NCT02641990,Drug
3679,NCT00084136,Drug
3679,NCT00084136,Drug
3679,NCT00084136,Drug
3679,NCT00084136,Drug
3679,NCT00084136,Drug
3679,NCT00084136,Drug
3677,NCT00414778,Drug
3667,NCT03734523,Drug
3676,NCT03790137,Drug
3674,NCT00613730,Drug
3674,NCT00613730,Drug
8074,NCT00167921,Drug
8074,NCT00167921,Drug
3671,NCT01512095,Drug
3671,NCT01512095,Drug
3670,NCT00232115,Drug
3670,NCT00232115,Drug
3669,NCT01951417,Drug
8077,NCT00124943,Drug
8078,NCT01389544,Drug
8364,NCT04474405,Drug
6681,NCT03043326,Drug
8458,NCT02399215,Drug
2837,NCT02222246,Drug
8457,NCT02621944,Drug
2844,NCT02296840,Drug
2844,NCT02296840,Drug
8552,NCT01710358,Drug
2840,NCT02560038,Drug
2840,NCT02560038,Drug
2840,NCT02560038,Drug
8551,NCT01711359,Drug
2837,NCT02222246,Drug
2837,NCT02222246,Drug
2837,NCT02222246,Drug
2848,NCT02030600,Drug
2572,NCT00135720,Drug
2835,NCT01850615,Drug
2574,NCT00758693,Drug
2835,NCT01850615,Drug
2834,NCT02305381,Drug
2834,NCT02305381,Drug
2833,NCT02970968,Drug
2831,NCT02776917,Drug
8460,NCT02321644,Drug
2830,NCT01484717,Drug
2848,NCT02030600,Drug
2849,NCT01202994,Drug
8462,NCT03900754,Drug
2860,NCT00333151,Drug
2863,NCT00440232,Drug
2567,NCT00004992,Drug
2569,NCT02787928,Drug
2861,NCT04570475,Drug
2861,NCT04570475,Drug
2861,NCT04570475,Drug
2860,NCT00333151,Drug
2570,NCT01598896,Drug
2570,NCT01598896,Drug
2860,NCT00333151,Drug
8454,NCT01001429,Drug
8455,NCT00496366,Drug
2857,NCT01231165,Drug
2857,NCT01231165,Drug
2570,NCT01598896,Drug
8552,NCT01710358,Drug
2856,NCT02239146,Drug
2856,NCT02239146,Drug
8454,NCT01001429,Drug
8455,NCT00496366,Drug
2853,NCT02043977,Drug
2851,NCT04313088,Drug
8462,NCT03900754,Drug
2827,NCT00791895,Drug
2864,NCT00736190,Drug
2799,NCT04585230,Drug
8577,NCT00749944,Drug
8483,NCT04232657,Drug
8483,NCT04232657,Drug
2804,NCT01048632,Drug
8576,NCT02553161,Drug
2803,NCT01570309,Drug
2802,NCT01915069,Drug
8484,NCT01790438,Drug
8484,NCT01790438,Drug
2799,NCT04585230,Drug
2799,NCT04585230,Drug
8479,NCT01625793,Drug
2798,NCT02644057,Drug
2798,NCT02644057,Drug
2643,NCT01135992,Drug
8484,NCT01790438,Drug
8486,NCT03055598,Drug
8488,NCT00063804,Drug
2577,NCT01390870,Drug
8488,NCT00063804,Drug
2793,NCT00134680,Drug
2793,NCT00134680,Drug
8483,NCT04232657,Drug
2619,NCT02841280,Drug
2826,NCT01511198,Drug
2820,NCT00104182,Drug
2826,NCT01511198,Drug
2825,NCT01002118,Drug
2574,NCT00758693,Drug
2825,NCT01002118,Drug
2823,NCT00095082,Drug
2823,NCT00095082,Drug
2823,NCT00095082,Drug
2822,NCT00097084,Drug
2822,NCT00097084,Drug
2822,NCT00097084,Drug
2820,NCT00104182,Drug
8478,NCT02929667,Drug
2819,NCT03418649,Drug
8577,NCT00749944,Drug
2819,NCT03418649,Drug
8465,NCT00408200,Drug
8466,NCT00574769,Drug
8467,NCT01582451,Drug
8467,NCT01582451,Drug
2814,NCT00531518,Drug
2812,NCT03334786,Drug
8478,NCT02929667,Drug
2863,NCT00440232,Drug
2866,NCT01106456,Drug
2946,NCT00598793,Drug
8425,NCT01495858,Drug
8421,NCT00553319,Drug
8584,NCT01481779,Drug
8584,NCT01481779,Drug
8584,NCT01481779,Drug
8424,NCT01729299,Drug
8424,NCT01729299,Drug
8424,NCT01729299,Drug
8425,NCT01495858,Drug
8583,NCT04454424,Drug
2555,NCT01364428,Drug
8425,NCT01495858,Drug
2928,NCT00106366,Drug
2555,NCT01364428,Drug
8427,NCT01280591,Drug
8427,NCT01280591,Drug
2556,NCT00262249,Drug
8427,NCT01280591,Drug
2916,NCT02302950,Drug
2915,NCT01680341,Drug
2915,NCT01680341,Drug
2557,NCT03597620,Drug
8583,NCT04454424,Drug
2928,NCT00106366,Drug
2928,NCT00106366,Drug
2559,NCT00729690,Drug
2936,NCT01529138,Drug
2619,NCT02841280,Drug
2943,NCT01979211,Drug
8415,NCT03806751,Drug
2940,NCT02834624,Drug
8590,NCT00245453,Drug
2940,NCT02834624,Drug
8415,NCT03806751,Drug
8590,NCT00245453,Drug
8416,NCT02874989,Drug
2936,NCT01529138,Drug
2639,NCT03075670,Drug
2929,NCT01127490,Drug
2935,NCT00283751,Drug
2935,NCT00283751,Drug
8416,NCT02874989,Drug
8420,NCT02944578,Drug
2932,NCT00502788,Drug
2932,NCT00502788,Drug
2931,NCT00256217,Drug
8420,NCT02944578,Drug
8421,NCT00553319,Drug
8421,NCT00553319,Drug
2559,NCT00729690,Drug
8427,NCT01280591,Drug
2867,NCT02696148,Drug
2878,NCT01676116,Drug
2887,NCT00097279,Drug
2887,NCT00097279,Drug
8441,NCT00621530,Drug
2565,NCT00411892,Drug
2565,NCT00411892,Drug
8447,NCT04294264,Drug
8447,NCT04294264,Drug
2880,NCT01795586,Drug
2878,NCT01676116,Drug
2878,NCT01676116,Drug
2876,NCT04484363,Drug
2888,NCT03405792,Drug
2876,NCT04484363,Drug
2874,NCT00311519,Drug
8449,NCT03937687,Drug
2639,NCT03075670,Drug
2567,NCT00004992,Drug
2872,NCT02068430,Drug
2871,NCT01378546,Drug
8449,NCT03937687,Drug
8449,NCT03937687,Drug
2867,NCT02696148,Drug
2887,NCT00097279,Drug
2564,NCT03451071,Drug
2913,NCT01625923,Drug
2901,NCT04134923,Drug
8429,NCT00224419,Drug
2911,NCT03438227,Drug
2911,NCT03438227,Drug
8431,NCT01436214,Drug
2559,NCT00729690,Drug
2906,NCT02988245,Drug
2906,NCT02988245,Drug
8582,NCT04471337,Drug
2903,NCT00826839,Drug
2903,NCT00826839,Drug
2897,NCT04434664,Drug
8581,NCT00266864,Drug
2561,NCT00891033,Drug
2897,NCT04434664,Drug
2896,NCT03252223,Drug
2561,NCT00891033,Drug
8437,NCT00679289,Drug
8437,NCT00679289,Drug
8437,NCT00679289,Drug
8437,NCT00679289,Drug
2888,NCT03405792,Drug
8441,NCT00621530,Drug
2578,NCT04510168,Drug
2790,NCT02784834,Drug
2578,NCT04510168,Drug
2701,NCT01564563,Drug
8570,NCT02133846,Drug
2707,NCT02939287,Drug
2707,NCT02939287,Drug
2707,NCT02939287,Drug
2706,NCT01624194,Drug
2706,NCT01624194,Drug
2705,NCT00059267,Drug
2702,NCT01217840,Drug
2702,NCT01217840,Drug
2701,NCT01564563,Drug
2599,NCT03028298,Drug
2708,NCT01502124,Drug
2599,NCT03028298,Drug
2701,NCT01564563,Drug
2701,NCT01564563,Drug
2699,NCT00706576,Drug
2601,NCT01561924,Drug
2603,NCT02027324,Drug
2697,NCT01863719,Drug
2603,NCT02027324,Drug
2617,NCT02932579,Drug
2661,NCT00537303,Drug
2708,NCT01502124,Drug
8570,NCT02133846,Drug
2661,NCT00537303,Drug
2715,NCT01986894,Drug
8526,NCT00587496,Drug
8526,NCT00587496,Drug
8527,NCT00723203,Drug
8548,NCT04231851,Drug
2593,NCT00427154,Drug
2593,NCT00427154,Drug
2715,NCT01986894,Drug
2715,NCT01986894,Drug
2715,NCT01986894,Drug
2593,NCT00427154,Drug
2594,NCT01347762,Drug
2661,NCT00537303,Drug
2657,NCT01011829,Drug
2713,NCT00634842,Drug
2713,NCT00634842,Drug
2594,NCT01347762,Drug
8530,NCT00511901,Drug
2657,NCT01011829,Drug
8530,NCT00511901,Drug
8530,NCT00511901,Drug
2595,NCT02648204,Drug
2595,NCT02648204,Drug
2604,NCT00255216,Drug
2697,NCT01863719,Drug
2643,NCT01135992,Drug
8547,NCT01588457,Drug
2677,NCT01417182,Drug
2608,NCT00352651,Drug
2665,NCT03199313,Drug
8566,NCT02187055,Drug
2673,NCT00808210,Drug
8566,NCT02187055,Drug
2673,NCT00808210,Drug
2673,NCT00808210,Drug
2673,NCT00808210,Drug
2611,NCT02311777,Drug
2673,NCT00808210,Drug
2665,NCT03199313,Drug
2672,NCT03294538,Drug
2672,NCT03294538,Drug
2672,NCT03294538,Drug
8546,NCT01028911,Drug
2667,NCT02135302,Drug
2611,NCT02311777,Drug
2611,NCT02311777,Drug
8547,NCT01588457,Drug
2613,NCT03432897,Drug
8547,NCT01588457,Drug
8546,NCT01028911,Drug
2663,NCT01924273,Drug
2695,NCT01008280,Drug
2605,NCT00356122,Drug
2617,NCT02932579,Drug
2617,NCT02932579,Drug
2695,NCT01008280,Drug
2617,NCT02932579,Drug
2694,NCT01386528,Drug
8532,NCT01439750,Drug
2692,NCT02443142,Drug
2692,NCT02443142,Drug
8532,NCT01439750,Drug
8532,NCT01439750,Drug
8548,NCT04231851,Drug
2679,NCT01521117,Drug
8560,NCT02656212,Drug
2614,NCT02429505,Drug
2605,NCT00356122,Drug
2687,NCT01300078,Drug
2605,NCT00356122,Drug
8539,NCT03745040,Drug
2683,NCT03004443,Drug
2683,NCT03004443,Drug
2682,NCT01285362,Drug
2682,NCT01285362,Drug
8526,NCT00587496,Drug
8549,NCT01721057,Drug
8524,NCT01041170,Drug
8502,NCT01174290,Drug
8551,NCT01711359,Drug
2579,NCT00108797,Drug
8575,NCT02461706,Drug
8551,NCT01711359,Drug
2770,NCT02034513,Drug
2770,NCT02034513,Drug
2582,NCT02124824,Drug
8574,NCT03483441,Drug
2769,NCT01977989,Drug
8502,NCT01174290,Drug
8506,NCT01490697,Drug
2771,NCT01193777,Drug
8506,NCT01490697,Drug
2760,NCT00405912,Drug
2760,NCT00405912,Drug
2760,NCT00405912,Drug
8506,NCT01490697,Drug
8506,NCT01490697,Drug
2758,NCT04346615,Drug
2758,NCT04346615,Drug
8508,NCT01182727,Drug
2585,NCT04322149,Drug
2770,NCT02034513,Drug
2771,NCT01193777,Drug
8549,NCT01721057,Drug
8492,NCT01245673,Drug
2578,NCT04510168,Drug
2579,NCT00108797,Drug
2645,NCT01228214,Drug
2788,NCT01953120,Drug
8490,NCT00846872,Drug
8490,NCT00846872,Drug
2783,NCT01451762,Drug
2783,NCT01451762,Drug
2783,NCT01451762,Drug
8490,NCT00846872,Drug
8495,NCT01236586,Drug
2772,NCT00986115,Drug
8495,NCT01236586,Drug
8496,NCT02508935,Drug
2774,NCT00612040,Drug
2774,NCT00612040,Drug
2774,NCT00612040,Drug
2774,NCT00612040,Drug
2773,NCT01723059,Drug
2645,NCT01228214,Drug
2773,NCT01723059,Drug
2772,NCT00986115,Drug
2755,NCT00102037,Drug
2754,NCT02205528,Drug
2754,NCT02205528,Drug
2727,NCT03029702,Drug
2652,NCT00790595,Drug
2736,NCT00154427,Drug
2733,NCT03163849,Drug
2733,NCT03163849,Drug
8519,NCT03372811,Drug
8519,NCT03372811,Drug
2730,NCT01013870,Drug
2730,NCT01013870,Drug
8570,NCT02133846,Drug
2652,NCT00790595,Drug
2727,NCT03029702,Drug
2754,NCT02205528,Drug
2727,NCT03029702,Drug
2652,NCT00790595,Drug
8522,NCT03581877,Drug
8570,NCT02133846,Drug
2593,NCT00427154,Drug
8524,NCT01041170,Drug
8524,NCT01041170,Drug
2723,NCT03822182,Drug
2652,NCT00790595,Drug
2723,NCT03822182,Drug
2652,NCT00790595,Drug
2737,NCT03211156,Drug
2651,NCT02548117,Drug
2738,NCT03338114,Drug
8551,NCT01711359,Drug
2754,NCT02205528,Drug
2752,NCT02916433,Drug
2751,NCT03930745,Drug
8511,NCT03406260,Drug
2748,NCT00108758,Drug
2588,NCT02414178,Drug
8551,NCT01711359,Drug
2590,NCT02643914,Drug
2747,NCT02825251,Drug
2747,NCT02825251,Drug
2746,NCT01334554,Drug
2746,NCT01334554,Drug
2745,NCT00620750,Drug
2744,NCT03837860,Drug
2744,NCT03837860,Drug
2744,NCT03837860,Drug
8549,NCT01721057,Drug
8511,NCT03406260,Drug
2741,NCT00523042,Drug
2741,NCT00523042,Drug
2946,NCT00598793,Drug
2880,NCT01795586,Drug
8547,NCT01588457,Drug
8395,NCT03921242,Drug
2967,NCT00322257,Drug
2967,NCT00322257,Drug
2967,NCT00322257,Drug
8376,NCT02149823,Drug
3026,NCT00183963,Drug
3026,NCT00183963,Drug
2968,NCT00266058,Drug
3026,NCT00183963,Drug
8376,NCT02149823,Drug
8552,NCT01710358,Drug
8376,NCT02149823,Drug
2972,NCT00624767,Drug
8593,NCT03317795,Drug
8602,NCT01359319,Drug
8552,NCT01710358,Drug
3021,NCT01097785,Drug
2972,NCT00624767,Drug
8595,NCT02079766,Drug
2974,NCT02662023,Drug
8395,NCT03921242,Drug
8395,NCT03921242,Drug
8602,NCT01359319,Drug
8602,NCT01359319,Drug
2978,NCT03801863,Drug
2979,NCT03710161,Drug
8395,NCT03921242,Drug
2981,NCT04311294,Drug
2981,NCT04311294,Drug
2981,NCT04311294,Drug
2536,NCT00010816,Drug
2966,NCT01996072,Drug
2537,NCT04433546,Drug
8592,NCT04278235,Drug
8591,NCT00490945,Drug
2955,NCT03633708,Drug
2956,NCT00767039,Drug
2956,NCT00767039,Drug
8404,NCT00361075,Drug
8403,NCT00458211,Drug
3035,NCT01925456,Drug
2623,NCT00005575,Drug
8370,NCT01226277,Drug
2960,NCT02307565,Drug
8555,NCT03560232,Drug
8371,NCT03249103,Drug
2540,NCT00056810,Drug
2511,NCT02185300,Drug
8400,NCT02309580,Drug
8593,NCT03317795,Drug
8371,NCT03249103,Drug
2960,NCT02307565,Drug
8374,NCT02973594,Drug
3031,NCT01129570,Drug
3030,NCT02239770,Drug
2962,NCT00463060,Drug
3030,NCT02239770,Drug
2511,NCT02185300,Drug
2537,NCT04433546,Drug
8602,NCT01359319,Drug
8374,NCT02973594,Drug
2963,NCT00758628,Drug
8395,NCT03921242,Drug
8553,NCT03135249,Drug
2542,NCT01611948,Drug
8394,NCT00002381,Drug
8390,NCT00496483,Drug
8389,NCT01422135,Drug
3013,NCT01326026,Drug
2523,NCT00499746,Drug
2523,NCT00499746,Drug
3013,NCT01326026,Drug
2523,NCT00499746,Drug
2994,NCT03061188,Drug
2995,NCT02133599,Drug
2997,NCT00097877,Drug
8384,NCT01552356,Drug
2997,NCT00097877,Drug
8386,NCT01537887,Drug
8388,NCT04300049,Drug
3000,NCT01106170,Drug
3001,NCT00510614,Drug
2523,NCT00499746,Drug
8555,NCT03560232,Drug
3008,NCT01227590,Drug
3007,NCT02682784,Drug
8555,NCT03560232,Drug
2522,NCT00646204,Drug
2522,NCT00646204,Drug
3001,NCT00510614,Drug
8387,NCT00504023,Drug
2628,NCT00099723,Drug
3007,NCT02682784,Drug
3006,NCT00324909,Drug
8386,NCT01537887,Drug
8390,NCT00496483,Drug
8554,NCT00268242,Drug
8392,NCT00002009,Drug
8555,NCT03560232,Drug
8394,NCT00002381,Drug
8394,NCT00002381,Drug
8602,NCT01359319,Drug
2531,NCT01222585,Drug
8595,NCT02079766,Drug
3021,NCT01097785,Drug
8379,NCT01511432,Drug
2986,NCT01239095,Drug
8554,NCT00268242,Drug
2631,NCT00713479,Drug
8596,NCT03277573,Drug
2529,NCT00781586,Drug
2529,NCT00781586,Drug
8596,NCT03277573,Drug
2631,NCT00713479,Drug
8601,NCT04234568,Drug
2987,NCT04417361,Drug
8379,NCT01511432,Drug
8379,NCT01511432,Drug
