NCTId,ArmGroupType
NCT03674944,Experimental
NCT03267043,Experimental
NCT03267043,Experimental
NCT04580810,Experimental
NCT01028911,Experimental
NCT02247765,Experimental
NCT02247765,Experimental
NCT02133846,Experimental
NCT02133846,Experimental
NCT01800318,Experimental
NCT01800318,Experimental
NCT01800318,Experimental
NCT02360644,Experimental
NCT02360644,Experimental
NCT03581136,Experimental
NCT02079766,Experimental
NCT02079766,Experimental
NCT03277573,Experimental
NCT03051997,Experimental
NCT04234568,Experimental
NCT01359319,Experimental
NCT01359319,Experimental
NCT01359319,Experimental
NCT01359319,Experimental
NCT01359319,Experimental
NCT01237106,Experimental
NCT01752608,Experimental
NCT01066949,Experimental
NCT01481779,Experimental
NCT04454424,Experimental
NCT04454424,Experimental
NCT02765906,Experimental
NCT02133846,Experimental
NCT03001024,Experimental
NCT02189876,Experimental
NCT03574974,Experimental
NCT02553161,Experimental
NCT03965195,Experimental
NCT00749944,Experimental
NCT02765906,Experimental
NCT01428258,Experimental
NCT04454424,Experimental
NCT01859000,Experimental
NCT00266864,Experimental
NCT04471337,Experimental
NCT04471337,Experimental
NCT04471337,Experimental
NCT04471337,Experimental
NCT04454424,Experimental
NCT04454424,Experimental
NCT04159896,Experimental
NCT02520115,Experimental
NCT04170062,Experimental
NCT02150681,Experimental
NCT03852030,Experimental
NCT03382418,Experimental
NCT03158038,Experimental
NCT03382418,Experimental
NCT03170206,Experimental
NCT03170206,Experimental
NCT03170206,Experimental
NCT03170206,Experimental
NCT03912350,Experimental
NCT01647438,Experimental
NCT01921179,Experimental
NCT01214655,Experimental
NCT01214655,Experimental
NCT01693874,Experimental
NCT02535572,Experimental
NCT03136094,Experimental
NCT02696291,Experimental
NCT02696291,Experimental
NCT02696291,Experimental
NCT00183339,Experimental
NCT01992341,Experimental
NCT00813423,Experimental
NCT03283553,Experimental
NCT04086264,Experimental
NCT04086264,Experimental
NCT04086264,Experimental
NCT03212677,Experimental
NCT03212677,Experimental
NCT03212677,Experimental
NCT03212677,Experimental
NCT03212677,Experimental
NCT01802944,Experimental
NCT01802944,Experimental
NCT01802944,Experimental
NCT02061423,Experimental
NCT01150695,Experimental
NCT04123223,Experimental
NCT04123223,Experimental
NCT01150695,Experimental
NCT01457339,Experimental
NCT03947983,Experimental
NCT03385486,Experimental
NCT02696291,Experimental
NCT02696291,Experimental
NCT01265953,Experimental
NCT00796315,Experimental
NCT02853149,Experimental
NCT04363242,Experimental
NCT04363242,Experimental
NCT02871921,Experimental
NCT02823262,Experimental
NCT03727815,Experimental
NCT03727815,Experimental
NCT03995667,Experimental
NCT02445794,Experimental
NCT02445794,Experimental
NCT04475523,Experimental
NCT02325128,Experimental
NCT03784846,Experimental
NCT03235219,Experimental
NCT03235219,Experimental
NCT02777554,Experimental
NCT02777554,Experimental
NCT02777554,Experimental
NCT02777554,Experimental
NCT01671475,Experimental
NCT02899988,Experimental
NCT02899988,Experimental
NCT01330420,Experimental
NCT01671332,Experimental
NCT01932242,Experimental
NCT01932242,Experimental
NCT02290639,Experimental
NCT02787434,Experimental
NCT01314599,Experimental
NCT01448447,Experimental
NCT01448447,Experimental
NCT03137082,Experimental
NCT02899988,Experimental
NCT02905929,Experimental
NCT04407767,Experimental
NCT04030962,Experimental
NCT04030962,Experimental
NCT04030962,Experimental
NCT04030962,Experimental
NCT04030962,Experimental
NCT04030962,Experimental
NCT04086264,Experimental
NCT00935623,Experimental
NCT00410904,Experimental
NCT01941810,Experimental
NCT02022423,Experimental
NCT00004263,Experimental
NCT02973399,Experimental
NCT01834794,Experimental
NCT04221997,Experimental
NCT03602014,Experimental
NCT01256164,Experimental
NCT04524104,Experimental
NCT00025389,Experimental
NCT00098670,Experimental
NCT00085124,Experimental
NCT00085124,Experimental
NCT03722316,Experimental
NCT04542642,Experimental
NCT04178577,Experimental
NCT02982070,Experimental
NCT00831766,Experimental
NCT00831766,Experimental
NCT02958969,Experimental
NCT02022423,Experimental
NCT03758625,Experimental
NCT01616797,Experimental
NCT03758625,Experimental
NCT00118157,Experimental
NCT00462358,Experimental
NCT00462358,Experimental
NCT03868930,Experimental
NCT00435617,Experimental
NCT03705325,Experimental
NCT03614949,Experimental
NCT03384836,Experimental
NCT02746263,Experimental
NCT01454284,Experimental
NCT04118972,Experimental
NCT00938964,Experimental
NCT03631472,Experimental
NCT02992977,Experimental
NCT02963090,Experimental
NCT02295059,Experimental
NCT02295059,Experimental
NCT03758625,Experimental
NCT03758625,Experimental
NCT01678079,Experimental
NCT01678079,Experimental
NCT01678079,Experimental
NCT03126981,Experimental
NCT01513343,Experimental
NCT01825252,Experimental
NCT04481568,Experimental
NCT04179721,Experimental
NCT03261661,Experimental
NCT03261661,Experimental
NCT04034004,Experimental
NCT04034004,Experimental
NCT03354585,Experimental
NCT02754557,Experimental
NCT02754557,Experimental
NCT00124280,Experimental
NCT00124280,Experimental
NCT03377855,Experimental
NCT03688126,Experimental
NCT02041923,Experimental
NCT01440907,Experimental
NCT01127633,Experimental
NCT00935623,Experimental
NCT00983892,Experimental
NCT00596284,Experimental
NCT03688126,Experimental
NCT02140021,Experimental
NCT02496780,Experimental
NCT02496780,Experimental
NCT01954576,Experimental
NCT04488575,Experimental
NCT01566890,Experimental
NCT01394003,Experimental
NCT02665143,Experimental
NCT04374630,Experimental
NCT01090011,Experimental
NCT02487485,Experimental
NCT01090011,Experimental
NCT02053506,Experimental
NCT02819141,Experimental
NCT04458194,Experimental
NCT04458194,Experimental
NCT03183050,Experimental
NCT00903695,Experimental
NCT02053506,Experimental
NCT04170062,Experimental
NCT04170062,Experimental
NCT02853435,Experimental
NCT00874575,Experimental
NCT00874575,Experimental
NCT03069352,Experimental
NCT02929485,Experimental
NCT02929485,Experimental
NCT00941876,Experimental
NCT01910402,Experimental
NCT02551640,Experimental
NCT00783172,Experimental
NCT00089154,Experimental
NCT00055861,Experimental
NCT00751270,Experimental
NCT00751270,Experimental
NCT01709110,Experimental
NCT03280836,Experimental
NCT02835729,Experimental
NCT02835729,Experimental
NCT01130506,Experimental
NCT03383666,Experimental
NCT01468896,Experimental
NCT00874575,Experimental
NCT02333045,Experimental
NCT01649947,Experimental
NCT02333045,Experimental
NCT01417286,Experimental
NCT01250938,Experimental
NCT01100268,Experimental
NCT02717754,Experimental
NCT02717754,Experimental
NCT03634397,Experimental
NCT00514449,Experimental
NCT00515177,Experimental
NCT03223337,Experimental
NCT03223337,Experimental
NCT03840096,Experimental
NCT00079456,Experimental
NCT04491591,Experimental
NCT04491591,Experimental
NCT03584945,Experimental
NCT03917979,Experimental
NCT04117022,Experimental
NCT03170700,Experimental
NCT03170700,Experimental
NCT01017640,Experimental
NCT01017640,Experimental
NCT00026221,Experimental
NCT00026221,Experimental
NCT01506323,Experimental
NCT00760474,Experimental
NCT00760474,Experimental
NCT04369742,Experimental
NCT00418314,Experimental
NCT00767806,Experimental
NCT01772290,Experimental
NCT01772290,Experimental
NCT01772290,Experimental
NCT01928758,Experimental
NCT01928719,Experimental
NCT04060030,Experimental
NCT04205539,Experimental
NCT02246075,Experimental
NCT02246075,Experimental
NCT03574584,Experimental
NCT03574584,Experimental
NCT04254562,Experimental
NCT02955537,Experimental
NCT01219647,Experimental
NCT01657422,Experimental
NCT04514471,Experimental
NCT02429479,Experimental
NCT00026221,Experimental
NCT00380068,Experimental
NCT03367845,Experimental
NCT03367845,Experimental
NCT03367845,Experimental
NCT03367845,Experimental
NCT04567394,Experimental
NCT02429479,Experimental
NCT04188106,Experimental
NCT04362189,Experimental
NCT03482440,Experimental
NCT04097353,Experimental
NCT03637972,Experimental
NCT03637972,Experimental
NCT03637972,Experimental
NCT03637972,Experimental
NCT02037750,Experimental
NCT03717233,Experimental
NCT01649947,Experimental
NCT01742338,Experimental
NCT03737318,Experimental
NCT03523507,Experimental
NCT01535924,Experimental
NCT00417976,Experimental
NCT01846845,Experimental
NCT01839123,Experimental
NCT02992522,Experimental
NCT01814501,Experimental
NCT02077959,Experimental
NCT02049541,Experimental
NCT03446833,Experimental
NCT00917085,Experimental
NCT02266576,Experimental
NCT02025439,Experimental
NCT02025439,Experimental
NCT01996865,Experimental
NCT04501536,Experimental
NCT04501536,Experimental
NCT04470544,Experimental
NCT00170079,Experimental
NCT02313181,Experimental
NCT01958437,Experimental
NCT02303392,Experimental
NCT02637427,Experimental
NCT00320749,Experimental
NCT02853435,Experimental
NCT02853435,Experimental
NCT03246113,Experimental
NCT02140775,Experimental
NCT00568308,Experimental
NCT01545934,Experimental
NCT01812005,Experimental
NCT01812005,Experimental
NCT03097016,Experimental
NCT03353922,Experimental
NCT00045903,Experimental
NCT02256085,Experimental
NCT02256085,Experimental
NCT01401023,Experimental
NCT03569059,Experimental
NCT03569059,Experimental
NCT03569059,Experimental
NCT04390243,Experimental
NCT00482963,Experimental
NCT03057119,Experimental
NCT00542113,Experimental
NCT00542113,Experimental
NCT03278340,Experimental
NCT03740139,Experimental
NCT03344419,Experimental
NCT01811940,Experimental
NCT03130699,Experimental
NCT03130699,Experimental
NCT03130699,Experimental
NCT00176462,Experimental
NCT00176462,Experimental
NCT00676793,Experimental
NCT03511001,Experimental
NCT04363450,Experimental
NCT00784849,Experimental
NCT00736268,Experimental
NCT00332228,Experimental
NCT04492462,Experimental
NCT04492462,Experimental
NCT04150055,Experimental
NCT03112720,Experimental
NCT03028948,Experimental
NCT00879996,Experimental
NCT03810365,Experimental
NCT04204447,Experimental
NCT01297062,Experimental
NCT03865758,Experimental
NCT04189523,Experimental
NCT03181022,Experimental
NCT03313375,Experimental
NCT03459118,Experimental
NCT00271739,Experimental
NCT01882439,Experimental
NCT01882439,Experimental
NCT01880372,Experimental
NCT04204447,Experimental
NCT03557294,Experimental
NCT03557294,Experimental
NCT02147613,Experimental
NCT03202277,Experimental
NCT03227575,Experimental
NCT03227575,Experimental
NCT00968773,Experimental
NCT02021578,Experimental
NCT00713050,Experimental
NCT03737318,Experimental
NCT02328690,Experimental
NCT04309370,Experimental
NCT02321644,Experimental
NCT02321644,Experimental
NCT02321644,Experimental
NCT03900754,Experimental
NCT01244568,Experimental
NCT00574769,Experimental
NCT01582451,Experimental
NCT00760383,Experimental
NCT02352532,Experimental
NCT00731588,Experimental
NCT00731588,Experimental
NCT01719679,Experimental
NCT00788632,Experimental
NCT00788632,Experimental
NCT01797497,Experimental
NCT02710318,Experimental
NCT00771589,Experimental
NCT04232657,Experimental
NCT01790438,Experimental
NCT02321644,Experimental
NCT04309370,Experimental
NCT00775788,Experimental
NCT02399215,Experimental
NCT04294264,Experimental
NCT04253483,Experimental
NCT04253483,Experimental
NCT01112917,Experimental
NCT03937687,Experimental
NCT03937687,Experimental
NCT03677739,Experimental
NCT03677739,Experimental
NCT03233555,Experimental
NCT03233555,Experimental
NCT03233555,Experimental
NCT02295540,Experimental
NCT01032590,Experimental
NCT01001429,Experimental
NCT00496366,Experimental
NCT03198793,Experimental
NCT02621944,Experimental
NCT02621944,Experimental
NCT02621944,Experimental
NCT03055598,Experimental
NCT00063804,Experimental
NCT00063804,Experimental
NCT00063804,Experimental
NCT03406260,Experimental
NCT01940679,Experimental
NCT01352286,Experimental
NCT01240993,Experimental
NCT01940679,Experimental
NCT04018092,Experimental
NCT01940679,Experimental
NCT03581877,Experimental
NCT00587496,Experimental
NCT00587496,Experimental
NCT00587496,Experimental
NCT00723203,Experimental
NCT01978080,Experimental
NCT02080975,Experimental
NCT01439750,Experimental
NCT01439750,Experimental
NCT01908517,Experimental
NCT00626457,Experimental
NCT02290938,Experimental
NCT03406260,Experimental
NCT04473729,Experimental
NCT04473729,Experimental
NCT03582683,Experimental
NCT02219906,Experimental
NCT03778177,Experimental
NCT01245673,Experimental
NCT01264718,Experimental
NCT02508935,Experimental
NCT02224352,Experimental
NCT00993590,Experimental
NCT03841682,Experimental
NCT01174290,Experimental
NCT04473729,Experimental
NCT01618461,Experimental
NCT01618461,Experimental
NCT01618461,Experimental
NCT01490697,Experimental
NCT01940679,Experimental
NCT01182727,Experimental
NCT01239368,Experimental
NCT01239368,Experimental
NCT00775788,Experimental
NCT00775788,Experimental
NCT03737318,Experimental
NCT03249103,Experimental
NCT04418934,Experimental
NCT01511432,Experimental
NCT01511432,Experimental
NCT03458013,Experimental
NCT03342872,Experimental
NCT03342872,Experimental
NCT01552356,Experimental
NCT02792296,Experimental
NCT02792296,Experimental
NCT02792296,Experimental
NCT01537887,Experimental
NCT00504023,Experimental
NCT04300049,Experimental
NCT01422135,Experimental
NCT01422135,Experimental
NCT01422135,Experimental
NCT01422135,Experimental
NCT01422135,Experimental
NCT01422135,Experimental
NCT03929939,Experimental
NCT03249103,Experimental
NCT00775788,Experimental
NCT01226277,Experimental
NCT04427527,Experimental
NCT02349555,Experimental
NCT03848312,Experimental
NCT01435616,Experimental
NCT02028286,Experimental
NCT03672240,Experimental
NCT02482935,Experimental
NCT02482935,Experimental
NCT01196169,Experimental
NCT00074802,Experimental
NCT00074802,Experimental
NCT01783327,Experimental
NCT01046214,Experimental
NCT04474405,Experimental
NCT04474405,Experimental
NCT00947206,Experimental
NCT03774186,Experimental
NCT02366754,Experimental
NCT01096628,Experimental
NCT02860442,Experimental
NCT02808598,Experimental
NCT02037568,Experimental
NCT02706964,Experimental
NCT01729299,Experimental
NCT01495858,Experimental
NCT01280591,Experimental
NCT01280591,Experimental
NCT00224419,Experimental
NCT02808702,Experimental
NCT01436214,Experimental
NCT01698112,Experimental
NCT01698112,Experimental
NCT03885232,Experimental
NCT03333252,Experimental
NCT00679289,Experimental
NCT00679289,Experimental
NCT00679289,Experimental
NCT02511301,Experimental
NCT00621530,Experimental
NCT01135095,Experimental
NCT00775788,Experimental
NCT00775788,Experimental
NCT01729299,Experimental
NCT01729299,Experimental
NCT04281290,Experimental
NCT02342795,Experimental
NCT02309580,Experimental
NCT03461783,Experimental
NCT00458211,Experimental
NCT03781154,Experimental
NCT03781154,Experimental
NCT01324999,Experimental
NCT01253161,Experimental
NCT03832933,Experimental
NCT02342795,Experimental
NCT00553319,Experimental
NCT02342795,Experimental
NCT02342795,Experimental
NCT03806751,Experimental
NCT02874989,Experimental
NCT01824511,Experimental
NCT02121652,Experimental
NCT02944578,Experimental
NCT00553319,Experimental
NCT03779191,Experimental
NCT04371159,Experimental
NCT01323114,Experimental
NCT04526418,Experimental
NCT00120471,Experimental
NCT00936897,Experimental
NCT00518882,Experimental
NCT04203238,Experimental
NCT03710161,Experimental
NCT04203238,Experimental
NCT01894581,Experimental
NCT03713320,Experimental
NCT00332709,Experimental
NCT03807817,Experimental
NCT00332709,Experimental
NCT03489356,Experimental
NCT01654315,Experimental
NCT00392015,Experimental
NCT00392015,Experimental
NCT03521817,Experimental
NCT02068937,Experimental
NCT01498640,Experimental
NCT04587115,Experimental
NCT04587115,Experimental
NCT01796106,Experimental
NCT03807817,Experimental
NCT03172962,Experimental
NCT02807155,Experimental
NCT02521454,Experimental
NCT00120471,Experimental
NCT04438161,Experimental
NCT00120471,Experimental
NCT03555266,Experimental
NCT01654315,Experimental
NCT03927742,Experimental
NCT02752035,Experimental
NCT02752035,Experimental
NCT02752035,Experimental
NCT00547716,Experimental
NCT00704067,Experimental
NCT02458313,Experimental
NCT00124514,Experimental
NCT02692417,Experimental
NCT02692417,Experimental
NCT02524366,Experimental
NCT00336232,Experimental
NCT00608426,Experimental
NCT02950337,Experimental
NCT00308061,Experimental
NCT02950337,Experimental
NCT04274894,Experimental
NCT02950337,Experimental
NCT01717287,Experimental
NCT01717287,Experimental
NCT00120471,Experimental
NCT02716909,Experimental
NCT02807155,Experimental
NCT01878786,Experimental
NCT04258722,Experimental
NCT02070029,Experimental
NCT01092078,Experimental
NCT01092078,Experimental
NCT02135276,Experimental
NCT02135276,Experimental
NCT01092078,Experimental
NCT01157897,Experimental
NCT03205982,Experimental
NCT01753115,Experimental
NCT02316353,Experimental
NCT02316353,Experimental
NCT01753115,Experimental
NCT01753115,Experimental
NCT01157897,Experimental
NCT01341275,Experimental
NCT03004157,Experimental
NCT03004157,Experimental
NCT03004157,Experimental
NCT01341275,Experimental
NCT00978484,Experimental
NCT04357587,Experimental
NCT02200055,Experimental
NCT02069379,Experimental
NCT01341275,Experimental
NCT04030117,Experimental
NCT01874964,Experimental
NCT02539576,Experimental
NCT01878786,Experimental
NCT01878786,Experimental
NCT01327105,Experimental
NCT03474029,Experimental
NCT03313765,Experimental
NCT01070056,Experimental
NCT01190267,Experimental
NCT01498640,Experimental
NCT02662023,Experimental
NCT01157897,Experimental
NCT01431742,Experimental
NCT00624767,Experimental
NCT02968199,Experimental
NCT00048555,Experimental
NCT04315311,Experimental
NCT02091154,Experimental
NCT02091154,Experimental
NCT02091154,Experimental
NCT01631747,Experimental
NCT02879812,Experimental
NCT01341275,Experimental
NCT02174978,Experimental
NCT02174978,Experimental
NCT03830307,Experimental
NCT00321971,Experimental
NCT03739021,Experimental
NCT00358917,Experimental
NCT02924857,Experimental
NCT02396589,Experimental
NCT00422448,Experimental
NCT03306147,Experimental
NCT03753373,Experimental
NCT03175640,Experimental
NCT01050907,Experimental
NCT01109602,Experimental
NCT01109602,Experimental
NCT02703506,Experimental
NCT01848353,Experimental
NCT01599624,Experimental
NCT00978627,Experimental
NCT01848353,Experimental
NCT02889809,Experimental
NCT01848353,Experimental
NCT01599624,Experimental
NCT02865967,Experimental
NCT03571750,Experimental
NCT02865967,Experimental
NCT02865967,Experimental
NCT01063179,Experimental
NCT02188368,Experimental
NCT02188368,Experimental
NCT03565653,Experimental
NCT03565653,Experimental
NCT00322049,Experimental
NCT00322049,Experimental
NCT02125591,Experimental
NCT02421367,Experimental
NCT00396318,Experimental
NCT02421367,Experimental
NCT00988403,Experimental
NCT02421367,Experimental
NCT00988403,Experimental
NCT03278808,Experimental
NCT00988403,Experimental
NCT00988403,Experimental
NCT03165591,Experimental
NCT03061188,Experimental
NCT01044095,Experimental
NCT01044095,Experimental
NCT03930420,Experimental
NCT01744548,Experimental
NCT02587520,Experimental
NCT01737762,Experimental
NCT01092572,Experimental
NCT02587520,Experimental
NCT02587520,Experimental
NCT02587520,Experimental
NCT00996164,Experimental
NCT02188368,Experimental
NCT03337139,Experimental
NCT04310527,Experimental
NCT02685826,Experimental
NCT01308437,Experimental
NCT02063178,Experimental
NCT00496145,Experimental
NCT04417361,Experimental
NCT01401842,Experimental
NCT02236572,Experimental
NCT02217345,Experimental
NCT02587520,Experimental
NCT02587520,Experimental
NCT02587520,Experimental
NCT02103335,Experimental
NCT02708264,Experimental
NCT04484090,Experimental
NCT01671397,Experimental
NCT02587520,Experimental
NCT01857245,Experimental
NCT01857245,Experimental
NCT01239095,Experimental
NCT03081871,Experimental
NCT01190254,Experimental
NCT01190254,Experimental
NCT00576693,Experimental
NCT00576693,Experimental
NCT00587990,Experimental
NCT02685826,Experimental
NCT04310527,Experimental
NCT00587990,Experimental
NCT03968848,Experimental
NCT03968848,Experimental
NCT04310527,Experimental
NCT02206425,Experimental
NCT02206425,Experimental
NCT00607620,Experimental
NCT02206425,Experimental
NCT03063528,Experimental
NCT02587520,Experimental
NCT03242655,Experimental
NCT02206425,Experimental
NCT03906942,Experimental
NCT02206425,Experimental
NCT03063528,Experimental
NCT02587520,Experimental
NCT02587520,Experimental
NCT02206425,Experimental
NCT02206425,Experimental
NCT02206425,Experimental
NCT02587520,Experimental
NCT02206425,Experimental
NCT02206425,Experimental
NCT02685826,Experimental
NCT02976831,Experimental
NCT03739021,Experimental
NCT02179788,Experimental
NCT00528931,Experimental
NCT00135798,Experimental
NCT00135798,Experimental
NCT01333917,Experimental
NCT01951417,Experimental
NCT03467737,Experimental
NCT02714413,Experimental
NCT02714413,Experimental
NCT02714413,Experimental
NCT02714413,Experimental
NCT02893150,Experimental
NCT01968642,Experimental
NCT01396044,Experimental
NCT00538083,Experimental
NCT01396044,Experimental
NCT00680706,Experimental
NCT01658800,Experimental
NCT00232115,Experimental
NCT01589978,Experimental
NCT00767039,Experimental
NCT02543931,Experimental
NCT04514653,Experimental
NCT01512095,Experimental
NCT02828111,Experimental
NCT04514653,Experimental
NCT02923193,Experimental
NCT00718653,Experimental
NCT00718653,Experimental
NCT03055858,Experimental
NCT02842853,Experimental
NCT00538083,Experimental
NCT03740490,Experimental
NCT00271011,Experimental
NCT01315483,Experimental
NCT01315483,Experimental
NCT01771575,Experimental
NCT01694849,Experimental
NCT01694849,Experimental
NCT03976336,Experimental
NCT03467737,Experimental
NCT02299726,Experimental
NCT01652573,Experimental
NCT01125397,Experimental
NCT00857376,Experimental
NCT00857376,Experimental
NCT00857376,Experimental
NCT03326596,Experimental
NCT03467737,Experimental
NCT00974259,Experimental
NCT00407147,Experimental
NCT02664610,Experimental
NCT04477304,Experimental
NCT02828111,Experimental
NCT02543931,Experimental
NCT02828111,Experimental
NCT02151877,Experimental
NCT00809627,Experimental
NCT02141178,Experimental
NCT01713530,Experimental
NCT03960970,Experimental
NCT00675506,Experimental
NCT01772823,Experimental
NCT01770184,Experimental
NCT04139928,Experimental
NCT01364805,Experimental
NCT00682669,Experimental
NCT00613730,Experimental
NCT01975818,Experimental
NCT01822171,Experimental
NCT03771196,Experimental
NCT01049048,Experimental
NCT01925794,Experimental
NCT03790137,Experimental
NCT02435771,Experimental
NCT02435771,Experimental
NCT03843437,Experimental
NCT02435771,Experimental
NCT00856856,Experimental
NCT01199172,Experimental
NCT01713530,Experimental
NCT01975818,Experimental
NCT02828111,Experimental
NCT03408483,Experimental
NCT01769456,Experimental
NCT00943904,Experimental
NCT04469036,Experimental
NCT02840097,Experimental
NCT02840097,Experimental
NCT01772823,Experimental
NCT03633708,Experimental
NCT04120194,Experimental
NCT04554966,Experimental
NCT00701259,Experimental
NCT04554966,Experimental
NCT00701259,Experimental
NCT04554966,Experimental
NCT04554966,Experimental
NCT04554966,Experimental
NCT01951209,Experimental
NCT01951209,Experimental
NCT03777020,Experimental
NCT00385697,Experimental
NCT00385697,Experimental
NCT00385697,Experimental
NCT00313404,Experimental
NCT03481894,Experimental
NCT00538083,Experimental
NCT02221726,Experimental
NCT04295538,Experimental
NCT04357730,Experimental
NCT01317667,Experimental
NCT02564055,Experimental
NCT02564055,Experimental
NCT02895997,Experimental
NCT02564055,Experimental
NCT02564055,Experimental
NCT00548639,Experimental
NCT03735407,Experimental
NCT01423825,Experimental
NCT01996072,Experimental
NCT01795547,Experimental
NCT04357730,Experimental
NCT02842853,Experimental
NCT03640208,Experimental
NCT02197689,Experimental
NCT00260156,Experimental
NCT02968381,Experimental
NCT02031991,Experimental
NCT02004691,Experimental
NCT03984838,Experimental
NCT04374552,Experimental
NCT00680069,Experimental
NCT00761631,Experimental
NCT03240068,Experimental
NCT01317667,Experimental
NCT04018417,Experimental
NCT03093662,Experimental
NCT02509377,Experimental
NCT04250077,Experimental
NCT04250077,Experimental
NCT02781844,Experimental
NCT02781844,Experimental
NCT04006119,Experimental
NCT03945981,Experimental
NCT02781844,Experimental
NCT02781844,Experimental
NCT01333488,Experimental
NCT01917994,Experimental
NCT03726320,Experimental
NCT01333488,Experimental
NCT03112993,Experimental
NCT02137512,Experimental
NCT00322257,Experimental
NCT03481270,Experimental
NCT04502290,Experimental
NCT00970853,Experimental
NCT03992469,Experimental
NCT03604705,Experimental
NCT00746993,Experimental
NCT01317667,Experimental
NCT01967394,Experimental
NCT03467737,Experimental
NCT00680069,Experimental
NCT02365116,Experimental
NCT00787566,Experimental
NCT00822367,Experimental
NCT04221633,Experimental
NCT00787566,Experimental
NCT03180723,Experimental
NCT04221633,Experimental
NCT00856830,Experimental
NCT03219372,Experimental
NCT01336764,Experimental
NCT03467737,Experimental
NCT00463060,Experimental
NCT03401385,Experimental
NCT03401385,Experimental
NCT01975818,Experimental
NCT02307565,Experimental
NCT03678870,Experimental
NCT04481373,Experimental
NCT04018573,Experimental
NCT01261325,Experimental
NCT01166919,Experimental
NCT01261325,Experimental
NCT04033432,Experimental
NCT02221726,Experimental
NCT02842853,Experimental
NCT00728377,Experimental
NCT02564042,Experimental
NCT01660607,Experimental
NCT02564042,Experimental
NCT00734175,Experimental
NCT00722774,Experimental
NCT03224819,Experimental
NCT04200443,Experimental
NCT01402453,Experimental
NCT03224819,Experimental
NCT03008837,Experimental
NCT02874131,Experimental
NCT00674336,Experimental
NCT00959764,Experimental
NCT04495569,Experimental
NCT04495569,Experimental
NCT04323267,Experimental
NCT01841957,Experimental
NCT03352115,Experimental
NCT04039399,Experimental
NCT02655354,Experimental
NCT00787566,Experimental
NCT03467737,Experimental
NCT02755831,Experimental
NCT01742169,Experimental
NCT02564042,Experimental
NCT02564042,Experimental
NCT00924508,Experimental
NCT03271931,Experimental
NCT01724125,Experimental
NCT02924194,Experimental
NCT04371419,Experimental
NCT02800486,Experimental
NCT04074928,Experimental
NCT02021344,Experimental
NCT02240407,Experimental
NCT00208026,Experimental
NCT01040832,Experimental
NCT02519868,Experimental
NCT02344576,Experimental
NCT02924194,Experimental
NCT02511054,Experimental
NCT01296698,Experimental
NCT02026297,Experimental
NCT02511054,Experimental
NCT02511054,Experimental
NCT02511054,Experimental
NCT01175122,Experimental
NCT00097838,Experimental
NCT00097838,Experimental
NCT00097838,Experimental
NCT03185871,Experimental
NCT02351544,Experimental
NCT02351544,Experimental
NCT02222662,Experimental
NCT02079831,Experimental
NCT04371419,Experimental
NCT02079831,Experimental
NCT01817244,Experimental
NCT02455011,Experimental
NCT02455011,Experimental
NCT02455011,Experimental
NCT02455011,Experimental
NCT03246126,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04204018,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT00734539,Experimental
NCT04371419,Experimental
NCT04266821,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT04371419,Experimental
NCT02021344,Experimental
NCT02222662,Experimental
NCT01223313,Experimental
NCT04139187,Experimental
NCT01350336,Experimental
NCT02364570,Experimental
NCT02364570,Experimental
NCT02364570,Experimental
NCT02230566,Experimental
NCT03884478,Experimental
NCT02458092,Experimental
NCT02230566,Experimental
NCT03597516,Experimental
NCT02230566,Experimental
NCT00727636,Experimental
NCT02230566,Experimental
NCT04059705,Experimental
NCT02849301,Experimental
NCT00865358,Experimental
NCT03058692,Experimental
NCT04418856,Experimental
NCT01129570,Experimental
NCT03404531,Experimental
NCT02239770,Experimental
NCT04418856,Experimental
NCT03518294,Experimental
NCT03337217,Experimental
NCT02239770,Experimental
NCT03884478,Experimental
NCT01403428,Experimental
NCT00097838,Experimental
NCT02872454,Experimental
NCT02458092,Experimental
NCT01171027,Experimental
NCT02814994,Experimental
NCT02814994,Experimental
NCT02372175,Experimental
NCT02191748,Experimental
NCT02069782,Experimental
NCT03327831,Experimental
NCT03174769,Experimental
NCT02372175,Experimental
NCT02372175,Experimental
NCT04379830,Experimental
NCT01707069,Experimental
NCT03377621,Experimental
NCT01686282,Experimental
NCT01244204,Experimental
NCT03877497,Experimental
NCT01707069,Experimental
NCT03411278,Experimental
NCT04211545,Experimental
NCT01707069,Experimental
NCT02167386,Experimental
NCT03483805,Experimental
NCT02455011,Experimental
NCT01051284,Experimental
NCT02948738,Experimental
NCT00283283,Experimental
NCT02930226,Experimental
NCT02930226,Experimental
NCT02930226,Experimental
NCT02930226,Experimental
NCT00283283,Experimental
NCT03110952,Experimental
NCT03110952,Experimental
NCT03110952,Experimental
NCT03141138,Experimental
NCT03141138,Experimental
NCT03141138,Experimental
NCT03141138,Experimental
NCT02301195,Experimental
NCT03436160,Experimental
NCT03436160,Experimental
NCT02859142,Experimental
NCT03436160,Experimental
NCT03531242,Experimental
NCT00283283,Experimental
NCT01256203,Experimental
