NCTId,ArmGroupType
NCT00245453,Active Comparator
NCT03051997,Active Comparator
NCT00200096,Active Comparator
NCT03196999,Active Comparator
NCT03317795,Active Comparator
NCT03317795,Active Comparator
NCT00245453,Active Comparator
NCT00245453,Active Comparator
NCT01481779,Active Comparator
NCT01619020,Active Comparator
NCT00411892,Active Comparator
NCT03168854,Active Comparator
NCT00004992,Active Comparator
NCT00004992,Active Comparator
NCT01428258,Active Comparator
NCT01260441,Active Comparator
NCT01260441,Active Comparator
NCT03196999,Active Comparator
NCT04277780,Active Comparator
NCT01672684,Active Comparator
NCT01644812,Active Comparator
NCT02088749,Active Comparator
NCT00781586,Active Comparator
NCT02464410,Active Comparator
NCT03310918,Active Comparator
NCT01858051,Active Comparator
NCT01858051,Active Comparator
NCT03854032,Active Comparator
NCT01611948,Active Comparator
NCT03200366,Active Comparator
NCT01312181,Active Comparator
NCT01312181,Active Comparator
NCT01268670,Active Comparator
NCT01268670,Active Comparator
NCT03653637,Active Comparator
NCT01066949,Active Comparator
NCT03200366,Active Comparator
NCT03199313,Active Comparator
NCT03199313,Active Comparator
NCT04491175,Active Comparator
NCT01723059,Active Comparator
NCT01637129,Active Comparator
NCT02148003,Active Comparator
NCT04514471,Active Comparator
NCT02148003,Active Comparator
NCT01977989,Active Comparator
NCT02034513,Active Comparator
NCT00986115,Active Comparator
NCT02429479,Active Comparator
NCT01219647,Active Comparator
NCT02161913,Active Comparator
NCT02429479,Active Comparator
NCT01105169,Active Comparator
NCT01105169,Active Comparator
NCT02925481,Active Comparator
NCT01451762,Active Comparator
NCT00529308,Active Comparator
NCT00769262,Active Comparator
NCT00308971,Active Comparator
NCT04187092,Active Comparator
NCT00520611,Active Comparator
NCT01527617,Active Comparator
NCT03848312,Active Comparator
NCT02763917,Active Comparator
NCT00713050,Active Comparator
NCT01782014,Active Comparator
NCT02205528,Active Comparator
NCT04254562,Active Comparator
NCT00520611,Active Comparator
NCT04135443,Active Comparator
NCT03642769,Active Comparator
NCT01782014,Active Comparator
NCT02903433,Active Comparator
NCT01772290,Active Comparator
NCT00418314,Active Comparator
NCT01044927,Active Comparator
NCT01506323,Active Comparator
NCT01451762,Active Comparator
NCT02746874,Active Comparator
NCT02558855,Active Comparator
NCT02378727,Active Comparator
NCT03223337,Active Comparator
NCT00515177,Active Comparator
NCT03375099,Active Comparator
NCT03375099,Active Comparator
NCT03375099,Active Comparator
NCT02812147,Active Comparator
NCT02931435,Active Comparator
NCT01742338,Active Comparator
NCT04221815,Active Comparator
NCT01810640,Active Comparator
NCT02688192,Active Comparator
NCT02688192,Active Comparator
NCT03028948,Active Comparator
NCT04576832,Active Comparator
NCT03112720,Active Comparator
NCT00332228,Active Comparator
NCT03223337,Active Comparator
NCT04491591,Active Comparator
NCT01709110,Active Comparator
NCT03028233,Active Comparator
NCT00605189,Active Comparator
NCT00605189,Active Comparator
NCT00605189,Active Comparator
NCT03817931,Active Comparator
NCT03817931,Active Comparator
NCT02956408,Active Comparator
NCT01910402,Active Comparator
NCT02644057,Active Comparator
NCT03872856,Active Comparator
NCT02644057,Active Comparator
NCT04585230,Active Comparator
NCT04585230,Active Comparator
NCT04585230,Active Comparator
NCT01570309,Active Comparator
NCT03073343,Active Comparator
NCT03073343,Active Comparator
NCT01435616,Active Comparator
NCT02825251,Active Comparator
NCT03199313,Active Comparator
NCT01495858,Active Comparator
NCT02802774,Active Comparator
NCT03885232,Active Comparator
NCT01552213,Active Comparator
NCT01552213,Active Comparator
NCT00224419,Active Comparator
NCT01280591,Active Comparator
NCT01280591,Active Comparator
NCT01495858,Active Comparator
NCT02802774,Active Comparator
NCT00006172,Active Comparator
NCT00006172,Active Comparator
NCT01624194,Active Comparator
NCT02121652,Active Comparator
NCT02939287,Active Comparator
NCT01502124,Active Comparator
NCT03832933,Active Comparator
NCT02802774,Active Comparator
NCT02443142,Active Comparator
NCT03649958,Active Comparator
NCT01280500,Active Comparator
NCT02352532,Active Comparator
NCT03294538,Active Comparator
NCT00808210,Active Comparator
NCT02080429,Active Comparator
NCT01280500,Active Comparator
NCT01280500,Active Comparator
NCT01280500,Active Comparator
NCT00451308,Active Comparator
NCT01322997,Active Comparator
NCT01001429,Active Comparator
NCT01032590,Active Comparator
NCT00868309,Active Comparator
NCT03233555,Active Comparator
NCT00927862,Active Comparator
NCT01285362,Active Comparator
NCT01322997,Active Comparator
NCT02110381,Active Comparator
NCT02110381,Active Comparator
NCT00704912,Active Comparator
NCT01783327,Active Comparator
NCT02973594,Active Comparator
NCT04559191,Active Comparator
NCT01096628,Active Comparator
NCT03774186,Active Comparator
NCT00947206,Active Comparator
NCT00523042,Active Comparator
NCT01046214,Active Comparator
NCT03837860,Active Comparator
NCT02149823,Active Comparator
NCT02541032,Active Comparator
NCT02541032,Active Comparator
NCT03837860,Active Comparator
NCT03837860,Active Comparator
NCT01196169,Active Comparator
NCT00704912,Active Comparator
NCT00704912,Active Comparator
NCT02149823,Active Comparator
NCT02149823,Active Comparator
NCT03461783,Active Comparator
NCT03577990,Active Comparator
NCT02627001,Active Comparator
NCT01986894,Active Comparator
NCT03127358,Active Comparator
NCT00496483,Active Comparator
NCT03822182,Active Comparator
NCT03822182,Active Comparator
NCT01537887,Active Comparator
NCT03029702,Active Comparator
NCT02149823,Active Comparator
NCT03029702,Active Comparator
NCT03557775,Active Comparator
NCT00938782,Active Comparator
NCT00440596,Active Comparator
NCT03295994,Active Comparator
NCT03295994,Active Comparator
NCT02149823,Active Comparator
NCT02963090,Active Comparator
NCT01161095,Active Comparator
NCT03758625,Active Comparator
NCT00959933,Active Comparator
NCT02257346,Active Comparator
NCT00308763,Active Comparator
NCT00308763,Active Comparator
NCT00308763,Active Comparator
NCT00452582,Active Comparator
NCT02109757,Active Comparator
NCT00444457,Active Comparator
NCT04524351,Active Comparator
NCT02638168,Active Comparator
NCT04524351,Active Comparator
NCT04524351,Active Comparator
NCT04524351,Active Comparator
NCT04524351,Active Comparator
NCT02762370,Active Comparator
NCT00314158,Active Comparator
NCT00314158,Active Comparator
NCT04606030,Active Comparator
NCT04605198,Active Comparator
NCT03149185,Active Comparator
NCT02882100,Active Comparator
NCT00751179,Active Comparator
NCT04581603,Active Comparator
NCT04258397,Active Comparator
NCT00644631,Active Comparator
NCT04582617,Active Comparator
NCT04582617,Active Comparator
NCT04582617,Active Comparator
NCT04586530,Active Comparator
NCT04597957,Active Comparator
NCT02482610,Active Comparator
NCT02066948,Active Comparator
NCT04588025,Active Comparator
NCT04588025,Active Comparator
NCT02066948,Active Comparator
NCT04591288,Active Comparator
NCT04594902,Active Comparator
NCT03149185,Active Comparator
NCT00456248,Active Comparator
NCT01681992,Active Comparator
NCT02470754,Active Comparator
NCT01128621,Active Comparator
NCT01128621,Active Comparator
NCT00555425,Active Comparator
NCT02069925,Active Comparator
NCT01299896,Active Comparator
NCT01299896,Active Comparator
NCT02470754,Active Comparator
NCT04068662,Active Comparator
NCT03236155,Active Comparator
NCT00322049,Active Comparator
NCT02924857,Active Comparator
NCT03687086,Active Comparator
NCT02396589,Active Comparator
NCT01848353,Active Comparator
NCT01848353,Active Comparator
NCT01848353,Active Comparator
NCT03930420,Active Comparator
NCT03951064,Active Comparator
NCT00960479,Active Comparator
NCT03869970,Active Comparator
NCT03611660,Active Comparator
NCT04606966,Active Comparator
NCT03197454,Active Comparator
NCT02934191,Active Comparator
NCT04571502,Active Comparator
NCT03869970,Active Comparator
NCT03869970,Active Comparator
NCT03869970,Active Comparator
NCT03236155,Active Comparator
NCT03935048,Active Comparator
NCT01566461,Active Comparator
NCT01511107,Active Comparator
NCT01702428,Active Comparator
NCT03699930,Active Comparator
NCT04507204,Active Comparator
NCT01461889,Active Comparator
NCT00751179,Active Comparator
NCT04580524,Active Comparator
NCT03758625,Active Comparator
NCT03310112,Active Comparator
NCT04515576,Active Comparator
NCT01876667,Active Comparator
NCT03844412,Active Comparator
NCT03844412,Active Comparator
NCT03844412,Active Comparator
NCT04523636,Active Comparator
NCT04523636,Active Comparator
NCT04074928,Active Comparator
NCT04513899,Active Comparator
NCT04539002,Active Comparator
NCT04539158,Active Comparator
NCT03722589,Active Comparator
NCT03722589,Active Comparator
NCT04542304,Active Comparator
NCT04542551,Active Comparator
NCT04542551,Active Comparator
NCT02163525,Active Comparator
NCT02163525,Active Comparator
NCT04542551,Active Comparator
NCT04499937,Active Comparator
NCT02616198,Active Comparator
NCT04494698,Active Comparator
NCT00373958,Active Comparator
NCT01987115,Active Comparator
NCT04497129,Active Comparator
NCT04499781,Active Comparator
NCT04499937,Active Comparator
NCT02056340,Active Comparator
NCT03492229,Active Comparator
NCT02064426,Active Comparator
NCT03429413,Active Comparator
NCT03429413,Active Comparator
NCT04505410,Active Comparator
NCT03266939,Active Comparator
NCT03492229,Active Comparator
NCT04508348,Active Comparator
NCT04542551,Active Comparator
NCT04542551,Active Comparator
NCT04580524,Active Comparator
NCT04570839,Active Comparator
NCT04333615,Active Comparator
NCT04565509,Active Comparator
NCT04565509,Active Comparator
NCT04565509,Active Comparator
NCT04565509,Active Comparator
NCT04566874,Active Comparator
NCT02606006,Active Comparator
NCT03674970,Active Comparator
NCT03337217,Active Comparator
NCT04570930,Active Comparator
NCT04155047,Active Comparator
NCT01183637,Active Comparator
NCT04577313,Active Comparator
NCT04577313,Active Comparator
NCT02515578,Active Comparator
NCT04579393,Active Comparator
NCT02482675,Active Comparator
NCT03404531,Active Comparator
NCT03722589,Active Comparator
NCT04554212,Active Comparator
NCT03722589,Active Comparator
NCT03722589,Active Comparator
NCT01973153,Active Comparator
NCT01973153,Active Comparator
NCT01973153,Active Comparator
NCT04554212,Active Comparator
NCT04554212,Active Comparator
NCT03877497,Active Comparator
NCT01839903,Active Comparator
NCT04556175,Active Comparator
NCT02167386,Active Comparator
NCT02364570,Active Comparator
NCT01164644,Active Comparator
NCT01888718,Active Comparator
NCT04564443,Active Comparator
NCT01839903,Active Comparator
NCT01063179,Active Comparator
NCT00277654,Active Comparator
NCT01308437,Active Comparator
NCT02431494,Active Comparator
NCT03623633,Active Comparator
NCT03912350,Active Comparator
NCT01376778,Active Comparator
NCT03300297,Active Comparator
NCT03947983,Active Comparator
NCT02219321,Active Comparator
NCT02431494,Active Comparator
NCT02431494,Active Comparator
NCT01921179,Active Comparator
NCT03395314,Active Comparator
NCT03750409,Active Comparator
NCT03212677,Active Comparator
NCT02141178,Active Comparator
NCT02146326,Active Comparator
NCT02146326,Active Comparator
NCT02146326,Active Comparator
NCT03623633,Active Comparator
NCT01693874,Active Comparator
NCT03960970,Active Comparator
NCT01854229,Active Comparator
NCT01252316,Active Comparator
NCT01252316,Active Comparator
NCT01252316,Active Comparator
NCT03340051,Active Comparator
NCT02823262,Active Comparator
NCT00728377,Active Comparator
NCT02853149,Active Comparator
NCT01306266,Active Comparator
NCT02535572,Active Comparator
NCT01854229,Active Comparator
NCT04407767,Active Comparator
NCT02905929,Active Comparator
NCT03020875,Active Comparator
NCT03020875,Active Comparator
NCT02290639,Active Comparator
NCT01671332,Active Comparator
NCT02146326,Active Comparator
NCT00682669,Active Comparator
NCT03556293,Active Comparator
NCT03664765,Active Comparator
NCT03315663,Active Comparator
NCT03315663,Active Comparator
NCT01678079,Active Comparator
NCT01678079,Active Comparator
NCT01678079,Active Comparator
NCT00734344,Active Comparator
NCT00734344,Active Comparator
NCT02861131,Active Comparator
NCT02896010,Active Comparator
NCT04542642,Active Comparator
NCT03722316,Active Comparator
NCT02189889,Active Comparator
NCT00378950,Active Comparator
NCT01256164,Active Comparator
NCT03426137,Active Comparator
NCT02022423,Active Comparator
NCT02231957,Active Comparator
NCT02896010,Active Comparator
NCT03354585,Active Comparator
NCT00596284,Active Comparator
NCT03354585,Active Comparator
NCT03261661,Active Comparator
NCT03261661,Active Comparator
NCT04179721,Active Comparator
NCT04481568,Active Comparator
NCT01825252,Active Comparator
NCT00123578,Active Comparator
NCT00461162,Active Comparator
NCT00797615,Active Comparator
NCT01330810,Active Comparator
NCT01330810,Active Comparator
NCT04458194,Active Comparator
NCT03932773,Active Comparator
NCT03932773,Active Comparator
NCT04374630,Active Comparator
NCT02665143,Active Comparator
NCT01252316,Active Comparator
NCT04323267,Active Comparator
NCT00624520,Active Comparator
NCT03416738,Active Comparator
NCT01748994,Active Comparator
NCT00773617,Active Comparator
NCT02054624,Active Comparator
NCT02054624,Active Comparator
NCT03422367,Active Comparator
NCT02054624,Active Comparator
NCT03416738,Active Comparator
NCT03796208,Active Comparator
NCT01664624,Active Comparator
NCT02522923,Active Comparator
NCT01894581,Active Comparator
NCT03798691,Active Comparator
NCT03798691,Active Comparator
NCT00351741,Active Comparator
NCT03241732,Active Comparator
NCT03241732,Active Comparator
NCT00586300,Active Comparator
NCT00586300,Active Comparator
NCT00624520,Active Comparator
NCT00704067,Active Comparator
NCT03556293,Active Comparator
NCT03556293,Active Comparator
NCT03556293,Active Comparator
NCT02063178,Active Comparator
NCT03406975,Active Comparator
NCT00248612,Active Comparator
NCT00248612,Active Comparator
NCT01671397,Active Comparator
NCT00586300,Active Comparator
NCT01857245,Active Comparator
NCT03081871,Active Comparator
NCT00570440,Active Comparator
NCT01594632,Active Comparator
NCT01721798,Active Comparator
NCT01721798,Active Comparator
NCT01654315,Active Comparator
NCT01764698,Active Comparator
NCT01021644,Active Comparator
NCT02085473,Active Comparator
NCT00859053,Active Comparator
NCT04450316,Active Comparator
NCT03112993,Active Comparator
NCT01323114,Active Comparator
NCT01033942,Active Comparator
NCT03243084,Active Comparator
NCT00709696,Active Comparator
NCT00859053,Active Comparator
NCT00859053,Active Comparator
NCT03313765,Active Comparator
NCT00859053,Active Comparator
NCT03592771,Active Comparator
NCT03592771,Active Comparator
NCT02968381,Active Comparator
NCT02365116,Active Comparator
NCT03784846,Active Comparator
NCT02325128,Active Comparator
NCT01996943,Active Comparator
NCT01156610,Active Comparator
NCT04250077,Active Comparator
NCT03905720,Active Comparator
