,NCTId,ConditionMeshId
2786,NCT00818896,D000007037
40,NCT02959827,D000007037
1188,NCT01333488,D000007035
7595,NCT04545424,D000007035
6744,NCT02991690,D000007035
8457,NCT02621944,D000007035
8716,NCT03602014,D000007024
6207,NCT00046475,D000007024
1861,NCT00137319,D000007024
8207,NCT03313375,D000007022
6179,NCT00256724,D000007022
1861,NCT00137319,D000007022
2521,NCT04163614,D000007022
2063,NCT02323399,D000007022
2233,NCT03565653,D000007022
9367,NCT04257136,D000007022
9149,NCT04463394,D000007022
6207,NCT00046475,D000007022
8716,NCT03602014,D000007022
6336,NCT04239066,D000007021
2100,NCT01009905,D000007018
2315,NCT02781844,D000007011
4110,NCT04009291,D000007011
6408,NCT03516773,D000007011
6466,NCT01850940,D000007010
4728,NCT04119206,D000007010
4116,NCT02236598,D000007008
6188,NCT00962637,D000007006
1634,NCT02443090,D000007006
3639,NCT04274894,D000007006
9152,NCT04460872,D000007006
9611,NCT04049331,D000007006
3139,NCT02722278,D000007006
1268,NCT00328926,D000007006
9040,NCT04558567,D000007006
8581,NCT00266864,D000007006
9961,NCT03792477,D000007006
7329,NCT01301053,D000007003
9847,NCT03867344,D000007003
5766,NCT04028960,D000007003
4964,NCT00672204,D000007003
4415,NCT01563887,D000007003
3811,NCT01823341,D000007003
1020,NCT00589589,D000007003
6096,NCT01564407,D000006984
6424,NCT00021814,D000006984
2032,NCT01354613,D000006984
3437,NCT03723655,D000006984
1740,NCT04349072,D000006984
1790,NCT03131544,D000006984
7128,NCT03692273,D000006984
2889,NCT00981266,D000006984
5652,NCT04603521,D000006984
1170,NCT02660073,D000006984
2213,NCT00344903,D000006984
7404,NCT01399099,D000006984
3198,NCT01005732,D000006984
1811,NCT03403621,D000006984
1385,NCT02989103,D000006980
1330,NCT00490841,D000006977
5603,NCT03542812,D000006976
5863,NCT00370214,D000006976
8279,NCT00458042,D000006976
5699,NCT01646541,D000006976
8522,NCT03581877,D000006976
3729,NCT02191137,D000006976
5035,NCT03349775,D000006976
2445,NCT01862536,D000006976
5064,NCT00173537,D000006976
19,NCT02429284,D000006976
4989,NCT04071327,D000006976
8758,NCT03564522,D000006976
7988,NCT01980979,D000006976
8304,NCT00380068,D000006976
4403,NCT00360087,D000006976
2904,NCT03304548,D000006976
8408,NCT01324999,D000006976
5103,NCT03724487,D000006973
1852,NCT02779231,D000006973
6372,NCT00996281,D000006973
2924,NCT02188381,D000006973
3080,NCT03679117,D000006973
6923,NCT03370991,D000006973
2778,NCT02593032,D000006973
4394,NCT02519868,D000006973
8289,NCT00308386,D000006973
72,NCT00800267,D000006973
2726,NCT03577990,D000006973
5699,NCT01646541,D000006973
1301,NCT00847483,D000006973
7690,NCT00571038,D000006973
5561,NCT03579108,D000006973
4302,NCT01264627,D000006973
1213,NCT03310580,D000006973
2904,NCT03304548,D000006973
5756,NCT01995812,D000006973
1198,NCT00277498,D000006973
4991,NCT01174173,D000006973
9157,NCT04452331,D000006973
2441,NCT01416766,D000006973
8085,NCT01052220,D000006973
1330,NCT00490841,D000006973
3733,NCT00353574,D000006973
1711,NCT00783497,D000006973
2912,NCT00381992,D000006973
3074,NCT01167920,D000006973
2361,NCT00005444,D000006973
9187,NCT04414982,D000006973
5060,NCT01960946,D000006973
2580,NCT01841840,D000006973
5035,NCT03349775,D000006973
3682,NCT00389675,D000006973
2445,NCT01862536,D000006973
5064,NCT00173537,D000006973
5013,NCT01844596,D000006973
6327,NCT02780414,D000006973
1888,NCT00659672,D000006973
5321,NCT03718585,D000006973
4788,NCT04334824,D000006973
8684,NCT03315507,D000006973
3205,NCT00047515,D000006973
1272,NCT00751127,D000006973
7727,NCT01672840,D000006973
5870,NCT01105091,D000006973
7367,NCT01623492,D000006973
3729,NCT02191137,D000006973
4139,NCT00364026,D000006973
4646,NCT04384263,D000006973
4989,NCT04071327,D000006973
3857,NCT00007592,D000006973
2897,NCT04434664,D000006973
3734,NCT02814552,D000006973
3647,NCT01070056,D000006973
2906,NCT02988245,D000006973
5306,NCT03678207,D000006973
8990,NCT04598035,D000006973
2213,NCT00344903,D000006973
1554,NCT02955238,D000006973
3131,NCT03465917,D000006973
2640,NCT03099954,D000006973
8578,NCT02765906,D000006973
2731,NCT00440596,D000006973
4610,NCT03640312,D000006973
4059,NCT01587638,D000006973
2961,NCT00005311,D000006973
2534,NCT01142908,D000006973
1598,NCT01378780,D000006973
8758,NCT03564522,D000006973
5835,NCT01659411,D000006973
7847,NCT01165476,D000006973
5451,NCT01966302,D000006973
7846,NCT01153386,D000006973
45,NCT04263311,D000006973
5932,NCT02181062,D000006973
8341,NCT02955537,D000006973
9446,NCT04200573,D000006973
3836,NCT00522119,D000006973
3017,NCT01185041,D000006973
2711,NCT02110381,D000006973
8129,NCT00537043,D000006973
1256,NCT00134849,D000006973
4151,NCT02664610,D000006973
5863,NCT00370214,D000006973
2044,NCT00563901,D000006973
2049,NCT00379652,D000006973
8870,NCT02318186,D000006973
8265,NCT03872856,D000006973
2521,NCT04163614,D000006973
7988,NCT01980979,D000006973
5189,NCT02979197,D000006973
1661,NCT03659656,D000006973
53,NCT03197688,D000006973
1788,NCT00681200,D000006973
7081,NCT00367770,D000006973
8304,NCT00380068,D000006973
4560,NCT01653678,D000006973
9666,NCT04009447,D000006973
5603,NCT03542812,D000006973
4403,NCT00360087,D000006973
3920,NCT00389779,D000006973
2005,NCT01750294,D000006973
1919,NCT00549991,D000006973
2163,NCT03508739,D000006973
2158,NCT02301455,D000006973
2548,NCT04346511,D000006973
2684,NCT01681862,D000006973
1964,NCT03480217,D000006973
4835,NCT00535444,D000006973
7268,NCT02993458,D000006973
5052,NCT01331486,D000006973
1180,NCT00803387,D000006973
8279,NCT00458042,D000006973
6404,NCT01491919,D000006973
2196,NCT00314158,D000006973
8997,NCT04592783,D000006973
1002,NCT01686282,D000006973
2342,NCT01402453,D000006973
2307,NCT01092078,D000006973
8408,NCT01324999,D000006973
3191,NCT02133872,D000006973
5583,NCT03612271,D000006973
1821,NCT00325533,D000006973
3744,NCT00330369,D000006973
5150,NCT02172040,D000006973
2644,NCT03613714,D000006973
9925,NCT03812614,D000006973
8136,NCT02566317,D000006973
9405,NCT04232124,D000006973
5962,NCT00902603,D000006973
3106,NCT00287521,D000006973
1981,NCT00377208,D000006973
2147,NCT00384241,D000006973
19,NCT02429284,D000006973
7009,NCT03403166,D000006973
8138,NCT01184755,D000006973
3830,NCT01123577,D000006973
5802,NCT03198156,D000006970
9914,NCT03819881,D000006969
4683,NCT02561390,D000006969
3868,NCT01904604,D000006969
5560,NCT01157117,D000006967
3763,NCT01685034,D000006967
8589,NCT01698983,D000006967
4473,NCT03284372,D000006967
4969,NCT00433173,D000006967
4847,NCT01859039,D000006967
7713,NCT01569191,D000006967
5739,NCT00339573,D000006967
3338,NCT02290106,D000006967
9357,NCT04264897,D000006967
2491,NCT03702283,D000006967
8441,NCT00621530,D000006967
3182,NCT03462966,D000006967
1255,NCT01073124,D000006967
4659,NCT02267317,D000006967
3308,NCT00001908,D000006967
4681,NCT04401631,D000006967
4683,NCT02561390,D000006967
4923,NCT04273152,D000006967
4348,NCT02192684,D000006967
7362,NCT02237196,D000006967
3110,NCT00001909,D000006967
8520,NCT04258332,D000006967
5461,NCT03050658,D000006967
9860,NCT03862053,D000006967
5336,NCT02879006,D000006967
9486,NCT04148352,D000006967
9508,NCT04125420,D000006967
3868,NCT01904604,D000006967
9507,NCT04126070,D000006967
3068,NCT03679676,D000006967
9914,NCT03819881,D000006967
2477,NCT03702270,D000006967
4879,NCT02111512,D000006967
6424,NCT00021814,D000006965
6111,NCT01372644,D000006965
4887,NCT01053299,D000006965
1790,NCT03131544,D000006965
6323,NCT00005879,D000006965
1266,NCT02679430,D000006965
2449,NCT00274417,D000006965
4754,NCT01435954,D000006965
5386,NCT01846793,D000006965
7041,NCT01294150,D000006965
1253,NCT01663558,D000006965
5270,NCT03354416,D000006965
6339,NCT03831321,D000006965
5387,NCT01438775,D000006965
2577,NCT01390870,D000006965
4258,NCT00339651,D000006965
1263,NCT00143221,D000006965
7912,NCT00537654,D000006965
3121,NCT03882957,D000006963
3782,NCT03969329,D000006962
2955,NCT03633708,D000006962
5218,NCT02138838,D000006962
5218,NCT02138838,D000006961
3782,NCT03969329,D000006961
2966,NCT01996072,D000006961
2602,NCT00169806,D000006961
2955,NCT03633708,D000006961
8676,NCT01515475,D000006956
3984,NCT01028937,D000006956
6763,NCT04598386,D000006955
8289,NCT00308386,D000006951
2778,NCT02593032,D000006951
2102,NCT00525083,D000006951
2534,NCT01142908,D000006951
2912,NCT00381992,D000006951
4763,NCT00820378,D000006949
2912,NCT00381992,D000006949
7498,NCT01033513,D000006949
8802,NCT01647438,D000006949
4785,NCT02019680,D000006949
3995,NCT02262806,D000006949
2842,NCT03748420,D000006949
6677,NCT01911390,D000006949
6354,NCT01886326,D000006949
6541,NCT01420016,D000006949
2534,NCT01142908,D000006949
7857,NCT02697422,D000006949
6508,NCT04419948,D000006949
5670,NCT02262832,D000006949
2778,NCT02593032,D000006949
2604,NCT00255216,D000006949
2716,NCT04364074,D000006949
8289,NCT00308386,D000006949
2102,NCT00525083,D000006949
1468,NCT00938405,D000006949
2868,NCT02402803,D000006949
6430,NCT00642057,D000006948
3212,NCT01351064,D000006948
1197,NCT04507204,D000006948
8607,NCT00228046,D000006948
5470,NCT01063153,D000006948
5486,NCT03533556,D000006948
2183,NCT02638168,D000006948
5377,NCT00248092,D000006948
5435,NCT00753012,D000006948
5394,NCT02086864,D000006948
8051,NCT02251743,D000006948
7260,NCT01779427,D000006948
8421,NCT00553319,D000006948
9164,NCT04443608,D000006947
3566,NCT02021604,D000006946
1737,NCT01262339,D000006945
7277,NCT03236012,D000006945
1250,NCT02105753,D000006945
7276,NCT03416348,D000006945
4029,NCT00101712,D000006943
8738,NCT02896010,D000006943
8850,NCT01435603,D000006943
1360,NCT00191282,D000006943
5310,NCT03206164,D000006943
8736,NCT03315663,D000006943
2453,NCT02187913,D000006943
4045,NCT00300287,D000006943
9925,NCT03812614,D000006943
6508,NCT04419948,D000006943
4311,NCT01625442,D000006943
7329,NCT01301053,D000006943
4656,NCT00795561,D000006939
7098,NCT03127293,D000006939
7794,NCT03399786,D000006938
8895,NCT04233918,D000006938
5163,NCT01109368,D000006938
4505,NCT00202878,D000006937
1554,NCT02955238,D000006937
5929,NCT00270439,D000006937
5020,NCT04397055,D000006937
8895,NCT04233918,D000006937
5163,NCT01109368,D000006937
7010,NCT01894230,D000006937
7794,NCT03399786,D000006937
4311,NCT01625442,D000006937
6897,NCT00999453,D000006937
5310,NCT03206164,D000006937
2846,NCT00001204,D000006937
113,NCT00005463,D000006937
3309,NCT03399370,D000006937
6325,NCT04510844,D000006937
2433,NCT03379558,D000006937
2604,NCT00255216,D000006937
6757,NCT00074633,D000006937
6904,NCT02011789,D000006937
8915,NCT01979601,D000006937
4310,NCT00173823,D000006937
2261,NCT00360204,D000006932
4539,NCT02774434,D000006932
8300,NCT00917007,D000006932
7348,NCT02689713,D000006930
6589,NCT04596644,D000006930
6586,NCT04576507,D000006930
8983,NCT04605549,D000006929
9956,NCT03794102,D000006869
3694,NCT04285489,D000006849
4511,NCT03593330,D000006849
1182,NCT04496414,D000006849
5126,NCT01367977,D000006849
42,NCT03628235,D000006816
4309,NCT01897896,D000006816
9964,NCT03787758,D000006816
4014,NCT01590888,D000006816
3654,NCT00491842,D000006816
1362,NCT04163172,D000006810
5847,NCT01793090,D000006712
9153,NCT04459416,D000006689
8128,NCT01460940,D000006689
1877,NCT02682667,D000006689
7984,NCT02940301,D000006689
4257,NCT01578967,D000006689
6467,NCT01118026,D000006689
8169,NCT01535924,D000006689
4074,NCT01321346,D000006689
146,NCT02856646,D000006689
5284,NCT02429375,D000006689
7683,NCT03935282,D000006689
4711,NCT01527838,D000006689
4105,NCT01537367,D000006679
8899,NCT01721798,D000006679
7485,NCT03397420,D000006679
3283,NCT01751620,D000006679
7712,NCT01910493,D000006679
7493,NCT00213083,D000006679
5613,NCT01152684,D000006679
1690,NCT00012701,D000006679
4883,NCT01499706,D000006679
6326,NCT02338024,D000006679
9575,NCT04079179,D000006646
3458,NCT00566995,D000006623
1500,NCT02425345,D000006620
7352,NCT03065101,D000006620
8958,NCT03410823,D000006620
63,NCT04229212,D000006620
3304,NCT00556842,D000006620
4067,NCT00761813,D000006620
5233,NCT01520298,D000006620
4887,NCT01053299,D000006618
1612,NCT00715026,D000006618
1612,NCT00715026,D000006617
9556,NCT04090359,D000006617
10,NCT00026728,D000006566
5516,NCT02986802,D000006566
7924,NCT02615470,D000006562
2273,NCT03798691,D000006562
5545,NCT02408159,D000006562
2885,NCT01137669,D000006562
1595,NCT03820414,D000006562
2608,NCT00352651,D000006562
1315,NCT01954251,D000006562
3909,NCT00384397,D000006562
7516,NCT01386294,D000006561
4053,NCT00031447,D000006561
8526,NCT00587496,D000006561
4530,NCT03282916,D000006561
4679,NCT00914745,D000006560
3287,NCT00291044,D000006558
3873,NCT00171990,D000006558
5516,NCT02986802,D000006558
4547,NCT03831165,D000006558
1718,NCT00218127,D000006556
8241,NCT00332228,D000006556
8134,NCT00000273,D000006556
7022,NCT00647569,D000006555
4816,NCT03794882,D000006555
4572,NCT02451176,D000006555
9013,NCT04580524,D000006555
5289,NCT04171921,D000006555
2892,NCT04173884,D000006555
7807,NCT01848184,D000006555
1851,NCT00416364,D000006552
1046,NCT02419443,D000006552
7376,NCT00756600,D000006552
8219,NCT00968773,D000006552
2046,NCT01118585,D000006551
8064,NCT01155830,D000006548
7807,NCT01848184,D000006547
1046,NCT02419443,D000006547
9013,NCT04580524,D000006547
8064,NCT01155830,D000006547
7730,NCT03541941,D000006547
1851,NCT00416364,D000006547
8219,NCT00968773,D000006547
3316,NCT04312165,D000006547
2892,NCT04173884,D000006547
7022,NCT00647569,D000006547
6437,NCT00032448,D000006547
5289,NCT04171921,D000006547
4572,NCT02451176,D000006547
4816,NCT03794882,D000006547
3475,NCT02078934,D000006547
4913,NCT02136628,D000006547
4866,NCT04048707,D000006530
6431,NCT02507882,D000006528
8659,NCT03592264,D000006528
4947,NCT03908255,D000006528
9499,NCT04134559,D000006528
9473,NCT04166240,D000006528
3358,NCT02460991,D000006528
9808,NCT03897543,D000006528
8150,NCT00568308,D000006528
7876,NCT03817736,D000006528
3112,NCT02366286,D000006528
151,NCT01034865,D000006528
5693,NCT03707080,D000006528
6617,NCT04044326,D000006528
4307,NCT04145141,D000006528
2354,NCT03219372,D000006528
5376,NCT02452853,D000006528
3004,NCT02833298,D000006528
3235,NCT00906984,D000006528
9300,NCT04315883,D000006528
3875,NCT00081900,D000006528
9936,NCT03804593,D000006528
3031,NCT01129570,D000006528
3029,NCT00913757,D000006528
1514,NCT00183885,D000006528
2705,NCT00059267,D000006528
5045,NCT04163627,D000006528
3092,NCT00006332,D000006528
7162,NCT04568330,D000006528
2699,NCT00706576,D000006528
4709,NCT01336452,D000006528
8851,NCT01835223,D000006528
2558,NCT01871545,D000006528
2733,NCT03163849,D000006526
8379,NCT01511432,D000006526
8479,NCT01625793,D000006526
5808,NCT02249182,D000006526
1682,NCT04003454,D000006526
3705,NCT01813266,D000006526
2932,NCT00502788,D000006526
1614,NCT04540081,D000006526
2695,NCT01008280,D000006526
2717,NCT03127358,D000006526
3331,NCT03767231,D000006526
3740,NCT02253550,D000006526
8225,NCT04204447,D000006526
3276,NCT02118012,D000006526
2536,NCT00010816,D000006526
3918,NCT00040027,D000006526
3130,NCT00001729,D000006526
9635,NCT04036396,D000006526
2497,NCT03195205,D000006526
7170,NCT01508130,D000006526
6451,NCT00782353,D000006526
3112,NCT02366286,D000006526
6439,NCT02601820,D000006526
2636,NCT03791814,D000006526
6431,NCT02507882,D000006526
9176,NCT04427202,D000006526
4145,NCT00135798,D000006526
7415,NCT00350714,D000006526
1867,NCT01317784,D000006526
4160,NCT00100581,D000006526
9090,NCT04513899,D000006526
3490,NCT01648140,D000006526
4762,NCT00372983,D000006526
2201,NCT00456248,D000006526
3936,NCT00039962,D000006526
2400,NCT01951209,D000006526
2373,NCT02982993,D000006526
5921,NCT02139722,D000006526
5281,NCT01182298,D000006526
2416,NCT01957085,D000006526
2288,NCT00930995,D000006526
2263,NCT00547716,D000006526
3216,NCT03654365,D000006526
2259,NCT01857245,D000006526
9907,NCT03823911,D000006526
2248,NCT03242655,D000006526
83,NCT02128542,D000006526
92,NCT00959933,D000006526
93,NCT00960479,D000006526
6941,NCT01707030,D000006526
4198,NCT00088504,D000006526
9317,NCT04302948,D000006526
1010,NCT02641158,D000006526
8130,NCT00148031,D000006526
5640,NCT02393365,D000006526
1047,NCT00947245,D000006526
3004,NCT02833298,D000006526
7657,NCT00978497,D000006526
7578,NCT01959321,D000006526
5693,NCT03707080,D000006526
3029,NCT00913757,D000006525
2622,NCT00097006,D000006525
2733,NCT03163849,D000006521
6451,NCT00782353,D000006521
3276,NCT02118012,D000006521
3029,NCT00913757,D000006521
3130,NCT00001729,D000006521
2864,NCT00736190,D000006521
2400,NCT01951209,D000006521
1086,NCT00936715,D000006521
1357,NCT02979613,D000006521
7453,NCT01826760,D000006521
9036,NCT04563026,D000006519
3897,NCT04142723,D000006519
3029,NCT00913757,D000006519
5857,NCT00133445,D000006509
5177,NCT00230477,D000006509
3112,NCT02366286,D000006509
5921,NCT02139722,D000006509
7453,NCT01826760,D000006509
7566,NCT04072211,D000006509
5001,NCT00489151,D000006509
1867,NCT01317784,D000006509
6877,NCT02760537,D000006509
4570,NCT04385524,D000006509
2622,NCT00097006,D000006509
6240,NCT02421666,D000006509
2705,NCT00059267,D000006509
1086,NCT00936715,D000006509
2864,NCT00736190,D000006509
2970,NCT01341275,D000006509
3760,NCT04082338,D000006509
2129,NCT01263600,D000006509
3680,NCT01182311,D000006509
1357,NCT02979613,D000006509
2912,NCT00381992,D000006509
4145,NCT00135798,D000006506
2129,NCT01263600,D000006506
7415,NCT00350714,D000006506
5640,NCT02393365,D000006506
3130,NCT00001729,D000006506
7170,NCT01508130,D000006506
6941,NCT01707030,D000006506
9907,NCT03823911,D000006506
7578,NCT01959321,D000006506
1357,NCT02979613,D000006506
3897,NCT04142723,D000006506
3936,NCT00039962,D000006506
2932,NCT00502788,D000006506
8130,NCT00148031,D000006506
3490,NCT01648140,D000006506
3112,NCT02366286,D000006506
2201,NCT00456248,D000006506
7566,NCT04072211,D000006506
2536,NCT00010816,D000006506
2733,NCT03163849,D000006506
5177,NCT00230477,D000006506
1867,NCT01317784,D000006506
6283,NCT00287469,D000006506
9036,NCT04563026,D000006506
2416,NCT01957085,D000006506
2622,NCT00097006,D000006506
3276,NCT02118012,D000006506
5281,NCT01182298,D000006506
3705,NCT01813266,D000006506
2912,NCT00381992,D000006506
3029,NCT00913757,D000006506
2864,NCT00736190,D000006506
3740,NCT02253550,D000006506
4198,NCT00088504,D000006506
2705,NCT00059267,D000006506
2373,NCT02982993,D000006506
5921,NCT02139722,D000006506
2970,NCT01341275,D000006506
2400,NCT01951209,D000006506
8225,NCT04204447,D000006506
3680,NCT01182311,D000006506
3216,NCT03654365,D000006506
2263,NCT00547716,D000006506
7453,NCT01826760,D000006506
3918,NCT00040027,D000006506
3564,NCT02190253,D000006506
2288,NCT00930995,D000006506
4160,NCT00100581,D000006506
3705,NCT01813266,D000006505
3740,NCT02253550,D000006505
7578,NCT01959321,D000006505
2129,NCT01263600,D000006505
2288,NCT00930995,D000006505
2373,NCT02982993,D000006505
4740,NCT01766960,D000006505
2400,NCT01951209,D000006505
6877,NCT02760537,D000006505
3918,NCT00040027,D000006505
5640,NCT02393365,D000006505
8225,NCT04204447,D000006505
3216,NCT03654365,D000006505
2259,NCT01857245,D000006505
5921,NCT02139722,D000006505
3490,NCT01648140,D000006505
2864,NCT00736190,D000006505
1357,NCT02979613,D000006505
6941,NCT01707030,D000006505
3936,NCT00039962,D000006505
2932,NCT00502788,D000006505
2263,NCT00547716,D000006505
1010,NCT02641158,D000006505
5281,NCT01182298,D000006505
4762,NCT00372983,D000006505
2201,NCT00456248,D000006505
2416,NCT01957085,D000006505
3276,NCT02118012,D000006505
9907,NCT03823911,D000006505
3897,NCT04142723,D000006505
7415,NCT00350714,D000006505
3564,NCT02190253,D000006505
4570,NCT04385524,D000006505
2912,NCT00381992,D000006505
5177,NCT00230477,D000006505
1682,NCT04003454,D000006505
3029,NCT00913757,D000006505
6283,NCT00287469,D000006505
9176,NCT04427202,D000006505
9036,NCT04563026,D000006505
2536,NCT00010816,D000006505
2717,NCT03127358,D000006505
3331,NCT03767231,D000006505
4145,NCT00135798,D000006505
1867,NCT01317784,D000006505
2970,NCT01341275,D000006505
4160,NCT00100581,D000006505
7453,NCT01826760,D000006505
6439,NCT02601820,D000006505
2705,NCT00059267,D000006505
2622,NCT00097006,D000006505
2636,NCT03791814,D000006505
7170,NCT01508130,D000006505
1086,NCT00936715,D000006505
6451,NCT00782353,D000006505
2733,NCT03163849,D000006505
3680,NCT01182311,D000006505
8130,NCT00148031,D000006505
8479,NCT01625793,D000006505
7566,NCT04072211,D000006505
3112,NCT02366286,D000006505
4198,NCT00088504,D000006505
3130,NCT00001729,D000006505
5933,NCT00628498,D000006504
8084,NCT02858778,D000006501
3048,NCT00986648,D000006501
9993,NCT03769727,D000006491
1845,NCT01099605,D000006484
6250,NCT04283513,D000006482
6112,NCT01353040,D000006482
6269,NCT00992693,D000006482
6256,NCT02483260,D000006482
6275,NCT00468858,D000006482
6272,NCT00623168,D000006482
6270,NCT00868946,D000006482
6113,NCT01353027,D000006482
6072,NCT01943825,D000006482
1876,NCT01502345,D000006482
6248,NCT04333459,D000006482
1901,NCT02116205,D000006482
6093,NCT01593072,D000006482
6095,NCT01566877,D000006482
1901,NCT02116205,D000006480
6248,NCT04333459,D000006480
1876,NCT01502345,D000006480
6270,NCT00868946,D000006480
6272,NCT00623168,D000006480
6269,NCT00992693,D000006479
3305,NCT04398628,D000006474
4962,NCT03168698,D000006473
6238,NCT02503319,D000006473
3982,NCT00097123,D000006473
7198,NCT03254628,D000006473
6236,NCT02775773,D000006473
9258,NCT04344860,D000006473
1913,NCT03018119,D000006473
3594,NCT02026297,D000006473
1026,NCT03326596,D000006473
3124,NCT01820182,D000006471
5621,NCT01031342,D000006471
2220,NCT01461889,D000006471
5622,NCT01006824,D000006471
8248,NCT02637427,D000006470
5989,NCT04136548,D000006470
5887,NCT01709786,D000006470
3305,NCT04398628,D000006470
1436,NCT01465503,D000006470
8366,NCT04548596,D000006470
6010,NCT03621085,D000006470
5913,NCT01458561,D000006470
3663,NCT03676023,D000006470
6297,NCT01871909,D000006470
4944,NCT04143113,D000006470
4258,NCT00339651,D000006470
5548,NCT00579943,D000006470
3850,NCT04394234,D000006470
2599,NCT03028298,D000006470
4621,NCT00161525,D000006470
4962,NCT03168698,D000006470
3260,NCT00323570,D000006470
1797,NCT01603342,D000006470
1795,NCT01561937,D000006470
5621,NCT01031342,D000006470
5622,NCT01006824,D000006470
9693,NCT03990558,D000006470
7559,NCT01605903,D000006470
6238,NCT02503319,D000006470
6236,NCT02775773,D000006470
1773,NCT01563445,D000006470
1771,NCT01561950,D000006470
2256,NCT03281590,D000006470
3179,NCT01162356,D000006470
7665,NCT01989273,D000006470
3057,NCT04499508,D000006470
108,NCT01965561,D000006470
4942,NCT02165644,D000006470
1975,NCT00710619,D000006470
2123,NCT00826735,D000006470
2043,NCT01064011,D000006470
2513,NCT01498705,D000006470
3124,NCT01820182,D000006470
3925,NCT04387305,D000006470
7198,NCT03254628,D000006470
5463,NCT04561050,D000006470
2458,NCT00642213,D000006470
3535,NCT01730911,D000006470
2220,NCT01461889,D000006470
127,NCT01256164,D000006470
3549,NCT00156520,D000006470
1917,NCT03385057,D000006470
1913,NCT03018119,D000006470
9258,NCT04344860,D000006470
4936,NCT03833375,D000006470
1899,NCT03118297,D000006470
9851,NCT03865979,D000006470
1717,NCT00104455,D000006470
5623,NCT00573924,D000006470
5680,NCT03350217,D000006470
6051,NCT02535949,D000006470
7873,NCT03751124,D000006470
8593,NCT03317795,D000006470
2736,NCT00154427,D000006470
3982,NCT00097123,D000006470
6060,NCT02303964,D000006470
6104,NCT01448694,D000006470
2399,NCT02840097,D000006470
2701,NCT01564563,D000006470
2748,NCT00108758,D000006470
2782,NCT01158508,D000006470
6740,NCT03680456,D000006470
3594,NCT02026297,D000006470
5272,NCT02343263,D000006470
1026,NCT03326596,D000006470
4162,NCT00979238,D000006467
2748,NCT00108758,D000006467
2579,NCT00108797,D000006467
1879,NCT01830712,D000006467
4021,NCT04567511,D000006467
1134,NCT04560933,D000006467
6406,NCT00168090,D000006467
1975,NCT00710619,D000006467
2601,NCT01561924,D000006467
8621,NCT04563520,D000006467
4552,NCT00364182,D000006467
2031,NCT03199794,D000006467
1282,NCT02920398,D000006467
1729,NCT03248141,D000006467
2879,NCT00340548,D000006467
5682,NCT04535180,D000006467
1749,NCT01988532,D000006467
1035,NCT00936845,D000006467
2933,NCT01510418,D000006467
1691,NCT02568202,D000006467
3303,NCT03196297,D000006467
5629,NCT00076557,D000006467
2639,NCT03075670,D000006467
3183,NCT03154437,D000006467
3745,NCT03588741,D000006467
2694,NCT01386528,D000006467
3061,NCT00956345,D000006467
8001,NCT02949128,D000006463
7813,NCT02216123,D000006461
7872,NCT04027218,D000006461
3130,NCT00001729,D000006461
8001,NCT02949128,D000006461
8300,NCT00917007,D000006461
9014,NCT04579926,D000006450
7531,NCT02787759,D000006429
4994,NCT04043689,D000006423
2059,NCT04275297,D000006417
6339,NCT03831321,D000006417
1773,NCT01563445,D000006406
2121,NCT03518294,D000006402
5519,NCT01553461,D000006402
3305,NCT04398628,D000006402
6406,NCT00168090,D000006402
9874,NCT03848962,D000006402
8980,NCT04607200,D000006394
5663,NCT01873131,D000006391
1368,NCT00857662,D000006391
3593,NCT00001162,D000006373
7489,NCT02725255,D000006373
1027,NCT00701259,D000006356
5005,NCT00237367,D000006356
3923,NCT00107666,D000006349
3181,NCT02266251,D000006349
3568,NCT00657826,D000006349
4855,NCT04159454,D000006333
8215,NCT02147613,D000006333
2363,NCT01726985,D000006333
3408,NCT03465072,D000006333
3672,NCT00321295,D000006333
2381,NCT00012883,D000006333
2390,NCT00680706,D000006333
2213,NCT00344903,D000006333
2427,NCT02738749,D000006333
2415,NCT01822171,D000006333
2462,NCT00378950,D000006333
2167,NCT04580004,D000006333
6875,NCT00523224,D000006333
2321,NCT00013026,D000006333
2186,NCT03642275,D000006333
3399,NCT01740596,D000006333
2801,NCT00530426,D000006333
4720,NCT04049045,D000006333
6494,NCT04304833,D000006333
2660,NCT03340233,D000006333
8109,NCT03312387,D000006333
8084,NCT02858778,D000006333
7729,NCT04248088,D000006333
7762,NCT02737761,D000006333
8068,NCT04083690,D000006333
1641,NCT00585104,D000006333
4558,NCT02555904,D000006333
2709,NCT03982979,D000006333
3327,NCT00763698,D000006333
7822,NCT00094302,D000006333
2724,NCT02679690,D000006333
2734,NCT00366639,D000006333
7920,NCT03141567,D000006333
1501,NCT01148563,D000006333
4972,NCT03305393,D000006333
1750,NCT04136951,D000006333
1776,NCT00531661,D000006333
6402,NCT02232659,D000006333
2520,NCT03136029,D000006333
7163,NCT00643188,D000006333
2032,NCT01354613,D000006333
4410,NCT00806910,D000006333
2537,NCT04433546,D000006333
1987,NCT00599014,D000006333
1948,NCT00377702,D000006333
3569,NCT00847288,D000006333
1902,NCT02579057,D000006333
1897,NCT03149510,D000006333
4941,NCT03185832,D000006333
2582,NCT02124824,D000006333
2838,NCT04294303,D000006333
1834,NCT03791580,D000006333
8148,NCT03168529,D000006333
2396,NCT00404872,D000006333
4233,NCT02068937,D000006333
4098,NCT02887183,D000006333
5504,NCT04011059,D000006333
