,NCTId,ConditionMeshId
3991,NCT00005131,D000006333
1097,NCT03566264,D000006333
5495,NCT00156390,D000006333
5277,NCT03177447,D000006333
9285,NCT04327596,D000006333
9935,NCT03804827,D000006333
9296,NCT04318145,D000006333
3731,NCT01786993,D000006333
1132,NCT00291551,D000006333
3889,NCT00444301,D000006333
9478,NCT04160000,D000006333
4155,NCT02299726,D000006333
8468,NCT02415751,D000006333
5295,NCT03615469,D000006333
9522,NCT04115735,D000006333
5305,NCT04212962,D000006333
2897,NCT04434664,D000006333
5315,NCT00588692,D000006333
8372,NCT01431027,D000006333
3175,NCT02303275,D000006333
5362,NCT03451630,D000006333
136,NCT01568424,D000006333
9832,NCT03876223,D000006333
9128,NCT04481919,D000006333
5858,NCT01128166,D000006333
4392,NCT02344576,D000006333
8789,NCT03947983,D000006333
9101,NCT04502316,D000006333
4230,NCT01654926,D000006333
3957,NCT02045043,D000006333
8637,NCT03608085,D000006333
8930,NCT02497937,D000006333
8649,NCT01733017,D000006333
3021,NCT01097785,D000006333
3759,NCT03966755,D000006333
4474,NCT02302612,D000006331
3129,NCT00380016,D000006331
8000,NCT04498975,D000006331
4600,NCT03953924,D000006331
7086,NCT03354351,D000006331
5702,NCT03052530,D000006331
7988,NCT01980979,D000006331
6036,NCT03023644,D000006331
7112,NCT00113737,D000006331
7040,NCT01884545,D000006331
3622,NCT04141605,D000006331
3908,NCT00880178,D000006331
2791,NCT01790386,D000006331
1437,NCT03875651,D000006331
3141,NCT00585013,D000006331
8822,NCT02905929,D000006331
8802,NCT01647438,D000006331
4513,NCT01782053,D000006331
4046,NCT00005159,D000006331
5835,NCT01659411,D000006331
3802,NCT00005175,D000006331
4040,NCT02005445,D000006331
2459,NCT00005245,D000006331
9809,NCT03897140,D000006331
4038,NCT00402922,D000006331
8758,NCT03564522,D000006331
9820,NCT03882359,D000006331
126,NCT00005171,D000006331
118,NCT00005455,D000006331
8714,NCT00072995,D000006331
5596,NCT00536185,D000006331
4086,NCT04604418,D000006331
3028,NCT00208832,D000006331
4141,NCT00164658,D000006331
8599,NCT01503307,D000006331
3867,NCT00005137,D000006331
2704,NCT02824705,D000006331
1090,NCT00005483,D000006331
2961,NCT00005311,D000006331
5736,NCT02147522,D000006331
1635,NCT00001853,D000006331
1844,NCT03775954,D000006331
3869,NCT01754064,D000006331
1037,NCT01478061,D000006331
5565,NCT00738725,D000006331
1947,NCT00344136,D000006331
2985,NCT01316783,D000006331
4928,NCT02124109,D000006331
113,NCT00005463,D000006331
3768,NCT03850223,D000006331
5152,NCT03255564,D000006331
7822,NCT00094302,D000006331
8542,NCT00981253,D000006331
8976,NCT04437069,D000006331
3889,NCT00444301,D000006331
1599,NCT00116428,D000006331
1823,NCT01809288,D000006331
5779,NCT00721149,D000006331
3891,NCT00005271,D000006331
1576,NCT01207167,D000006331
2006,NCT02550366,D000006331
1554,NCT02955238,D000006331
6397,NCT03106116,D000006331
8224,NCT00759733,D000006331
5969,NCT03763747,D000006331
4839,NCT02379403,D000006331
6643,NCT00342992,D000006331
2287,NCT00064480,D000006331
2857,NCT01231165,D000006331
31,NCT04562636,D000006331
3991,NCT00005131,D000006331
2360,NCT00106951,D000006331
3467,NCT02775565,D000006331
2361,NCT00005444,D000006331
5860,NCT00005493,D000006331
5879,NCT03486561,D000006331
3521,NCT01212289,D000006330
8976,NCT04437069,D000006330
4086,NCT04604418,D000006330
7988,NCT01980979,D000006330
1921,NCT00368732,D000006330
6036,NCT03023644,D000006330
3181,NCT02266251,D000006330
8758,NCT03564522,D000006330
3141,NCT00585013,D000006330
8599,NCT01503307,D000006330
3768,NCT03850223,D000006330
9158,NCT04452201,D000006330
5414,NCT02157597,D000006330
3622,NCT04141605,D000006330
4806,NCT03065647,D000006323
8471,NCT01258244,D000006323
1567,NCT04255251,D000006323
4212,NCT03004157,D000006323
4871,NCT02676024,D000006323
2592,NCT02069353,D000006323
4736,NCT04431661,D000006323
2187,NCT03261089,D000006323
6615,NCT04130984,D000006323
7150,NCT02295670,D000006323
7120,NCT02291640,D000006323
7151,NCT02294916,D000006323
7152,NCT02286323,D000006323
8119,NCT03769740,D000006323
7119,NCT02293226,D000006323
7118,NCT02295618,D000006323
7117,NCT02305524,D000006323
7154,NCT02291653,D000006323
7155,NCT02289664,D000006323
7156,NCT02289651,D000006323
7157,NCT02289638,D000006323
2072,NCT00661128,D000006323
9544,NCT04094857,D000006323
9391,NCT04240561,D000006319
9797,NCT03904420,D000006319
5792,NCT02483650,D000006319
1422,NCT01092910,D000006319
2865,NCT04479761,D000006319
8098,NCT03582566,D000006319
6198,NCT02903355,D000006317
7108,NCT03834714,D000006317
9797,NCT03904420,D000006312
6154,NCT00714727,D000006261
1849,NCT00573599,D000006261
1866,NCT02856802,D000006261
8245,NCT03112720,D000006261
7062,NCT00862095,D000006261
6306,NCT01948947,D000006261
1566,NCT04098250,D000006261
1018,NCT02098499,D000006261
1222,NCT04349176,D000006261
2082,NCT03844412,D000006261
1421,NCT02394457,D000006261
8057,NCT01530321,D000006261
5175,NCT02945046,D000006261
9005,NCT04584762,D000006261
111,NCT01306266,D000006261
2863,NCT00440232,D000006261
1915,NCT01050959,D000006261
4385,NCT02351544,D000006261
6227,NCT04182659,D000006261
5897,NCT03030794,D000006261
1028,NCT00809627,D000006261
1438,NCT02357381,D000006261
1504,NCT04369729,D000006261
7272,NCT01338701,D000006261
5176,NCT02964338,D000006261
2861,NCT04570475,D000006261
3779,NCT03445403,D000006261
7250,NCT01194661,D000006261
1973,NCT03006276,D000006261
8864,NCT01496378,D000006261
5750,NCT00417742,D000006261
1968,NCT03009019,D000006261
1608,NCT03588364,D000006261
6304,NCT02388880,D000006259
6031,NCT03123224,D000006259
9619,NCT04044924,D000006259
4461,NCT00132249,D000006259
7252,NCT00754169,D000006259
9103,NCT04499937,D000006259
6080,NCT01810276,D000006259
5834,NCT04495634,D000006259
7260,NCT01779427,D000006259
7573,NCT01824589,D000006259
7023,NCT01942564,D000006259
9155,NCT04456140,D000006258
9595,NCT04058145,D000006258
8623,NCT04313504,D000006258
8910,NCT02391727,D000006258
2943,NCT01979211,D000006258
3365,NCT00319839,D000006258
5647,NCT02442739,D000006258
8978,NCT04608773,D000006258
9055,NCT04545957,D000006258
6143,NCT00851253,D000006258
4395,NCT01040832,D000006258
9781,NCT03916809,D000006258
3773,NCT00454779,D000006258
6303,NCT00352391,D000006258
6167,NCT00527982,D000006258
2104,NCT00592371,D000006258
8045,NCT00061906,D000006258
9671,NCT04003051,D000006258
2905,NCT02002182,D000006258
7983,NCT00113399,D000006258
4528,NCT04607642,D000006258
3284,NCT01310179,D000006258
8828,NCT04363242,D000006258
5747,NCT02188563,D000006258
9716,NCT03975465,D000006258
8655,NCT00882583,D000006258
9243,NCT04359199,D000006258
7761,NCT02870205,D000006255
7336,NCT01459107,D000006230
2089,NCT03400345,D000006230
8380,NCT03458013,D000006230
1396,NCT03594292,D000006215
8046,NCT01898299,D000006212
1874,NCT00402129,D000006201
5124,NCT01791660,D000006177
3671,NCT01512095,D000006130
2952,NCT02580032,D000006130
7318,NCT04233944,D000006130
2556,NCT00262249,D000006130
7506,NCT04579328,D000006130
1687,NCT01401244,D000006130
1804,NCT01943084,D000006130
1841,NCT01953016,D000006105
8629,NCT01700036,D000006086
4536,NCT00088543,D000006086
5457,NCT01937468,D000006086
9324,NCT04294641,D000006086
2173,NCT03147742,D000006086
3838,NCT00637689,D000006086
3087,NCT01665677,D000006086
4685,NCT04075903,D000006073
5885,NCT01988402,D000006073
4134,NCT02961751,D000006069
5729,NCT01195220,D000006069
7900,NCT01665690,D000006069
3753,NCT03284541,D000006069
3906,NCT03852316,D000006069
2912,NCT00381992,D000006069
6514,NCT01465607,D000006069
5659,NCT01836445,D000006069
3922,NCT00926796,D000006069
3950,NCT03596151,D000006069
8904,NCT00120770,D000006069
3317,NCT04098900,D000006069
2743,NCT00097552,D000006059
9152,NCT04460872,D000006058
3043,NCT02240407,D000006009
4132,NCT00520143,D000006009
1972,NCT02838368,D000006009
3396,NCT01597596,D000006009
4132,NCT00520143,D000006008
3396,NCT01597596,D000006008
9571,NCT04081272,D000005955
5099,NCT01454492,D000005929
6004,NCT03763643,D000005923
6241,NCT04573920,D000005923
3835,NCT03422510,D000005923
7302,NCT02194582,D000005923
9558,NCT04088799,D000005923
6241,NCT04573920,D000005922
6242,NCT04573478,D000005922
5161,NCT03201406,D000005921
4169,NCT03180723,D000005921
9363,NCT04260048,D000005911
4951,NCT04055688,D000005910
8288,NCT00751270,D000005910
9977,NCT03778294,D000005910
9120,NCT04485559,D000005910
3422,NCT02607124,D000005910
4902,NCT00848523,D000005910
7774,NCT00727506,D000005910
9268,NCT04341311,D000005910
4314,NCT03355794,D000005910
3189,NCT01884740,D000005910
6125,NCT01212731,D000005910
7545,NCT03343197,D000005910
5238,NCT04267978,D000005910
8678,NCT02829931,D000005910
4500,NCT00418899,D000005910
2888,NCT03405792,D000005909
9453,NCT04188535,D000005909
4948,NCT03426891,D000005909
5454,NCT02076152,D000005909
5662,NCT02287428,D000005909
3189,NCT01884740,D000005909
4314,NCT03355794,D000005909
6572,NCT00813943,D000005909
9434,NCT04209790,D000005909
3775,NCT03636477,D000005909
9039,NCT04559230,D000005909
5238,NCT04267978,D000005909
4205,NCT04006119,D000005909
8724,NCT00039468,D000005909
5735,NCT01987830,D000005909
8143,NCT03246113,D000005909
9977,NCT03778294,D000005909
4339,NCT00797940,D000005909
6361,NCT00590681,D000005909
6576,NCT00689221,D000005909
6827,NCT01903330,D000005909
7901,NCT02359097,D000005909
3410,NCT02861898,D000005909
9520,NCT04118036,D000005909
8740,NCT01954576,D000005909
3047,NCT02800486,D000005909
4069,NCT01598597,D000005909
3163,NCT03452579,D000005909
8614,NCT00253448,D000005909
9609,NCT04049669,D000005909
8288,NCT00751270,D000005909
1180,NCT00803387,D000005902
2806,NCT00221923,D000005902
4623,NCT04427995,D000005902
2196,NCT00314158,D000005902
8059,NCT01857440,D000005902
3106,NCT00287521,D000005902
1213,NCT03310580,D000005902
1198,NCT00277498,D000005902
3205,NCT00047515,D000005902
5718,NCT00440336,D000005902
1290,NCT00121147,D000005902
1272,NCT00751127,D000005902
9456,NCT04188015,D000005902
9336,NCT04284514,D000005902
3106,NCT00287521,D000005901
9760,NCT03933631,D000005901
4623,NCT04427995,D000005901
1213,NCT03310580,D000005901
4741,NCT04092400,D000005901
2806,NCT00221923,D000005901
9347,NCT04274764,D000005901
2196,NCT00314158,D000005901
2535,NCT01462526,D000005901
1290,NCT00121147,D000005901
72,NCT00800267,D000005901
9456,NCT04188015,D000005901
3179,NCT01162356,D000005901
4057,NCT00272363,D000005901
1272,NCT00751127,D000005901
8059,NCT01857440,D000005901
4004,NCT02209077,D000005901
1180,NCT00803387,D000005901
3205,NCT00047515,D000005901
1301,NCT00847483,D000005901
1198,NCT00277498,D000005901
5718,NCT00440336,D000005901
7590,NCT03839719,D000005891
4437,NCT01877421,D000005891
4387,NCT01811316,D000005891
1339,NCT03215615,D000005889
7590,NCT03839719,D000005882
9989,NCT03771235,D000005879
8296,NCT00529308,D000005879
8933,NCT02217007,D000005879
8121,NCT04007913,D000005879
3593,NCT00001162,D000005873
9759,NCT03933904,D000005871
3384,NCT00672009,D000005834
6107,NCT01433302,D000005833
4256,NCT00391664,D000005833
9155,NCT04456140,D000005833
9690,NCT03993210,D000005833
3606,NCT04002830,D000005776
9155,NCT04456140,D000005770
1510,NCT00183846,D000005770
9665,NCT04010227,D000005770
1503,NCT00640692,D000005770
8149,NCT00017199,D000005770
4525,NCT01273077,D000005767
2121,NCT03518294,D000005767
9431,NCT04210427,D000005767
9908,NCT03823742,D000005767
1977,NCT01327963,D000005764
4721,NCT00517270,D000005764
149,NCT02988934,D000005764
5005,NCT00237367,D000005764
1236,NCT01241149,D000005764
1699,NCT00211614,D000005764
1017,NCT02200055,D000005764
6421,NCT04408105,D000005764
5661,NCT03226054,D000005764
9188,NCT04411823,D000005764
4507,NCT02318862,D000005764
2046,NCT01118585,D000005764
2226,NCT00451841,D000005764
6379,NCT00587392,D000005764
3824,NCT00138476,D000005759
1726,NCT01198587,D000005759
3192,NCT04191551,D000005757
3192,NCT04191551,D000005756
5792,NCT02483650,D000005738
5792,NCT02483650,D000005734
2094,NCT00123825,D000005706
9584,NCT04072445,D000005706
3599,NCT01171027,D000005705
6778,NCT02334384,D000005667
5493,NCT00466206,D000005660
2326,NCT04018417,D000005642
3353,NCT04022434,D000005633
8833,NCT02445794,D000005621
7398,NCT01725152,D000005600
1792,NCT00871468,D000005599
6682,NCT03765567,D000005597
7354,NCT00788398,D000005597
6837,NCT01494519,D000005597
7353,NCT03385304,D000005597
8555,NCT03560232,D000005597
6828,NCT01496014,D000005597
4183,NCT00680069,D000005585
2177,NCT01910519,D000005585
3339,NCT01578317,D000005585
4288,NCT01044095,D000005585
5660,NCT00489931,D000005585
2391,NCT01658800,D000005585
6493,NCT01045564,D000005585
4399,NCT04293536,D000005547
4692,NCT03494244,D000005547
5336,NCT02879006,D000005512
6352,NCT02626611,D000005512
3868,NCT01904604,D000005512
4473,NCT03284372,D000005512
3068,NCT03679676,D000005512
3160,NCT00746109,D000005499
7507,NCT04096521,D000005494
5698,NCT03089684,D000005494
4569,NCT03853304,D000005494
7515,NCT01428830,D000005402
9655,NCT04017910,D000005402
6660,NCT02403232,D000005402
4321,NCT01138254,D000005402
5179,NCT03731000,D000005402
4361,NCT00522041,D000005401
7202,NCT02929121,D000005368
7203,NCT02927496,D000005368
7201,NCT02929134,D000005368
6989,NCT00167271,D000005356
5253,NCT00010504,D000005356
6787,NCT00932061,D000005356
5328,NCT01038323,D000005356
6531,NCT03965091,D000005356
4180,NCT03008837,D000005356
6458,NCT01098292,D000005356
8371,NCT03249103,D000005356
2929,NCT01127490,D000005356
2655,NCT02332694,D000005356
3187,NCT01553318,D000005356
7702,NCT03371225,D000005356
8325,NCT00760474,D000005356
1075,NCT00618956,D000005356
3178,NCT04077164,D000005356
2082,NCT03844412,D000005356
4748,NCT04108702,D000005356
3819,NCT00725101,D000005356
8628,NCT00000398,D000005356
7288,NCT00222690,D000005356
9672,NCT04002882,D000005355
2668,NCT01331980,D000005355
5817,NCT03654053,D000005355
4953,NCT00817947,D000005355
2400,NCT01951209,D000005355
2470,NCT00018876,D000005355
2633,NCT02151435,D000005355
4742,NCT03641742,D000005355
2405,NCT01858519,D000005355
5193,NCT03674216,D000005355
1183,NCT01375036,D000005355
4352,NCT04561804,D000005355
9625,NCT04039087,D000005355
7685,NCT03478553,D000005355
8416,NCT02874989,D000005355
3464,NCT00311506,D000005355
8739,NCT02496780,D000005355
6818,NCT04176328,D000005355
3363,NCT00005112,D000005355
9326,NCT04294043,D000005355
4284,NCT01092572,D000005355
3479,NCT00308958,D000005355
9936,NCT03804593,D000005355
6688,NCT04212650,D000005355
5558,NCT03020719,D000005355
5497,NCT02866721,D000005355
5054,NCT00298922,D000005355
5727,NCT01906437,D000005355
6574,NCT00777296,D000005355
9050,NCT04549077,D000005355
6625,NCT01662973,D000005355
8507,NCT00014950,D000005355
6583,NCT03905642,D000005355
9431,NCT04210427,D000005355
2407,NCT02055222,D000005355
4604,NCT00908830,D000005355
6107,NCT01433302,D000005355
9450,NCT04195399,D000005350
4582,NCT02239874,D000005348
1424,NCT00869713,D000005334
1428,NCT00584454,D000005334
6272,NCT00623168,D000005334
6275,NCT00468858,D000005334
6250,NCT04283513,D000005334
6270,NCT00868946,D000005334
6256,NCT02483260,D000005334
6269,NCT00992693,D000005334
4455,NCT00415051,D000005334
155,NCT01764269,D000005334
1429,NCT00584194,D000005334
2655,NCT02332694,D000005334
4425,NCT03609398,D000005334
2845,NCT02077972,D000005334
5399,NCT00178802,D000005334
6072,NCT01943825,D000005334
1572,NCT01618591,D000005334
2875,NCT01625546,D000005334
6419,NCT02968355,D000005334
1485,NCT02092142,D000005334
1633,NCT02964481,D000005334
5490,NCT02040142,D000005334
1901,NCT02116205,D000005334
1876,NCT01502345,D000005334
1844,NCT03775954,D000005330
8082,NCT00397735,D000005322
1827,NCT02997345,D000005322
3691,NCT00294242,D000005322
2898,NCT01944306,D000005317
7007,NCT03321292,D000005317
8418,NCT00914108,D000005317
4351,NCT03159234,D000005316
2503,NCT02308735,D000005315
4571,NCT00141895,D000005313
4091,NCT02669420,D000005313
1844,NCT03775954,D000005313
2027,NCT02741284,D000005311
4067,NCT00761813,D000005265
2884,NCT03721835,D000005265
3304,NCT00556842,D000005265
6045,NCT02679560,D000005264
63,NCT04229212,D000005264
3073,NCT03864367,D000005264
9663,NCT04015128,D000005264
9740,NCT03948139,D000005264
9662,NCT04015154,D000005264
6027,NCT03197922,D000005242
9805,NCT03899181,D000005242
4194,NCT00200057,D000005242
2214,NCT00124904,D000005242
6415,NCT01625221,D000005242
1993,NCT03252951,D000005242
8962,NCT04066894,D000005242
6694,NCT03529487,D000005242
3488,NCT03201159,D000005235
9817,NCT03883607,D000005234
2471,NCT00590161,D000005234
2587,NCT03997422,D000005234
3941,NCT03060538,D000005234
2216,NCT04031729,D000005234
2255,NCT02217345,D000005234
3167,NCT00323414,D000005234
4740,NCT01766960,D000005234
6909,NCT04442620,D000005234
2156,NCT00983463,D000005234
2322,NCT01643512,D000005234
4156,NCT01694849,D000005234
7229,NCT04330326,D000005234
8898,NCT04004325,D000005234
9534,NCT04104321,D000005234
3488,NCT03201159,D000005234
9457,NCT04186793,D000005234
2628,NCT00099723,D000005234
9482,NCT04152473,D000005234
4674,NCT03683589,D000005234
3827,NCT01629095,D000005234
4352,NCT04561804,D000005234
2682,NCT01285362,D000005234
1751,NCT03576755,D000005234
3338,NCT02290106,D000005234
4350,NCT02702479,D000005234
1127,NCT03073343,D000005234
3771,NCT03339245,D000005234
1187,NCT02895997,D000005222
5203,NCT03119363,D000005221
6145,NCT00815672,D000005221
3024,NCT01926678,D000005221
7287,NCT00619463,D000005221
7533,NCT00702637,D000005221
9611,NCT04049331,D000005221
5412,NCT04429789,D000005221
7980,NCT00775645,D000005221
8247,NCT02688192,D000005221
7913,NCT00719563,D000005221
3447,NCT03217201,D000005221
9897,NCT03833349,D000005221
1187,NCT02895997,D000005221
4365,NCT04418856,D000005221
6632,NCT02387320,D000005221
3880,NCT00001479,D000005221
8100,NCT00336089,D000005221
5987,NCT04144257,D000005221
7707,NCT03198754,D000005221
6432,NCT02134847,D000005221
6984,NCT00233090,D000005221
6458,NCT01098292,D000005221
7942,NCT00040885,D000005221
8597,NCT00200096,D000005221
7570,NCT04238910,D000005221
8144,NCT02140775,D000005221
6024,NCT03266965,D000005221
5910,NCT01794078,D000005221
9675,NCT04002102,D000005221
3949,NCT04243343,D000005208
2035,NCT03978234,D000005208
9226,NCT04378270,D000005208
2738,NCT03338114,D000005207
2812,NCT03334786,D000005207
3610,NCT00035100,D000005185
1903,NCT00753480,D000005185
7991,NCT00872989,D000005185
2510,NCT01744821,D000005185
5951,NCT01652079,D000005185
8989,NCT04598321,D000005185
9105,NCT04498520,D000005185
5995,NCT03921658,D000005185
2794,NCT00097617,D000005183
4085,NCT00945906,D000005177
8561,NCT03622697,D000005158
6078,NCT01822301,D000005151
5944,NCT01564524,D000005151
6360,NCT03255681,D000005151
5957,NCT02267187,D000005151
6114,NCT01345591,D000005151
6357,NCT01880463,D000005128
6185,NCT00116090,D000005128
1949,NCT00610480,D000005128
1807,NCT00333203,D000005128
3385,NCT02405039,D000005128
8059,NCT01857440,D000005128
8824,NCT04030962,D000005128
3378,NCT01998802,D000005128
5960,NCT04120584,D000005128
2165,NCT04040894,D000005128
3446,NCT00358761,D000005076
141,NCT01339546,D000005076
9040,NCT04558567,D000005058
9611,NCT04049331,D000005058
2226,NCT00451841,D000004942
1977,NCT01327963,D000004942
5005,NCT00237367,D000004942
9188,NCT04411823,D000004942
2046,NCT01118585,D000004942
3763,NCT01685034,D000004941
3211,NCT03615950,D000004941
9911,NCT03822325,D000004941
3280,NCT02354716,D000004941
1418,NCT01322633,D000004941
3280,NCT02354716,D000004940
3164,NCT01661686,D000004940
3164,NCT01661686,D000004938
