,NCTId,OverallStatus
9997,NCT03767738,Completed
9996,NCT03768206,Completed
7032,NCT01747811,Completed
7030,NCT02374918,Completed
6366,NCT00458510,Completed
6368,NCT01984983,Completed
6369,NCT00028145,Completed
9865,NCT03855410,Completed
6413,NCT04329754,Completed
6415,NCT01625221,Completed
6418,NCT00756652,Completed
7011,NCT01464307,Completed
7010,NCT01894230,Completed
6424,NCT00021814,Completed
7009,NCT03403166,Completed
6425,NCT01251523,Completed
6427,NCT03756545,Completed
9975,NCT03779997,Completed
6432,NCT02134847,Completed
7006,NCT02369861,Completed
6433,NCT03400436,Completed
6435,NCT02888912,Completed
6437,NCT00032448,Completed
6438,NCT02784106,Completed
6439,NCT02601820,Completed
6440,NCT00549796,Completed
6442,NCT01744899,Completed
6443,NCT03552263,Completed
6444,NCT01098279,Completed
6445,NCT01678495,Completed
6446,NCT00481689,Completed
6411,NCT02438592,Completed
7015,NCT00942890,Completed
6408,NCT03516773,Completed
6389,NCT00000174,Completed
6370,NCT01807546,Completed
6371,NCT02703948,Completed
6372,NCT00996281,Completed
6374,NCT02394600,Completed
6375,NCT02752672,Completed
6376,NCT02133469,Completed
6377,NCT01523080,Completed
6379,NCT00587392,Completed
6380,NCT01266122,Completed
6382,NCT00048321,Completed
6390,NCT02490579,Completed
6407,NCT00108862,Completed
6391,NCT01355679,Completed
6394,NCT00912132,Completed
9980,NCT03776539,Completed
6400,NCT02112058,Completed
6401,NCT00031499,Completed
6403,NCT03417752,Completed
6404,NCT01491919,Completed
6988,NCT00205491,Completed
6405,NCT01083654,Completed
6406,NCT00168090,Completed
6551,NCT03409575,Completed
6583,NCT03905642,Completed
6552,NCT00341861,Completed
6832,NCT01426919,Completed
6955,NCT01815554,Completed
9913,NCT03820609,Completed
6793,NCT02628483,Completed
6794,NCT02855294,Completed
6795,NCT02238483,Completed
6954,NCT01894464,Completed
6796,NCT02445196,Completed
6953,NCT01920243,Completed
6797,NCT02428920,Completed
6798,NCT03030703,Completed
6799,NCT03063385,Completed
6800,NCT02228668,Completed
6802,NCT01128023,Completed
6952,NCT02104622,Completed
6804,NCT02113228,Completed
9905,NCT03825640,Completed
6807,NCT01665781,Completed
6950,NCT02150668,Completed
6949,NCT02223728,Completed
6810,NCT02851030,Completed
6812,NCT04595344,Completed
6813,NCT03366532,Completed
6814,NCT03939507,Completed
6815,NCT01770210,Completed
6948,NCT02340026,Completed
6819,NCT01005836,Completed
6821,NCT02222532,Completed
9900,NCT03831451,Completed
6829,NCT00751244,Completed
6790,NCT00255060,Completed
6789,NCT00476346,Completed
6788,NCT00563784,Completed
6759,NCT01667276,Completed
6736,NCT02205385,Completed
6738,NCT01942811,Completed
6961,NCT01548781,Completed
9923,NCT03813966,Completed
9922,NCT03814473,Completed
6745,NCT01233609,Completed
6746,NCT01449825,Completed
6749,NCT01844102,Completed
6960,NCT01593189,Completed
6750,NCT01711411,Completed
6753,NCT03085953,Completed
6757,NCT00074633,Completed
6758,NCT01385046,Completed
6959,NCT01599767,Completed
6787,NCT00932061,Completed
6760,NCT01452503,Completed
6761,NCT04124523,Completed
6775,NCT03040687,Completed
6958,NCT01699035,Completed
6957,NCT01795079,Completed
6776,NCT02718469,Completed
6778,NCT02334384,Completed
6779,NCT02295410,Completed
6781,NCT02115646,Completed
6782,NCT01614444,Completed
6783,NCT01611935,Completed
6785,NCT01273922,Completed
6956,NCT01806987,Completed
6830,NCT00570206,Completed
6833,NCT02477943,Completed
6963,NCT01394874,Completed
6835,NCT02957461,Completed
6889,NCT00693121,Completed
6891,NCT04523259,Completed
6893,NCT01178840,Completed
6894,NCT02118454,Completed
6895,NCT01257581,Completed
6897,NCT00999453,Completed
6899,NCT00155649,Completed
6934,NCT01574495,Completed
6933,NCT01955382,Completed
6901,NCT02263001,Completed
6904,NCT02011789,Completed
6932,NCT03767699,Completed
6905,NCT01751230,Completed
6906,NCT01004094,Completed
6907,NCT00782392,Completed
6910,NCT01229748,Completed
6911,NCT00909857,Completed
6912,NCT03952949,Completed
6930,NCT03073798,Completed
6913,NCT03248583,Completed
6929,NCT02075801,Completed
6916,NCT02301702,Completed
9881,NCT03844906,Completed
6917,NCT00342199,Completed
6918,NCT02079116,Completed
6919,NCT02072694,Completed
6921,NCT02312349,Completed
6922,NCT01829620,Completed
6925,NCT03762772,Completed
6888,NCT00253643,Completed
6887,NCT02228265,Completed
6937,NCT03488875,Completed
6859,NCT01526291,Completed
6836,NCT02541123,Completed
6837,NCT01494519,Completed
6838,NCT02224365,Completed
6840,NCT01260727,Completed
6844,NCT00693563,Completed
6845,NCT00119106,Completed
6846,NCT00718393,Completed
6848,NCT02784587,Completed
6946,NCT03298724,Completed
6850,NCT02286921,Completed
6853,NCT00007748,Completed
6944,NCT03521856,Completed
6856,NCT01353209,Completed
6862,NCT01977846,Completed
6880,NCT01498458,Completed
6863,NCT00760851,Completed
6864,NCT01126697,Completed
6868,NCT02725970,Completed
6869,NCT01183520,Completed
6871,NCT03649191,Completed
6872,NCT02679937,Completed
6873,NCT00632944,Completed
6941,NCT01707030,Completed
9897,NCT03833349,Completed
6940,NCT01747824,Completed
6877,NCT02760537,Completed
6939,NCT02080923,Completed
6878,NCT01209910,Completed
6962,NCT01429077,Completed
6734,NCT03211819,Completed
6987,NCT00205530,Completed
6643,NCT00342992,Completed
6600,NCT02383472,Completed
6601,NCT01692067,Completed
6602,NCT01480804,Completed
6604,NCT00984698,Completed
6981,NCT00265447,Completed
6605,NCT00795678,Completed
6606,NCT00623090,Completed
6610,NCT01543997,Completed
9946,NCT03799640,Completed
6980,NCT00283855,Completed
6979,NCT00285636,Completed
9945,NCT03799848,Completed
6978,NCT00448045,Completed
6616,NCT03250156,Completed
6977,NCT00485914,Completed
6619,NCT01509573,Completed
6620,NCT00342355,Completed
6623,NCT02132793,Completed
9942,NCT03802994,Completed
6626,NCT00710502,Completed
9941,NCT03803488,Completed
6633,NCT01630980,Completed
6635,NCT02963987,Completed
6976,NCT00488969,Completed
6636,NCT01286142,Completed
6637,NCT00254072,Completed
6638,NCT00151359,Completed
6975,NCT00618566,Completed
6639,NCT01535326,Completed
7044,NCT02817984,Completed
6596,NCT01381406,Completed
6595,NCT01533155,Completed
6570,NCT01267877,Completed
6986,NCT00205569,Completed
6554,NCT00710957,Completed
6555,NCT02378090,Completed
6556,NCT01647919,Completed
6557,NCT02349945,Completed
9955,NCT03795051,Completed
6559,NCT00339937,Completed
6560,NCT00340977,Completed
6563,NCT02172859,Completed
6985,NCT00211835,Completed
6564,NCT02611648,Completed
6566,NCT04306549,Completed
6569,NCT00525837,Completed
6572,NCT00813943,Completed
6594,NCT01326481,Completed
6574,NCT00777296,Completed
6576,NCT00689221,Completed
6983,NCT00233103,Completed
6580,NCT00157586,Completed
6581,NCT01684748,Completed
6582,NCT00341120,Completed
6585,NCT01403233,Completed
6587,NCT01446224,Completed
6588,NCT04134273,Completed
6982,NCT00233129,Completed
6590,NCT01158950,Completed
9951,NCT03796286,Completed
6593,NCT00341003,Completed
6642,NCT03885700,Completed
6644,NCT01739803,Completed
6733,NCT00234806,Completed
6974,NCT00621751,Completed
9927,NCT03811444,Completed
6699,NCT02816346,Completed
6700,NCT02796716,Completed
6701,NCT02322047,Completed
6702,NCT02302430,Completed
6703,NCT02286843,Completed
6704,NCT02226367,Completed
6705,NCT02187211,Completed
6707,NCT01959022,Completed
6965,NCT01207375,Completed
6708,NCT01716338,Completed
6709,NCT01672658,Completed
6710,NCT01632709,Completed
6711,NCT01425476,Completed
6712,NCT01410721,Completed
6714,NCT01391832,Completed
6715,NCT01186315,Completed
6717,NCT01168687,Completed
6718,NCT01158001,Completed
6719,NCT01087736,Completed
6720,NCT01020318,Completed
6721,NCT00640445,Completed
6722,NCT00556764,Completed
6724,NCT00410189,Completed
6727,NCT00315250,Completed
6728,NCT00310791,Completed
6729,NCT00273351,Completed
9877,NCT03848403,Completed
6730,NCT01043718,Completed
6695,NCT03433300,Completed
6687,NCT03312621,Completed
6686,NCT00000700,Completed
6667,NCT02792699,Completed
6973,NCT00692575,Completed
6647,NCT01032044,Completed
6648,NCT01969864,Completed
6651,NCT01706211,Completed
6656,NCT00164671,Completed
6657,NCT02418962,Completed
9936,NCT03804593,Completed
6661,NCT00107991,Completed
9933,NCT03807635,Completed
6972,NCT00735670,Completed
6971,NCT00924976,Completed
6665,NCT02360020,Completed
6666,NCT01861951,Completed
6668,NCT01768546,Completed
6685,NCT03504085,Completed
9932,NCT03807739,Completed
6671,NCT04466423,Completed
6672,NCT00411671,Completed
9929,NCT03810703,Completed
6970,NCT00988104,Completed
6968,NCT01056146,Completed
6675,NCT00708890,Completed
6967,NCT01115998,Completed
6966,NCT01119001,Completed
6677,NCT01911390,Completed
6678,NCT01104805,Completed
6680,NCT00837239,Completed
6684,NCT03619369,Completed
9458,NCT04183504,Completed
7814,NCT00002090,Completed
7046,NCT02115607,Completed
8323,NCT00308971,Completed
8331,NCT01772290,Completed
8330,NCT00767806,Completed
8329,NCT00418314,Completed
8326,NCT03206775,Completed
8325,NCT00760474,Completed
8324,NCT01506323,Completed
8322,NCT01219647,Completed
8333,NCT01928719,Completed
8321,NCT01637129,Completed
8320,NCT01657422,Completed
8317,NCT03717233,Completed
8316,NCT02037750,Completed
8314,NCT03404219,Completed
8313,NCT00032760,Completed
8332,NCT01928758,Completed
8335,NCT02740998,Completed
8364,NCT04474405,Completed
8353,NCT00704912,Completed
8360,NCT00074802,Completed
8359,NCT00271921,Completed
8358,NCT00007527,Completed
8356,NCT02482935,Completed
8355,NCT00002251,Completed
8354,NCT03672240,Completed
8352,NCT02028286,Completed
8338,NCT00176982,Completed
8351,NCT01306201,Completed
8350,NCT02558855,Completed
8349,NCT01435616,Completed
8348,NCT01527617,Completed
8345,NCT02349555,Completed
8339,NCT03574584,Completed
8309,NCT04188106,Completed
8304,NCT00380068,Completed
8303,NCT00026221,Completed
8256,NCT02717754,Completed
8272,NCT00874575,Completed
8263,NCT00079456,Completed
8261,NCT03223337,Completed
8260,NCT00515177,Completed
8259,NCT00514449,Completed
8258,NCT00067353,Completed
8255,NCT01100268,Completed
8302,NCT01017640,Completed
8251,NCT01649947,Completed
8247,NCT02688192,Completed
8246,NCT03028948,Completed
8241,NCT00332228,Completed
8240,NCT01658228,Completed
8239,NCT00736268,Completed
8276,NCT02929485,Completed
8277,NCT00941876,Completed
8278,NCT01240616,Completed
8281,NCT02551640,Completed
8282,NCT02387281,Completed
8284,NCT00089154,Completed
8285,NCT00055861,Completed
8288,NCT00751270,Completed
8289,NCT00308386,Completed
8290,NCT00608036,Completed
8291,NCT00760279,Completed
8292,NCT01709110,Completed
8293,NCT00861627,Completed
8295,NCT02835729,Completed
8296,NCT00529308,Completed
9607,NCT04052503,Completed
8298,NCT01130506,Completed
8362,NCT01783327,Completed
8365,NCT00947206,Completed
8235,NCT00676793,Completed
8444,NCT00120614,Completed
8463,NCT01244568,Completed
8461,NCT00566670,Completed
8460,NCT02321644,Completed
8456,NCT01280500,Completed
8454,NCT01001429,Completed
8445,NCT01527955,Completed
8442,NCT01135095,Completed
8465,NCT00408200,Completed
8438,NCT02527980,Completed
8437,NCT00679289,Completed
8433,NCT01552213,Completed
8432,NCT01698112,Completed
9592,NCT04059523,Completed
8427,NCT01280591,Completed
8464,NCT00581295,Completed
8466,NCT00574769,Completed
8369,NCT01096628,Completed
8477,NCT00788632,Completed
8487,NCT00590148,Completed
8484,NCT01790438,Completed
8481,NCT02710318,Completed
8480,NCT01797497,Completed
9586,NCT04068883,Completed
8478,NCT02929667,Completed
8476,NCT00973518,Completed
8467,NCT01582451,Completed
8475,NCT01719679,Completed
8472,NCT03533829,Completed
8471,NCT01258244,Completed
8470,NCT00731588,Completed
8469,NCT00760383,Completed
8468,NCT02415751,Completed
8426,NCT00462683,Completed
8425,NCT01495858,Completed
8423,NCT00006172,Completed
8383,NCT01081080,Completed
8392,NCT00002009,Completed
8390,NCT00496483,Completed
8389,NCT01422135,Completed
8387,NCT00504023,Completed
8386,NCT01537887,Completed
8385,NCT02792296,Completed
8381,NCT00938782,Completed
8422,NCT00069433,Completed
8379,NCT01511432,Completed
8375,NCT01626417,Completed
8373,NCT03929939,Completed
8372,NCT01431027,Completed
8371,NCT03249103,Completed
8370,NCT01226277,Completed
8393,NCT02808598,Completed
8394,NCT00002381,Completed
8396,NCT02693327,Completed
8397,NCT02037568,Completed
8399,NCT01838356,Completed
8401,NCT00599794,Completed
8402,NCT03461783,Completed
8403,NCT00458211,Completed
8404,NCT00361075,Completed
8407,NCT02708069,Completed
8408,NCT01324999,Completed
8413,NCT02342795,Completed
8416,NCT02874989,Completed
8417,NCT01824511,Completed
8418,NCT00914108,Completed
8419,NCT02121652,Completed
8421,NCT00553319,Completed
8238,NCT00784849,Completed
8234,NCT00176462,Completed
7047,NCT01962038,Completed
8045,NCT00061906,Completed
8054,NCT01147614,Completed
8053,NCT02144649,Completed
8051,NCT02251743,Completed
8049,NCT01408147,Completed
8047,NCT02113514,Completed
8046,NCT01898299,Completed
9647,NCT04022707,Completed
8057,NCT01530321,Completed
8044,NCT00358254,Completed
8043,NCT01337232,Completed
8042,NCT01109576,Completed
8041,NCT02836990,Completed
8040,NCT02994654,Completed
8038,NCT02407093,Completed
8055,NCT01818739,Completed
8059,NCT01857440,Completed
8093,NCT02952352,Completed
8077,NCT00124943,Completed
8090,NCT02036905,Completed
8085,NCT01052220,Completed
8083,NCT00395499,Completed
8082,NCT00397735,Completed
8080,NCT01713972,Completed
8078,NCT01389544,Completed
8076,NCT02967016,Completed
8060,NCT02103660,Completed
8074,NCT00167921,Completed
8073,NCT02184494,Completed
8069,NCT02641990,Completed
8064,NCT01155830,Completed
8063,NCT00604214,Completed
8062,NCT01959217,Completed
8036,NCT01505257,Completed
8035,NCT01112709,Completed
8034,NCT01048619,Completed
7992,NCT00369785,Completed
8003,NCT00483028,Completed
8002,NCT03010644,Completed
7999,NCT01177137,Completed
7997,NCT02132650,Completed
7996,NCT01058395,Completed
7995,NCT01686087,Completed
7991,NCT00872989,Completed
8031,NCT02255474,Completed
7990,NCT00122447,Completed
7986,NCT00748098,Completed
7982,NCT00096031,Completed
9652,NCT04018599,Completed
7980,NCT00775645,Completed
7979,NCT00217620,Completed
8004,NCT01437852,Completed
8006,NCT01839708,Completed
9650,NCT04020822,Completed
8007,NCT02715206,Completed
8011,NCT03896165,Completed
8015,NCT00004048,Completed
8016,NCT02293824,Completed
8017,NCT01695291,Completed
8019,NCT00043745,Completed
8020,NCT02162927,Completed
8022,NCT02160847,Completed
8023,NCT00742781,Completed
8024,NCT03343106,Completed
8025,NCT01025674,Completed
8026,NCT01929122,Completed
8027,NCT01515072,Completed
8030,NCT02593474,Completed
8091,NCT02337296,Completed
8102,NCT02219399,Completed
8232,NCT01811940,Completed
8181,NCT00917085,Completed
8191,NCT01889758,Completed
8187,NCT02025439,Completed
8186,NCT01343056,Completed
8185,NCT02266576,Completed
8184,NCT02022657,Completed
8183,NCT00125580,Completed
8180,NCT00414323,Completed
8194,NCT01492738,Completed
8177,NCT02077959,Completed
8175,NCT00694044,Completed
8170,NCT00417976,Completed
8169,NCT01535924,Completed
8168,NCT01958437,Completed
8165,NCT00320749,Completed
8192,NCT00826605,Completed
8196,NCT00170079,Completed
8103,NCT01537068,Completed
8215,NCT02147613,Completed
8231,NCT02255357,Completed
8228,NCT00879996,Completed
8227,NCT02257099,Completed
8220,NCT00126152,Completed
8216,NCT03202277,Completed
9613,NCT04048590,Completed
8212,NCT01297062,Completed
8198,NCT02313181,Completed
8211,NCT01882439,Completed
8210,NCT00271739,Completed
8208,NCT02191306,Completed
8206,NCT00520208,Completed
8203,NCT03865758,Completed
8200,NCT00542113,Completed
8164,NCT00482963,Completed
8160,NCT01401023,Completed
8158,NCT00045903,Completed
8122,NCT00004409,Completed
8130,NCT00148031,Completed
8129,NCT00537043,Completed
8128,NCT01460940,Completed
8127,NCT01276600,Completed
8126,NCT01017523,Completed
8123,NCT01980771,Completed
8121,NCT04007913,Completed
8157,NCT03353922,Completed
8120,NCT00404274,Completed
9638,NCT04032834,Completed
8116,NCT02424526,Completed
8114,NCT01683227,Completed
8106,NCT00302055,Completed
8105,NCT02088177,Completed
8131,NCT00481182,Completed
8132,NCT03599193,Completed
8133,NCT01447602,Completed
8134,NCT00000273,Completed
8135,NCT01223404,Completed
8136,NCT02566317,Completed
8137,NCT00760812,Completed
8138,NCT01184755,Completed
8142,NCT02853435,Completed
8144,NCT02140775,Completed
8145,NCT01141049,Completed
8146,NCT00004084,Completed
8149,NCT00017199,Completed
8153,NCT03097016,Completed
8154,NCT00738920,Completed
8155,NCT00389493,Completed
8156,NCT00427128,Completed
8488,NCT00063804,Completed
8489,NCT02219906,Completed
8492,NCT01245673,Completed
8850,NCT01435603,Completed
8857,NCT03454022,Completed
8855,NCT00769951,Completed
8854,NCT01994473,Completed
8853,NCT01156610,Completed
8852,NCT03723395,Completed
8851,NCT01835223,Completed
8849,NCT02043496,Completed
8859,NCT01045421,Completed
8848,NCT01033942,Completed
8844,NCT00859053,Completed
8843,NCT00400803,Completed
8840,NCT00960765,Completed
8839,NCT02777554,Completed
8838,NCT03235219,Completed
8858,NCT02206607,Completed
8861,NCT00967083,Completed
8889,NCT00178048,Completed
8873,NCT00759746,Completed
8884,NCT02624193,Completed
8882,NCT01882010,Completed
8879,NCT01764698,Completed
8878,NCT01021644,Completed
8876,NCT02085473,Completed
8874,NCT01216891,Completed
8871,NCT01137006,Completed
8862,NCT00542360,Completed
8870,NCT02318186,Completed
8869,NCT02972255,Completed
8868,NCT02679729,Completed
8867,NCT03095391,Completed
8866,NCT01104701,Completed
8864,NCT01496378,Completed
8836,NCT02325128,Completed
8833,NCT02445794,Completed
8826,NCT01671475,Completed
8790,NCT03300297,Completed
9535,NCT04104191,Completed
8797,NCT03158038,Completed
8796,NCT03852030,Completed
8795,NCT00183339,Completed
8794,NCT02150681,Completed
8793,NCT01992341,Completed
8787,NCT01457339,Completed
8825,NCT02899988,Completed
8782,NCT03135756,Completed
8781,NCT03199079,Completed
8777,NCT02146326,Completed
8775,NCT01616797,Completed
8773,NCT01440907,Completed
8772,NCT02041923,Completed
8800,NCT00589459,Completed
9533,NCT04104737,Completed
8802,NCT01647438,Completed
8803,NCT01921179,Completed
8804,NCT01659814,Completed
8806,NCT01693874,Completed
8807,NCT02535572,Completed
9530,NCT04109222,Completed
8812,NCT01265953,Completed
8813,NCT01671332,Completed
8814,NCT01932242,Completed
8815,NCT02290639,Completed
8816,NCT02787434,Completed
8817,NCT00104156,Completed
8818,NCT01314599,Completed
8819,NCT01448447,Completed
8820,NCT01330420,Completed
8885,NCT02071121,Completed
8891,NCT00773617,Completed
8494,NCT01264718,Completed
9084,NCT04517734,Completed
9158,NCT04452201,Completed
9154,NCT04456738,Completed
9145,NCT04466644,Completed
9129,NCT04480346,Completed
9108,NCT04496297,Completed
9498,NCT04134715,Completed
9079,NCT04523636,Completed
9187,NCT04414982,Completed
8991,NCT04597957,Completed
8975,NCT01721044,Completed
8972,NCT00886821,Completed
8967,NCT03032159,Completed
8963,NCT00882557,Completed
8955,NCT02290223,Completed
9178,NCT04426526,Completed
9334,NCT04287374,Completed
8892,NCT01748994,Completed
9412,NCT04226092,Completed
9456,NCT04188015,Completed
9448,NCT04195646,Completed
9443,NCT04203225,Completed
9426,NCT04214301,Completed
9423,NCT04218799,Completed
9415,NCT04223635,Completed
9411,NCT04227119,Completed
9336,NCT04284514,Completed
9462,NCT04179474,Completed
9381,NCT04243486,Completed
9373,NCT04254003,Completed
9469,NCT04171544,Completed
9340,NCT04280653,Completed
9337,NCT04283630,Completed
8954,NCT04331366,Completed
8946,NCT01743976,Completed
9513,NCT04123041,Completed
8906,NCT02564341,Completed
8913,NCT03770780,Completed
8912,NCT03356639,Completed
8911,NCT00248612,Completed
8910,NCT02391727,Completed
8909,NCT03609671,Completed
8907,NCT00148902,Completed
8905,NCT00793975,Completed
8942,NCT01566461,Completed
8903,NCT00122486,Completed
8901,NCT00570440,Completed
8900,NCT01594632,Completed
8899,NCT01721798,Completed
8896,NCT01846468,Completed
8893,NCT01664624,Completed
8914,NCT02341638,Completed
8915,NCT01979601,Completed
8916,NCT03771586,Completed
8917,NCT04154670,Completed
8919,NCT00595231,Completed
8920,NCT02165735,Completed
8923,NCT01909752,Completed
8926,NCT02470754,Completed
8927,NCT02509117,Completed
8928,NCT00555425,Completed
8929,NCT01128621,Completed
8930,NCT02497937,Completed
8931,NCT03895021,Completed
8933,NCT02217007,Completed
8935,NCT03635905,Completed
8936,NCT01197911,Completed
8940,NCT01878175,Completed
8771,NCT03377855,Completed
8770,NCT00124280,Completed
8768,NCT02559869,Completed
8579,NCT01428258,Completed
8587,NCT01800318,Completed
8586,NCT00000798,Completed
8585,NCT02700698,Completed
8584,NCT01481779,Completed
8581,NCT00266864,Completed
8580,NCT01859000,Completed
8578,NCT02765906,Completed
8595,NCT02079766,Completed
8577,NCT00749944,Completed
8572,NCT02189876,Completed
8570,NCT02133846,Completed
8569,NCT02247765,Completed
8566,NCT02187055,Completed
9571,NCT04081272,Completed
8591,NCT00490945,Completed
8597,NCT00200096,Completed
8761,NCT01825252,Completed
8619,NCT01703507,Completed
8629,NCT01700036,Completed
8628,NCT00000398,Completed
9559,NCT04088357,Completed
8627,NCT01007552,Completed
8626,NCT01841333,Completed
8622,NCT03616171,Completed
9560,NCT04088175,Completed
8599,NCT01503307,Completed
8614,NCT00253448,Completed
8613,NCT01312181,Completed
8610,NCT01066949,Completed
8607,NCT00228046,Completed
8603,NCT01237106,Completed
8602,NCT01359319,Completed
8564,NCT02835495,Completed
8562,NCT01975857,Completed
8560,NCT02656212,Completed
8507,NCT00014950,Completed
8516,NCT02133209,Completed
8515,NCT01352286,Completed
8514,NCT00030940,Completed
8512,NCT01012180,Completed
8511,NCT03406260,Completed
8508,NCT01182727,Completed
8506,NCT01490697,Completed
8557,NCT03281161,Completed
8504,NCT01618461,Completed
8503,NCT00359580,Completed
8502,NCT01174290,Completed
8499,NCT00993590,Completed
8497,NCT02700542,Completed
9580,NCT04073914,Completed
8517,NCT01240993,Completed
8519,NCT03372811,Completed
8524,NCT01041170,Completed
8525,NCT00342966,Completed
8528,NCT01978080,Completed
8529,NCT02080975,Completed
8531,NCT00284453,Completed
8534,NCT01908517,Completed
8535,NCT00626457,Completed
8536,NCT02290938,Completed
8537,NCT02328690,Completed
8540,NCT01557621,Completed
8542,NCT00981253,Completed
8547,NCT01588457,Completed
8549,NCT01721057,Completed
8551,NCT01711359,Completed
8552,NCT01710358,Completed
8630,NCT01979055,Completed
8631,NCT00151047,Completed
8632,NCT02088749,Completed
8712,NCT01834794,Completed
8721,NCT00004930,Completed
8720,NCT00006018,Completed
8719,NCT00006264,Completed
8718,NCT00058045,Completed
8717,NCT00955084,Completed
8714,NCT00072995,Completed
8710,NCT00004263,Completed
8691,NCT00118157,Completed
9545,NCT04094363,Completed
8708,NCT01941810,Completed
8702,NCT00938964,Completed
8700,NCT01454284,Completed
8695,NCT03705325,Completed
8694,NCT00435617,Completed
8724,NCT00039468,Completed
8725,NCT00025389,Completed
8726,NCT00098670,Completed
8727,NCT00085124,Completed
8732,NCT00896701,Completed
8734,NCT02958969,Completed
8735,NCT01678079,Completed
8737,NCT03126981,Completed
8738,NCT02896010,Completed
8741,NCT02395341,Completed
8749,NCT01982435,Completed
8750,NCT01090011,Completed
8754,NCT03183050,Completed
8756,NCT02487485,Completed
8757,NCT00596284,Completed
8759,NCT00983892,Completed
8760,NCT01513343,Completed
8692,NCT00462358,Completed
8690,NCT00410904,Completed
8633,NCT01672684,Completed
8645,NCT00995696,Completed
8654,NCT01222689,Completed
8650,NCT03003221,Completed
8649,NCT01733017,Completed
8648,NCT01468987,Completed
8647,NCT03238456,Completed
8646,NCT00870324,Completed
8641,NCT02726438,Completed
8689,NCT02520115,Completed
8640,NCT00766051,Completed
8639,NCT02111525,Completed
8638,NCT00619671,Completed
8636,NCT00779363,Completed
8635,NCT00833898,Completed
8634,NCT02019667,Completed
8656,NCT00422097,Completed
8657,NCT01749384,Completed
8658,NCT00948467,Completed
8664,NCT02415764,Completed
8666,NCT00258752,Completed
8667,NCT01773239,Completed
8670,NCT00678769,Completed
8673,NCT00944060,Completed
8674,NCT00764517,Completed
8676,NCT01515475,Completed
8680,NCT01902225,Completed
8681,NCT00963807,Completed
8684,NCT03315507,Completed
8685,NCT00002940,Completed
8686,NCT00310895,Completed
8687,NCT00870207,Completed
9550,NCT04091061,Completed
7978,NCT00268489,Completed
7976,NCT00880191,Completed
7975,NCT01515800,Completed
7347,NCT02877680,Completed
7362,NCT02237196,Completed
7360,NCT01132937,Completed
7359,NCT02008877,Completed
7358,NCT01996254,Completed
7357,NCT00096720,Completed
7354,NCT00788398,Completed
7344,NCT02243774,Completed
7367,NCT01623492,Completed
7343,NCT01130987,Completed
7341,NCT01996826,Completed
7340,NCT02668276,Completed
7339,NCT02678247,Completed
7338,NCT03026556,Completed
7337,NCT00947596,Completed
9762,NCT03933488,Completed
7368,NCT00042510,Completed
7392,NCT01611350,Completed
7379,NCT02504931,Completed
7388,NCT01554891,Completed
7387,NCT01312922,Completed
7386,NCT02553148,Completed
7385,NCT00048932,Completed
7382,NCT00970944,Completed
7381,NCT00751946,Completed
7377,NCT02975596,Completed
7369,NCT01967680,Completed
7376,NCT00756600,Completed
7375,NCT01049516,Completed
7373,NCT01170546,Completed
9761,NCT03933540,Completed
7371,NCT03882515,Completed
7370,NCT02123251,Completed
7334,NCT02734238,Completed
7328,NCT01309347,Completed
7327,NCT01455324,Completed
7284,NCT01175993,Completed
7296,NCT03767894,Completed
7293,NCT00599508,Completed
7288,NCT00222690,Completed
7287,NCT00619463,Completed
7286,NCT01670227,Completed
7285,NCT03227861,Completed
7283,NCT02722356,Completed
7326,NCT01556581,Completed
7281,NCT02025413,Completed
7280,NCT02562872,Completed
7279,NCT00658190,Completed
7278,NCT02949037,Completed
7274,NCT01052103,Completed
7273,NCT00992953,Completed
7297,NCT02071446,Completed
7300,NCT02469324,Completed
7301,NCT03623022,Completed
7304,NCT00387855,Completed
7305,NCT01670825,Completed
7306,NCT01683409,Completed
7308,NCT02319447,Completed
7309,NCT04474093,Completed
7310,NCT04028180,Completed
7311,NCT01441167,Completed
7313,NCT00437021,Completed
7314,NCT01307280,Completed
7317,NCT00822692,Completed
7319,NCT03869060,Completed
7321,NCT01093053,Completed
7322,NCT01208870,Completed
7324,NCT02666859,Completed
7390,NCT00130208,Completed
9752,NCT03938974,Completed
7499,NCT02548208,Completed
7463,NCT02320903,Completed
7473,NCT00446979,Completed
7472,NCT03412136,Completed
7471,NCT00783770,Completed
7470,NCT00902798,Completed
7467,NCT04116463,Completed
7464,NCT01976780,Completed
7462,NCT00878150,Completed
9734,NCT03954977,Completed
7461,NCT01583127,Completed
7460,NCT01363245,Completed
7459,NCT00007722,Completed
7458,NCT01672710,Completed
7457,NCT02791945,Completed
9738,NCT03951610,Completed
7475,NCT01304407,Completed
7479,NCT02169882,Completed
7393,NCT00737893,Completed
7491,NCT01052584,Completed
9730,NCT03961633,Completed
9731,NCT03961308,Completed
7496,NCT00615641,Completed
7495,NCT03605888,Completed
7493,NCT00213083,Completed
7492,NCT00310726,Completed
7489,NCT02725255,Completed
7482,NCT03585361,Completed
7488,NCT02894294,Completed
7487,NCT02903602,Completed
7486,NCT03366454,Completed
7485,NCT03397420,Completed
7484,NCT03429257,Completed
7483,NCT03571932,Completed
9739,NCT03948386,Completed
7454,NCT03733301,Completed
7453,NCT01826760,Completed
7404,NCT01399099,Completed
7418,NCT01123798,Completed
7414,NCT02374060,Completed
7412,NCT00615940,Completed
7411,NCT04387019,Completed
