,NCTId,OverallStatus
4627,NCT02538601,Completed
4545,NCT03828877,Completed
4521,NCT01768325,Completed
4522,NCT02765945,Completed
4544,NCT00128999,Completed
3764,NCT01727895,Completed
4523,NCT03897764,Completed
4524,NCT00299065,Completed
4526,NCT01431924,Completed
3716,NCT00307580,Completed
4527,NCT03132857,Completed
4529,NCT00731497,Completed
4629,NCT03982576,Completed
4628,NCT01695252,Completed
3756,NCT01404910,Completed
4531,NCT01330264,Completed
3758,NCT03421626,Completed
4533,NCT02972515,Completed
4534,NCT00656955,Completed
4536,NCT00088543,Completed
4538,NCT01524705,Completed
4539,NCT02774434,Completed
4518,NCT03303859,Completed
4516,NCT00527722,Completed
3715,NCT00539175,Completed
3710,NCT00312845,Completed
3747,NCT00860886,Completed
4620,NCT01891773,Completed
4641,NCT01163773,Completed
3717,NCT00736775,Completed
3771,NCT03339245,Completed
4640,NCT01511939,Completed
4639,NCT01353352,Completed
4509,NCT03955874,Completed
4510,NCT00211991,Completed
3709,NCT00762060,Completed
4638,NCT02410278,Completed
3769,NCT00668928,Completed
4515,NCT00925366,Completed
3711,NCT01733394,Completed
3766,NCT03976869,Completed
4636,NCT02113670,Completed
4635,NCT02870868,Completed
4513,NCT01782053,Completed
3712,NCT01272232,Completed
3765,NCT01338506,Completed
4633,NCT02249650,Completed
4624,NCT01889225,Completed
4514,NCT00396162,Completed
4632,NCT02269410,Completed
4476,NCT00848796,Completed
3737,NCT01488227,Completed
3694,NCT04285489,Completed
4448,NCT01159561,Completed
3799,NCT00332852,Completed
4593,NCT02657317,Completed
4437,NCT01877421,Completed
4682,NCT04044261,Completed
4438,NCT01846104,Completed
3794,NCT00414947,Completed
3793,NCT00028353,Completed
3728,NCT00249405,Completed
4440,NCT01666652,Completed
4595,NCT02745210,Completed
3791,NCT00069446,Completed
3729,NCT02191137,Completed
4442,NCT01644565,Completed
3790,NCT00351832,Completed
4443,NCT01556945,Completed
4444,NCT01502735,Completed
4445,NCT01502358,Completed
4580,NCT03073291,Completed
3730,NCT00459316,Completed
4446,NCT01387529,Completed
4577,NCT03579706,Completed
3789,NCT01591681,Completed
3731,NCT01786993,Completed
4573,NCT02359916,Completed
3684,NCT00684021,Completed
3801,NCT01476423,Completed
4436,NCT01994525,Completed
4435,NCT02018250,Completed
3807,NCT00551200,Completed
4413,NCT02551666,Completed
4591,NCT01001325,Completed
4415,NCT01563887,Completed
3727,NCT00528606,Completed
4588,NCT00015613,Completed
3810,NCT00094107,Completed
4688,NCT01867905,Completed
3809,NCT03125460,Completed
3808,NCT00034294,Completed
4416,NCT01321281,Completed
4687,NCT00746083,Completed
4587,NCT03613623,Completed
3802,NCT00005175,Completed
4427,NCT03436160,Completed
4686,NCT01241383,Completed
3806,NCT00578812,Completed
4684,NCT04580017,Completed
3726,NCT01519999,Completed
4430,NCT02930226,Completed
4432,NCT02445963,Completed
4683,NCT02561390,Completed
4433,NCT02239614,Completed
4434,NCT02067676,Completed
4585,NCT00596908,Completed
3736,NCT02391948,Completed
4447,NCT01194336,Completed
3788,NCT00325429,Completed
4465,NCT00075049,Completed
4458,NCT00292942,Completed
4561,NCT01144767,Completed
4604,NCT00908830,Completed
3688,NCT02629289,Completed
4608,NCT02328989,Completed
4459,NCT00292929,Completed
4460,NCT00248833,Completed
4609,NCT00199797,Completed
4671,NCT01077596,Completed
4461,NCT00132249,Completed
4464,NCT00082069,Completed
4468,NCT00256477,Completed
4603,NCT02208050,Completed
3692,NCT02469532,Completed
4670,NCT01332500,Completed
4668,NCT00140114,Completed
4470,NCT01166412,Completed
4665,NCT03711981,Completed
4614,NCT01191229,Completed
4473,NCT03284372,Completed
3784,NCT01713777,Completed
3693,NCT03218787,Completed
3780,NCT00094055,Completed
4474,NCT02302612,Completed
3787,NCT01547351,Completed
3687,NCT00347412,Completed
4672,NCT00486811,Completed
4563,NCT03418077,Completed
4680,NCT00314899,Completed
4450,NCT00984256,Completed
4451,NCT00884377,Completed
4452,NCT00761020,Completed
3685,NCT03571893,Completed
4453,NCT00678652,Completed
4679,NCT00914745,Completed
3786,NCT00097071,Completed
4678,NCT00364234,Completed
3723,NCT02057705,Completed
4677,NCT02232269,Completed
4674,NCT03683589,Completed
4567,NCT02023723,Completed
4455,NCT00415051,Completed
4600,NCT03953924,Completed
4673,NCT01107379,Completed
4456,NCT00412477,Completed
4601,NCT01344616,Completed
3734,NCT02814552,Completed
4457,NCT00376090,Completed
4566,NCT02379221,Completed
3735,NCT00101673,Completed
3757,NCT00219557,Completed
6257,NCT02080767,Available
2284,NCT03863119,Available
6247,NCT04360486,Available
6249,NCT04302766,Available
5720,NCT04428632,Available
9068,NCT04534322,Available
8243,NCT04420988,Available
3039,NCT04355793,Available
8592,NCT04278235,Available
5352,NCT01786850,Available
6430,NCT00642057,Available
2132,NCT04583007,Available
2876,NCT04484363,Available
7113,NCT04603651,Available
2173,NCT03147742,Available
9815,NCT03886506,Available
5023,NCT02494687,Available
4356,NCT01236287,Available
3442,NCT04552691,Available
4003,NCT04220203,Approved for marketing
3785,NCT03825484,Approved for marketing
2165,NCT04040894,Approved for marketing
5361,NCT02368301,Approved for marketing
2109,NCT04256265,Approved for marketing
3183,NCT03154437,Approved for marketing
1146,NCT02592941,Approved for marketing
4132,NCT00520143,Approved for marketing
3067,NCT04136808,Approved for marketing
7969,NCT03341858,"Active, not recruiting"
6618,NCT02036931,"Active, not recruiting"
1347,NCT01639053,"Active, not recruiting"
3295,NCT03287765,"Active, not recruiting"
6310,NCT04306523,"Active, not recruiting"
6634,NCT03551483,"Active, not recruiting"
6631,NCT02831257,"Active, not recruiting"
3676,NCT03790137,"Active, not recruiting"
3989,NCT01953588,"Active, not recruiting"
61,NCT03192891,"Active, not recruiting"
3686,NCT03650556,"Active, not recruiting"
1352,NCT03788408,"Active, not recruiting"
3302,NCT01117571,"Active, not recruiting"
8253,NCT02812147,"Active, not recruiting"
7781,NCT03594734,"Active, not recruiting"
7780,NCT01522768,"Active, not recruiting"
9994,NCT03769116,"Active, not recruiting"
6627,NCT03167658,"Active, not recruiting"
6296,NCT02953860,"Active, not recruiting"
8001,NCT02949128,"Active, not recruiting"
5830,NCT04316429,"Active, not recruiting"
8209,NCT03459118,"Active, not recruiting"
8252,NCT01417286,"Active, not recruiting"
66,NCT02993120,"Active, not recruiting"
6331,NCT04477083,"Active, not recruiting"
6579,NCT02043158,"Active, not recruiting"
9988,NCT03771638,"Active, not recruiting"
1323,NCT02387203,"Active, not recruiting"
5855,NCT03293524,"Active, not recruiting"
5856,NCT01818791,"Active, not recruiting"
3966,NCT03344458,"Active, not recruiting"
6333,NCT04374591,"Active, not recruiting"
9976,NCT03779269,"Active, not recruiting"
26,NCT04004260,"Active, not recruiting"
5875,NCT03406104,"Active, not recruiting"
3316,NCT04312165,"Active, not recruiting"
6264,NCT01435135,"Active, not recruiting"
8225,NCT04204447,"Active, not recruiting"
6591,NCT03798184,"Active, not recruiting"
9968,NCT03785366,"Active, not recruiting"
3335,NCT00454506,"Active, not recruiting"
1305,NCT04374201,"Active, not recruiting"
5876,NCT02139397,"Active, not recruiting"
3968,NCT04023604,"Active, not recruiting"
8236,NCT03511001,"Active, not recruiting"
6259,NCT01931358,"Active, not recruiting"
6336,NCT04239066,"Active, not recruiting"
9634,NCT04037865,"Active, not recruiting"
3337,NCT00454467,"Active, not recruiting"
3951,NCT03278626,"Active, not recruiting"
6258,NCT01933685,"Active, not recruiting"
3947,NCT02996877,"Active, not recruiting"
3318,NCT03490045,"Active, not recruiting"
5849,NCT02297126,"Active, not recruiting"
6609,NCT04045938,"Active, not recruiting"
3946,NCT03259373,"Active, not recruiting"
9630,NCT04038580,"Active, not recruiting"
39,NCT04021030,"Active, not recruiting"
60,NCT03276637,"Active, not recruiting"
7967,NCT01124695,"Active, not recruiting"
1058,NCT02825602,"Active, not recruiting"
6568,NCT03738774,"Active, not recruiting"
3783,NCT02752282,"Active, not recruiting"
3779,NCT03445403,"Active, not recruiting"
1003,NCT03363464,"Active, not recruiting"
3860,NCT02802306,"Active, not recruiting"
7930,NCT00008385,"Active, not recruiting"
9776,NCT03921814,"Active, not recruiting"
7873,NCT03751124,"Active, not recruiting"
7929,NCT00075946,"Active, not recruiting"
1120,NCT04460911,"Active, not recruiting"
144,NCT04423770,"Active, not recruiting"
1117,NCT02863458,"Active, not recruiting"
9784,NCT03914469,"Active, not recruiting"
9785,NCT03913494,"Active, not recruiting"
8079,NCT01167270,"Active, not recruiting"
6086,NCT01714349,"Active, not recruiting"
6087,NCT01701388,"Active, not recruiting"
7925,NCT01107626,"Active, not recruiting"
6068,NCT02023996,"Active, not recruiting"
9769,NCT03927105,"Active, not recruiting"
3869,NCT01754064,"Active, not recruiting"
6488,NCT04365270,"Active, not recruiting"
8066,NCT02197390,"Active, not recruiting"
1159,NCT02874222,"Active, not recruiting"
6501,NCT02260778,"Active, not recruiting"
1157,NCT03599739,"Active, not recruiting"
6500,NCT03924674,"Active, not recruiting"
7857,NCT02697422,"Active, not recruiting"
148,NCT02951598,"Active, not recruiting"
6299,NCT01326104,"Active, not recruiting"
3775,NCT03636477,"Active, not recruiting"
3877,NCT02173379,"Active, not recruiting"
7934,NCT00382070,"Active, not recruiting"
7863,NCT02103296,"Active, not recruiting"
6062,NCT02187198,"Active, not recruiting"
8070,NCT03555331,"Active, not recruiting"
156,NCT03346603,"Active, not recruiting"
8081,NCT02371317,"Active, not recruiting"
6163,NCT00583024,"Active, not recruiting"
6468,NCT01824082,"Active, not recruiting"
6450,NCT02814825,"Active, not recruiting"
8111,NCT02759172,"Active, not recruiting"
7898,NCT03884816,"Active, not recruiting"
9852,NCT03865381,"Active, not recruiting"
9823,NCT03881449,"Active, not recruiting"
3797,NCT02479620,"Active, not recruiting"
1070,NCT02813356,"Active, not recruiting"
6121,NCT01281267,"Active, not recruiting"
1042,NCT02373189,"Active, not recruiting"
6122,NCT01269164,"Active, not recruiting"
1043,NCT02030990,"Active, not recruiting"
3815,NCT00001163,"Active, not recruiting"
1052,NCT03598114,"Active, not recruiting"
1055,NCT03056534,"Active, not recruiting"
7904,NCT04119375,"Active, not recruiting"
9833,NCT03876028,"Active, not recruiting"
8088,NCT03893708,"Active, not recruiting"
8086,NCT00936390,"Active, not recruiting"
6467,NCT01118026,"Active, not recruiting"
6417,NCT00999804,"Active, not recruiting"
6162,NCT00583752,"Active, not recruiting"
9795,NCT03906461,"Active, not recruiting"
6091,NCT01638481,"Active, not recruiting"
1103,NCT04001803,"Active, not recruiting"
1101,NCT02498301,"Active, not recruiting"
3842,NCT02207517,"Active, not recruiting"
3839,NCT01234766,"Active, not recruiting"
1097,NCT03566264,"Active, not recruiting"
6462,NCT03733626,"Active, not recruiting"
3838,NCT00637689,"Active, not recruiting"
9601,NCT04055623,"Active, not recruiting"
1092,NCT02960568,"Active, not recruiting"
6414,NCT01418014,"Active, not recruiting"
3834,NCT02519777,"Active, not recruiting"
1087,NCT03527654,"Active, not recruiting"
1160,NCT02455804,"Active, not recruiting"
142,NCT02252159,"Active, not recruiting"
6567,NCT01534819,"Active, not recruiting"
3917,NCT03684070,"Active, not recruiting"
6548,NCT02889640,"Active, not recruiting"
95,NCT02207569,"Active, not recruiting"
97,NCT02069925,"Active, not recruiting"
8189,NCT01996865,"Active, not recruiting"
99,NCT02746809,"Active, not recruiting"
3613,NCT02602691,"Active, not recruiting"
6367,NCT03776994,"Active, not recruiting"
3741,NCT02347202,"Active, not recruiting"
6393,NCT02294357,"Active, not recruiting"
3388,NCT04461405,"Active, not recruiting"
1231,NCT03615599,"Active, not recruiting"
105,NCT00837499,"Active, not recruiting"
9705,NCT03981978,"Active, not recruiting"
6212,NCT02481310,"Active, not recruiting"
6211,NCT01942837,"Active, not recruiting"
7834,NCT01702805,"Active, not recruiting"
3738,NCT03256344,"Active, not recruiting"
1242,NCT04396626,"Active, not recruiting"
89,NCT02882100,"Active, not recruiting"
5923,NCT01803048,"Active, not recruiting"
7816,NCT02431208,"Active, not recruiting"
6239,NCT02305186,"Active, not recruiting"
7965,NCT02865187,"Active, not recruiting"
5904,NCT02307916,"Active, not recruiting"
7818,NCT03208686,"Active, not recruiting"
6351,NCT01892397,"Active, not recruiting"
77,NCT02163525,"Active, not recruiting"
8199,NCT03057119,"Active, not recruiting"
6355,NCT04156919,"Active, not recruiting"
6228,NCT02706847,"Active, not recruiting"
6357,NCT01880463,"Active, not recruiting"
6223,NCT02706951,"Active, not recruiting"
6222,NCT02675426,"Active, not recruiting"
6221,NCT02629159,"Active, not recruiting"
5922,NCT03662308,"Active, not recruiting"
3913,NCT02583178,"Active, not recruiting"
1218,NCT03491397,"Active, not recruiting"
9911,NCT03822325,"Active, not recruiting"
6386,NCT03205865,"Active, not recruiting"
6000,NCT03851406,"Active, not recruiting"
6002,NCT03789396,"Active, not recruiting"
3887,NCT02957799,"Active, not recruiting"
3432,NCT02997293,"Active, not recruiting"
6028,NCT03197896,"Active, not recruiting"
7854,NCT03014414,"Active, not recruiting"
6036,NCT03023644,"Active, not recruiting"
6038,NCT02960516,"Active, not recruiting"
3441,NCT03184792,"Active, not recruiting"
1170,NCT02660073,"Active, not recruiting"
3576,NCT04005924,"Active, not recruiting"
3444,NCT03027440,"Active, not recruiting"
9747,NCT03942549,"Active, not recruiting"
138,NCT03965195,"Active, not recruiting"
1162,NCT02380274,"Active, not recruiting"
9896,NCT03833713,"Active, not recruiting"
5992,NCT04001790,"Active, not recruiting"
3748,NCT04335929,"Active, not recruiting"
5980,NCT04363164,"Active, not recruiting"
7838,NCT04281264,"Active, not recruiting"
8178,NCT02049541,"Active, not recruiting"
3592,NCT03361800,"Active, not recruiting"
6127,NCT01140373,"Active, not recruiting"
8176,NCT01814501,"Active, not recruiting"
6192,NCT03821402,"Active, not recruiting"
9721,NCT03967093,"Active, not recruiting"
3760,NCT04082338,"Active, not recruiting"
3895,NCT04246424,"Active, not recruiting"
5964,NCT02949115,"Active, not recruiting"
3425,NCT03329001,"Active, not recruiting"
128,NCT03631472,"Active, not recruiting"
3894,NCT04296344,"Active, not recruiting"
5967,NCT02632552,"Active, not recruiting"
129,NCT03699709,"Active, not recruiting"
2490,NCT03014037,"Active, not recruiting"
5563,NCT01084733,"Active, not recruiting"
3993,NCT03683394,"Active, not recruiting"
2144,NCT02515578,"Active, not recruiting"
2129,NCT01263600,"Active, not recruiting"
7106,NCT02439762,"Active, not recruiting"
9060,NCT04541030,"Active, not recruiting"
4469,NCT00570297,"Active, not recruiting"
7096,NCT01079247,"Active, not recruiting"
5088,NCT04032613,"Active, not recruiting"
5093,NCT03069092,"Active, not recruiting"
2776,NCT01105169,"Active, not recruiting"
5100,NCT03832283,"Active, not recruiting"
2780,NCT03076216,"Active, not recruiting"
2096,NCT02069782,"Active, not recruiting"
2788,NCT01953120,"Active, not recruiting"
5111,NCT02833259,"Active, not recruiting"
5114,NCT02798432,"Active, not recruiting"
2080,NCT02516332,"Active, not recruiting"
7077,NCT04241133,"Active, not recruiting"
7481,NCT03822611,"Active, not recruiting"
2068,NCT03266939,"Active, not recruiting"
5127,NCT02725840,"Active, not recruiting"
9103,NCT04499937,"Active, not recruiting"
5131,NCT03232086,"Active, not recruiting"
9056,NCT04545047,"Active, not recruiting"
5062,NCT02341326,"Active, not recruiting"
5136,NCT01286038,"Active, not recruiting"
8643,NCT03932032,"Active, not recruiting"
9008,NCT04582617,"Active, not recruiting"
8669,NCT01505868,"Active, not recruiting"
8668,NCT03456804,"Active, not recruiting"
7435,NCT02656017,"Active, not recruiting"
4512,NCT01828996,"Active, not recruiting"
5022,NCT03308097,"Active, not recruiting"
4508,NCT01169259,"Active, not recruiting"
5029,NCT02801747,"Active, not recruiting"
5031,NCT04540003,"Active, not recruiting"
2180,NCT03420638,"Active, not recruiting"
4502,NCT03452514,"Active, not recruiting"
4500,NCT00418899,"Active, not recruiting"
5037,NCT02271932,"Active, not recruiting"
2726,NCT03577990,"Active, not recruiting"
4494,NCT00883792,"Active, not recruiting"
8652,NCT04305457,"Active, not recruiting"
7448,NCT01653535,"Active, not recruiting"
2732,NCT03295994,"Active, not recruiting"
2733,NCT03163849,"Active, not recruiting"
2161,NCT04125537,"Active, not recruiting"
5060,NCT01960946,"Active, not recruiting"
2055,NCT02859142,"Active, not recruiting"
5137,NCT02698891,"Active, not recruiting"
9002,NCT04587804,"Active, not recruiting"
1971,NCT01617915,"Active, not recruiting"
9169,NCT04437680,"Active, not recruiting"
5229,NCT00340405,"Active, not recruiting"
2880,NCT01795586,"Active, not recruiting"
8553,NCT03135249,"Active, not recruiting"
8550,NCT01839396,"Active, not recruiting"
7536,NCT00368095,"Active, not recruiting"
7537,NCT02709317,"Active, not recruiting"
1933,NCT03372928,"Active, not recruiting"
2897,NCT04434664,"Active, not recruiting"
6992,NCT04122326,"Active, not recruiting"
2901,NCT04134923,"Active, not recruiting"
9193,NCT04407377,"Active, not recruiting"
1926,NCT03407443,"Active, not recruiting"
8541,NCT03199196,"Active, not recruiting"
2905,NCT02002182,"Active, not recruiting"
2909,NCT01004952,"Active, not recruiting"
9202,NCT04399980,"Active, not recruiting"
2914,NCT04115228,"Active, not recruiting"
5280,NCT00339742,"Active, not recruiting"
7545,NCT03343197,"Active, not recruiting"
4346,NCT02925156,"Active, not recruiting"
4376,NCT03360422,"Active, not recruiting"
5210,NCT03308565,"Active, not recruiting"
2048,NCT01110538,"Active, not recruiting"
4382,NCT04139187,"Active, not recruiting"
7061,NCT01005615,"Active, not recruiting"
9117,NCT04486560,"Active, not recruiting"
4428,NCT03141138,"Active, not recruiting"
2027,NCT02741284,"Active, not recruiting"
5153,NCT03283657,"Active, not recruiting"
8596,NCT03277573,"Active, not recruiting"
4423,NCT03882528,"Active, not recruiting"
5160,NCT01351805,"Active, not recruiting"
2017,NCT02349893,"Active, not recruiting"
8593,NCT03317795,"Active, not recruiting"
2015,NCT00578994,"Active, not recruiting"
7045,NCT02234778,"Active, not recruiting"
9134,NCT04478695,"Active, not recruiting"
