,NCTId,ConditionBrowseLeafId
3666,NCT00078208,M3137
9726,NCT03962894,M3137
1967,NCT01188473,M3137
5170,NCT00129662,M3137
4663,NCT04349020,M3137
7350,NCT00595491,M3137
3229,NCT00395304,M3137
2353,NCT01238432,M3137
2411,NCT00682669,M3137
5157,NCT01800994,M3137
4524,NCT00299065,M3137
5471,NCT02635334,M3137
3359,NCT03736603,M3137
8883,NCT00331058,M3137
1962,NCT00454415,M3137
4657,NCT04171180,M3137
7517,NCT00880204,M3137
4620,NCT01891773,M3137
8499,NCT00993590,M3137
3238,NCT01852656,M3137
8695,NCT03705325,M3137
9640,NCT04026711,M3137
7033,NCT00282516,M3137
9761,NCT03933540,M3137
1739,NCT03054597,M3136
7942,NCT00040885,M3135
7198,NCT03254628,M3126
9688,NCT03995316,M3126
9688,NCT03995316,M3125
7198,NCT03254628,M3125
1923,NCT00037206,M3116
7160,NCT02638051,M3090
9991,NCT03770377,M3073
8428,NCT03613038,M3073
7435,NCT02656017,M3065
5063,NCT03411057,M3061
1659,NCT01966718,M3061
6382,NCT00048321,M3061
6328,NCT00779220,M3061
8566,NCT02187055,M3061
6223,NCT02706951,M3061
1460,NCT02984943,M3061
7549,NCT02820038,M3061
1868,NCT00888745,M3061
1123,NCT03964649,M3061
6980,NCT00283855,M3061
7431,NCT02706873,M3061
7169,NCT01559103,M3061
8551,NCT01711359,M3061
3271,NCT00796705,M3061
1669,NCT04047121,M3061
9652,NCT04018599,M3061
1066,NCT03975790,M3061
6438,NCT02784106,M3061
6219,NCT02797769,M3061
5160,NCT01351805,M3061
7951,NCT00531817,M3061
7554,NCT03937856,M3061
6222,NCT02675426,M3061
3178,NCT04077164,M3061
1181,NCT02543931,M3061
4137,NCT03378219,M3061
7852,NCT01313208,M3061
7966,NCT00088764,M3061
6558,NCT00424294,M3061
43,NCT02787538,M3061
4191,NCT03765593,M3061
8549,NCT01721057,M3061
2673,NCT00808210,M3061
5042,NCT03285191,M3061
8975,NCT01721044,M3061
3657,NCT00718588,M3061
7385,NCT00048932,M3061
7961,NCT00689728,M3061
3861,NCT00443443,M3061
8552,NCT01710358,M3061
9394,NCT04238143,M3061
1374,NCT03969654,M3061
1154,NCT04018001,M3061
6618,NCT02036931,M3061
5346,NCT00396812,M3061
5404,NCT01921309,M3061
117,NCT02886689,M3061
4079,NCT00837434,M3061
6221,NCT02629159,M3061
6501,NCT02260778,M3061
6228,NCT02706847,M3061
2654,NCT02281747,M3061
1415,NCT02544334,M3061
6667,NCT02792699,M3061
5491,NCT03501420,M3061
6977,NCT00485914,M3061
117,NCT02886689,M3060
9652,NCT04018599,M3060
1101,NCT02498301,M3059
5130,NCT03009045,M3059
2490,NCT03014037,M3057
6219,NCT02797769,M3057
6558,NCT00424294,M3057
5042,NCT03285191,M3057
7919,NCT02463968,M3057
5885,NCT01988402,M3057
4823,NCT02485145,M3057
1669,NCT04047121,M3057
3657,NCT00718588,M3057
7648,NCT00790790,M3057
7951,NCT00531817,M3057
2816,NCT02931435,M3057
4137,NCT03378219,M3057
8551,NCT01711359,M3057
4963,NCT02071745,M3057
7961,NCT00689728,M3057
2344,NCT04323267,M3057
5199,NCT04334278,M3057
1477,NCT02195505,M3057
6410,NCT00937170,M3057
7431,NCT02706873,M3057
9107,NCT04497129,M3057
4251,NCT04180423,M3057
3861,NCT00443443,M3057
6690,NCT04205656,M3057
5316,NCT02429934,M3057
2384,NCT00224913,M3057
9290,NCT04321356,M3057
7549,NCT02820038,M3057
6221,NCT02629159,M3057
7850,NCT01421303,M3057
8552,NCT01710358,M3057
1415,NCT02544334,M3057
1218,NCT03491397,M3057
7169,NCT01559103,M3057
6328,NCT00779220,M3057
6890,NCT03200886,M3057
9406,NCT04231318,M3057
5346,NCT00396812,M3057
2784,NCT04187092,M3057
3302,NCT01117571,M3057
6977,NCT00485914,M3057
4719,NCT03274713,M3057
9830,NCT03878589,M3057
8312,NCT00004375,M3057
4640,NCT01511939,M3057
1101,NCT02498301,M3057
9750,NCT03940950,M3057
5711,NCT02958267,M3057
5761,NCT03711747,M3057
6501,NCT02260778,M3057
1374,NCT03969654,M3057
7399,NCT04020471,M3057
9739,NCT03948386,M3057
3271,NCT00796705,M3057
1574,NCT01557868,M3057
8211,NCT01882439,M3057
1607,NCT02195544,M3057
4416,NCT01321281,M3057
3772,NCT00422643,M3057
43,NCT02787538,M3057
8122,NCT00004409,M3057
5974,NCT04589611,M3057
7554,NCT03937856,M3057
6964,NCT01387100,M3057
5063,NCT03411057,M3057
6618,NCT02036931,M3057
1434,NCT01792791,M3057
1612,NCT00715026,M3057
5404,NCT01921309,M3057
4079,NCT00837434,M3057
8469,NCT00760383,M3057
5220,NCT02417506,M3057
5323,NCT02132715,M3057
6495,NCT02113410,M3057
3027,NCT00682617,M3057
2194,NCT02762370,M3057
3732,NCT03059004,M3057
5160,NCT01351805,M3057
8975,NCT01721044,M3057
8549,NCT01721057,M3057
1460,NCT02984943,M3057
5040,NCT03102580,M3057
4191,NCT03765593,M3057
7966,NCT00088764,M3057
6980,NCT00283855,M3057
3178,NCT04077164,M3057
8242,NCT04492462,M3057
1095,NCT00620867,M3057
3520,NCT03818737,M3057
2509,NCT01329406,M3057
7852,NCT01313208,M3057
2514,NCT00636454,M3057
5264,NCT01072019,M3057
6689,NCT04210986,M3057
8817,NCT00104156,M3057
1659,NCT01966718,M3057
3967,NCT00032890,M3057
9816,NCT03884374,M3057
9527,NCT04110522,M3057
6688,NCT04212650,M3057
2517,NCT02868021,M3057
3423,NCT01613833,M3057
6981,NCT00265447,M3057
4730,NCT03366363,M3057
1123,NCT03964649,M3057
6049,NCT02605876,M3057
3270,NCT01492257,M3057
6963,NCT01394874,M3057
7436,NCT03177577,M3057
5443,NCT00391365,M3057
5678,NCT04087304,M3057
7563,NCT01775670,M3057
6223,NCT02706951,M3057
4223,NCT01611233,M3057
2654,NCT02281747,M3057
2266,NCT00586300,M3057
5491,NCT03501420,M3057
6460,NCT02276118,M3057
9505,NCT04128618,M3057
4685,NCT04075903,M3057
6222,NCT02675426,M3057
1055,NCT03056534,M3057
8566,NCT02187055,M3057
1066,NCT03975790,M3057
4943,NCT03271203,M3057
117,NCT02886689,M3057
7143,NCT01538407,M3057
1181,NCT02543931,M3057
7385,NCT00048932,M3057
4928,NCT02124109,M3057
2300,NCT03378336,M3057
9944,NCT03800927,M3057
6438,NCT02784106,M3057
9652,NCT04018599,M3057
6012,NCT03552705,M3057
1868,NCT00888745,M3057
6382,NCT00048321,M3057
5130,NCT03009045,M3057
4402,NCT03579329,M3057
9394,NCT04238143,M3057
6228,NCT02706847,M3057
4672,NCT00486811,M3057
6667,NCT02792699,M3057
1053,NCT02420041,M3057
1154,NCT04018001,M3057
5362,NCT03451630,M3057
2673,NCT00808210,M3057
8262,NCT03840096,M3057
1870,NCT02341079,M3057
1368,NCT00857662,M3054
9655,NCT04017910,M3054
5179,NCT03731000,M3054
5190,NCT04108052,M3054
5179,NCT03731000,M3053
5190,NCT04108052,M3053
9655,NCT04017910,M3053
4321,NCT01138254,M3053
1437,NCT03875651,M3050
3675,NCT01925794,M3050
7409,NCT03168776,M3050
1461,NCT02009930,M3050
9622,NCT04044391,M3050
2013,NCT00895635,M3050
8709,NCT02022423,M3050
9454,NCT04188262,M3050
2048,NCT01110538,M3050
6440,NCT00549796,M3050
1554,NCT02955238,M3050
3334,NCT01789814,M3050
3562,NCT01178320,M3050
3028,NCT00208832,M3050
2234,NCT02924857,M3050
2338,NCT03240068,M3050
6665,NCT02360020,M3050
3692,NCT02469532,M3050
1423,NCT01422889,M3050
5279,NCT02624674,M3050
2857,NCT01231165,M3050
4725,NCT00062556,M3050
9831,NCT03877003,M3050
5469,NCT01879033,M3050
8208,NCT02191306,M3050
4839,NCT02379403,M3050
7536,NCT00368095,M3050
4497,NCT04356027,M3050
3877,NCT02173379,M3050
5969,NCT03763747,M3050
5094,NCT00932958,M3050
2213,NCT00344903,M3050
7027,NCT01500434,M3050
3415,NCT01440634,M3050
6802,NCT01128023,M3050
4161,NCT03042117,M3050
3133,NCT00180466,M3050
1202,NCT03807531,M3050
5700,NCT01794949,M3050
6397,NCT03106116,M3050
4141,NCT00164658,M3050
3614,NCT01707524,M3050
1655,NCT01205776,M3050
7040,NCT01884545,M3050
2146,NCT00318734,M3050
3947,NCT02996877,M3050
2446,NCT00115830,M3050
4147,NCT02923193,M3050
3701,NCT01742117,M3050
1412,NCT02280733,M3050
4082,NCT00071266,M3050
140,NCT01370954,M3050
2808,NCT04221815,M3050
1500,NCT02425345,M3050
5702,NCT03052530,M3050
3289,NCT00855374,M3050
4950,NCT01722474,M3050
2360,NCT00106951,M3050
2803,NCT01570309,M3050
2171,NCT03911141,M3050
7437,NCT00823212,M3050
3204,NCT03911284,M3050
1955,NCT03506984,M3050
8399,NCT01838356,M3050
3129,NCT00380016,M3050
4040,NCT02005445,M3050
4548,NCT03403257,M3050
6926,NCT01510327,M3050
4063,NCT00180479,M3050
5282,NCT01444378,M3050
3290,NCT00855296,M3050
1486,NCT02424383,M3050
113,NCT00005463,M3050
3200,NCT03972774,M3050
2735,NCT04559191,M3050
1065,NCT01589978,M3050
4122,NCT00856856,M3050
3991,NCT00005131,M3050
1479,NCT01858428,M3050
2127,NCT04333615,M3050
3372,NCT00459446,M3050
9419,NCT04221594,M3050
2421,NCT02265250,M3050
4600,NCT03953924,M3050
4932,NCT00588471,M3050
5746,NCT01322568,M3050
5879,NCT03486561,M3050
2645,NCT01228214,M3050
5829,NCT00525954,M3050
5398,NCT00814502,M3050
7002,NCT02186093,M3050
4894,NCT02017756,M3050
1561,NCT01949844,M3050
1480,NCT00916695,M3050
2457,NCT01153555,M3050
1576,NCT01207167,M3050
2716,NCT04364074,M3050
6233,NCT01092416,M3050
1452,NCT00997503,M3050
3860,NCT02802306,M3050
3908,NCT00880178,M3050
9806,NCT03898570,M3050
5581,NCT03671655,M3050
1530,NCT00844532,M3050
29,NCT00646438,M3050
3533,NCT01965756,M3050
6834,NCT03417388,M3050
2941,NCT01276678,M3050
4038,NCT00402922,M3050
6147,NCT00763009,M3050
9218,NCT04382963,M3050
1057,NCT03421561,M3050
1455,NCT01342029,M3050
7867,NCT00933270,M3050
4785,NCT02019680,M3050
8542,NCT00981253,M3050
3003,NCT01419652,M3050
3583,NCT04428112,M3050
2494,NCT03707626,M3050
3309,NCT03399370,M3050
6813,NCT03366532,M3050
5504,NCT04011059,M3050
4785,NCT02019680,M3046
6926,NCT01510327,M3046
1461,NCT02009930,M3046
1065,NCT01589978,M3046
1330,NCT00490841,M3046
3133,NCT00180466,M3046
2457,NCT01153555,M3046
5398,NCT00814502,M3046
2716,NCT04364074,M3046
1576,NCT01207167,M3046
5702,NCT03052530,M3046
2171,NCT03911141,M3046
1955,NCT03506984,M3046
3583,NCT04428112,M3046
2360,NCT00106951,M3046
9831,NCT03877003,M3046
1486,NCT02424383,M3046
6813,NCT03366532,M3046
3204,NCT03911284,M3046
9806,NCT03898570,M3046
1202,NCT03807531,M3046
3129,NCT00380016,M3046
1655,NCT01205776,M3046
7040,NCT01884545,M3046
1554,NCT02955238,M3046
5792,NCT02483650,M3046
1423,NCT01422889,M3046
4063,NCT00180479,M3046
5581,NCT03671655,M3046
3692,NCT02469532,M3046
140,NCT01370954,M3046
3289,NCT00855374,M3046
6397,NCT03106116,M3046
2735,NCT04559191,M3046
4497,NCT04356027,M3046
4548,NCT03403257,M3046
3908,NCT00880178,M3046
3028,NCT00208832,M3046
2213,NCT00344903,M3046
4188,NCT04423458,M3046
1057,NCT03421561,M3046
4147,NCT02923193,M3046
3947,NCT02996877,M3046
5829,NCT00525954,M3046
1437,NCT03875651,M3046
5746,NCT01322568,M3046
3290,NCT00855296,M3046
9454,NCT04188262,M3046
3200,NCT03972774,M3046
3991,NCT00005131,M3046
7867,NCT00933270,M3046
5469,NCT01879033,M3046
3309,NCT03399370,M3046
9218,NCT04382963,M3046
5504,NCT04011059,M3046
1455,NCT01342029,M3046
29,NCT00646438,M3046
6834,NCT03417388,M3046
3372,NCT00459446,M3046
54,NCT02813577,M3046
3533,NCT01965756,M3046
3003,NCT01419652,M3046
4038,NCT00402922,M3046
2941,NCT01276678,M3046
2494,NCT03707626,M3046
7437,NCT00823212,M3046
5279,NCT02624674,M3046
3562,NCT01178320,M3046
3675,NCT01925794,M3046
2234,NCT02924857,M3046
5282,NCT01444378,M3046
8208,NCT02191306,M3046
2048,NCT01110538,M3046
3860,NCT02802306,M3046
9419,NCT04221594,M3046
1480,NCT00916695,M3046
2645,NCT01228214,M3046
4600,NCT03953924,M3046
113,NCT00005463,M3046
1561,NCT01949844,M3046
1479,NCT01858428,M3046
6233,NCT01092416,M3046
2013,NCT00895635,M3046
5879,NCT03486561,M3046
2421,NCT02265250,M3046
7002,NCT02186093,M3046
2127,NCT04333615,M3046
1530,NCT00844532,M3046
4894,NCT02017756,M3046
8542,NCT00981253,M3046
4040,NCT02005445,M3046
1500,NCT02425345,M3046
9597,NCT04057183,M3046
4122,NCT00856856,M3046
1452,NCT00997503,M3046
7536,NCT00368095,M3046
2338,NCT03240068,M3046
7808,NCT01412541,M3046
5094,NCT00932958,M3046
3614,NCT01707524,M3046
6440,NCT00549796,M3046
1803,NCT04063709,M3046
2146,NCT00318734,M3046
2857,NCT01231165,M3046
6147,NCT00763009,M3046
2803,NCT01570309,M3046
9445,NCT04201132,M3046
4141,NCT00164658,M3046
6802,NCT01128023,M3046
3415,NCT01440634,M3046
1412,NCT02280733,M3046
4161,NCT03042117,M3046
5700,NCT01794949,M3046
4950,NCT01722474,M3046
7027,NCT01500434,M3046
5969,NCT03763747,M3046
8399,NCT01838356,M3046
3877,NCT02173379,M3046
2446,NCT00115830,M3046
4725,NCT00062556,M3046
8709,NCT02022423,M3046
6665,NCT02360020,M3046
4932,NCT00588471,M3046
3334,NCT01789814,M3046
8942,NCT01566461,M3046
4082,NCT00071266,M3046
9622,NCT04044391,M3046
2808,NCT04221815,M3046
4839,NCT02379403,M3046
3701,NCT01742117,M3046
7409,NCT03168776,M3046
3262,NCT03077945,M3035
9387,NCT04241913,M3035
9411,NCT04227119,M3034
9535,NCT04104191,M3034
8197,NCT02436616,M3034
8646,NCT00870324,M3034
9478,NCT04160000,M3034
3686,NCT03650556,M3034
5779,NCT00721149,M3034
3224,NCT04199702,M3034
2316,NCT01996943,M3034
2396,NCT00404872,M3034
5030,NCT04313296,M3034
5049,NCT03491202,M3034
8835,NCT00624520,M3034
3913,NCT02583178,M3034
6848,NCT02784587,M3034
9053,NCT04546763,M3034
9795,NCT03906461,M3034
1512,NCT03713333,M3034
4941,NCT03185832,M3034
5791,NCT02769078,M3034
3927,NCT03354663,M3034
6200,NCT02666742,M3034
9220,NCT04380415,M3034
41,NCT02395536,M3034
9088,NCT04514757,M3034
5604,NCT00401414,M3034
6743,NCT03221777,M3034
3197,NCT00180284,M3034
8410,NCT00484640,M3034
3883,NCT01235156,M3034
5862,NCT01247974,M3034
1599,NCT00116428,M3034
3946,NCT03259373,M3034
6587,NCT01446224,M3034
7692,NCT00162435,M3034
5611,NCT03259893,M3034
1948,NCT00377702,M3034
3896,NCT00523978,M3034
3869,NCT01754064,M3034
2359,NCT01248156,M3034
8529,NCT02080975,M3034
9285,NCT04327596,M3034
8465,NCT00408200,M3034
1617,NCT01847560,M3034
2007,NCT02698670,M3034
9526,NCT04112433,M3034
7338,NCT03026556,M3034
35,NCT03242278,M3034
5126,NCT01367977,M3034
9387,NCT04241913,M3034
5816,NCT02496962,M3034
8531,NCT00284453,M3034
5362,NCT03451630,M3034
1844,NCT03775954,M3034
9460,NCT04180540,M3034
9572,NCT04080570,M3034
9522,NCT04115735,M3034
4299,NCT04137757,M3034
2910,NCT02120560,M3034
2077,NCT00294060,M3034
3209,NCT01719367,M3034
3262,NCT03077945,M3034
8329,NCT00418314,M3034
6865,NCT03660696,M3034
7163,NCT00643188,M3034
8505,NCT00846534,M3034
9063,NCT04539158,M3034
7819,NCT00742859,M3034
9626,NCT04038944,M3034
64,NCT02848781,M3034
3957,NCT02045043,M3034
2039,NCT00415558,M3034
5534,NCT02339493,M3034
5275,NCT04073667,M3029
9864,NCT03856034,M3029
4777,NCT04287257,M3025
7562,NCT00711373,M3025
8435,NCT02802774,M3025
3921,NCT01589692,M3025
6324,NCT00154622,M3025
1045,NCT04607356,M3025
7428,NCT02216812,M3025
1362,NCT04163172,M3025
3171,NCT00654615,M3025
6072,NCT01943825,M2993
4429,NCT03110952,M2993
4308,NCT04597437,M2993
4440,NCT01666652,M2993
6269,NCT00992693,M2993
1430,NCT00582504,M2993
7319,NCT03869060,M2993
1429,NCT00584194,M2993
7906,NCT03631719,M2993
6367,NCT03776994,M2993
4292,NCT02421367,M2993
6275,NCT00468858,M2993
1370,NCT02654509,M2993
4444,NCT01502735,M2993
9987,NCT03771963,M2993
1082,NCT01335412,M2993
1838,NCT00350337,M2993
8811,NCT02696291,M2993
4425,NCT03609398,M2993
6278,NCT00370682,M2993
6277,NCT00384670,M2993
2232,NCT00322049,M2993
4381,NCT01013636,M2993
4428,NCT03141138,M2993
4433,NCT02239614,M2993
1482,NCT03051386,M2993
4426,NCT03531242,M2993
2800,NCT04318925,M2993
4448,NCT01159561,M2993
6368,NCT01984983,M2993
1427,NCT00584805,M2993
5169,NCT01856205,M2993
1475,NCT00290147,M2993
3668,NCT02794181,M2993
1371,NCT02466750,M2993
6260,NCT01843621,M2993
4455,NCT00415051,M2993
2332,NCT03263195,M2993
4378,NCT02372175,M2993
1431,NCT00582088,M2993
1391,NCT01702857,M2993
4445,NCT01502358,M2993
1424,NCT00869713,M2993
7320,NCT04298138,M2993
3595,NCT02021344,M2961
8701,NCT04118972,M2961
9175,NCT04428580,M2961
8359,NCT00271921,M2961
5789,NCT02284685,M2961
5815,NCT04378101,M2961
5417,NCT03431831,M2961
8313,NCT00032760,M2961
8891,NCT00773617,M2961
6769,NCT03678766,M2961
3005,NCT03348345,M2961
6728,NCT00310791,M2961
4271,NCT00680979,M2961
5971,NCT04162847,M2961
8849,NCT02043496,M2961
7073,NCT01096251,M2961
2720,NCT01916538,M2961
5037,NCT02271932,M2957
1323,NCT02387203,M2956
5490,NCT02040142,M2956
2485,NCT00222963,M2942
1752,NCT00519402,M2942
7376,NCT00756600,M2942
8010,NCT03736382,M2942
6484,NCT04372329,M2942
9461,NCT04179981,M2942
2017,NCT02349893,M2942
4854,NCT00129701,M2942
9683,NCT03997916,M2942
7085,NCT02176928,M2942
8197,NCT02436616,M2942
4040,NCT02005445,M2942
1164,NCT01427673,M2942
3228,NCT03670914,M2942
2443,NCT03479905,M2942
2742,NCT03156283,M2942
2934,NCT01047709,M2942
1699,NCT00211614,M2942
1872,NCT01790477,M2942
2486,NCT00203996,M2942
9785,NCT03913494,M2942
1024,NCT02123225,M2942
3898,NCT01117974,M2942
1023,NCT02755831,M2942
2221,NCT03148262,M2942
2764,NCT00005525,M2942
9289,NCT04322162,M2942
5084,NCT01960465,M2942
5464,NCT02828280,M2942
2092,NCT00307957,M2942
6040,NCT02922894,M2942
2450,NCT03664765,M2942
5582,NCT02364518,M2942
4348,NCT02192684,M2942
2844,NCT02296840,M2942
4704,NCT02244957,M2942
9935,NCT03804827,M2942
3159,NCT00251290,M2942
2099,NCT03377621,M2942
8016,NCT02293824,M2942
1138,NCT02627001,M2942
1348,NCT00001723,M2942
3466,NCT01997723,M2942
5641,NCT03579225,M2942
2269,NCT03416738,M2935
6962,NCT01429077,M2934
2269,NCT03416738,M2934
2219,NCT03699930,M2933
6962,NCT01429077,M2933
8342,NCT00713050,M2933
9984,NCT03773419,M2933
2413,NCT00013442,M2933
2269,NCT03416738,M2933
3583,NCT04428112,M2933
3961,NCT03260920,M2933
2996,NCT00814697,M2933
9069,NCT04531514,M29281
8343,NCT03737318,M29281
9041,NCT04558541,M29281
9311,NCT04305613,M29257
6290,NCT03295695,M29257
7948,NCT01009918,M29257
4891,NCT04036032,M29257
7726,NCT00115271,M29254
1844,NCT03775954,M29254
7887,NCT03371186,M29254
7804,NCT00860470,M29254
4360,NCT00005567,M29254
7797,NCT00198822,M29254
5396,NCT03956810,M29254
7804,NCT00860470,M29253
8933,NCT02217007,M29231
6023,NCT03276195,M29231
8510,NCT04473729,M29231
3959,NCT00005014,M29231
5489,NCT01333865,M29231
9379,NCT04247828,M29231
7260,NCT01779427,M29231
8296,NCT00529308,M29231
5435,NCT00753012,M29231
6009,NCT03668873,M29231
8407,NCT02708069,M29231
4227,NCT04132557,M29231
5066,NCT01801696,M29231
7529,NCT03338530,M29231
5486,NCT03533556,M29231
6027,NCT03197922,M29231
3084,NCT04533607,M29231
8607,NCT00228046,M29231
5470,NCT01063153,M29231
2706,NCT01624194,M29231
8376,NCT02149823,M29231
5993,NCT03984487,M29231
6036,NCT03023644,M29231
4384,NCT02222662,M29231
3419,NCT03060291,M29231
8801,NCT03912350,M29231
4616,NCT00027404,M29231
4411,NCT02301195,M29231
6042,NCT02871349,M29231
9129,NCT04480346,M29231
5992,NCT04001790,M29231
9041,NCT04558541,M29231
8953,NCT04606966,M29231
7463,NCT02320903,M29231
1527,NCT01908205,M29231
5377,NCT00248092,M29231
5310,NCT03206164,M29231
2183,NCT02638168,M29231
5342,NCT03769571,M29231
7161,NCT03075475,M29231
8137,NCT00760812,M29231
8051,NCT02251743,M29231
8343,NCT03737318,M29231
9069,NCT04531514,M29231
7038,NCT01591707,M29231
6960,NCT01593189,M29231
9872,NCT03849456,M29231
8121,NCT04007913,M29231
2525,NCT04029220,M29231
1366,NCT02478788,M29231
3212,NCT01351064,M29231
7470,NCT00902798,M29231
5405,NCT02839915,M29231
8795,NCT00183339,M29231
7110,NCT04545606,M29231
7448,NCT01653535,M29231
5355,NCT02141113,M29231
8334,NCT04060030,M29231
9470,NCT04170738,M29231
9990,NCT03770832,M29231
8421,NCT00553319,M29231
3696,NCT00335790,M29231
8640,NCT00766051,M29231
9472,NCT04166591,M29231
7413,NCT04060017,M29231
1156,NCT00154362,M29231
8650,NCT03003221,M29231
8254,NCT01250938,M29231
9371,NCT04254666,M29231
9989,NCT03771235,M29231
9031,NCT04565509,M29231
8556,NCT00644566,M29231
9524,NCT04114942,M29231
1197,NCT04507204,M29231
6950,NCT02150668,M29231
5394,NCT02086864,M29231
8764,NCT03261661,M29231
5919,NCT01086475,M29231
5895,NCT04446442,M29231
8043,NCT01337232,M29231
4984,NCT03693313,M29231
6698,NCT03202303,M29231
7860,NCT04465708,M29231
3549,NCT00156520,M2921
99,NCT02746809,M2921
1740,NCT04349072,M2921
95,NCT02207569,M2921
1381,NCT01240902,M2921
9108,NCT04496297,M2921
5652,NCT04603521,M2921
1394,NCT01675440,M2921
3437,NCT03723655,M2921
2828,NCT02101619,M2921
9536,NCT04103931,M2921
4851,NCT04557345,M2921
1254,NCT01605669,M2921
6285,NCT00162981,M29180
6288,NCT00518713,M29180
8001,NCT02949128,M29178
2085,NCT03246126,M2915
6567,NCT01534819,M2915
2295,NCT00111176,M2915
5799,NCT01328197,M2915
7806,NCT00706394,M2915
2000,NCT02050113,M2915
1464,NCT00805948,M2915
4210,NCT01701349,M29140
5691,NCT02244463,M29140
3459,NCT03161470,M29136
6761,NCT04124523,M29135
3668,NCT02794181,M29133
7919,NCT02463968,M29133
7906,NCT03631719,M29133
4649,NCT03992872,M29133
6374,NCT02394600,M29132
3720,NCT00584051,M29132
7761,NCT02870205,M29132
1096,NCT01982474,M29132
3542,NCT02146781,M29132
5099,NCT01454492,M29132
3763,NCT01685034,M29132
112,NCT00796315,M29132
8064,NCT01155830,M29131
8870,NCT02318186,M29128
8684,NCT03315507,M29128
7081,NCT00367770,M29128
5451,NCT01966302,M29128
5962,NCT00902603,M29128
5870,NCT01105091,M29128
5064,NCT00173537,M29128
4991,NCT01174173,M29128
9457,NCT04186793,M29127
3167,NCT00323414,M29127
3827,NCT01629095,M29127
9550,NCT04091061,M29127
2628,NCT00099723,M29127
2587,NCT03997422,M29127
2682,NCT01285362,M29127
1751,NCT03576755,M29127
4674,NCT03683589,M29127
3338,NCT02290106,M29127
2255,NCT02217345,M29127
2471,NCT00590161,M29127
4350,NCT02702479,M29127
1505,NCT01047735,M29127
6909,NCT04442620,M29127
9817,NCT03883607,M29127
4156,NCT01694849,M29127
8898,NCT04004325,M29127
9482,NCT04152473,M29127
3771,NCT03339245,M29127
2216,NCT04031729,M29127
7229,NCT04330326,M29127
9534,NCT04104321,M29127
3941,NCT03060538,M29127
2156,NCT00983463,M29127
1127,NCT03073343,M29127
2295,NCT00111176,M2911
5799,NCT01328197,M2911
1464,NCT00805948,M2911
2085,NCT03246126,M2911
6567,NCT01534819,M2911
2000,NCT02050113,M2911
7806,NCT00706394,M2911
8748,NCT02140021,M29090
8748,NCT02140021,M29089
9035,NCT04563754,M29089
5494,NCT04266093,M29089
6011,NCT03615196,M29086
4088,NCT03702920,M29085
2220,NCT01461889,M29077
2358,NCT04481373,M2905
4808,NCT00279617,M2905
1014,NCT01599624,M2905
9594,NCT04058795,M2905
8024,NCT03343106,M2905
8255,NCT01100268,M2905
3854,NCT04176107,M2905
8430,NCT02808702,M2905
5892,NCT01947179,M2905
4252,NCT00321971,M2905
1667,NCT04459455,M2905
8757,NCT00596284,M2905
3404,NCT01152580,M2905
1873,NCT01591408,M2905
8693,NCT03868930,M2905
7995,NCT01686087,M2905
2246,NCT00277654,M2905
1527,NCT01908205,M2905
78,NCT03310112,M2905
5450,NCT02234011,M2905
7817,NCT03376633,M2905
8397,NCT02037568,M2905
8722,NCT04524104,M2905
8576,NCT02553161,M2905
6812,NCT04595344,M2905
1173,NCT04542915,M2905
6632,NCT02387320,M2905
9897,NCT03833349,M2905
9401,NCT04233671,M2905
6819,NCT01005836,M2905
8347,NCT01506206,M2905
7069,NCT00393874,M2905
8445,NCT01527955,M2905
3419,NCT03060291,M2905
1022,NCT02857751,M2905
2080,NCT02516332,M2905
8578,NCT02765906,M2905
9276,NCT04334356,M2905
4884,NCT04517006,M2905
8643,NCT03932032,M2905
7071,NCT01912287,M2905
8577,NCT00749944,M2905
3299,NCT03889418,M2905
5971,NCT04162847,M2905
4799,NCT04414371,M2905
1833,NCT03105973,M2905
7669,NCT04377581,M2905
7757,NCT01177072,M2905
1830,NCT01704768,M2905
6183,NCT00122369,M2905
4877,NCT03540745,M2905
8806,NCT01693874,M2905
7673,NCT03266120,M2905
8360,NCT00074802,M2905
8244,NCT04150055,M2905
5141,NCT03978533,M2905
6149,NCT00749203,M2905
8332,NCT01928758,M2905
5362,NCT03451630,M2905
3889,NCT00444301,M2905
5959,NCT00962403,M2905
3242,NCT01175629,M2905
7321,NCT01093053,M2905
8697,NCT00515255,M2905
4607,NCT03804242,M2905
6718,NCT01158001,M2905
5360,NCT02476877,M2905
8808,NCT00866411,M2905
1395,NCT03904186,M2905
5674,NCT03913676,M2905
8775,NCT01616797,M2905
7664,NCT03393637,M2905
8537,NCT02328690,M2905
8879,NCT01764698,M2905
5133,NCT03818789,M2905
8054,NCT01147614,M2905
1708,NCT04417673,M2905
8713,NCT04221997,M2905
9730,NCT03961633,M2905
1235,NCT00723008,M2905
7910,NCT01856673,M2905
3595,NCT02021344,M2905
2062,NCT03490188,M2905
1016,NCT00978484,M2905
3076,NCT03917875,M2905
5109,NCT02839785,M2905
8155,NCT00389493,M2905
5313,NCT04562948,M2905
7086,NCT03354351,M2905
7946,NCT01376349,M2905
5877,NCT01941862,M2905
8782,NCT03135756,M2905
8615,NCT01644812,M2905
1344,NCT01599598,M2905
4287,NCT01744548,M2905
9239,NCT04365543,M2905
7670,NCT02225847,M2905
1390,NCT00539357,M2905
8635,NCT00833898,M2905
8117,NCT03730259,M2905
4927,NCT03389581,M2905
