,NCTId,InterventionMeshId
1605,NCT02142712,D000003915
9818,NCT03883581,D000003915
8600,NCT00873366,D000003915
2313,NCT00127686,D000003915
4227,NCT04132557,D000003913
9929,NCT03810703,D000003913
9470,NCT04170738,D000003913
8607,NCT00228046,D000003913
9399,NCT04235686,D000003913
6849,NCT02863809,D000003911
2911,NCT03438227,D000003911
2023,NCT02161458,D000003909
7387,NCT01312922,D000003909
8689,NCT02520115,D000003907
4266,NCT02206425,D000003907
4270,NCT02188368,D000003907
4738,NCT03634852,D000003907
9985,NCT03773107,D000003907
5468,NCT01477762,D000003907
6393,NCT02294357,D000003907
4265,NCT02685826,D000003907
4261,NCT02103335,D000003907
1906,NCT01813227,D000003907
9633,NCT04038125,D000003907
7976,NCT00880191,D000003907
3955,NCT02720510,D000003907
2723,NCT03822182,D000003907
3172,NCT02176213,D000003907
7479,NCT02169882,D000003907
8234,NCT00176462,D000003907
1147,NCT01538459,D000003907
7816,NCT02431208,D000003907
8495,NCT01236586,D000003907
9348,NCT04273282,D000003907
4363,NCT02479555,D000003907
5038,NCT02036502,D000003907
4100,NCT02616640,D000003907
4092,NCT02807454,D000003907
5395,NCT03224507,D000003907
7414,NCT02374060,D000003907
9068,NCT04534322,D000003907
3797,NCT02479620,D000003907
7964,NCT00040937,D000003907
5361,NCT02368301,D000003907
6348,NCT04603911,D000003907
7981,NCT00124579,D000003907
5940,NCT00323921,D000003879
5941,NCT00633087,D000003847
8681,NCT00963807,D000003847
5422,NCT03782480,D000003687
6728,NCT00310791,D000003687
7946,NCT01376349,D000003687
8727,NCT00085124,D000003630
8548,NCT04231851,D000003630
1413,NCT03591510,D000003630
8234,NCT00176462,D000003630
9427,NCT04214249,D000003630
8950,NCT03900949,D000003630
7115,NCT00111163,D000003622
3828,NCT00002120,D000003622
3973,NCT00249782,D000003622
5159,NCT03710356,D000003613
5115,NCT02002403,D000003613
3469,NCT00324155,D000003606
5480,NCT00837148,D000003606
6903,NCT01039363,D000003561
8733,NCT00831766,D000003561
8295,NCT02835729,D000003561
8727,NCT00085124,D000003561
5327,NCT02532010,D000003561
9407,NCT04229979,D000003561
9427,NCT04214249,D000003561
7142,NCT01046825,D000003561
8234,NCT00176462,D000003561
1413,NCT03591510,D000003561
8273,NCT03069352,D000003561
8298,NCT01130506,D000003561
8548,NCT04231851,D000003561
5871,NCT03250338,D000003561
8950,NCT03900949,D000003561
5638,NCT02255162,D000003561
8710,NCT00004263,D000003561
4771,NCT04509622,D000003561
6212,NCT02481310,D000003561
4074,NCT01321346,D000003561
5664,NCT01744782,D000003543
3718,NCT00232076,D000003524
7798,NCT00256750,D000003524
3115,NCT02630563,D000003524
4169,NCT03180723,D000003524
6920,NCT04537689,D000003524
6577,NCT03828019,D000003524
3636,NCT00633373,D000003524
1909,NCT01149759,D000003524
3746,NCT02987257,D000003524
8506,NCT01490697,D000003523
5379,NCT01733030,D000003523
5919,NCT01086475,D000003523
7820,NCT01352637,D000003523
1858,NCT00855153,D000003523
6014,NCT03535688,D000003523
9901,NCT03829566,D000003520
8234,NCT00176462,D000003520
9609,NCT04049669,D000003520
7964,NCT00040937,D000003520
7621,NCT02114229,D000003520
7610,NCT02032277,D000003520
5101,NCT00574587,D000003520
6827,NCT01903330,D000003520
2463,NCT03742258,D000003520
6127,NCT01140373,D000003520
8937,NCT03434769,D000003520
9517,NCT04119024,D000003520
6212,NCT02481310,D000003520
4099,NCT02512926,D000003520
8923,NCT01909752,D000003520
5137,NCT02698891,D000003520
6571,NCT02049151,D000003520
9074,NCT04526509,D000003520
6158,NCT00636441,D000003520
6605,NCT00795678,D000003520
4277,NCT00999986,D000003520
5646,NCT01145209,D000003520
4898,NCT02684071,D000003520
9553,NCT04090775,D000003520
6860,NCT02792114,D000003520
1142,NCT00049439,D000003520
9142,NCT04469530,D000003520
7937,NCT00041119,D000003520
7962,NCT00016406,D000003520
7142,NCT01046825,D000003520
4270,NCT02188368,D000003520
3518,NCT03219359,D000003520
7698,NCT00399529,D000003520
7583,NCT00235235,D000003520
3172,NCT02176213,D000003520
9982,NCT03774654,D000003520
5677,NCT00681993,D000003520
7943,NCT00087178,D000003520
4266,NCT02206425,D000003520
2425,NCT01330810,D000003474
2380,NCT01333917,D000003474
5122,NCT01859858,D000003474
8420,NCT02944578,D000003474
1421,NCT02394457,D000003366
6212,NCT02481310,D000003348
2463,NCT03742258,D000003348
9576,NCT04077190,D000003348
4661,NCT04579120,D000003345
2901,NCT04134923,D000003345
5804,NCT02175030,D000003300
8899,NCT01721798,D000003300
7522,NCT00336245,D000003300
5653,NCT01177579,D000003300
4338,NCT04333576,D000003277
1839,NCT02922127,D000003277
2903,NCT00826839,D000003277
3210,NCT01428713,D000003277
8901,NCT00570440,D000003276
1839,NCT02922127,D000003276
2903,NCT00826839,D000003276
3210,NCT01428713,D000003276
9498,NCT04134715,D000003276
7526,NCT01299116,D000003276
4338,NCT04333576,D000003276
6136,NCT00972439,D000003276
8353,NCT00704912,D000003276
7224,NCT00213096,D000003276
9653,NCT04018274,D000003276
3822,NCT02445989,D000003270
8901,NCT00570440,D000003270
7608,NCT00263341,D000003270
7887,NCT03371186,D000003270
9498,NCT04134715,D000003270
6136,NCT00972439,D000003270
2,NCT02801266,D000003270
2903,NCT00826839,D000003270
1839,NCT02922127,D000003270
8353,NCT00704912,D000003270
7224,NCT00213096,D000003270
8060,NCT02103660,D000003270
9653,NCT04018274,D000003270
7522,NCT00336245,D000003270
8389,NCT01422135,D000003270
3210,NCT01428713,D000003270
7192,NCT03973593,D000003270
7526,NCT01299116,D000003270
5552,NCT01448291,D000003270
2323,NCT00746993,D000003270
4338,NCT04333576,D000003270
4214,NCT02316353,D000003174
1546,NCT01108848,D000003174
5602,NCT01134510,D000003174
1677,NCT00432510,D000003174
1546,NCT01108848,D000003173
4214,NCT02316353,D000003173
5602,NCT01134510,D000003173
1677,NCT00432510,D000003173
2697,NCT01863719,D000003091
9248,NCT04355143,D000003078
5730,NCT03080493,D000003061
2011,NCT02500836,D000003042
8579,NCT01428258,D000003033
8621,NCT04563520,D000003029
3932,NCT00250575,D000003024
6348,NCT04603911,D000003000
2570,NCT01598896,D000003000
1666,NCT02239627,D000003000
5138,NCT04287361,D000002998
6188,NCT00962637,D000002996
7862,NCT03828201,D000002991
4084,NCT00000641,D000002991
3700,NCT00729937,D000002981
7410,NCT02595034,D000002981
6588,NCT04134273,D000002981
8555,NCT03560232,D000002981
1848,NCT00814905,D000002981
7237,NCT01434173,D000002969
5848,NCT00778414,D000002969
5844,NCT00778544,D000002969
8941,NCT01511107,D000002969
5405,NCT02839915,D000002955
8176,NCT01814501,D000002955
3929,NCT00418938,D000002955
3828,NCT00002120,D000002955
1262,NCT00002102,D000002955
1259,NCT00002434,D000002955
4843,NCT01581307,D000002955
7413,NCT04060017,D000002955
5291,NCT03050814,D000002955
8234,NCT00176462,D000002955
8334,NCT04060030,D000002955
1260,NCT00002317,D000002955
1261,NCT00002103,D000002955
7926,NCT00265850,D000002955
7680,NCT03000374,D000002955
6584,NCT01175291,D000002955
7142,NCT01046825,D000002955
1523,NCT00183911,D000002955
3060,NCT00106054,D000002955
7947,NCT01091454,D000002945
9243,NCT04359199,D000002945
5850,NCT03164616,D000002945
3773,NCT00454779,D000002945
8681,NCT00963807,D000002945
3366,NCT03519074,D000002945
8655,NCT00882583,D000002945
3267,NCT00911820,D000002945
6575,NCT02083679,D000002945
9100,NCT04502407,D000002945
1283,NCT02223338,D000002939
4084,NCT00000641,D000002939
2309,NCT01753115,D000002939
4123,NCT04171466,D000002939
5522,NCT01243437,D000002939
5070,NCT00138411,D000002939
4134,NCT02961751,D000002939
6446,NCT00481689,D000002939
9554,NCT04090684,D000002939
63,NCT04229212,D000002927
9831,NCT03877003,D000002794
6118,NCT01310192,D000002794
2026,NCT01589523,D000002793
5525,NCT01443728,D000002762
4559,NCT01747447,D000002762
4560,NCT01653678,D000002762
8588,NCT02360644,D000002762
3065,NCT03467789,D000002762
2792,NCT02956408,D000002762
8272,NCT00874575,D000002762
4550,NCT01669915,D000002762
8023,NCT00742781,D000002762
4938,NCT01785004,D000002762
4540,NCT01758081,D000002762
4532,NCT04386577,D000002762
4586,NCT01728571,D000002762
4957,NCT02178410,D000002762
4583,NCT01696435,D000002762
6230,NCT00321932,D000002762
4584,NCT01704859,D000002762
5837,NCT01601847,D000002762
4637,NCT01630213,D000002762
4508,NCT01169259,D000002762
1956,NCT00668941,D000002762
4579,NCT01782352,D000002762
2178,NCT01696409,D000002762
5630,NCT01410084,D000002762
1379,NCT00907972,D000002762
2532,NCT01858051,D000002762
7678,NCT01968590,D000002762
4178,NCT04536298,D000002762
6711,NCT01425476,D000002762
2510,NCT01744821,D000002762
4888,NCT01633177,D000002762
7706,NCT01746264,D000002762
1398,NCT00412087,D000002762
3122,NCT01450462,D000002762
5444,NCT00473239,D000002762
2417,NCT01049048,D000002762
1307,NCT01632761,D000002762
6357,NCT01880463,D000002762
5160,NCT01351805,D000002762
2005,NCT01750294,D000002752
2619,NCT02841280,D000002752
3857,NCT00007592,D000002752
3174,NCT01309828,D000002752
6372,NCT00996281,D000002752
9266,NCT04341727,D000002738
49,NCT02773979,D000002738
7491,NCT01052584,D000002738
6513,NCT01205178,D000002738
7500,NCT01023477,D000002738
3145,NCT00308620,D000002738
7813,NCT02216123,D000002738
3598,NCT02511054,D000002738
6265,NCT01290601,D000002738
4291,NCT03278808,D000002738
4450,NCT00984256,D000002727
6251,NCT04203186,D000002727
4291,NCT03278808,D000002727
6282,NCT00298610,D000002727
3226,NCT01233050,D000002710
7353,NCT03385304,D000002710
5654,NCT00785200,D000002710
7741,NCT00136370,D000002710
5788,NCT04603794,D000002710
9423,NCT04218799,D000002710
3681,NCT01411891,D000002710
6732,NCT02046109,D000002710
6079,NCT01820455,D000002710
2603,NCT02027324,D000002710
7089,NCT00109616,D000002710
6488,NCT04365270,D000002710
7256,NCT00248300,D000002710
9468,NCT04171817,D000002710
7771,NCT02336048,D000002699
9350,NCT04270682,D000002635
5290,NCT00237952,D000002614
9629,NCT04038671,D000002606
6933,NCT01955382,D000002606
8402,NCT03461783,D000002606
3700,NCT00729937,D000002506
7237,NCT01434173,D000002444
8555,NCT03560232,D000002443
2175,NCT00000938,D000002443
2174,NCT00001101,D000002443
7109,NCT00349622,D000002443
2403,NCT03960970,D000002440
6515,NCT03198819,D000002440
6515,NCT03198819,D000002439
8555,NCT03560232,D000002437
1671,NCT01904500,D000002437
3556,NCT01810354,D000002437
4934,NCT00141908,D000002368
1936,NCT02057094,D000002364
2124,NCT02482675,D000002364
6472,NCT00000152,D000002338
7797,NCT00198822,D000002338
2057,NCT00797953,D000002316
5730,NCT03080493,D000002266
5800,NCT00694551,D000002266
9733,NCT03956056,D000002266
7341,NCT01996826,D000002266
7232,NCT03288233,D000002248
3702,NCT01980485,D000002248
2030,NCT03269721,D000002248
6024,NCT03266965,D000002230
1215,NCT00143026,D000002230
6962,NCT01429077,D000002230
6974,NCT00621751,D000002220
1404,NCT00655811,D000002211
6061,NCT02240329,D000002211
9584,NCT04072445,D000002166
7413,NCT04060017,D000002136
6230,NCT00321932,D000002136
3300,NCT00754390,D000002136
8933,NCT02217007,D000002136
3907,NCT02188953,D000002136
8334,NCT04060030,D000002136
8735,NCT01678079,D000002136
3098,NCT01475617,D000002136
3074,NCT01167920,D000002121
3907,NCT02188953,D000002119
5499,NCT01677195,D000002119
4956,NCT01762995,D000002119
6186,NCT00921557,D000002119
6230,NCT00321932,D000002119
2211,NCT02934191,D000002119
7413,NCT04060017,D000002118
7956,NCT01099449,D000002118
1260,NCT00002317,D000002118
8327,NCT04369742,D000002118
6230,NCT00321932,D000002118
8334,NCT04060030,D000002118
7475,NCT01304407,D000002118
3087,NCT01665677,D000002118
6186,NCT00921557,D000002118
3098,NCT01475617,D000002118
8292,NCT01709110,D000002118
8176,NCT01814501,D000002118
6674,NCT02435459,D000002118
1112,NCT02375503,D000002118
7944,NCT00365105,D000002118
5248,NCT01889446,D000002118
1259,NCT00002434,D000002118
1261,NCT00002103,D000002118
1262,NCT00002102,D000002118
1956,NCT00668941,D000002118
8735,NCT01678079,D000002118
4956,NCT01762995,D000002118
3828,NCT00002120,D000002118
3844,NCT00324571,D000002118
6789,NCT00476346,D000002118
8933,NCT02217007,D000002118
3907,NCT02188953,D000002118
3300,NCT00754390,D000002118
9034,NCT04564443,D000002118
1274,NCT02636348,D000002118
6526,NCT03069144,D000002117
6525,NCT03848806,D000002117
2375,NCT01652573,D000002116
4179,NCT00959764,D000002116
6611,NCT02832401,D000002110
4331,NCT03315442,D000002110
1028,NCT00809627,D000002110
1457,NCT03495063,D000002110
3216,NCT03654365,D000002110
2529,NCT00781586,D000002110
8449,NCT03937687,D000002110
5486,NCT03533556,D000002110
8016,NCT02293824,D000002110
4420,NCT04314713,D000002086
9706,NCT03980769,D000002066
7133,NCT01484184,D000002065
8086,NCT00936390,D000002064
2294,NCT01431742,D000002047
5571,NCT02360007,D000002047
8358,NCT00007527,D000002047
8134,NCT00000273,D000002047
8928,NCT00555425,D000002047
8228,NCT00879996,D000002047
5065,NCT00612287,D000002047
6062,NCT02187198,D000002047
5276,NCT00124358,D000002047
9712,NCT03976258,D000002047
6455,NCT04219540,D000002047
6308,NCT04225598,D000002047
6867,NCT03852628,D000002047
4764,NCT01843751,D000002047
8539,NCT03745040,D000002045
2723,NCT03822182,D000002045
1243,NCT02875288,D000002045
6045,NCT02679560,D000002045
2180,NCT03420638,D000002045
9237,NCT04368364,D000002045
9670,NCT04003987,D000002045
5341,NCT03122301,D000002045
5567,NCT02907983,D000002045
4823,NCT02485145,D000002045
1845,NCT01099605,D000002045
2954,NCT03408483,D000002045
3136,NCT02922985,D000002045
9364,NCT04259645,D000002045
9370,NCT04254692,D000002045
5884,NCT02749968,D000002045
9523,NCT04115644,D000002045
3435,NCT04377204,D000002045
9739,NCT03948386,D000002045
2402,NCT02141178,D000002045
7730,NCT03541941,D000002045
5272,NCT02343263,D000002045
1870,NCT02341079,D000002045
1147,NCT01538459,D000002045
6710,NCT01632709,D000002045
3411,NCT03187080,D000002045
6348,NCT04603911,D000002045
8276,NCT02929485,D000001971
9301,NCT04315558,D000001965
2149,NCT00751179,D000001965
5195,NCT01387178,D000001965
7277,NCT03236012,D000001905
1737,NCT01262339,D000001905
1704,NCT00384371,D000001905
1703,NCT00384579,D000001905
3870,NCT01486264,D000001905
56,NCT01287247,D000001905
4385,NCT02351544,D000001905
4662,NCT01427400,D000001905
6843,NCT00711087,D000001905
2021,NCT02291133,D000001761
2020,NCT02352259,D000001761
157,NCT04281290,D000001761
1511,NCT03535272,D000001729
8470,NCT00731588,D000001710
1127,NCT03073343,D000001622
3362,NCT00459992,D000001621
3669,NCT01951417,D000001585
7410,NCT02595034,D000001585
9434,NCT04209790,D000001574
4566,NCT02379221,D000001566
3016,NCT00109668,D000001507
1229,NCT01287351,D000001507
3351,NCT00394329,D000001507
3018,NCT02808143,D000001500
2695,NCT01008280,D000001418
4823,NCT02485145,D000001418
3707,NCT02673229,D000001414
4895,NCT03696290,D000001398
6491,NCT01697267,D000001379
6577,NCT03828019,D000001379
4249,NCT02752035,D000001374
9882,NCT03843528,D000001374
9407,NCT04229979,D000001374
9369,NCT04256317,D000001374
2876,NCT04484363,D000001374
8778,NCT04086264,D000001374
6347,NCT03486353,D000001374
7337,NCT00947596,D000001285
5896,NCT01845636,D000001285
5447,NCT02194088,D000001285
3209,NCT01719367,D000001262
4059,NCT01587638,D000001262
2645,NCT01228214,D000001241
4931,NCT04158830,D000001241
2216,NCT04031729,D000001241
6834,NCT03417388,D000001241
1065,NCT01589978,D000001241
7290,NCT03079999,D000001241
5322,NCT03152409,D000001241
3391,NCT04070573,D000001241
4906,NCT00940784,D000001241
4359,NCT00697151,D000001241
2442,NCT00004727,D000001241
1452,NCT00997503,D000001241
2857,NCT01231165,D000001241
8914,NCT02341638,D000001241
6472,NCT00000152,D000001241
7027,NCT01500434,D000001241
7990,NCT00122447,D000001241
1104,NCT00000157,D000001241
7437,NCT00823212,D000001241
8526,NCT00587496,D000001241
6926,NCT01510327,D000001241
7007,NCT03321292,D000001241
7760,NCT02927249,D000001241
4825,NCT04588727,D000001241
4032,NCT00664040,D000001241
6200,NCT02666742,D000001241
3480,NCT00506597,D000001215
4124,NCT01523977,D000001215
8234,NCT00176462,D000001215
4751,NCT01369043,D000001205
7428,NCT02216812,D000001205
3489,NCT00184054,D000001205
4266,NCT02206425,D000001205
9337,NCT04283630,D000001205
9263,NCT04342728,D000001205
9261,NCT04344184,D000001205
2409,NCT01364805,D000001205
1008,NCT00350077,D000001205
9149,NCT04463394,D000001127
6783,NCT01611935,D000001127
2678,NCT00868309,D000000997
2474,NCT01599923,D000000997
4493,NCT02037555,D000000991
4493,NCT02037555,D000000990
5204,NCT00046306,D000000975
2520,NCT03136029,D000000975
1914,NCT02115724,D000000975
8733,NCT00831766,D000000970
9717,NCT03972228,D000000970
4451,NCT00884377,D000000967
1328,NCT00657618,D000000967
1325,NCT00662012,D000000967
4239,NCT00089947,D000000961
9706,NCT03980769,D000000961
7440,NCT02215200,D000000961
4964,NCT00672204,D000000961
4106,NCT00117689,D000000961
9901,NCT03829566,D000000961
4118,NCT00235300,D000000961
9903,NCT03828682,D000000961
4536,NCT00088543,D000000961
8997,NCT04592783,D000000959
1572,NCT01618591,D000000930
4671,NCT01077596,D000000929
7972,NCT00087399,D000000928
4671,NCT01077596,D000000928
3784,NCT01713777,D000000927
3664,NCT01261325,D000000927
4012,NCT01390909,D000000927
3711,NCT01733394,D000000927
3850,NCT04394234,D000000925
6531,NCT03965091,D000000911
3661,NCT04495569,D000000911
6212,NCT02481310,D000000911
9095,NCT04506567,D000000911
9240,NCT04365153,D000000911
5854,NCT00043706,D000000911
8670,NCT00678769,D000000911
8657,NCT01749384,D000000911
9151,NCT04461795,D000000911
5097,NCT00109161,D000000911
9943,NCT03801369,D000000911
8726,NCT00098670,D000000911
8301,NCT01468896,D000000911
8284,NCT00089154,D000000911
9213,NCT04387084,D000000911
3099,NCT03992729,D000000911
9531,NCT04108858,D000000911
6575,NCT02083679,D000000911
6287,NCT01335009,D000000911
5560,NCT01157117,D000000911
5395,NCT03224507,D000000911
9912,NCT03821246,D000000911
6766,NCT04329065,D000000911
2463,NCT03742258,D000000911
8285,NCT00055861,D000000911
9529,NCT04109924,D000000911
9361,NCT04262869,D000000911
7816,NCT02431208,D000000911
7636,NCT01207687,D000000911
6076,NCT01845740,D000000911
4644,NCT02601625,D000000911
8015,NCT00004048,D000000911
8674,NCT00764517,D000000911
1201,NCT02312037,D000000906
3661,NCT04495569,D000000906
4096,NCT00000720,D000000906
1287,NCT00220779,D000000906
3886,NCT04130516,D000000906
5854,NCT00043706,D000000906
9531,NCT04108858,D000000906
1867,NCT01317784,D000000906
6766,NCT04329065,D000000906
1294,NCT00220740,D000000906
7816,NCT02431208,D000000906
1312,NCT00220805,D000000906
3102,NCT00031291,D000000906
9496,NCT04137536,D000000906
8301,NCT01468896,D000000906
7636,NCT01207687,D000000906
5439,NCT04482361,D000000906
6287,NCT01335009,D000000906
2497,NCT03195205,D000000906
5169,NCT01856205,D000000906
9529,NCT04109924,D000000906
5097,NCT00109161,D000000906
9054,NCT04546581,D000000906
4609,NCT00199797,D000000906
2463,NCT03742258,D000000906
6212,NCT02481310,D000000906
8674,NCT00764517,D000000906
9931,NCT03810417,D000000906
8657,NCT01749384,D000000906
8015,NCT00004048,D000000906
7968,NCT00450281,D000000906
8285,NCT00055861,D000000906
8284,NCT00089154,D000000906
8726,NCT00098670,D000000906
3724,NCT04240288,D000000904
6349,NCT03005145,D000000904
9629,NCT04038671,D000000900
6349,NCT03005145,D000000900
3724,NCT04240288,D000000900
9196,NCT04404855,D000000900
3405,NCT03022929,D000000900
5108,NCT02744846,D000000900
6778,NCT02334384,D000000900
5037,NCT02271932,D000000900
3968,NCT04023604,D000000900
2563,NCT01240174,D000000900
2002,NCT01705288,D000000894
5008,NCT01435941,D000000894
4640,NCT01511939,D000000894
2002,NCT01705288,D000000893
5008,NCT01435941,D000000893
5068,NCT01508676,D000000893
4640,NCT01511939,D000000893
8881,NCT03241732,D000000893
1642,NCT01640171,D000000893
5423,NCT02182115,D000000891
8904,NCT00120770,D000000890
9629,NCT04038671,D000000890
3405,NCT03022929,D000000890
6778,NCT02334384,D000000890
9478,NCT04160000,D000000889
1599,NCT00116428,D000000889
2338,NCT03240068,D000000808
4866,NCT04048707,D000000808
4788,NCT04334824,D000000806
3074,NCT01167920,D000000806
3074,NCT01167920,D000000804
2338,NCT03240068,D000000804
4866,NCT04048707,D000000804
3411,NCT03187080,D000000779
5119,NCT02720471,D000000779
9051,NCT04549051,D000000779
3709,NCT00762060,D000000779
7801,NCT03461120,D000000779
7376,NCT00756600,D000000777
5119,NCT02720471,D000000777
3709,NCT00762060,D000000777
9051,NCT04549051,D000000777
2002,NCT01705288,D000000777
9727,NCT03962725,D000000777
1642,NCT01640171,D000000777
9732,NCT03956797,D000000777
5957,NCT02267187,D000000777
1969,NCT00929071,D000000777
4631,NCT01700517,D000000777
3411,NCT03187080,D000000777
7801,NCT03461120,D000000777
7577,NCT00431847,D000000777
7168,NCT02667353,D000000777
9070,NCT04530500,D000000728
9507,NCT04126070,D000000728
2954,NCT03408483,D000000701
2530,NCT02464410,D000000701
1809,NCT03570320,D000000701
2225,NCT03236155,D000000701
4149,NCT04477304,D000000701
4487,NCT03352479,D000000701
2357,NCT03678870,D000000701
9153,NCT04459416,D000000701
3299,NCT03889418,D000000701
2650,NCT03219177,D000000701
4016,NCT02568618,D000000700
5447,NCT02194088,D000000700
1848,NCT00814905,D000000667
8555,NCT03560232,D000000667
2326,NCT04018417,D000000666
7894,NCT00002074,D000000666
7893,NCT00002305,D000000666
1366,NCT02478788,D000000661
9399,NCT04235686,D000000661
8421,NCT00553319,D000000661
1216,NCT03893032,D000000661
9929,NCT03810703,D000000661
4227,NCT04132557,D000000661
8607,NCT00228046,D000000661
9470,NCT04170738,D000000661
9389,NCT04240756,D000000661
1323,NCT02387203,D000000658
5844,NCT00778544,D000000658
5848,NCT00778414,D000000658
2737,NCT03211156,D000000658
8941,NCT01511107,D000000658
7519,NCT00513500,D000000658
7215,NCT00407394,D000000658
7520,NCT00396526,D000000658
2773,NCT01723059,D000000658
3147,NCT02707042,D000000658
7237,NCT01434173,D000000658
7115,NCT00111163,D000000655
6933,NCT01955382,D000000655
7186,NCT04370977,D000000655
5974,NCT04589611,D000000654
7062,NCT00862095,D000000639
8234,NCT00176462,D000000630
5910,NCT01794078,D000000628
59,NCT02867722,D000000622
4951,NCT04055688,D000000622
2097,NCT03327831,D000000622
2857,NCT01231165,D000000584
2645,NCT01228214,D000000584
6574,NCT00777296,D000000583
6583,NCT03905642,D000000583
4084,NCT00000641,D000000583
6889,NCT00693121,D000000547
7535,NCT00627250,D000000547
8187,NCT02025439,D000000547
7382,NCT00970944,D000000547
4433,NCT02239614,D000000536
1391,NCT01702857,D000000536
5354,NCT00343005,D000000536
33,NCT02334462,D000000536
1831,NCT00889616,D000000536
4440,NCT01666652,D000000536
3623,NCT00114010,D000000536
5533,NCT00223080,D000000536
4434,NCT02067676,D000000536
5318,NCT00341250,D000000536
5110,NCT01280968,D000000536
114,NCT03382418,D000000536
1130,NCT00002402,D000000536
1537,NCT02228850,D000000527
5876,NCT02139397,D000000518
9551,NCT04091022,D000000518
1309,NCT00263887,D000000515
5090,NCT00313144,D000000515
8629,NCT01700036,D000000515
5885,NCT01988402,D000000493
9656,NCT04017390,D000000481
7822,NCT00094302,D000000451
2977,NCT03807817,D000000431
4234,NCT03521817,D000000431
2316,NCT01996943,D000000431
6936,NCT03826303,D000000431
1700,NCT03224416,D000000431
9591,NCT04060849,D000000431
3226,NCT01233050,D000000431
6935,NCT04522973,D000000431
7276,NCT03416348,D000000431
4961,NCT03106363,D000000431
4713,NCT04542005,D000000420
6931,NCT03890666,D000000420
5221,NCT02257372,D000000420
4407,NCT02170532,D000000420
3351,NCT00394329,D000000420
1659,NCT01966718,D000000324
8286,NCT03817931,D000000322
7149,NCT01818869,D000000241
3069,NCT00000693,D000000212
7829,NCT02711267,D000000212
4547,NCT03831165,D000000212
4053,NCT00031447,D000000212
5531,NCT02362425,D000000111
1689,NCT00822263,D000000111
7457,NCT02791945,D000000111
8881,NCT03241732,D000000111
9332,NCT04291066,D000000111
8223,NCT00775476,D000000111
7125,NCT04481048,D000000111
1552,NCT02911285,D000000111
8082,NCT00397735,D000000111
7980,NCT00775645,D000000108
8415,NCT03806751,D000000086
1264,NCT03525561,D000000086
4942,NCT02165644,D000000086
2692,NCT02443142,D000000082
9910,NCT03822962,D000000082
5882,NCT01513668,D000000082
2211,NCT02934191,D000000082
3529,NCT01588158,D000000082
6412,NCT03783702,D000000082
3043,NCT02240407,D000000082
5233,NCT01520298,D000000082
2364,NCT03020875,D000000082
7559,NCT01605903,D000000082
9110,NCT04495283,D000000082
5242,NCT02540512,D000000082
2844,NCT02296840,D000000082
3136,NCT02922985,D000000082
5730,NCT03080493,D000000082
6377,NCT01523080,D000000082
3428,NCT01852955,D000000082
1917,NCT03385057,D000000082
8699,NCT02746263,D000000082
2617,NCT02932579,D000000082
7819,NCT00742859,D000000074
2109,NCT04256265,C000629884
3738,NCT03256344,C000629782
2083,NCT02455011,C000629677
4041,NCT03117998,C000629677
2469,NCT02298192,C000629636
3386,NCT01392573,C000629636
2878,NCT01676116,C000629636
3186,NCT01618162,C000629636
6428,NCT04117607,C000629634
8001,NCT02949128,C000629409
8575,NCT02461706,C000628684
6881,NCT04360044,C000628684
5605,NCT02759185,C000628684
6795,NCT02238483,C000628576
7099,NCT01937338,C000628576
1939,NCT04242173,C000627974
9213,NCT04387084,C000627974
4205,NCT04006119,C000627974
9061,NCT04540120,C000627877
5614,NCT01591733,C000627770
4866,NCT04048707,C000627694
7545,NCT03343197,C000627630
9343,NCT04278781,C000627630
7856,NCT02386098,C000627567
7897,NCT02415595,C000627567
8618,NCT02538614,C000626798
2506,NCT01349088,C000625785
8686,NCT00310895,C000625785
6223,NCT02706951,C000613732
6222,NCT02675426,C000613732
6221,NCT02629159,C000613732
7431,NCT02706873,C000613732
6228,NCT02706847,C000613732
9590,NCT04064190,C000613593
4092,NCT02807454,C000613593
5371,NCT03529422,C000613593
6613,NCT03598816,C000613593
4100,NCT02616640,C000613593
4265,NCT02685826,C000613593
6822,NCT03459846,C000613593
9243,NCT04359199,C000613593
5850,NCT03164616,C000613593
9361,NCT04262869,C000613593
9213,NCT04387084,C000613593
9943,NCT03801369,C000613593
9983,NCT03773666,C000613593
9907,NCT03823911,C000611331
2636,NCT03791814,C000611265
9907,NCT03823911,C000611265
5594,NCT02600819,C000608773
2454,NCT03333109,C000605816
1566,NCT04098250,C000605816
2987,NCT04417361,C000605816
9151,NCT04461795,C000605816
9462,NCT04179474,C000605816
9907,NCT03823911,C000604171
7380,NCT03521154,C000603933
5808,NCT02249182,C000595958
9431,NCT04210427,C000595212
9213,NCT04387084,C000594389
7604,NCT03357224,C000594389
8696,NCT03614949,C000594389
4831,NCT02599454,C000594389
9912,NCT03821246,C000594389
9143,NCT04467723,C000594389
3738,NCT03256344,C000594389
7816,NCT02431208,C000594389
1959,NCT02748889,C000594389
4836,NCT04169867,C000594389
5417,NCT03431831,C000591595
1070,NCT02813356,C000589308
9907,NCT03823911,C000586541
5808,NCT02249182,C000586541
8989,NCT04598321,C000586365
8872,NCT04497116,C000586365
9497,NCT04134884,C000586365
9723,NCT03964532,C000586365
7686,NCT01067287,C000585832
8177,NCT02077959,C000585832
7075,NCT02733614,C000584649
2851,NCT04313088,C000583636
