,NCTId,InterventionMeshId
1846,NCT01088178,D000016912
8901,NCT00570440,D000016912
6911,NCT00909857,D000016912
6728,NCT00310791,D000016912
3608,NCT01539720,D000016912
8164,NCT00482963,D000016912
4470,NCT01166412,D000016912
5804,NCT02175030,D000016912
8593,NCT03317795,D000016912
7088,NCT03279120,D000016912
7224,NCT00213096,D000016912
9653,NCT04018274,D000016912
2573,NCT00476021,D000016912
8899,NCT01721798,D000016912
9853,NCT03865212,D000016899
7922,NCT00072046,D000016898
8479,NCT01625793,D000016898
3490,NCT01648140,D000016898
4160,NCT00100581,D000016898
8303,NCT00026221,D000016898
3918,NCT00040027,D000016898
4198,NCT00088504,D000016898
1312,NCT00220805,D000016756
5169,NCT01856205,D000016756
1294,NCT00220740,D000016756
3102,NCT00031291,D000016756
4890,NCT01390649,D000016756
9054,NCT04546581,D000016756
1900,NCT00417573,D000016756
9189,NCT04411667,D000016756
1287,NCT00220779,D000016756
2486,NCT00203996,D000016729
9025,NCT04569747,D000016729
2903,NCT00826839,D000016729
5028,NCT00167648,D000016729
8644,NCT01257802,D000016729
8086,NCT00936390,D000016729
9507,NCT04126070,D000016729
9423,NCT04218799,D000016712
6,NCT01153880,D000016712
6079,NCT01820455,D000016712
3157,NCT02619773,D000016712
1043,NCT02030990,D000016685
1514,NCT00183885,D000016685
5490,NCT02040142,D000016685
2370,NCT00271011,D000016685
3903,NCT00318643,D000016685
8302,NCT01017640,D000016685
9265,NCT04342663,D000016666
4175,NCT02655354,D000016666
1388,NCT02940717,D000016651
7309,NCT04474093,D000016651
8005,NCT01431573,D000016651
1304,NCT03530020,D000016651
1392,NCT03713918,D000016651
8547,NCT01588457,D000016651
2814,NCT00531518,D000016642
2190,NCT00308763,D000016642
8363,NCT01046214,D000016642
3083,NCT03978442,D000016642
3969,NCT01177176,D000016642
1762,NCT02995915,D000016642
4671,NCT01077596,D000016642
5417,NCT03431831,D000016642
9212,NCT04388319,D000016642
2230,NCT01299896,D000016642
3100,NCT02039960,D000016642
1262,NCT00002102,D000016597
1259,NCT00002434,D000016597
1260,NCT00002317,D000016597
3828,NCT00002120,D000016597
1261,NCT00002103,D000016597
4571,NCT00141895,D000016595
4668,NCT00140114,D000016595
8,NCT03972358,D000016595
4718,NCT02679092,D000016595
7585,NCT04035382,D000016595
7198,NCT03254628,D000016595
3982,NCT00097123,D000016595
3814,NCT03407625,D000016595
6920,NCT04537689,D000016572
6577,NCT03828019,D000016572
3115,NCT02630563,D000016572
1909,NCT01149759,D000016572
3746,NCT02987257,D000016572
4169,NCT03180723,D000016572
3636,NCT00633373,D000016572
7798,NCT00256750,D000016572
3718,NCT00232076,D000016572
7993,NCT00121186,D000016559
9903,NCT03828682,D000016559
9221,NCT04380311,D000016559
8390,NCT00496483,D000016559
7918,NCT01256294,D000016559
7355,NCT03386539,D000016559
6577,NCT03828019,D000016559
2281,NCT01878786,D000016559
3369,NCT02213068,D000016559
1285,NCT00139581,D000016559
4106,NCT00117689,D000016559
8191,NCT01889758,D000016559
3682,NCT00389675,D000016316
3920,NCT00389779,D000016316
5355,NCT02141113,D000016316
8821,NCT03137082,D000016316
5962,NCT00902603,D000016285
8657,NCT01749384,D000016228
6725,NCT00402896,D000016228
2189,NCT01547286,D000016210
3587,NCT00486902,D000016202
5634,NCT00958022,D000016190
6765,NCT04387227,D000016190
8293,NCT00861627,D000016190
6196,NCT01076504,D000016190
9361,NCT04262869,D000016190
3687,NCT00347412,D000016190
7973,NCT00085501,D000016190
5850,NCT03164616,D000016190
3951,NCT03278626,D000016190
2880,NCT01795586,D000016190
9891,NCT03838367,D000016190
7610,NCT02032277,D000016190
5252,NCT04015778,D000016190
7621,NCT02114229,D000016190
8669,NCT01505868,D000016190
6575,NCT02083679,D000016190
9972,NCT03781986,D000016190
4337,NCT02578641,D000016190
3320,NCT00585689,D000016190
3994,NCT01196429,D000016190
7183,NCT01443078,D000016190
8679,NCT02513563,D000016190
8725,NCT00025389,D000016190
4960,NCT02941601,D000016190
6788,NCT00563784,D000016190
2352,NCT00856830,D000016190
5677,NCT00681993,D000016190
8251,NCT01649947,D000016190
1959,NCT02748889,D000016190
8843,NCT00400803,D000016190
4210,NCT01701349,D000016190
6620,NCT00342355,D000016049
3679,NCT00084136,D000016049
8355,NCT00002251,D000015774
8719,NCT00006264,D000015774
4452,NCT00761020,D000015767
6255,NCT02488902,D000015767
7464,NCT01976780,D000015767
6254,NCT02488980,D000015767
7216,NCT00396500,D000015766
7222,NCT00222547,D000015766
7489,NCT02725255,D000015766
8182,NCT02422940,D000015761
4603,NCT02208050,D000015761
7932,NCT01316055,D000015761
2540,NCT00056810,D000015761
7704,NCT02088671,D000015742
8454,NCT01001429,D000015742
9727,NCT03962725,D000015742
2853,NCT02043977,D000015742
6801,NCT02046590,D000015742
4179,NCT00959764,D000015740
2375,NCT01652573,D000015740
8656,NCT00422097,D000015738
1605,NCT02142712,D000015738
4677,NCT02232269,D000015736
7065,NCT00691067,D000015735
8506,NCT01490697,D000015735
4718,NCT02679092,D000015735
1596,NCT00832871,D000015735
6767,NCT04255498,D000015735
1074,NCT00208156,D000015735
1079,NCT00128479,D000015735
8,NCT03972358,D000015735
1064,NCT00130676,D000015735
7895,NCT00002306,D000015725
7894,NCT00002074,D000015725
4405,NCT00734539,D000015725
5096,NCT00000788,D000015725
7443,NCT00675714,D000015725
7893,NCT00002305,D000015725
8331,NCT01772290,D000015725
5272,NCT02343263,D000015718
127,NCT01256164,D000015718
3700,NCT00729937,D000015662
7520,NCT00396526,D000015662
7317,NCT00822692,D000015662
3933,NCT00000980,D000015572
9891,NCT03838367,D000015483
7439,NCT04302649,D000015314
3105,NCT04079582,D000015314
2023,NCT02161458,D000015283
8240,NCT01658228,D000015283
7695,NCT00208572,D000015283
5186,NCT01657760,D000015283
3728,NCT00249405,D000015283
3511,NCT01082237,D000015283
7455,NCT03282110,D000015283
8576,NCT02553161,D000015283
8099,NCT00876226,D000015283
8180,NCT00414323,D000015283
7016,NCT03607331,D000015283
4175,NCT02655354,D000015283
2080,NCT02516332,D000015283
7387,NCT01312922,D000015283
2752,NCT02916433,D000015282
4866,NCT04048707,D000015282
1151,NCT00170742,D000015282
6903,NCT01039363,D000015255
8733,NCT00831766,D000015255
9427,NCT04214249,D000015255
1413,NCT03591510,D000015255
8295,NCT02835729,D000015255
5871,NCT03250338,D000015255
7943,NCT00087178,D000015251
8852,NCT03723395,D000015248
1572,NCT01618591,D000015242
7862,NCT03828201,D000015242
9760,NCT03933631,D000015242
3275,NCT01390233,D000015232
8681,NCT00963807,D000015224
1908,NCT00118898,D000015224
4096,NCT00000720,D000015215
3679,NCT00084136,D000015215
3368,NCT00112047,D000015215
7441,NCT02832778,D000015215
8719,NCT00006264,D000015215
3069,NCT00000693,D000015215
6686,NCT00000700,D000015215
6620,NCT00342355,D000015215
8234,NCT00176462,D000015122
3549,NCT00156520,D000015119
8716,NCT03602014,D000015103
8253,NCT02812147,D000015103
9263,NCT04342728,D000015032
9917,NCT03819088,D000015032
7739,NCT00470158,D000015032
1795,NCT01561937,D000014859
7692,NCT00162435,D000014859
3850,NCT04394234,D000014859
5791,NCT02769078,D000014859
7819,NCT00742859,D000014859
4359,NCT00697151,D000014859
8410,NCT00484640,D000014859
2680,NCT00927862,D000014859
8120,NCT00404274,D000014859
5604,NCT00401414,D000014859
6449,NCT04070833,D000014815
1914,NCT02115724,D000014815
1379,NCT00907972,D000014815
4947,NCT03908255,D000014815
4508,NCT01169259,D000014815
1008,NCT00350077,D000014815
1398,NCT00412087,D000014815
4888,NCT01633177,D000014815
2155,NCT00363038,D000014815
4579,NCT01782352,D000014815
4550,NCT01669915,D000014815
8163,NCT00700791,D000014815
4540,NCT01758081,D000014815
4582,NCT02239874,D000014815
4897,NCT02414529,D000014815
4751,NCT01369043,D000014815
4583,NCT01696435,D000014815
4637,NCT01630213,D000014815
3737,NCT01488227,D000014815
4584,NCT01704859,D000014815
4957,NCT02178410,D000014815
9263,NCT04342728,D000014815
5630,NCT01410084,D000014815
4586,NCT01728571,D000014815
3065,NCT03467789,D000014815
4178,NCT04536298,D000014815
4072,NCT01127282,D000014815
6357,NCT01880463,D000014815
5160,NCT01351805,D000014815
4559,NCT01747447,D000014815
8272,NCT00874575,D000014815
4554,NCT01684722,D000014815
7018,NCT01992263,D000014815
5525,NCT01443728,D000014815
1307,NCT01632761,D000014815
2178,NCT01696409,D000014815
4560,NCT01653678,D000014815
2155,NCT00363038,D000014812
1814,NCT00995917,D000014812
5074,NCT04247087,D000014812
3637,NCT00336232,D000014812
4751,NCT01369043,D000014810
4242,NCT00000173,D000014810
8163,NCT00700791,D000014810
1914,NCT02115724,D000014810
2618,NCT00798876,D000014810
8323,NCT00308971,D000014810
8110,NCT01858311,D000014810
3911,NCT00631085,D000014810
5630,NCT01410084,D000014810
8272,NCT00874575,D000014807
7678,NCT01968590,D000014807
4560,NCT01653678,D000014807
8292,NCT01709110,D000014807
4888,NCT01633177,D000014807
6449,NCT04070833,D000014807
4508,NCT01169259,D000014807
2178,NCT01696409,D000014807
3065,NCT03467789,D000014807
2702,NCT01217840,D000014807
4586,NCT01728571,D000014807
3093,NCT01295879,D000014807
4584,NCT01704859,D000014807
4583,NCT01696435,D000014807
4582,NCT02239874,D000014807
1112,NCT02375503,D000014807
2861,NCT04570475,D000014807
6789,NCT00476346,D000014807
4938,NCT01785004,D000014807
1956,NCT00668941,D000014807
5444,NCT00473239,D000014807
4579,NCT01782352,D000014807
3122,NCT01450462,D000014807
1274,NCT02636348,D000014807
4559,NCT01747447,D000014807
5160,NCT01351805,D000014807
2803,NCT01570309,D000014807
6138,NCT00904423,D000014807
8023,NCT00742781,D000014807
1307,NCT01632761,D000014807
8588,NCT02360644,D000014807
4550,NCT01669915,D000014807
2510,NCT01744821,D000014807
2417,NCT01049048,D000014807
2418,NCT02435771,D000014807
3211,NCT03615950,D000014807
3737,NCT01488227,D000014807
7965,NCT02865187,D000014807
5525,NCT01443728,D000014807
4540,NCT01758081,D000014807
4637,NCT01630213,D000014807
6155,NCT00656019,D000014807
8574,NCT03483441,D000014807
2979,NCT03710161,D000014807
4375,NCT01244204,D000014807
1398,NCT00412087,D000014807
1379,NCT00907972,D000014807
5630,NCT01410084,D000014807
2792,NCT02956408,D000014807
5837,NCT01601847,D000014807
4178,NCT04536298,D000014807
4532,NCT04386577,D000014807
4897,NCT02414529,D000014807
7706,NCT01746264,D000014807
6357,NCT01880463,D000014807
4554,NCT01684722,D000014807
6186,NCT00921557,D000014807
4957,NCT02178410,D000014807
6711,NCT01425476,D000014807
7018,NCT01992263,D000014807
7944,NCT00365105,D000014807
4569,NCT03853304,D000014805
3098,NCT01475617,D000014805
5241,NCT02019524,D000014803
5574,NCT03478865,D000014801
5593,NCT03478878,D000014801
4072,NCT01127282,D000014801
7216,NCT00396500,D000014801
5427,NCT03056625,D000014801
3207,NCT00065455,D000014801
2155,NCT00363038,D000014801
7797,NCT00198822,D000014801
7222,NCT00222547,D000014801
7738,NCT00707785,D000014801
2463,NCT03742258,D000014750
6212,NCT02481310,D000014750
9161,NCT04448834,D000014750
4124,NCT01523977,D000014750
7621,NCT02114229,D000014750
8234,NCT00176462,D000014750
9706,NCT03980769,D000014740
9546,NCT04093050,D000014667
6783,NCT01611935,D000014667
9149,NCT04463394,D000014667
8195,NCT00004494,D000014660
9679,NCT04000555,D000014640
7474,NCT01175707,D000014640
5407,NCT03795233,D000014640
8357,NCT01196169,D000014640
6682,NCT03765567,D000014640
2769,NCT01977989,D000014640
1966,NCT00278772,D000014635
6745,NCT01233609,D000014635
8547,NCT01588457,D000014635
5907,NCT01928849,D000014635
8607,NCT00228046,D000014635
7091,NCT04531592,D000014635
6082,NCT01760785,D000014635
6597,NCT04531579,D000014635
8689,NCT02520115,D000014635
9530,NCT04109222,D000014612
6365,NCT01403649,D000014612
6367,NCT03776994,D000014612
1483,NCT02386150,D000014612
6363,NCT03832049,D000014612
6109,NCT01390064,D000014612
6248,NCT04333459,D000014612
6766,NCT04329065,D000014612
119,NCT01150695,D000014612
4329,NCT00683085,D000014612
6706,NCT02157051,D000014612
1158,NCT00639418,D000014612
1143,NCT01024686,D000014612
5241,NCT02019524,D000014612
3996,NCT01431183,D000014612
4424,NCT03718130,D000014612
8481,NCT02710318,D000014612
6260,NCT01843621,D000014612
5800,NCT00694551,D000014612
1172,NCT00574600,D000014612
3990,NCT03460743,D000014612
109,NCT01927835,D000014612
4080,NCT03077438,D000014612
7782,NCT03698279,D000014612
1419,NCT03981952,D000014612
1425,NCT00787826,D000014612
1484,NCT02385825,D000014612
7790,NCT01770743,D000014612
1150,NCT00232947,D000014612
4089,NCT02199691,D000014612
4370,NCT00984451,D000014612
1485,NCT02092142,D000014612
4289,NCT03165591,D000014612
1007,NCT03463577,D000014612
1084,NCT01720277,D000014612
5857,NCT00133445,D000014612
6776,NCT02718469,D000014612
1019,NCT01317667,D000014612
3928,NCT00617851,D000014612
9573,NCT04080531,D000014612
4111,NCT01181323,D000014612
8923,NCT01909752,D000014612
2177,NCT01910519,D000014612
1570,NCT00485134,D000014612
5577,NCT03294551,D000014612
1555,NCT00870987,D000014612
4990,NCT01892631,D000014612
4860,NCT00317473,D000014612
1088,NCT01815268,D000014612
138,NCT03965195,D000014612
2204,NCT01254669,D000014612
4886,NCT02121782,D000014612
4288,NCT01044095,D000014612
7558,NCT03207750,D000014612
2232,NCT00322049,D000014612
7631,NCT00622401,D000014612
7483,NCT03571932,D000014612
6376,NCT02133469,D000014612
5110,NCT01280968,D000014612
4576,NCT04026009,D000014612
8268,NCT00380679,D000014612
3033,NCT03058692,D000014612
3135,NCT02461758,D000014612
2145,NCT01681992,D000014612
3454,NCT00137696,D000014612
6072,NCT01943825,D000014612
3515,NCT01491607,D000014612
6105,NCT01447407,D000014612
4429,NCT03110952,D000014612
4453,NCT00678652,D000014612
73,NCT00601835,D000014612
2970,NCT01341275,D000014612
1315,NCT01954251,D000014612
1212,NCT00373958,D000014612
3274,NCT00079820,D000014612
7505,NCT00337428,D000014612
4158,NCT02842853,D000014612
1901,NCT02116205,D000014612
1391,NCT01702857,D000014612
7924,NCT02615470,D000014612
9048,NCT04551677,D000014612
3581,NCT01162122,D000014612
5448,NCT01698177,D000014612
4460,NCT00248833,D000014612
2431,NCT01195571,D000014612
6840,NCT01260727,D000014612
6839,NCT03384914,D000014612
3339,NCT01578317,D000014612
6267,NCT01080716,D000014612
3631,NCT02587520,D000014612
4445,NCT01502358,D000014612
4933,NCT03042182,D000014612
4708,NCT01810731,D000014612
9491,NCT04144023,D000014612
9392,NCT04239040,D000014612
9942,NCT03802994,D000014612
4060,NCT02842866,D000014612
1957,NCT01505049,D000014612
4431,NCT02776761,D000014612
4436,NCT01994525,D000014612
4050,NCT02914275,D000014612
1342,NCT03734237,D000014612
2447,NCT02231957,D000014612
5437,NCT04160975,D000014612
3603,NCT00727636,D000014612
89,NCT02882100,D000014612
9493,NCT04142983,D000014612
6278,NCT00370682,D000014612
1991,NCT00819013,D000014612
4438,NCT01846104,D000014612
9704,NCT03982069,D000014612
6277,NCT00384670,D000014612
6864,NCT01126697,D000014451
6166,NCT00541164,D000014451
5949,NCT01011348,D000014451
6178,NCT00308113,D000014451
9609,NCT04049669,D000014364
5308,NCT02145949,D000014364
8295,NCT02835729,D000014364
4056,NCT01682746,D000014307
3828,NCT00002120,D000014295
3700,NCT00729937,D000014295
8447,NCT04294264,D000014271
9584,NCT04072445,D000014271
9529,NCT04109924,D000014271
3609,NCT03966053,D000014268
3054,NCT02068079,D000014266
2224,NCT00924508,D000014222
4738,NCT03634852,D000014222
6890,NCT03200886,D000014222
9523,NCT04115644,D000014222
7414,NCT02374060,D000014222
9674,NCT04002362,D000014222
2194,NCT02762370,D000014222
9406,NCT04231318,D000014222
7414,NCT02374060,D000014221
9406,NCT04231318,D000014221
2224,NCT00924508,D000014221
6191,NCT01873573,D000014221
3038,NCT02191748,D000014221
9523,NCT04115644,D000014221
6890,NCT03200886,D000014221
1053,NCT02420041,D000014221
9674,NCT04002362,D000014221
4738,NCT03634852,D000014221
2194,NCT02762370,D000014221
9592,NCT04059523,D000014212
9682,NCT03999684,D000014212
3954,NCT00007631,D000014212
9339,NCT04282668,D000014212
6040,NCT02922894,D000014196
4175,NCT02655354,D000014196
8222,NCT00220714,D000014150
3594,NCT02026297,D000014148
2399,NCT02840097,D000014148
3210,NCT01428713,D000014148
9604,NCT04054687,D000014148
9258,NCT04344860,D000014148
8593,NCT03317795,D000014148
6238,NCT02503319,D000014148
3663,NCT03676023,D000014148
6051,NCT02535949,D000014148
6012,NCT03552705,D000014148
1026,NCT03326596,D000014148
2168,NCT02930941,D000014148
6236,NCT02775773,D000014148
3925,NCT04387305,D000014148
7052,NCT01517711,D000014147
4343,NCT03309163,D000014147
2523,NCT00499746,D000014147
7521,NCT00379158,D000014131
7074,NCT03866837,D000014131
7804,NCT00860470,D000014131
7213,NCT01129089,D000014131
9193,NCT04407377,D000014049
8157,NCT03353922,D000014049
8852,NCT03723395,D000014044
3001,NCT00510614,D000014011
3106,NCT00287521,D000013999
5663,NCT01873131,D000013999
2196,NCT00314158,D000013999
1272,NCT00751127,D000013999
72,NCT00800267,D000013999
1198,NCT00277498,D000013999
7437,NCT00823212,D000013988
2442,NCT00004727,D000013988
1065,NCT01589978,D000013988
7027,NCT01500434,D000013988
6926,NCT01510327,D000013988
5913,NCT01458561,D000013917
8234,NCT00176462,D000013866
9706,NCT03980769,D000013852
2036,NCT03342196,D000013852
2390,NCT00680706,D000013831
3364,NCT01864057,D000013831
5910,NCT01794078,D000013806
2242,NCT01063179,D000013792
5431,NCT02641353,D000013792
8724,NCT00039468,D000013792
7981,NCT00124579,D000013792
7964,NCT00040937,D000013792
7855,NCT00773734,D000013792
2715,NCT01986894,D000013792
3273,NCT03233724,D000013767
8095,NCT04294966,D000013759
4961,NCT03106363,D000013759
6881,NCT04360044,D000013759
4653,NCT01786109,D000013759
8029,NCT01964404,D000013759
5605,NCT02759185,D000013759
5207,NCT01253408,D000013759
4328,NCT03172741,D000013759
2570,NCT01598896,D000013759
3934,NCT00609323,D000013748
9443,NCT04203225,D000013748
6430,NCT00642057,D000013747
6540,NCT00382057,D000013739
8581,NCT00266864,D000013739
9611,NCT04049331,D000013739
7334,NCT02734238,D000013739
7443,NCT00675714,D000013739
4969,NCT00433173,D000013739
3139,NCT02722278,D000013739
6928,NCT04120363,D000013739
6059,NCT02317640,D000013739
5980,NCT04363164,D000013739
9152,NCT04460872,D000013739
4034,NCT00799617,D000013739
9040,NCT04558567,D000013739
6188,NCT00962637,D000013739
6850,NCT02286921,D000013739
3639,NCT04274894,D000013739
3026,NCT00183963,D000013629
9466,NCT04174352,D000013629
7967,NCT01124695,D000013629
9025,NCT04569747,D000013629
8691,NCT00118157,D000013629
7931,NCT00053898,D000013629
6895,NCT01257581,D000013629
8600,NCT00873366,D000013629
1447,NCT00764322,D000013629
8813,NCT01671332,D000013498
1349,NCT01992172,D000013473
1336,NCT01992185,D000013473
1337,NCT01916629,D000013473
3828,NCT00002120,D000013420
3700,NCT00729937,D000013420
6671,NCT04466423,D000013418
7226,NCT00140361,D000013413
7115,NCT00111163,D000013413
6770,NCT03564795,D000013411
6762,NCT04601532,D000013411
8555,NCT03560232,D000013407
7168,NCT02667353,D000013390
2149,NCT00751179,D000013390
1582,NCT01724619,D000013196
1751,NCT03576755,D000013148
4155,NCT02299726,D000013148
9845,NCT03867682,D000013148
7822,NCT00094302,D000013148
3896,NCT00523978,D000013015
8465,NCT00408200,D000013015
7229,NCT04330326,D000013012
2404,NCT00675506,D000013007
3222,NCT01775865,D000012980
7166,NCT03865680,D000012969
5106,NCT00699777,D000012968
6770,NCT03564795,D000012837
6762,NCT04601532,D000012837
7548,NCT01125124,D000012835
7824,NCT01299272,D000012701
5261,NCT00385762,D000012701
4671,NCT01077596,D000012701
7930,NCT00008385,D000012643
1941,NCT00218517,D000012642
3498,NCT03686618,D000012633
4420,NCT04314713,D000012601
5322,NCT03152409,D000012459
1065,NCT01589978,D000012459
8852,NCT03723395,D000012293
7479,NCT02169882,D000012293
4225,NCT03474029,D000012293
4084,NCT00000641,D000012293
4694,NCT00816426,D000012293
2872,NCT02068430,D000012256
6849,NCT02863809,D000012256
8113,NCT00679666,D000012256
4160,NCT00100581,D000012254
7657,NCT00978497,D000012254
3490,NCT01648140,D000012254
93,NCT00960479,D000012254
2932,NCT00502788,D000012254
3276,NCT02118012,D000012254
6270,NCT00868946,D000012254
2201,NCT00456248,D000012254
92,NCT00959933,D000012254
6256,NCT02483260,D000012254
6272,NCT00623168,D000012254
6269,NCT00992693,D000012254
4198,NCT00088504,D000012254
8130,NCT00148031,D000012254
5808,NCT02249182,D000012254
1205,NCT00002298,D000012254
3130,NCT00001729,D000012254
6250,NCT04283513,D000012254
4124,NCT01523977,D000011929
6595,NCT01533155,D000011802
9818,NCT03883581,D000011802
6282,NCT00298610,D000011802
8416,NCT02874989,D000011794
3598,NCT02511054,D000011739
7226,NCT00140361,D000011739
7115,NCT00111163,D000011739
6739,NCT03302299,D000011736
4694,NCT00816426,D000011718
9567,NCT04084093,D000011663
4504,NCT03655730,D000011619
1309,NCT00263887,D000011480
5090,NCT00313144,D000011480
5870,NCT01105091,D000011464
7443,NCT00675714,D000011433
7333,NCT01902810,D000011433
9320,NCT04299438,D000011433
7062,NCT00862095,D000011433
6042,NCT02871349,D000011433
1619,NCT01555554,D000011433
8698,NCT03384836,D000011433
4861,NCT03083431,D000011433
3330,NCT01027611,D000011430
3896,NCT00523978,D000011405
8465,NCT00408200,D000011405
1018,NCT02098499,D000011398
1605,NCT02142712,D000011398
1864,NCT00137202,D000011398
4175,NCT02655354,D000011398
3964,NCT00866788,D000011398
3043,NCT02240407,D000011398
2783,NCT01451762,D000011398
5227,NCT01968694,D000011398
2272,NCT01894581,D000011389
9482,NCT04152473,D000011377
5257,NCT01972464,D000011374
2290,NCT00946088,D000011374
6645,NCT02187224,D000011374
3919,NCT03343795,D000011374
1673,NCT01381016,D000011374
8404,NCT00361075,D000011374
8201,NCT03003949,D000011374
1629,NCT01809639,D000011374
4801,NCT02350231,D000011374
2486,NCT00203996,D000011372
6728,NCT00310791,D000011372
8060,NCT02103660,D000011372
1849,NCT00573599,D000011346
6206,NCT04517396,D000011345
22,NCT00928694,D000011345
1142,NCT00049439,D000011344
1389,NCT02898779,D000011319
6513,NCT01205178,D000011319
1092,NCT02960568,D000011319
6265,NCT01290601,D000011319
7813,NCT02216123,D000011319
1076,NCT04468360,D000011280
5943,NCT01673828,D000011280
5359,NCT01133275,D000011241
4743,NCT02036060,D000011241
7469,NCT02380313,D000011241
6212,NCT02481310,D000011241
6178,NCT00308113,D000011241
9315,NCT04305145,D000011241
5999,NCT03861390,D000011241
2242,NCT01063179,D000011241
9903,NCT03828682,D000011241
9895,NCT03833921,D000011241
7927,NCT00134056,D000011241
7964,NCT00040937,D000011241
8250,NCT01742338,D000011241
6052,NCT02506192,D000011241
3510,NCT01425099,D000011241
4270,NCT02188368,D000011241
2463,NCT03742258,D000011241
7569,NCT04322357,D000011241
4124,NCT01523977,D000011241
7142,NCT01046825,D000011241
4266,NCT02206425,D000011241
6393,NCT02294357,D000011241
3628,NCT00733096,D000011239
2950,NCT03680495,D000011239
8250,NCT01742338,D000011239
4954,NCT02299115,D000011239
9315,NCT04305145,D000011239
4177,NCT03352115,D000011239
9726,NCT03962894,D000011239
9901,NCT03829566,D000011239
2455,NCT04233164,D000011239
6393,NCT02294357,D000011239
1812,NCT03973177,D000011239
9760,NCT03933631,D000011239
8883,NCT00331058,D000011239
4904,NCT03111810,D000011239
9348,NCT04273282,D000011239
3520,NCT03818737,D000011239
6701,NCT02322047,D000011224
6704,NCT02226367,D000011224
6608,NCT00202449,D000011224
1226,NCT00713739,D000011224
7069,NCT00393874,D000011224
7177,NCT00990106,D000011224
4175,NCT02655354,D000011224
2603,NCT02027324,D000011206
7353,NCT03385304,D000011206
5788,NCT04603794,D000011206
2603,NCT02027324,D000011205
5788,NCT04603794,D000011205
7353,NCT03385304,D000011205
5800,NCT00694551,D000011070
9733,NCT03956056,D000011070
5634,NCT00958022,D000011034
5503,NCT03532776,D000011034
6212,NCT02481310,D000011034
3053,NCT00624000,D000010959
3716,NCT00307580,D000010959
4186,NCT04357730,D000010959
6445,NCT01678495,D000010959
6237,NCT02604238,D000010959
8522,NCT03581877,D000010959
6445,NCT01678495,D000010958
8555,NCT03560232,D000010878
9760,NCT03933631,D000010862
5074,NCT04247087,D000010837
7179,NCT00162461,D000010672
5953,NCT01537081,D000010665
2063,NCT02323399,D000010656
9480,NCT04153188,D000010656
6694,NCT03529487,D000010656
5541,NCT01402674,D000010645
4480,NCT03602118,D000010634
5681,NCT03409367,D000010577
2155,NCT00363038,D000010577
2471,NCT00590161,D000010431
2420,NCT00123578,D000010424
1811,NCT03403621,D000010419
3488,NCT03201159,D000010419
2477,NCT03702270,D000010406
2491,NCT03702283,D000010406
6401,NCT00031499,D000010406
6401,NCT00031499,D000010402
6401,NCT00031499,D000010401
6401,NCT00031499,D000010400
6261,NCT01790659,D000010303
6271,NCT00703924,D000010303
4454,NCT00657917,D000010303
6273,NCT00606580,D000010303
1498,NCT01494350,D000010303
4296,NCT01641796,D000010303
6266,NCT01083576,D000010303
6268,NCT01032382,D000010303
4449,NCT01140191,D000010303
6408,NCT03516773,D000010281
3471,NCT02985801,D000010194
4810,NCT04499495,D000010131
9830,NCT03878589,D000010121
6238,NCT02503319,D000010121
7283,NCT02722356,D000010121
7198,NCT03254628,D000010121
8231,NCT02255357,D000010121
8462,NCT03900754,D000010121
7543,NCT02443727,D000010121
2706,NCT01624194,D000010121
9408,NCT04228289,D000010121
6702,NCT02302430,D000010121
3961,NCT03260920,D000010121
3007,NCT02682784,D000010121
1432,NCT03140488,D000010121
4962,NCT03168698,D000010121
6236,NCT02775773,D000010121
8376,NCT02149823,D000010121
1698,NCT02742532,D000010121
6102,NCT01466127,D000010121
1527,NCT01908205,D000010121
8124,NCT02213029,D000010121
7585,NCT04035382,D000010121
8050,NCT03389750,D000010111
2063,NCT02323399,D000010109
6694,NCT03529487,D000010109
9480,NCT04153188,D000010109
4672,NCT00486811,D000010098
2617,NCT02932579,D000010098
3706,NCT02824276,D000010098
6691,NCT03880487,D000010098
2467,NCT03426137,D000010098
2211,NCT02934191,D000010098
2278,NCT04587115,D000010098
2744,NCT03837860,D000010098
8134,NCT00000273,D000010098
8050,NCT03389750,D000010098
2543,NCT01268670,D000010098
6412,NCT03783702,D000010098
7443,NCT00675714,D000010074
2804,NCT01048632,D000010074
4823,NCT02485145,D000009966
9336,NCT04284514,D000009883
9860,NCT03862053,D000009883
4738,NCT03634852,D000009883
6011,NCT03615196,D000009883
5896,NCT01845636,D000009883
1301,NCT00847483,D000009883
2196,NCT00314158,D000009883
7006,NCT02369861,D000009883
1213,NCT03310580,D000009883
9416,NCT04222712,D000009883
7713,NCT01569191,D000009883
3382,NCT01901276,D000009853
1616,NCT03866434,D000009853
2773,NCT01723059,D000009853
2082,NCT03844412,D000009661
7873,NCT03751124,D000009640
3482,NCT01636999,D000009609
2949,NCT02151877,D000009569
3141,NCT00585013,D000009569
8652,NCT04305457,D000009569
4942,NCT02165644,D000009553
1226,NCT00713739,D000009543
3367,NCT00811057,D000009543
3908,NCT00880178,D000009539
8132,NCT03599193,D000009539
3562,NCT01178320,D000009539
2590,NCT02643914,D000009538
3413,NCT04133376,D000009538
1762,NCT02995915,D000009538
1204,NCT03674970,D000009538
5338,NCT04114526,D000009538
2055,NCT02859142,D000009538
2899,NCT04090879,D000009538
7299,NCT03920137,D000009538
4629,NCT03982576,D000009538
