,NCTId,StdAge
4244,NCT00615407,Older Adult
4242,NCT00000173,Older Adult
7839,NCT00827112,Older Adult
4240,NCT00120471,Older Adult
7840,NCT03872375,Older Adult
4239,NCT00089947,Older Adult
4238,NCT03713320,Older Adult
7841,NCT03191253,Older Adult
4237,NCT02100904,Older Adult
4236,NCT00332709,Older Adult
7842,NCT01615237,Older Adult
7857,NCT02697422,Older Adult
4204,NCT03945981,Older Adult
7828,NCT01374906,Older Adult
4162,NCT00979238,Older Adult
7876,NCT03817736,Older Adult
4171,NCT00081640,Older Adult
4170,NCT00822367,Older Adult
7877,NCT00823979,Older Adult
4169,NCT03180723,Older Adult
4168,NCT01336764,Older Adult
7878,NCT03563040,Older Adult
4167,NCT00134979,Older Adult
4166,NCT03401385,Older Adult
7879,NCT00033722,Older Adult
4165,NCT01928953,Older Adult
4164,NCT03499860,Older Adult
4163,NCT01166919,Older Adult
7880,NCT03511443,Older Adult
4161,NCT03042117,Older Adult
4173,NCT03372746,Older Adult
7881,NCT01393626,Older Adult
4160,NCT00100581,Older Adult
4159,NCT00703846,Older Adult
7882,NCT00855075,Older Adult
4157,NCT00005007,Older Adult
7883,NCT01470599,Older Adult
4156,NCT01694849,Older Adult
4155,NCT02299726,Older Adult
4154,NCT00857376,Older Adult
7885,NCT03944395,Older Adult
4153,NCT00974259,Older Adult
4152,NCT00407147,Older Adult
7886,NCT03880006,Older Adult
4151,NCT02664610,Older Adult
4172,NCT02564042,Older Adult
7875,NCT02017548,Older Adult
7858,NCT01632241,Older Adult
4190,NCT02564055,Older Adult
4203,NCT04047147,Older Adult
4202,NCT01228344,Older Adult
4201,NCT03726320,Older Adult
4200,NCT00768248,Older Adult
7861,NCT03862963,Older Adult
4199,NCT02137512,Older Adult
4198,NCT00088504,Older Adult
4197,NCT02720653,Older Adult
7862,NCT03828201,Older Adult
4195,NCT03604705,Older Adult
4194,NCT00200057,Older Adult
4192,NCT03093662,Older Adult
4191,NCT03765593,Older Adult
7865,NCT02476253,Older Adult
4189,NCT00101790,Older Adult
4174,NCT03264521,Older Adult
4188,NCT04423458,Older Adult
7867,NCT00933270,Older Adult
4186,NCT04357730,Older Adult
7868,NCT00337467,Older Adult
4185,NCT02197689,Older Adult
4184,NCT02004691,Older Adult
7869,NCT01687153,Older Adult
4183,NCT00680069,Older Adult
4182,NCT03137264,Older Adult
4181,NCT04200443,Older Adult
7871,NCT00248040,Older Adult
4179,NCT00959764,Older Adult
4178,NCT04536298,Older Adult
4175,NCT02655354,Older Adult
4262,NCT04213508,Older Adult
4264,NCT01480999,Older Adult
4396,NCT00662571,Older Adult
4348,NCT02192684,Older Adult
7784,NCT04072757,Older Adult
4361,NCT00522041,Older Adult
4359,NCT00697151,Older Adult
7785,NCT04393246,Older Adult
4357,NCT04344873,Older Adult
7786,NCT02066441,Older Adult
4356,NCT01236287,Older Adult
4355,NCT03030885,Older Adult
7787,NCT03325062,Older Adult
4354,NCT01588938,Older Adult
4353,NCT00342758,Older Adult
4352,NCT04561804,Older Adult
4350,NCT02702479,Older Adult
7789,NCT02599961,Older Adult
4347,NCT03502278,Older Adult
4363,NCT02479555,Older Adult
4345,NCT02193958,Older Adult
4344,NCT02661542,Older Adult
7793,NCT02963922,Older Adult
4342,NCT00136019,Older Adult
4339,NCT00797940,Older Adult
7794,NCT03399786,Older Adult
4337,NCT02578641,Older Adult
4336,NCT04176627,Older Adult
4335,NCT01589939,Older Adult
4334,NCT01624623,Older Adult
4333,NCT04375293,Older Adult
4332,NCT01587703,Older Adult
7798,NCT00256750,Older Adult
4330,NCT01182467,Older Adult
4362,NCT00192634,Older Adult
4365,NCT04418856,Older Adult
7799,NCT04060342,Older Adult
7774,NCT00727506,Older Adult
4395,NCT01040832,Older Adult
7768,NCT01597518,Older Adult
4394,NCT02519868,Older Adult
4393,NCT03351088,Older Adult
7769,NCT00876889,Older Adult
4392,NCT02344576,Older Adult
4391,NCT03714711,Older Adult
7770,NCT02277418,Older Adult
4390,NCT01296698,Older Adult
7771,NCT02336048,Older Adult
4387,NCT01811316,Older Adult
4386,NCT03185871,Older Adult
7773,NCT04373460,Older Adult
4385,NCT02351544,Older Adult
4381,NCT01013636,Older Adult
7783,NCT04201613,Older Adult
7775,NCT00283153,Older Adult
4380,NCT02178982,Older Adult
4379,NCT02814994,Older Adult
7776,NCT00208585,Older Adult
4377,NCT04379830,Older Adult
7777,NCT01080833,Older Adult
7778,NCT02976389,Older Adult
4374,NCT02441998,Older Adult
4373,NCT00001469,Older Adult
7779,NCT00605163,Older Adult
4371,NCT01504217,Older Adult
7780,NCT01522768,Older Adult
4368,NCT04059705,Older Adult
4366,NCT00760162,Older Adult
4329,NCT00683085,Older Adult
4328,NCT03172741,Older Adult
7827,NCT02607865,Older Adult
4279,NCT03753373,Older Adult
7814,NCT00002090,Older Adult
7815,NCT02849080,Older Adult
7816,NCT02431208,Older Adult
4290,NCT04180930,Older Adult
4289,NCT03165591,Older Adult
7817,NCT03376633,Older Adult
4287,NCT01744548,Older Adult
7818,NCT03208686,Older Adult
4284,NCT01092572,Older Adult
4283,NCT00726661,Older Adult
7819,NCT00742859,Older Adult
4281,NCT04278183,Older Adult
7820,NCT01352637,Older Adult
4280,NCT00422448,Older Adult
7821,NCT00857324,Older Adult
7813,NCT02216123,Older Adult
4278,NCT03175640,Older Adult
7822,NCT00094302,Older Adult
4275,NCT02703506,Older Adult
4274,NCT00358917,Older Adult
7823,NCT01085136,Older Adult
4272,NCT03571750,Older Adult
4270,NCT02188368,Older Adult
7824,NCT01299272,Older Adult
4269,NCT03337139,Older Adult
4268,NCT03968848,Older Adult
4267,NCT03572595,Older Adult
7826,NCT00841126,Older Adult
4266,NCT02206425,Older Adult
4265,NCT02685826,Older Adult
4296,NCT01641796,Older Adult
4298,NCT00098748,Older Adult
4327,NCT03653195,Older Adult
4313,NCT04609514,Older Adult
7800,NCT03798548,Older Adult
4326,NCT04534621,Older Adult
7801,NCT03461120,Older Adult
4324,NCT00044525,Older Adult
4323,NCT02317250,Older Adult
4321,NCT01138254,Older Adult
7803,NCT03250364,Older Adult
4320,NCT01228916,Older Adult
4319,NCT04274907,Older Adult
4318,NCT00914784,Older Adult
4317,NCT04112173,Older Adult
4316,NCT03674775,Older Adult
7805,NCT01927523,Older Adult
7806,NCT00706394,Older Adult
7807,NCT01848184,Older Adult
7812,NCT01102972,Older Adult
4311,NCT01625442,Older Adult
4310,NCT00173823,Older Adult
7808,NCT01412541,Older Adult
4309,NCT01897896,Older Adult
4308,NCT04597437,Older Adult
4307,NCT04145141,Older Adult
7809,NCT01495923,Older Adult
4306,NCT02881684,Older Adult
4305,NCT02304263,Older Adult
7810,NCT03136484,Older Adult
4304,NCT03945162,Older Adult
7811,NCT04243265,Older Adult
4302,NCT01264627,Older Adult
4301,NCT00312169,Older Adult
3681,NCT01411891,Older Adult
3680,NCT01182311,Older Adult
3679,NCT00084136,Older Adult
3044,NCT00391352,Older Adult
3056,NCT02351518,Older Adult
8440,NCT04247555,Older Adult
3054,NCT02068079,Older Adult
8441,NCT00621530,Older Adult
3053,NCT00624000,Older Adult
3052,NCT00879840,Older Adult
8442,NCT01135095,Older Adult
3050,NCT01950650,Older Adult
3049,NCT01051284,Older Adult
8443,NCT00775788,Older Adult
3047,NCT02800486,Older Adult
8444,NCT00120614,Older Adult
3045,NCT00799097,Older Adult
8445,NCT01527955,Older Adult
8447,NCT04294264,Older Adult
3059,NCT03427411,Older Adult
3041,NCT00399711,Older Adult
3040,NCT02924194,Older Adult
8448,NCT04253483,Older Adult
3039,NCT04355793,Older Adult
3038,NCT02191748,Older Adult
3037,NCT00135733,Older Adult
8450,NCT03677739,Older Adult
3036,NCT02872454,Older Adult
3035,NCT01925456,Older Adult
8451,NCT03233555,Older Adult
8452,NCT02295540,Older Adult
3032,NCT00005722,Older Adult
3031,NCT01129570,Older Adult
8453,NCT01032590,Older Adult
3057,NCT04499508,Older Adult
8439,NCT02511301,Older Adult
8454,NCT01001429,Older Adult
8431,NCT01436214,Older Adult
8423,NCT00006172,Older Adult
3091,NCT00000783,Older Adult
3089,NCT00775515,Older Adult
8425,NCT01495858,Older Adult
3087,NCT01665677,Older Adult
8426,NCT00462683,Older Adult
3083,NCT03978442,Older Adult
8428,NCT03613038,Older Adult
3079,NCT00909480,Older Adult
8429,NCT00224419,Older Adult
3078,NCT03776201,Older Adult
3077,NCT00005667,Older Adult
3076,NCT03917875,Older Adult
3075,NCT02000778,Older Adult
3074,NCT01167920,Older Adult
3060,NCT00106054,Older Adult
3073,NCT03864367,Older Adult
8432,NCT01698112,Older Adult
3072,NCT02860676,Older Adult
3070,NCT02679794,Older Adult
3069,NCT00000693,Older Adult
8435,NCT02802774,Older Adult
3067,NCT04136808,Older Adult
3066,NCT01724125,Older Adult
8436,NCT03333252,Older Adult
3065,NCT03467789,Older Adult
8437,NCT00679289,Older Adult
3063,NCT02456649,Older Adult
8438,NCT02527980,Older Adult
3061,NCT00956345,Older Adult
3029,NCT00913757,Older Adult
3028,NCT00208832,Older Adult
3093,NCT01295879,Older Adult
8479,NCT01625793,Older Adult
2994,NCT03061188,Older Adult
2993,NCT03229356,Older Adult
2992,NCT01894191,Older Adult
8474,NCT01804452,Older Adult
2991,NCT02737514,Older Adult
2990,NCT00355745,Older Adult
2988,NCT00496145,Older Adult
8476,NCT00973518,Older Adult
2987,NCT04417361,Older Adult
8477,NCT00788632,Older Adult
2986,NCT01239095,Older Adult
2985,NCT01316783,Older Adult
8478,NCT02929667,Older Adult
2983,NCT03927742,Older Adult
2982,NCT02524366,Older Adult
2997,NCT00097877,Older Adult
2981,NCT04311294,Older Adult
2980,NCT04438161,Older Adult
2979,NCT03710161,Older Adult
2978,NCT03801863,Older Adult
2977,NCT03807817,Older Adult
8484,NCT01790438,Older Adult
2976,NCT01874964,Older Adult
2975,NCT03394040,Older Adult
8485,NCT03933345,Older Adult
2974,NCT02662023,Older Adult
8486,NCT03055598,Older Adult
2972,NCT00624767,Older Adult
2971,NCT02968199,Older Adult
2969,NCT01239082,Older Adult
2996,NCT00814697,Older Adult
8469,NCT00760383,Older Adult
3027,NCT00682617,Older Adult
3013,NCT01326026,Older Adult
8455,NCT00496366,Older Adult
3026,NCT00183963,Older Adult
3025,NCT02591381,Older Adult
3024,NCT01926678,Older Adult
8456,NCT01280500,Older Adult
3022,NCT01168297,Older Adult
3021,NCT01097785,Older Adult
8458,NCT02399215,Older Adult
3018,NCT02808143,Older Adult
3017,NCT01185041,Older Adult
8460,NCT02321644,Older Adult
3016,NCT00109668,Older Adult
3015,NCT02035826,Older Adult
8461,NCT00566670,Older Adult
8462,NCT03900754,Older Adult
2999,NCT01526239,Older Adult
3012,NCT01999244,Older Adult
8463,NCT01244568,Older Adult
3010,NCT04491539,Older Adult
8464,NCT00581295,Older Adult
3007,NCT02682784,Older Adult
8465,NCT00408200,Older Adult
3005,NCT03348345,Older Adult
8466,NCT00574769,Older Adult
3004,NCT02833298,Older Adult
3003,NCT01419652,Older Adult
8467,NCT01582451,Older Adult
3002,NCT00001703,Older Adult
8468,NCT02415751,Older Adult
3000,NCT01106170,Older Adult
3092,NCT00006332,Older Adult
8420,NCT02944578,Older Adult
2967,NCT00322257,Older Adult
8381,NCT00938782,Older Adult
3183,NCT03154437,Older Adult
8376,NCT02149823,Older Adult
3182,NCT03462966,Older Adult
3181,NCT02266251,Older Adult
3180,NCT04287868,Older Adult
8377,NCT01891383,Older Adult
3179,NCT01162356,Older Adult
3178,NCT04077164,Older Adult
8378,NCT04418934,Older Adult
3177,NCT00250133,Older Adult
3176,NCT00087997,Older Adult
3175,NCT02303275,Older Adult
8380,NCT03458013,Older Adult
3174,NCT01309828,Older Adult
3173,NCT00995488,Older Adult
3185,NCT00986310,Older Adult
3172,NCT02176213,Older Adult
3171,NCT00654615,Older Adult
3170,NCT03856255,Older Adult
3169,NCT00711490,Older Adult
3168,NCT01860092,Older Adult
8384,NCT01552356,Older Adult
3167,NCT00323414,Older Adult
3166,NCT03003728,Older Adult
3165,NCT02144051,Older Adult
8386,NCT01537887,Older Adult
3164,NCT01661686,Older Adult
3163,NCT03452579,Older Adult
8387,NCT00504023,Older Adult
3162,NCT02190266,Older Adult
8375,NCT01626417,Older Adult
3186,NCT01618162,Older Adult
3159,NCT00251290,Older Adult
3199,NCT02384460,Older Adult
3209,NCT01719367,Older Adult
3208,NCT03992378,Older Adult
8363,NCT01046214,Older Adult
3207,NCT00065455,Older Adult
3206,NCT00317564,Older Adult
8364,NCT04474405,Older Adult
3205,NCT00047515,Older Adult
3204,NCT03911284,Older Adult
8365,NCT00947206,Older Adult
3203,NCT01968785,Older Adult
3202,NCT03040466,Older Adult
8366,NCT04548596,Older Adult
3201,NCT01570751,Older Adult
3200,NCT03972774,Older Adult
8368,NCT02366754,Older Adult
8374,NCT02973594,Older Adult
3198,NCT01005732,Older Adult
3197,NCT00180284,Older Adult
3196,NCT03680365,Older Adult
8370,NCT01226277,Older Adult
3194,NCT01379287,Older Adult
3193,NCT00582270,Older Adult
8371,NCT03249103,Older Adult
3192,NCT04191551,Older Adult
3191,NCT02133872,Older Adult
8372,NCT01431027,Older Adult
3190,NCT04327518,Older Adult
8373,NCT03929939,Older Adult
3188,NCT01088438,Older Adult
3187,NCT01553318,Older Adult
3161,NCT04037033,Older Adult
3158,NCT01736930,Older Adult
8419,NCT02121652,Older Adult
3110,NCT00001909,Older Adult
3125,NCT00713427,Older Adult
3124,NCT01820182,Older Adult
3123,NCT03351140,Older Adult
8407,NCT02708069,Older Adult
3120,NCT02124044,Older Adult
8408,NCT01324999,Older Adult
3118,NCT01785615,Older Adult
3117,NCT02241824,Older Adult
8409,NCT01253161,Older Adult
3114,NCT01722903,Older Adult
8410,NCT00484640,Older Adult
3113,NCT04608149,Older Adult
3112,NCT02366286,Older Adult
8411,NCT03649958,Older Adult
8412,NCT03832933,Older Adult
3127,NCT04543825,Older Adult
3108,NCT03920670,Older Adult
3107,NCT04235764,Older Adult
8413,NCT02342795,Older Adult
3106,NCT00287521,Older Adult
8414,NCT01162369,Older Adult
3105,NCT04079582,Older Adult
3104,NCT03778060,Older Adult
3103,NCT04087889,Older Adult
8416,NCT02874989,Older Adult
3102,NCT00031291,Older Adult
8417,NCT01824511,Older Adult
3100,NCT02039960,Older Adult
3099,NCT03992729,Older Adult
3098,NCT01475617,Older Adult
8405,NCT03781154,Older Adult
3129,NCT00380016,Older Adult
8390,NCT00496483,Older Adult
8396,NCT02693327,Older Adult
3157,NCT02619773,Older Adult
3156,NCT00328744,Older Adult
3155,NCT04476251,Older Adult
8391,NCT02860442,Older Adult
3153,NCT01415479,Older Adult
3152,NCT03249584,Older Adult
8393,NCT02808598,Older Adult
3151,NCT02319174,Older Adult
3150,NCT01673789,Older Adult
8394,NCT00002381,Older Adult
3149,NCT00399880,Older Adult
8395,NCT03921242,Older Adult
3146,NCT02039375,Older Adult
3145,NCT00308620,Older Adult
3144,NCT01581463,Older Adult
8403,NCT00458211,Older Adult
8397,NCT02037568,Older Adult
3140,NCT00061165,Older Adult
8398,NCT02706964,Older Adult
3139,NCT02722278,Older Adult
3138,NCT04564209,Older Adult
8399,NCT01838356,Older Adult
3137,NCT01951092,Older Adult
8400,NCT02309580,Older Adult
8401,NCT00599794,Older Adult
3133,NCT00180466,Older Adult
3132,NCT02148445,Older Adult
8402,NCT03461783,Older Adult
3131,NCT03465917,Older Adult
3130,NCT00001729,Older Adult
8489,NCT02219906,Older Adult
2966,NCT01996072,Older Adult
3213,NCT02944877,Older Adult
2813,NCT00001571,Older Adult
2824,NCT00627185,Older Adult
8564,NCT02835495,Older Adult
2823,NCT00095082,Older Adult
2822,NCT00097084,Older Adult
8565,NCT01307137,Older Adult
2821,NCT02063451,Older Adult
2820,NCT00104182,Older Adult
8566,NCT02187055,Older Adult
2819,NCT03418649,Older Adult
2818,NCT02709135,Older Adult
8567,NCT02906241,Older Adult
2817,NCT02378727,Older Adult
2816,NCT02931435,Older Adult
8568,NCT04502524,Older Adult
8570,NCT02133846,Older Adult
8563,NCT03398902,Older Adult
2812,NCT03334786,Older Adult
8571,NCT03001024,Older Adult
2809,NCT00581516,Older Adult
2808,NCT04221815,Older Adult
8573,NCT03574974,Older Adult
2807,NCT04052815,Older Adult
2806,NCT00221923,Older Adult
8574,NCT03483441,Older Adult
2803,NCT01570309,Older Adult
2801,NCT00530426,Older Adult
2800,NCT04318925,Older Adult
8577,NCT00749944,Older Adult
2799,NCT04585230,Older Adult
2798,NCT02644057,Older Adult
2825,NCT01002118,Older Adult
2826,NCT01511198,Older Adult
8578,NCT02765906,Older Adult
2838,NCT04294303,Older Adult
8551,NCT01711359,Older Adult
2850,NCT03681769,Older Adult
2849,NCT01202994,Older Adult
2848,NCT02030600,Older Adult
8552,NCT01710358,Older Adult
2846,NCT00001204,Older Adult
2845,NCT02077972,Older Adult
8554,NCT00268242,Older Adult
2843,NCT03080090,Older Adult
2842,NCT03748420,Older Adult
8555,NCT03560232,Older Adult
2840,NCT02560038,Older Adult
2839,NCT00005781,Older Adult
8557,NCT03281161,Older Adult
2837,NCT02222246,Older Adult
2827,NCT00791895,Older Adult
8558,NCT04401904,Older Adult
2836,NCT01581905,Older Adult
2835,NCT01850615,Older Adult
8559,NCT04051229,Older Adult
2834,NCT02305381,Older Adult
2833,NCT02970968,Older Adult
8560,NCT02656212,Older Adult
2832,NCT02606396,Older Adult
2831,NCT02776917,Older Adult
8561,NCT03622697,Older Adult
2830,NCT01484717,Older Adult
2829,NCT00495209,Older Adult
8562,NCT01975857,Older Adult
2828,NCT02101619,Older Adult
2797,NCT00120224,Older Adult
2796,NCT03028233,Older Adult
2852,NCT03442374,Older Adult
2752,NCT02916433,Older Adult
8596,NCT03277573,Older Adult
2763,NCT01059487,Older Adult
2762,NCT01801670,Older Adult
2761,NCT01044927,Older Adult
2760,NCT00405912,Older Adult
8598,NCT03051997,Older Adult
2759,NCT02903433,Older Adult
2758,NCT04346615,Older Adult
2757,NCT03642769,Older Adult
8600,NCT00873366,Older Adult
2756,NCT00520611,Older Adult
2755,NCT00102037,Older Adult
8601,NCT04234568,Older Adult
2754,NCT02205528,Older Adult
8602,NCT01359319,Older Adult
2766,NCT00769262,Older Adult
2750,NCT00527839,Older Adult
2748,NCT00108758,Older Adult
8604,NCT00176722,Older Adult
2747,NCT02825251,Older Adult
8605,NCT00046813,Older Adult
2745,NCT00620750,Older Adult
2744,NCT03837860,Older Adult
8606,NCT00407615,Older Adult
2742,NCT03156283,Older Adult
2741,NCT00523042,Older Adult
2740,NCT01395368,Older Adult
8608,NCT01752608,Older Adult
2739,NCT02330042,Older Adult
2738,NCT03338114,Older Adult
2764,NCT00005525,Older Adult
8595,NCT02079766,Older Adult
2795,NCT04426318,Older Adult
8588,NCT02360644,Older Adult
2793,NCT00134680,Older Adult
2791,NCT01790386,Older Adult
2790,NCT02784834,Older Adult
2789,NCT03087253,Older Adult
8582,NCT04471337,Older Adult
2788,NCT01953120,Older Adult
2787,NCT01415570,Older Adult
8583,NCT04454424,Older Adult
2785,NCT02746874,Older Adult
8584,NCT01481779,Older Adult
2784,NCT04187092,Older Adult
2782,NCT01158508,Older Adult
2781,NCT02925481,Older Adult
2780,NCT03076216,Older Adult
2779,NCT04036344,Older Adult
2767,NCT02148003,Older Adult
2778,NCT02593032,Older Adult
8589,NCT01698983,Older Adult
2777,NCT02539433,Older Adult
2776,NCT01105169,Older Adult
8590,NCT00245453,Older Adult
2775,NCT02161913,Older Adult
2774,NCT00612040,Older Adult
2773,NCT01723059,Older Adult
8592,NCT04278235,Older Adult
2772,NCT00986115,Older Adult
2771,NCT01193777,Older Adult
2770,NCT02034513,Older Adult
8594,NCT03581136,Older Adult
2769,NCT01977989,Older Adult
2851,NCT04313088,Older Adult
8550,NCT01839396,Older Adult
8490,NCT00846872,Older Adult
8511,NCT03406260,Older Adult
2934,NCT01047709,Older Adult
2933,NCT01510418,Older Adult
8505,NCT00846534,Older Adult
2931,NCT00256217,Older Adult
8506,NCT01490697,Older Adult
2930,NCT03399500,Older Adult
2929,NCT01127490,Older Adult
2928,NCT00106366,Older Adult
8508,NCT01182727,Older Adult
2926,NCT03987581,Older Adult
2925,NCT04465019,Older Adult
8509,NCT01239368,Older Adult
2924,NCT02188381,Older Adult
2923,NCT01407146,Older Adult
2921,NCT03405129,Older Adult
2935,NCT00283751,Older Adult
8512,NCT01012180,Older Adult
2920,NCT00169754,Older Adult
8514,NCT00030940,Older Adult
2917,NCT01779804,Older Adult
2916,NCT02302950,Older Adult
8515,NCT01352286,Older Adult
2915,NCT01680341,Older Adult
2914,NCT04115228,Older Adult
8516,NCT02133209,Older Adult
2913,NCT01625923,Older Adult
2912,NCT00381992,Older Adult
2911,NCT03438227,Older Adult
2910,NCT02120560,Older Adult
8519,NCT03372811,Older Adult
8504,NCT01618461,Older Adult
2936,NCT01529138,Older Adult
2908,NCT01153490,Older Adult
2951,NCT00342875,Older Adult
2965,NCT04039399,Older Adult
2964,NCT02023528,Older Adult
8491,NCT03778177,Older Adult
2963,NCT00758628,Older Adult
2962,NCT00463060,Older Adult
8492,NCT01245673,Older Adult
2961,NCT00005311,Older Adult
2960,NCT02307565,Older Adult
8493,NCT01008241,Older Adult
2959,NCT04018573,Older Adult
2958,NCT03740490,Older Adult
2957,NCT01125397,Older Adult
2954,NCT03408483,Older Adult
2953,NCT00074685,Older Adult
2950,NCT03680495,Older Adult
8503,NCT00359580,Older Adult
8498,NCT02224352,Older Adult
2948,NCT01713530,Older Adult
2947,NCT00339430,Older Adult
