,NCTId,InterventionAncestorId
3391,NCT04070573,D000010975
6834,NCT03417388,D000010975
5322,NCT03152409,D000010975
6147,NCT00763009,D000010975
1452,NCT00997503,D000010975
5962,NCT00902603,D000010975
6926,NCT01510327,D000010975
7290,NCT03079999,D000010975
2604,NCT00255216,D000010975
6472,NCT00000152,D000010975
2802,NCT01915069,D000010975
2442,NCT00004727,D000010975
5451,NCT01966302,D000010975
4359,NCT00697151,D000010975
2798,NCT02644057,D000010975
2047,NCT03341078,D000010975
2216,NCT04031729,D000010975
1616,NCT03866434,D000010975
2645,NCT01228214,D000010975
4931,NCT04158830,D000010975
7437,NCT00823212,D000010975
1537,NCT02228850,D000010975
9561,NCT04088123,D000010975
4825,NCT04588727,D000010975
3334,NCT01789814,D000010975
3328,NCT01714102,D000010975
6200,NCT02666742,D000010975
5933,NCT00628498,D000010975
8489,NCT02219906,D000010975
9313,NCT04305587,D000010975
1065,NCT01589978,D000010975
2471,NCT00590161,D000010975
1104,NCT00000157,D000010975
1797,NCT01603342,D000010975
7760,NCT02927249,D000010975
5635,NCT00823381,D000010975
7027,NCT01500434,D000010975
1771,NCT01561950,D000010975
3701,NCT01742117,D000010975
7990,NCT00122447,D000010975
4906,NCT00940784,D000010975
9208,NCT04391179,D000010975
7353,NCT03385304,D000010952
5680,NCT03350217,D000010952
6849,NCT02863809,D000010952
2911,NCT03438227,D000010952
5788,NCT04603794,D000010952
2603,NCT02027324,D000010952
3821,NCT00796419,D000010952
5910,NCT01794078,D000010937
6611,NCT02832401,D000010726
9625,NCT04039087,D000010726
2599,NCT03028298,D000010726
5910,NCT01794078,D000010726
2529,NCT00781586,D000010726
8449,NCT03937687,D000010726
8408,NCT01324999,D000010726
9208,NCT04391179,D000010726
2047,NCT03341078,D000010726
8016,NCT02293824,D000010726
3216,NCT03654365,D000010726
2798,NCT02644057,D000010726
2802,NCT01915069,D000010726
1457,NCT03495063,D000010726
1028,NCT00809627,D000010726
2445,NCT01862536,D000010726
2471,NCT00590161,D000010726
2746,NCT01334554,D000010726
1641,NCT00585104,D000010726
1263,NCT00143221,D000010726
1203,NCT00644631,D000010726
4331,NCT03315442,D000010726
5486,NCT03533556,D000010726
6147,NCT00763009,D000010726
6007,NCT03686813,D000010726
2191,NCT00452582,D000010726
2189,NCT01547286,D000010277
2318,NCT03112993,D000010277
7406,NCT01416948,D000010277
1416,NCT01190748,D000010277
2452,NCT02861131,D000010277
3847,NCT00000172,D000010277
3307,NCT01837498,D000010277
4447,NCT01194336,D000010277
1414,NCT01190761,D000010277
4420,NCT04314713,D000010276
2023,NCT02161458,D000010276
7337,NCT00947596,D000010276
7387,NCT01312922,D000010276
5896,NCT01845636,D000010276
5447,NCT02194088,D000010276
6596,NCT01381406,D000010276
2207,NCT00465959,D000010276
4823,NCT02485145,D000010276
5024,NCT00430196,D000010276
5195,NCT01387178,D000010276
3961,NCT03260920,D000010120
6238,NCT02503319,D000010120
8462,NCT03900754,D000010120
3007,NCT02682784,D000010120
7543,NCT02443727,D000010120
2706,NCT01624194,D000010120
4668,NCT00140114,D000010120
4718,NCT02679092,D000010120
7283,NCT02722356,D000010120
8231,NCT02255357,D000010120
7585,NCT04035382,D000010120
6702,NCT02302430,D000010120
8,NCT03972358,D000010120
3275,NCT01390233,D000010120
6102,NCT01466127,D000010120
8124,NCT02213029,D000010120
7198,NCT03254628,D000010120
9408,NCT04228289,D000010120
1432,NCT03140488,D000010120
8376,NCT02149823,D000010120
9830,NCT03878589,D000010120
3814,NCT03407625,D000010120
3982,NCT00097123,D000010120
6236,NCT02775773,D000010120
1527,NCT01908205,D000010120
4962,NCT03168698,D000010120
1698,NCT02742532,D000010120
4571,NCT00141895,D000010120
1373,NCT00414011,D000009883
2149,NCT00751179,D000009467
7168,NCT02667353,D000009467
2482,NCT02703909,D000009466
7168,NCT02667353,D000009466
2149,NCT00751179,D000009466
2482,NCT02703909,D000009465
1704,NCT00384371,D000009465
4662,NCT01427400,D000009465
7168,NCT02667353,D000009465
7011,NCT01464307,D000009465
3870,NCT01486264,D000009465
6843,NCT00711087,D000009465
9727,NCT03962725,D000009465
5024,NCT00430196,D000009465
2109,NCT04256265,D000009465
7277,NCT03236012,D000009465
4385,NCT02351544,D000009465
7595,NCT04545424,D000009465
9159,NCT04451382,D000009465
2695,NCT01008280,D000009465
1068,NCT04075578,D000009465
8157,NCT03353922,D000009465
2871,NCT01378546,D000009465
4823,NCT02485145,D000009465
9193,NCT04407377,D000009465
9310,NCT04305743,D000009465
2325,NCT00127257,D000009465
2035,NCT03978234,D000009465
2149,NCT00751179,D000009465
9510,NCT04124939,D000009465
56,NCT01287247,D000009465
2569,NCT02787928,D000009294
9153,NCT04459416,D000009294
2530,NCT02464410,D000009294
7836,NCT02143973,D000009294
4149,NCT04477304,D000009294
8131,NCT00481182,D000009294
7102,NCT02447848,D000009294
2954,NCT03408483,D000009294
5989,NCT04136548,D000009294
1517,NCT01538745,D000009294
6366,NCT00458510,D000009294
5242,NCT02540512,D000009294
4487,NCT03352479,D000009294
2523,NCT00499746,D000009294
1718,NCT00218127,D000009294
2844,NCT02296840,D000009294
3706,NCT02824276,D000009294
4764,NCT01843751,D000009294
8496,NCT02508935,D000009294
4740,NCT01766960,D000009294
8699,NCT02746263,D000009294
2543,NCT01268670,D000009294
8228,NCT00879996,D000009294
7845,NCT02143648,D000009294
2837,NCT02222246,D000009294
8050,NCT03389750,D000009294
5096,NCT00000788,D000009294
5836,NCT02081391,D000009294
5065,NCT00612287,D000009294
2650,NCT03219177,D000009294
1620,NCT01725087,D000009294
1351,NCT00505414,D000009294
6308,NCT04225598,D000009294
5212,NCT04458545,D000009294
2617,NCT02932579,D000009294
3812,NCT01264887,D000009294
4672,NCT00486811,D000009294
9712,NCT03976258,D000009294
8134,NCT00000273,D000009294
6062,NCT02187198,D000009294
8078,NCT01389544,D000009294
4087,NCT00472303,D000009294
9237,NCT04368364,D000009294
6412,NCT03783702,D000009294
2744,NCT03837860,D000009294
6867,NCT03852628,D000009294
7052,NCT01517711,D000009294
2357,NCT03678870,D000009294
1809,NCT03570320,D000009294
6595,NCT01533155,D000009294
2211,NCT02934191,D000009294
2225,NCT03236155,D000009294
5430,NCT01442493,D000009294
2976,NCT01874964,D000009294
5571,NCT02360007,D000009294
2294,NCT01431742,D000009294
6455,NCT04219540,D000009294
6976,NCT00488969,D000009294
6691,NCT03880487,D000009294
3529,NCT01588158,D000009294
3485,NCT02880540,D000009294
4343,NCT03309163,D000009294
5276,NCT00124358,D000009294
6697,NCT03305055,D000009294
2467,NCT03426137,D000009294
5730,NCT03080493,D000009294
8928,NCT00555425,D000009294
2278,NCT04587115,D000009294
5597,NCT03071744,D000009294
3299,NCT03889418,D000009294
8358,NCT00007527,D000009294
3457,NCT03282669,D000009294
6062,NCT02187198,D000009292
8030,NCT02593474,D000009292
6308,NCT04225598,D000009292
2406,NCT00000455,D000009292
5417,NCT03431831,D000009292
2294,NCT01431742,D000009292
6088,NCT01673594,D000009292
6867,NCT03852628,D000009292
8241,NCT00332228,D000009292
5571,NCT02360007,D000009292
8228,NCT00879996,D000009292
5125,NCT01155869,D000009292
6562,NCT04562779,D000009292
1070,NCT02813356,D000009292
8766,NCT04034004,D000009292
6455,NCT04219540,D000009292
8928,NCT00555425,D000009292
2745,NCT00620750,D000009292
4764,NCT01843751,D000009292
8358,NCT00007527,D000009292
9712,NCT03976258,D000009292
8134,NCT00000273,D000009292
5276,NCT00124358,D000009292
8485,NCT03933345,D000009292
7456,NCT04360681,D000009292
4998,NCT01874951,D000009292
2317,NCT04450316,D000009292
4048,NCT00235729,D000009292
8105,NCT02088177,D000009292
5065,NCT00612287,D000009292
6701,NCT02322047,D000009292
6348,NCT04603911,D000009184
9443,NCT04203225,D000009184
6694,NCT03529487,D000009184
2180,NCT03420638,D000009184
9480,NCT04153188,D000009184
2954,NCT03408483,D000009184
5447,NCT02194088,D000009184
1646,NCT01596998,D000009184
5896,NCT01845636,D000009184
4420,NCT04314713,D000009184
2063,NCT02323399,D000009184
4566,NCT02379221,D000009184
4351,NCT03159234,D000009184
7337,NCT00947596,D000009184
5024,NCT00430196,D000009125
8157,NCT03353922,D000009125
2695,NCT01008280,D000009125
9193,NCT04407377,D000009125
2325,NCT00127257,D000009125
4823,NCT02485145,D000009125
5200,NCT01007630,D000008996
6447,NCT01786603,D000008996
1941,NCT00218517,D000008996
2189,NCT01547286,D000008916
9760,NCT03933631,D000008916
6767,NCT04255498,D000008600
1074,NCT00208156,D000008600
8,NCT03972358,D000008600
8506,NCT01490697,D000008600
1596,NCT00832871,D000008600
1064,NCT00130676,D000008600
7065,NCT00691067,D000008600
1079,NCT00128479,D000008600
4718,NCT02679092,D000008600
7065,NCT00691067,D000008186
8086,NCT00936390,D000008186
4718,NCT02679092,D000008186
4247,NCT00124514,D000008186
8,NCT03972358,D000008186
1064,NCT00130676,D000008186
8506,NCT01490697,D000008186
1079,NCT00128479,D000008186
1074,NCT00208156,D000008186
6767,NCT04255498,D000008186
1596,NCT00832871,D000008186
6118,NCT01310192,D000008082
1127,NCT03073343,D000008082
9831,NCT03877003,D000008082
3973,NCT00249782,D000007917
3828,NCT00002120,D000007917
7479,NCT02169882,D000007917
5431,NCT02641353,D000007917
4694,NCT00816426,D000007917
2242,NCT01063179,D000007917
7981,NCT00124579,D000007917
4084,NCT00000641,D000007917
7115,NCT00111163,D000007917
7964,NCT00040937,D000007917
4225,NCT03474029,D000007917
2715,NCT01986894,D000007917
8724,NCT00039468,D000007917
7862,NCT03828201,D000007917
7855,NCT00773734,D000007917
8852,NCT03723395,D000007917
7593,NCT01582711,D000007917
8132,NCT03599193,D000007641
3954,NCT00007631,D000007641
6212,NCT02481310,D000007641
5322,NCT03152409,D000007641
9339,NCT04282668,D000007641
8579,NCT01428258,D000007641
9592,NCT04059523,D000007641
5634,NCT00958022,D000007641
5503,NCT03532776,D000007641
9682,NCT03999684,D000007641
1065,NCT01589978,D000007641
6920,NCT04537689,D000007641
3820,NCT00481143,D000007502
5800,NCT00694551,D000007369
9733,NCT03956056,D000007369
8387,NCT00504023,D000007369
1271,NCT00859105,D000007369
5777,NCT00273910,D000007369
1253,NCT01663558,D000007369
5694,NCT03789097,D000007369
8492,NCT01245673,D000007369
8923,NCT01909752,D000007369
1249,NCT02130323,D000007369
4771,NCT04509622,D000007166
1220,NCT00130364,D000007166
8710,NCT00004263,D000007166
6558,NCT00424294,D000007166
9553,NCT04090775,D000007166
8566,NCT02187055,D000007166
8176,NCT01814501,D000007166
7583,NCT00235235,D000007166
7698,NCT00399529,D000007166
8554,NCT00268242,D000007166
2242,NCT01063179,D000007166
4063,NCT00180479,D000007166
2254,NCT02236572,D000007166
7799,NCT04060342,D000007166
9609,NCT04049669,D000007166
2281,NCT01878786,D000007166
5871,NCT03250338,D000007166
5638,NCT02255162,D000007166
6584,NCT01175291,D000007166
6212,NCT02481310,D000007166
6575,NCT02083679,D000007166
2194,NCT02762370,D000007166
9120,NCT04485559,D000007166
3284,NCT01310179,D000007166
9221,NCT04380311,D000007166
1227,NCT04530136,D000007166
9618,NCT04046549,D000007166
4074,NCT01321346,D000007166
3042,NCT00208026,D000007166
7798,NCT00256750,D000007166
4843,NCT01581307,D000007166
4099,NCT02512926,D000007166
8843,NCT00400803,D000007166
2224,NCT00924508,D000007166
6605,NCT00795678,D000007166
4157,NCT00005007,D000007166
1153,NCT02097173,D000007166
6680,NCT00837239,D000007166
3049,NCT01051284,D000007166
3369,NCT02213068,D000007166
4106,NCT00117689,D000007166
6223,NCT02706951,D000007166
4862,NCT01578499,D000007166
7621,NCT02114229,D000007166
6661,NCT00107991,D000007166
1146,NCT02592941,D000007166
8170,NCT00417976,D000007166
8169,NCT01535924,D000007166
4898,NCT02684071,D000007166
3320,NCT00585689,D000007166
2715,NCT01986894,D000007166
1109,NCT01873417,D000007166
4124,NCT01523977,D000007166
5602,NCT01134510,D000007166
1142,NCT00049439,D000007166
8165,NCT00320749,D000007166
4920,NCT00159458,D000007166
7591,NCT03844061,D000007166
4122,NCT00856856,D000007166
9127,NCT04482712,D000007166
6571,NCT02049151,D000007166
7659,NCT01999868,D000007166
3043,NCT02240407,D000007166
2291,NCT00779142,D000007166
7596,NCT01661283,D000007166
4079,NCT00837434,D000007166
7610,NCT02032277,D000007166
4118,NCT00235300,D000007166
4169,NCT03180723,D000007166
8552,NCT01710358,D000007166
7680,NCT03000374,D000007166
9228,NCT04375813,D000007166
2673,NCT00808210,D000007166
6926,NCT01510327,D000007166
5632,NCT03440450,D000007166
3628,NCT00733096,D000007166
2572,NCT00135720,D000007166
8390,NCT00496483,D000007166
7183,NCT01443078,D000007166
9407,NCT04229979,D000007166
8937,NCT03434769,D000007166
9406,NCT04231318,D000007166
2463,NCT03742258,D000007166
5187,NCT01636466,D000007166
9068,NCT04534322,D000007166
2593,NCT00427154,D000007166
1909,NCT01149759,D000007166
1546,NCT01108848,D000007166
8295,NCT02835729,D000007166
6346,NCT02635971,D000007166
2840,NCT02560038,D000007166
6920,NCT04537689,D000007166
1524,NCT00159471,D000007166
1523,NCT00183911,D000007166
6127,NCT01140373,D000007166
1521,NCT00159445,D000007166
5137,NCT02698891,D000007166
8950,NCT03900949,D000007166
5370,NCT02201212,D000007166
6903,NCT01039363,D000007166
8509,NCT01239368,D000007166
8298,NCT01130506,D000007166
9394,NCT04238143,D000007166
6158,NCT00636441,D000007166
3636,NCT00633373,D000007166
7172,NCT03433183,D000007166
5327,NCT02532010,D000007166
9126,NCT04483206,D000007166
8532,NCT01439750,D000007166
1755,NCT00620282,D000007166
5738,NCT00876434,D000007166
3169,NCT00711490,D000007166
3166,NCT03003728,D000007166
3172,NCT02176213,D000007166
3714,NCT00294723,D000007166
8923,NCT01909752,D000007166
3718,NCT00232076,D000007166
8273,NCT03069352,D000007166
3674,NCT00613730,D000007166
8263,NCT00079456,D000007166
1677,NCT00432510,D000007166
3670,NCT00232115,D000007166
9074,NCT04526509,D000007166
5291,NCT03050814,D000007166
5226,NCT01252251,D000007166
3746,NCT02987257,D000007166
1657,NCT04550455,D000007166
7142,NCT01046825,D000007166
9142,NCT04469530,D000007166
3757,NCT00219557,D000007166
9427,NCT04214249,D000007166
4738,NCT03634852,D000007166
3645,NCT00318422,D000007166
8627,NCT01007552,D000007166
5316,NCT02429934,D000007166
5205,NCT00120302,D000007166
8283,NCT00783172,D000007166
8234,NCT00176462,D000007166
3539,NCT00150046,D000007166
4960,NCT02941601,D000007166
8674,NCT00764517,D000007166
9523,NCT04115644,D000007166
7394,NCT01121406,D000007166
6792,NCT00178698,D000007166
2094,NCT00123825,D000007166
2790,NCT02784834,D000007166
8670,NCT00678769,D000007166
7414,NCT02374060,D000007166
6767,NCT04255498,D000007166
5646,NCT01145209,D000007166
7431,NCT02706873,D000007166
1327,NCT00231998,D000007166
8672,NCT04230499,D000007166
1326,NCT00232011,D000007166
2788,NCT01953120,D000007166
5850,NCT03164616,D000007166
6890,NCT03200886,D000007166
7440,NCT02215200,D000007166
1322,NCT00121316,D000007166
3994,NCT01196429,D000007166
6731,NCT01182883,D000007166
6267,NCT01080716,D000007166
1295,NCT00150059,D000007166
1285,NCT00139581,D000007166
5498,NCT03451773,D000007166
4964,NCT00672204,D000007166
8191,NCT01889758,D000007166
3271,NCT00796705,D000007166
4020,NCT01016483,D000007166
3403,NCT00678132,D000007166
8551,NCT01711359,D000007166
2081,NCT03963375,D000007166
6536,NCT01746979,D000007166
3115,NCT02630563,D000007166
7385,NCT00048932,D000007166
8548,NCT04231851,D000007166
1979,NCT04571697,D000007166
3912,NCT00398528,D000007166
6328,NCT00779220,D000007166
1480,NCT00916695,D000007166
5399,NCT00178802,D000007166
6860,NCT02792114,D000007166
9136,NCT04477642,D000007166
5677,NCT00681993,D000007166
3518,NCT03219359,D000007166
6473,NCT00847912,D000007166
2012,NCT01903291,D000007166
9517,NCT04119024,D000007166
5101,NCT00574587,D000007166
5097,NCT00109161,D000007166
3929,NCT00418938,D000007166
6491,NCT01697267,D000007166
5431,NCT02641353,D000007166
7355,NCT03386539,D000007166
9267,NCT04341675,D000007166
9519,NCT04118153,D000007166
7359,NCT02008877,D000007166
5076,NCT01001221,D000007166
2036,NCT03342196,D000007166
3487,NCT01482962,D000007166
6827,NCT01903330,D000007166
5075,NCT03662412,D000007166
1413,NCT03591510,D000007166
2409,NCT01364805,D000007166
6577,NCT03828019,D000007166
9204,NCT04398368,D000007166
7981,NCT00124579,D000007166
8001,NCT02949128,D000007166
4214,NCT02316353,D000007166
7937,NCT00041119,D000007166
4536,NCT00088543,D000007166
2936,NCT01529138,D000007166
9903,NCT03828682,D000007166
7993,NCT00121186,D000007166
7918,NCT01256294,D000007166
16,NCT00724867,D000007166
8756,NCT02487485,D000007166
4357,NCT04344873,D000007166
7852,NCT01313208,D000007166
8726,NCT00098670,D000007166
7858,NCT01632241,D000007166
7855,NCT00773734,D000007166
125,NCT03933202,D000007166
4239,NCT00089947,D000007166
9748,NCT03941743,D000007166
7962,NCT00016406,D000007166
9674,NCT04002362,D000007166
7926,NCT00265850,D000007166
7960,NCT00075686,D000007166
7928,NCT02331368,D000007166
4277,NCT00999986,D000007166
8770,NCT00124280,D000007166
7983,NCT00113399,D000007166
9706,NCT03980769,D000007166
4270,NCT02188368,D000007166
7964,NCT00040937,D000007166
9901,NCT03829566,D000007166
9940,NCT03803553,D000007166
9759,NCT03933904,D000007166
7943,NCT00087178,D000007166
7941,NCT00110084,D000007166
8724,NCT00039468,D000007166
8466,NCT00574769,D000007166
4314,NCT03355794,D000007166
4337,NCT02578641,D000007166
124,NCT03933215,D000007166
8733,NCT00831766,D000007166
8727,NCT00085124,D000007166
4638,NCT02410278,D000007166
9982,NCT03774654,D000007166
7850,NCT01421303,D000007166
4266,NCT02206425,D000007166
9982,NCT03774654,D000007155
5431,NCT02641353,D000007155
1322,NCT00121316,D000007155
3490,NCT01648140,D000007155
9099,NCT04502706,D000007155
3271,NCT00796705,D000007155
5646,NCT01145209,D000007155
6840,NCT01260727,D000007155
114,NCT03382418,D000007155
1285,NCT00139581,D000007155
9713,NCT03976102,D000007155
7440,NCT02215200,D000007155
5422,NCT03782480,D000007155
4261,NCT02103335,D000007155
1316,NCT02207608,D000007155
3996,NCT01431183,D000007155
8551,NCT01711359,D000007155
4990,NCT01892631,D000007155
1315,NCT01954251,D000007155
3994,NCT01196429,D000007155
9903,NCT03828682,D000007155
8770,NCT00124280,D000007155
5645,NCT02655458,D000007155
1312,NCT00220805,D000007155
1287,NCT00220779,D000007155
3990,NCT03460743,D000007155
1294,NCT00220740,D000007155
6004,NCT03763643,D000007155
1295,NCT00150059,D000007155
6328,NCT00779220,D000007155
9240,NCT04365153,D000007155
8509,NCT01239368,D000007155
2012,NCT01903291,D000007155
7400,NCT03395028,D000007155
9529,NCT04109924,D000007155
1991,NCT00819013,D000007155
1979,NCT04571697,D000007155
9901,NCT03829566,D000007155
5038,NCT02036502,D000007155
8670,NCT00678769,D000007155
5395,NCT03224507,D000007155
5800,NCT00694551,D000007155
4266,NCT02206425,D000007155
6109,NCT01390064,D000007155
9523,NCT04115644,D000007155
3018,NCT02808143,D000007155
7394,NCT01121406,D000007155
2593,NCT00427154,D000007155
8657,NCT01749384,D000007155
8072,NCT03015896,D000007155
9048,NCT04551677,D000007155
1391,NCT01702857,D000007155
9392,NCT04239040,D000007155
4440,NCT01666652,D000007155
8724,NCT00039468,D000007155
3955,NCT02720510,D000007155
6536,NCT01746979,D000007155
8492,NCT01245673,D000007155
5399,NCT00178802,D000007155
4265,NCT02685826,D000007155
8303,NCT00026221,D000007155
1326,NCT00232011,D000007155
8674,NCT00764517,D000007155
3515,NCT01491607,D000007155
6346,NCT02635971,D000007155
8672,NCT04230499,D000007155
3518,NCT03219359,D000007155
1327,NCT00231998,D000007155
9981,NCT03775590,D000007155
7431,NCT02706873,D000007155
2036,NCT03342196,D000007155
8882,NCT01882010,D000007155
9182,NCT04421560,D000007155
6860,NCT02792114,D000007155
6105,NCT01447407,D000007155
3135,NCT02461758,D000007155
9530,NCT04109222,D000007155
1342,NCT03734237,D000007155
