,NCTId,InterventionAncestorId
6147,NCT00763009,D000014665
1251,NCT01715220,D000014665
8698,NCT03384836,D000014665
4725,NCT00062556,D000014665
1263,NCT00143221,D000014665
7443,NCT00675714,D000014665
3562,NCT01178320,D000014665
9208,NCT04391179,D000014665
5910,NCT01794078,D000014665
3141,NCT00585013,D000014665
2798,NCT02644057,D000014665
6134,NCT00986986,D000014665
4861,NCT03083431,D000014665
9320,NCT04299438,D000014665
3362,NCT00459992,D000014665
2445,NCT01862536,D000014665
9521,NCT04116112,D000014665
4082,NCT00071266,D000014665
3908,NCT00880178,D000014665
8195,NCT00004494,D000014665
4361,NCT00522041,D000014665
2032,NCT01354613,D000014665
2746,NCT01334554,D000014665
7458,NCT01672710,D000014665
5870,NCT01105091,D000014665
3367,NCT00811057,D000014665
2047,NCT03341078,D000014665
2338,NCT03240068,D000014665
1537,NCT02228850,D000014665
2471,NCT00590161,D000014665
2802,NCT01915069,D000014665
2375,NCT01652573,D000014665
4059,NCT01587638,D000014665
5189,NCT02979197,D000014665
4179,NCT00959764,D000014665
1226,NCT00713739,D000014665
2063,NCT02323399,D000014663
9480,NCT04153188,D000014663
6694,NCT03529487,D000014663
5953,NCT01537081,D000014663
4670,NCT01332500,D000014662
2338,NCT03240068,D000014662
6783,NCT01611935,D000014662
6525,NCT03848806,D000014662
6526,NCT03069144,D000014662
3074,NCT01167920,D000014662
2011,NCT02500836,D000014662
2063,NCT02323399,D000014662
9546,NCT04093050,D000014662
4866,NCT04048707,D000014662
4351,NCT03159234,D000014662
2960,NCT02307565,D000014662
5953,NCT01537081,D000014662
2954,NCT03408483,D000014662
6694,NCT03529487,D000014662
4566,NCT02379221,D000014662
6348,NCT04603911,D000014662
6207,NCT00046475,D000014662
9149,NCT04463394,D000014662
9480,NCT04153188,D000014662
9443,NCT04203225,D000014662
2180,NCT03420638,D000014662
1646,NCT01596998,D000014662
8193,NCT04470544,D000014361
5090,NCT00313144,D000014361
1309,NCT00263887,D000014361
8629,NCT01700036,D000014361
3488,NCT03201159,D000014344
1811,NCT03403621,D000014344
8813,NCT01671332,D000014344
5876,NCT02139397,D000014344
9551,NCT04091022,D000014344
6040,NCT02922894,D000014179
7406,NCT01416948,D000014179
3083,NCT03978442,D000014179
5340,NCT03811847,D000014179
8478,NCT02929667,D000014179
6988,NCT00205491,D000014179
9470,NCT04170738,D000014179
8421,NCT00553319,D000014179
9038,NCT04560673,D000014179
2623,NCT00005575,D000014179
2080,NCT02516332,D000014179
8156,NCT00427128,D000014179
8255,NCT01100268,D000014179
2913,NCT01625923,D000014179
4365,NCT04418856,D000014179
9212,NCT04388319,D000014179
1786,NCT02015546,D000014179
5203,NCT03119363,D000014179
6608,NCT00202449,D000014179
7182,NCT02845349,D000014179
7949,NCT00489411,D000014179
9422,NCT04219280,D000014179
8795,NCT00183339,D000014179
7016,NCT03607331,D000014179
8713,NCT04221997,D000014179
8103,NCT01537068,D000014179
4297,NCT00006286,D000014179
1197,NCT04507204,D000014179
9463,NCT04178993,D000014179
7112,NCT00113737,D000014179
7309,NCT04474093,D000014179
2929,NCT01127490,D000014179
8330,NCT00767806,D000014179
3100,NCT02039960,D000014179
2814,NCT00531518,D000014179
2082,NCT03844412,D000014179
5470,NCT01063153,D000014179
7776,NCT00208585,D000014179
5836,NCT02081391,D000014179
4019,NCT02293655,D000014179
3447,NCT03217201,D000014179
7379,NCT02504931,D000014179
7455,NCT03282110,D000014179
8889,NCT00178048,D000014179
7274,NCT01052103,D000014179
5377,NCT00248092,D000014179
4910,NCT04570449,D000014179
4073,NCT00359723,D000014179
5271,NCT01609348,D000014179
2509,NCT01329406,D000014179
4672,NCT00486811,D000014179
1351,NCT00505414,D000014179
1762,NCT02995915,D000014179
5186,NCT01657760,D000014179
1620,NCT01725087,D000014179
5261,NCT00385762,D000014179
5417,NCT03431831,D000014179
8363,NCT01046214,D000014179
2523,NCT00499746,D000014179
2011,NCT02500836,D000014179
8099,NCT00876226,D000014179
2023,NCT02161458,D000014179
8607,NCT00228046,D000014179
3728,NCT00249405,D000014179
1075,NCT00618956,D000014179
4175,NCT02655354,D000014179
5347,NCT01615055,D000014179
6430,NCT00642057,D000014179
4616,NCT00027404,D000014179
9399,NCT04235686,D000014179
3931,NCT00507936,D000014179
8180,NCT00414323,D000014179
2230,NCT01299896,D000014179
7062,NCT00862095,D000014179
3676,NCT03790137,D000014179
4925,NCT01846182,D000014179
9265,NCT04342663,D000014179
3511,NCT01082237,D000014179
8240,NCT01658228,D000014179
9389,NCT04240756,D000014179
7824,NCT01299272,D000014179
2183,NCT02638168,D000014179
4222,NCT01074151,D000014179
4671,NCT01077596,D000014179
3969,NCT01177176,D000014179
5328,NCT01038323,D000014179
8911,NCT00248612,D000014179
3313,NCT03781115,D000014179
6983,NCT00233103,D000014179
3185,NCT00986310,D000014179
7233,NCT01524133,D000014179
1366,NCT02478788,D000014179
5616,NCT01602913,D000014179
5294,NCT03808740,D000014179
5435,NCT00753012,D000014179
9929,NCT03810703,D000014179
2707,NCT02939287,D000014179
4227,NCT04132557,D000014179
7387,NCT01312922,D000014179
8360,NCT00074802,D000014179
1727,NCT00124696,D000014179
3812,NCT01264887,D000014179
1216,NCT03893032,D000014179
4087,NCT00472303,D000014179
7695,NCT00208572,D000014179
8576,NCT02553161,D000014179
2028,NCT03973489,D000014179
6972,NCT00735670,D000014179
2190,NCT00308763,D000014179
6385,NCT01100658,D000014179
8787,NCT01457339,D000014179
8786,NCT03395314,D000014151
4358,NCT00534378,D000014151
5375,NCT02771925,D000014151
6285,NCT00162981,D000014151
4626,NCT03709888,D000014151
8935,NCT03635905,D000014151
6288,NCT00518713,D000014151
4483,NCT03054103,D000014151
7649,NCT01390220,D000014151
6149,NCT00749203,D000014151
7133,NCT01484184,D000014151
7647,NCT00785577,D000014151
7986,NCT00748098,D000014151
3310,NCT01391858,D000014151
1508,NCT00971633,D000014151
8325,NCT00760474,D000014151
8852,NCT03723395,D000014151
6040,NCT02922894,D000014151
6353,NCT00482612,D000014151
1046,NCT02419443,D000014151
9265,NCT04342663,D000014151
4175,NCT02655354,D000014151
1252,NCT01668069,D000014151
7976,NCT00880191,D000014151
8583,NCT04454424,D000014151
7809,NCT01495923,D000014151
2033,NCT01511640,D000014151
7182,NCT02845349,D000014151
2559,NCT00729690,D000014151
3401,NCT00646451,D000014151
1864,NCT00137202,D000014151
2594,NCT01347762,D000014151
3656,NCT01668667,D000014151
5954,NCT00506389,D000014151
8145,NCT01141049,D000014151
4925,NCT01846182,D000014151
9110,NCT04495283,D000014151
5730,NCT03080493,D000014151
7972,NCT00087399,D000014151
2325,NCT00127257,D000014151
5741,NCT01014533,D000014151
2611,NCT02311777,D000014151
2608,NCT00352651,D000014151
9920,NCT03817970,D000014151
2420,NCT00123578,D000014151
4221,NCT01190267,D000014150
8403,NCT00458211,D000014150
1944,NCT00277667,D000014150
4187,NCT01795547,D000014150
3959,NCT00005014,D000014150
3609,NCT03966053,D000014150
4254,NCT01190254,D000014150
7062,NCT00862095,D000014150
7914,NCT00223509,D000014150
2744,NCT03837860,D000014150
3711,NCT01733394,D000014150
4102,NCT03892889,D000014150
3313,NCT03781115,D000014150
8083,NCT00395499,D000014150
1508,NCT00971633,D000014150
5059,NCT00356200,D000014150
4388,NCT00221416,D000014150
3813,NCT00125138,D000014150
1569,NCT04127058,D000014150
1849,NCT00573599,D000014150
8547,NCT01588457,D000014150
2707,NCT02939287,D000014150
7387,NCT01312922,D000014150
8155,NCT00389493,D000014150
2034,NCT00954681,D000014150
2913,NCT01625923,D000014150
3882,NCT02820519,D000014150
2246,NCT00277654,D000014150
3932,NCT00250575,D000014150
1252,NCT01668069,D000014150
9823,NCT03881449,D000014150
9920,NCT03817970,D000014150
1018,NCT02098499,D000014150
6364,NCT00518323,D000014150
2814,NCT00531518,D000014150
7957,NCT03527186,D000014150
7274,NCT01052103,D000014150
3784,NCT01713777,D000014150
8502,NCT01174290,D000014150
1864,NCT00137202,D000014150
6847,NCT03947216,D000014150
2278,NCT04587115,D000014150
3313,NCT03781115,D000014149
7647,NCT00785577,D000014149
8502,NCT01174290,D000014149
3310,NCT01391858,D000014149
2034,NCT00954681,D000014149
4358,NCT00534378,D000014149
8689,NCT02520115,D000014149
1252,NCT01668069,D000014149
7649,NCT01390220,D000014149
8157,NCT03353922,D000014149
4221,NCT01190267,D000014149
7091,NCT04531592,D000014149
9110,NCT04495283,D000014149
8935,NCT03635905,D000014149
8005,NCT01431573,D000014149
2744,NCT03837860,D000014149
5375,NCT02771925,D000014149
4102,NCT03892889,D000014149
8547,NCT01588457,D000014149
5730,NCT03080493,D000014149
8155,NCT00389493,D000014149
5741,NCT01014533,D000014149
7133,NCT01484184,D000014149
2246,NCT00277654,D000014149
3932,NCT00250575,D000014149
9920,NCT03817970,D000014149
9193,NCT04407377,D000014149
1046,NCT02419443,D000014149
4175,NCT02655354,D000014149
1018,NCT02098499,D000014149
3784,NCT01713777,D000014149
2278,NCT04587115,D000014149
6745,NCT01233609,D000014149
8325,NCT00760474,D000014149
9823,NCT03881449,D000014149
2814,NCT00531518,D000014149
4187,NCT01795547,D000014149
3609,NCT03966053,D000014149
7182,NCT02845349,D000014149
6597,NCT04531579,D000014149
8852,NCT03723395,D000014149
7914,NCT00223509,D000014149
8083,NCT00395499,D000014149
6149,NCT00749203,D000014149
1304,NCT03530020,D000014149
3711,NCT01733394,D000014149
2325,NCT00127257,D000014149
2033,NCT01511640,D000014149
2913,NCT01625923,D000014149
7274,NCT01052103,D000014149
6288,NCT00518713,D000014149
2594,NCT01347762,D000014149
6040,NCT02922894,D000014149
3656,NCT01668667,D000014149
5059,NCT00356200,D000014149
1944,NCT00277667,D000014149
6353,NCT00482612,D000014149
5954,NCT00506389,D000014149
1569,NCT04127058,D000014149
7986,NCT00748098,D000014149
4388,NCT00221416,D000014149
1849,NCT00573599,D000014149
9265,NCT04342663,D000014149
7062,NCT00862095,D000014149
6082,NCT01760785,D000014149
6364,NCT00518323,D000014149
7957,NCT03527186,D000014149
7809,NCT01495923,D000014149
2559,NCT00729690,D000014149
8403,NCT00458211,D000014149
3401,NCT00646451,D000014149
8145,NCT01141049,D000014149
4626,NCT03709888,D000014149
1864,NCT00137202,D000014149
6974,NCT00621751,D000014149
4925,NCT01846182,D000014149
1966,NCT00278772,D000014149
6285,NCT00162981,D000014149
8786,NCT03395314,D000014149
8607,NCT00228046,D000014149
7309,NCT04474093,D000014149
7387,NCT01312922,D000014149
3813,NCT00125138,D000014149
2611,NCT02311777,D000014149
2608,NCT00352651,D000014149
6847,NCT03947216,D000014149
2707,NCT02939287,D000014149
2420,NCT00123578,D000014149
1508,NCT00971633,D000014149
3959,NCT00005014,D000014149
3882,NCT02820519,D000014149
5907,NCT01928849,D000014149
1388,NCT02940717,D000014149
8222,NCT00220714,D000014149
7972,NCT00087399,D000014149
8583,NCT04454424,D000014149
4483,NCT03054103,D000014149
1392,NCT03713918,D000014149
4254,NCT01190254,D000014149
7976,NCT00880191,D000014149
5653,NCT01177579,D000014131
7930,NCT00008385,D000014131
5804,NCT02175030,D000014131
4812,NCT03656679,D000014131
4956,NCT01762995,D000014131
4528,NCT04607642,D000014131
8899,NCT01721798,D000014131
7522,NCT00336245,D000014131
7826,NCT00841126,D000014131
8779,NCT03212677,D000014131
9917,NCT03819088,D000014131
7353,NCT03385304,D000014131
9263,NCT04342728,D000014131
7739,NCT00470158,D000014131
2798,NCT02644057,D000013566
9443,NCT04203225,D000013566
9389,NCT04240756,D000013566
2180,NCT03420638,D000013566
9929,NCT03810703,D000013566
4144,NCT01110200,D000013566
1646,NCT01596998,D000013566
5203,NCT03119363,D000013566
7309,NCT04474093,D000013566
6348,NCT04603911,D000013566
9521,NCT04116112,D000013566
2028,NCT03973489,D000013566
8421,NCT00553319,D000013566
4351,NCT03159234,D000013566
6694,NCT03529487,D000013566
2032,NCT01354613,D000013566
4227,NCT04132557,D000013566
2063,NCT02323399,D000013566
9480,NCT04153188,D000013566
8607,NCT00228046,D000013566
2960,NCT02307565,D000013566
4365,NCT04418856,D000013566
9463,NCT04178993,D000013566
2954,NCT03408483,D000013566
1216,NCT03893032,D000013566
4039,NCT01192178,D000013566
6207,NCT00046475,D000013566
5541,NCT01402674,D000013566
9470,NCT04170738,D000013566
3229,NCT00395304,D000013566
4866,NCT04048707,D000013566
3447,NCT03217201,D000013566
9399,NCT04235686,D000013566
4566,NCT02379221,D000013566
5953,NCT01537081,D000013566
1366,NCT02478788,D000013566
7333,NCT01902810,D000013565
7332,NCT02587351,D000013565
4059,NCT01587638,D000013565
3209,NCT01719367,D000013565
3896,NCT00523978,D000013565
1666,NCT02239627,D000013565
2897,NCT04434664,D000013565
2570,NCT01598896,D000013565
8465,NCT00408200,D000013565
7443,NCT00675714,D000013565
6348,NCT04603911,D000013565
6488,NCT04365270,D000013473
3227,NCT00578877,D000013089
1252,NCT01668069,D000012702
3932,NCT00250575,D000012702
7182,NCT02845349,D000012702
4102,NCT03892889,D000012702
2814,NCT00531518,D000012702
2744,NCT03837860,D000012702
1864,NCT00137202,D000012702
8096,NCT03790358,D000012702
6847,NCT03947216,D000012702
8083,NCT00395499,D000012702
4388,NCT00221416,D000012702
6353,NCT00482612,D000012702
7957,NCT03527186,D000012702
8155,NCT00389493,D000012702
4187,NCT01795547,D000012702
3313,NCT03781115,D000012702
1508,NCT00971633,D000012702
4175,NCT02655354,D000012702
2246,NCT00277654,D000012702
8403,NCT00458211,D000012702
2278,NCT04587115,D000012702
9920,NCT03817970,D000012702
6364,NCT00518323,D000012702
5954,NCT00506389,D000012702
7387,NCT01312922,D000012702
3662,NCT00787566,D000012702
3959,NCT00005014,D000012702
9823,NCT03881449,D000012702
1812,NCT03973177,D000012597
9540,NCT04098744,D000012556
1325,NCT00662012,D000012556
7226,NCT00140361,D000012556
7464,NCT01976780,D000012556
9960,NCT03792516,D000012556
6282,NCT00298610,D000012556
1328,NCT00657618,D000012556
4451,NCT00884377,D000012556
7115,NCT00111163,D000012556
4459,NCT00292929,D000012556
4458,NCT00292942,D000012556
7186,NCT04370977,D000012556
6056,NCT02353026,D000012556
3641,NCT00459615,D000012556
6933,NCT01955382,D000012556
4962,NCT03168698,D000012102
6328,NCT00779220,D000012102
7956,NCT01099449,D000012102
1226,NCT00713739,D000012102
8624,NCT04207060,D000012102
5028,NCT00167648,D000012102
2486,NCT00203996,D000012102
9260,NCT04344457,D000012102
7887,NCT03371186,D000012102
1188,NCT01333488,D000012102
8552,NCT01710358,D000012102
8231,NCT02255357,D000012102
2624,NCT00161226,D000012102
3974,NCT02293694,D000012102
3227,NCT00578877,D000012102
4470,NCT01166412,D000012102
7224,NCT00213096,D000012102
8551,NCT01711359,D000012102
7585,NCT04035382,D000012102
3275,NCT01390233,D000012102
2573,NCT00476021,D000012102
3982,NCT00097123,D000012102
9830,NCT03878589,D000012102
2672,NCT03294538,D000012102
5221,NCT02257372,D000012102
8899,NCT01721798,D000012102
8164,NCT00482963,D000012102
2903,NCT00826839,D000012102
8901,NCT00570440,D000012102
8234,NCT00176462,D000012102
8644,NCT01257802,D000012102
1079,NCT00128479,D000012102
3007,NCT02682784,D000012102
5804,NCT02175030,D000012102
1074,NCT00208156,D000012102
3822,NCT02445989,D000012102
8,NCT03972358,D000012102
3814,NCT03407625,D000012102
7724,NCT00829114,D000012102
9749,NCT03941730,D000012102
1064,NCT00130676,D000012102
7283,NCT02722356,D000012102
1527,NCT01908205,D000012102
9498,NCT04134715,D000012102
2673,NCT00808210,D000012102
8462,NCT03900754,D000012102
3210,NCT01428713,D000012102
7237,NCT01434173,D000012102
6238,NCT02503319,D000012102
6236,NCT02775773,D000012102
3961,NCT03260920,D000012102
2706,NCT01624194,D000012102
7608,NCT00263341,D000012102
8389,NCT01422135,D000012102
6223,NCT02706951,D000012102
6212,NCT02481310,D000012102
1153,NCT02097173,D000012102
6188,NCT00962637,D000012102
7621,NCT02114229,D000012102
5679,NCT00722761,D000012102
5687,NCT00722800,D000012102
6136,NCT00972439,D000012102
6102,NCT01466127,D000012102
7543,NCT02443727,D000012102
8506,NCT01490697,D000012102
7540,NCT01143207,D000012102
4407,NCT02170532,D000012102
6911,NCT00909857,D000012102
7431,NCT02706873,D000012102
8124,NCT02213029,D000012102
1979,NCT04571697,D000012102
4247,NCT00124514,D000012102
4718,NCT02679092,D000012102
2019,NCT01699022,D000012102
3460,NCT00465192,D000012102
4738,NCT03634852,D000012102
6808,NCT02129114,D000012102
9356,NCT04267250,D000012102
5466,NCT00710606,D000012102
6767,NCT04255498,D000012102
7993,NCT00121186,D000012102
8612,NCT01502761,D000012102
6920,NCT04537689,D000012102
6931,NCT03890666,D000012102
1899,NCT03118297,D000012102
4338,NCT04333576,D000012102
3608,NCT01539720,D000012102
4571,NCT00141895,D000012102
1698,NCT02742532,D000012102
7088,NCT03279120,D000012102
7065,NCT00691067,D000012102
8593,NCT03317795,D000012102
9507,NCT04126070,D000012102
9408,NCT04228289,D000012102
9653,NCT04018274,D000012102
8060,NCT02103660,D000012102
1839,NCT02922127,D000012102
1846,NCT01088178,D000012102
4668,NCT00140114,D000012102
2,NCT02801266,D000012102
6728,NCT00310791,D000012102
4713,NCT04542005,D000012102
8566,NCT02187055,D000012102
7198,NCT03254628,D000012102
7526,NCT01299116,D000012102
4898,NCT02684071,D000012102
6558,NCT00424294,D000012102
7522,NCT00336245,D000012102
7873,NCT03751124,D000012102
8376,NCT02149823,D000012102
6577,NCT03828019,D000012102
3351,NCT00394329,D000012102
7192,NCT03973593,D000012102
2323,NCT00746993,D000012102
6702,NCT02302430,D000012102
9711,NCT03978598,D000012102
9025,NCT04569747,D000012102
4862,NCT01578499,D000012102
5552,NCT01448291,D000012102
1432,NCT03140488,D000012102
8086,NCT00936390,D000012102
1268,NCT00328926,D000012102
8353,NCT00704912,D000012102
3367,NCT00811057,D000012102
2291,NCT00779142,D000012102
1596,NCT00832871,D000012102
7820,NCT01352637,D000012076
7115,NCT00111163,D000012076
5379,NCT01733030,D000012076
1858,NCT00855153,D000012076
6014,NCT03535688,D000012076
1572,NCT01618591,D000012076
3700,NCT00729937,D000012076
8506,NCT01490697,D000012076
9760,NCT03933631,D000012076
5919,NCT01086475,D000012076
3828,NCT00002120,D000012076
7317,NCT00822692,D000012076
7237,NCT01434173,D000012076
7226,NCT00140361,D000012076
7862,NCT03828201,D000012076
7520,NCT00396526,D000012076
1337,NCT01916629,D000011837
6488,NCT04365270,D000011837
1336,NCT01992185,D000011837
2471,NCT00590161,D000011837
8649,NCT01733017,D000011837
1349,NCT01992172,D000011837
2940,NCT02834624,D000011663
2956,NCT00767039,D000011663
8145,NCT01141049,D000011619
8576,NCT02553161,D000011619
5375,NCT02771925,D000011619
5616,NCT01602913,D000011619
7914,NCT00223509,D000011619
8583,NCT04454424,D000011619
5271,NCT01609348,D000011619
7809,NCT01495923,D000011619
5417,NCT03431831,D000011619
7776,NCT00208585,D000011619
7309,NCT04474093,D000011619
5207,NCT01253408,D000011619
5261,NCT00385762,D000011619
5741,NCT01014533,D000011619
5308,NCT02145949,D000011619
8155,NCT00389493,D000011619
5730,NCT03080493,D000011619
5328,NCT01038323,D000011619
8607,NCT00228046,D000011619
8547,NCT01588457,D000011619
4483,NCT03054103,D000011619
8099,NCT00876226,D000011619
5605,NCT02759185,D000011619
7133,NCT01484184,D000011619
8156,NCT00427128,D000011619
8029,NCT01964404,D000011619
6597,NCT04531579,D000011619
7182,NCT02845349,D000011619
6608,NCT00202449,D000011619
7986,NCT00748098,D000011619
8330,NCT00767806,D000011619
7455,NCT03282110,D000011619
6745,NCT01233609,D000011619
8325,NCT00760474,D000011619
8713,NCT04221997,D000011619
8083,NCT00395499,D000011619
8222,NCT00220714,D000011619
8005,NCT01431573,D000011619
6847,NCT03947216,D000011619
6881,NCT04360044,D000011619
8295,NCT02835729,D000011619
7976,NCT00880191,D000011619
4671,NCT01077596,D000011619
6972,NCT00735670,D000011619
6974,NCT00621751,D000011619
6983,NCT00233103,D000011619
6988,NCT00205491,D000011619
4653,NCT01786109,D000011619
7016,NCT03607331,D000011619
7387,NCT01312922,D000011619
4626,NCT03709888,D000011619
4616,NCT00027404,D000011619
7062,NCT00862095,D000011619
7091,NCT04531592,D000011619
7112,NCT00113737,D000011619
7379,NCT02504931,D000011619
8689,NCT02520115,D000011619
8360,NCT00074802,D000011619
8502,NCT01174290,D000011619
6285,NCT00162981,D000011619
8157,NCT03353922,D000011619
5186,NCT01657760,D000011619
5907,NCT01928849,D000011619
5954,NCT00506389,D000011619
7274,NCT01052103,D000011619
7695,NCT00208572,D000011619
8478,NCT02929667,D000011619
6040,NCT02922894,D000011619
6082,NCT01760785,D000011619
8096,NCT03790358,D000011619
7649,NCT01390220,D000011619
7647,NCT00785577,D000011619
6149,NCT00749203,D000011619
5059,NCT00356200,D000011619
7233,NCT01524133,D000011619
8363,NCT01046214,D000011619
6288,NCT00518713,D000011619
7949,NCT00489411,D000011619
6353,NCT00482612,D000011619
4961,NCT03106363,D000011619
7957,NCT03527186,D000011619
6364,NCT00518323,D000011619
8403,NCT00458211,D000011619
4925,NCT01846182,D000011619
8095,NCT04294966,D000011619
7972,NCT00087399,D000011619
8180,NCT00414323,D000011619
8240,NCT01658228,D000011619
4910,NCT04570449,D000011619
8103,NCT01537068,D000011619
5347,NCT01615055,D000011619
8786,NCT03395314,D000011619
8911,NCT00248612,D000011619
3185,NCT00986310,D000011619
3656,NCT01668667,D000011619
4328,NCT03172741,D000011619
1786,NCT02015546,D000011619
9823,NCT03881449,D000011619
9265,NCT04342663,D000011619
1762,NCT02995915,D000011619
8795,NCT00183339,D000011619
2509,NCT01329406,D000011619
3711,NCT01733394,D000011619
4297,NCT00006286,D000011619
2913,NCT01625923,D000011619
3728,NCT00249405,D000011619
9463,NCT04178993,D000011619
3784,NCT01713777,D000011619
2559,NCT00729690,D000011619
2570,NCT01598896,D000011619
3813,NCT00125138,D000011619
1569,NCT04127058,D000011619
2594,NCT01347762,D000011619
3882,NCT02820519,D000011619
1508,NCT00971633,D000011619
2608,NCT00352651,D000011619
2611,NCT02311777,D000011619
3931,NCT00507936,D000011619
3932,NCT00250575,D000011619
1849,NCT00573599,D000011619
1864,NCT00137202,D000011619
2623,NCT00005575,D000011619
8935,NCT03635905,D000011619
2325,NCT00127257,D000011619
3310,NCT01391858,D000011619
3313,NCT03781115,D000011619
9193,NCT04407377,D000011619
2278,NCT04587115,D000011619
2246,NCT00277654,D000011619
2230,NCT01299896,D000011619
2929,NCT01127490,D000011619
2190,NCT00308763,D000011619
4388,NCT00221416,D000011619
3401,NCT00646451,D000011619
9920,NCT03817970,D000011619
2082,NCT03844412,D000011619
2080,NCT02516332,D000011619
2420,NCT00123578,D000011619
2034,NCT00954681,D000011619
2033,NCT01511640,D000011619
2023,NCT02161458,D000011619
3511,NCT01082237,D000011619
4358,NCT00534378,D000011619
1966,NCT00278772,D000011619
1944,NCT00277667,D000011619
1941,NCT00218517,D000011619
2814,NCT00531518,D000011619
3609,NCT03966053,D000011619
8889,NCT00178048,D000011619
9038,NCT04560673,D000011619
9212,NCT04388319,D000011619
3100,NCT02039960,D000011619
3083,NCT03978442,D000011619
4222,NCT01074151,D000011619
1046,NCT02419443,D000011619
4221,NCT01190267,D000011619
1304,NCT03530020,D000011619
4254,NCT01190254,D000011619
4175,NCT02655354,D000011619
1018,NCT02098499,D000011619
9110,NCT04495283,D000011619
3969,NCT01177176,D000011619
4187,NCT01795547,D000011619
2707,NCT02939287,D000011619
1252,NCT01668069,D000011619
1075,NCT00618956,D000011619
9609,NCT04049669,D000011619
8852,NCT03723395,D000011619
4102,NCT03892889,D000011619
1392,NCT03713918,D000011619
3959,NCT00005014,D000011619
1388,NCT02940717,D000011619
2744,NCT03837860,D000011619
7862,NCT03828201,D000011500
4454,NCT00657917,D000011500
2773,NCT01723059,D000011500
6266,NCT01083576,D000011500
1848,NCT00814905,D000011500
9423,NCT04218799,D000011500
3700,NCT00729937,D000011500
8160,NCT01401023,D000011500
8590,NCT00245453,D000011500
6261,NCT01790659,D000011500
9380,NCT04246996,D000011500
6079,NCT01820455,D000011500
3157,NCT02619773,D000011500
4449,NCT01140191,D000011500
3922,NCT00926796,D000011500
4270,NCT02188368,D000011500
7410,NCT02595034,D000011500
4694,NCT00816426,D000011500
6268,NCT01032382,D000011500
6588,NCT04134273,D000011500
6,NCT01153880,D000011500
5130,NCT03009045,D000011500
1323,NCT02387203,D000011500
1498,NCT01494350,D000011500
8555,NCT03560232,D000011500
7237,NCT01434173,D000011500
3314,NCT01856907,D000011480
5395,NCT03224507,D000011480
7812,NCT01102972,D000011480
1908,NCT00118898,D000011480
7815,NCT02849080,D000011480
3538,NCT00238498,D000011480
7839,NCT00827112,D000011480
1920,NCT00380445,D000011480
6580,NCT00157586,D000011480
6864,NCT01126697,D000011480
3509,NCT00380380,D000011480
8734,NCT02958969,D000011480
4150,NCT00000861,D000011480
4363,NCT02479555,D000011480
6620,NCT00342355,D000011480
1003,NCT03363464,D000011480
7827,NCT02607865,D000011480
7731,NCT00901979,D000011480
4160,NCT00100581,D000011480
7742,NCT04169269,D000011480
2195,NCT00346580,D000011480
6834,NCT03417388,D000011480
4788,NCT04334824,D000011480
3008,NCT01227590,D000011480
2056,NCT00916539,D000011480
3952,NCT00102466,D000011480
8280,NCT01910402,D000011480
4866,NCT04048707,D000011480
8131,NCT00481182,D000011480
3790,NCT00351832,D000011480
8629,NCT01700036,D000011480
2338,NCT03240068,D000011480
3797,NCT02479620,D000011480
2968,NCT00266058,D000011480
3833,NCT00099957,D000011480
7421,NCT01444612,D000011480
5155,NCT04168203,D000011480
7916,NCT01006018,D000011480
8193,NCT04470544,D000011480
4274,NCT00358917,D000011480
1491,NCT02223065,D000011480
8893,NCT01664624,D000011480
3914,NCT00325117,D000011480
7338,NCT03026556,D000011480
7899,NCT00272779,D000011480
1436,NCT01465503,D000011480
4266,NCT02206425,D000011480
3788,NCT00325429,D000011480
5214,NCT04275180,D000011480
8488,NCT00063804,D000011480
3679,NCT00084136,D000011480
1141,NCT00414518,D000011480
8689,NCT02520115,D000011480
7856,NCT02386098,D000011480
7948,NCT01009918,D000011480
3658,NCT00260156,D000011480
8929,NCT01128621,D000011480
1403,NCT00006604,D000011480
7868,NCT00337467,D000011480
4045,NCT00300287,D000011480
1638,NCT03338803,D000011480
3697,NCT00368134,D000011480
3699,NCT00110240,D000011480
4035,NCT00555217,D000011480
3704,NCT00102388,D000011480
4029,NCT00101712,D000011480
4023,NCT00138593,D000011480
3735,NCT00101673,D000011480
3740,NCT02253550,D000011480
3794,NCT00414947,D000011480
7819,NCT00742859,D000011480
4493,NCT02037555,D000011480
3120,NCT02124044,D000011480
8395,NCT03921242,D000011480
5891,NCT00811954,D000011480
35,NCT03242278,D000011480
6209,NCT00851799,D000011480
5791,NCT02769078,D000011480
3074,NCT01167920,D000011480
6212,NCT02481310,D000011480
8078,NCT01389544,D000011480
4520,NCT03266783,D000011480
6393,NCT02294357,D000011480
6553,NCT04392557,D000011480
5651,NCT02683187,D000011480
6200,NCT02666742,D000011480
6404,NCT01491919,D000011480
8394,NCT00002381,D000011480
8201,NCT03003949,D000011372
8404,NCT00361075,D000011372
2290,NCT00946088,D000011372
6645,NCT02187224,D000011372
5466,NCT00710606,D000011372
1673,NCT01381016,D000011372
1629,NCT01809639,D000011372
4801,NCT02350231,D000011372
3919,NCT03343795,D000011372
4934,NCT00141908,D000011372
5257,NCT01972464,D000011372
7007,NCT03321292,D000010975
8526,NCT00587496,D000010975
5214,NCT04275180,D000010975
2857,NCT01231165,D000010975
4032,NCT00664040,D000010975
8914,NCT02341638,D000010975
5870,NCT01105091,D000010975
