,NCTId,ConditionBrowseBranchAbbrev
4895,NCT03696290,BC08
7519,NCT00513500,BC08
9330,NCT04292119,BC08
9122,NCT04485013,BC08
5492,NCT04027946,BC08
7925,NCT01107626,BC08
7538,NCT03950986,BC08
5084,NCT01960465,BC08
5009,NCT00491660,BC08
9972,NCT03781986,BC07
4191,NCT03765593,BC07
2394,NCT02828111,BC07
7419,NCT03713970,BC07
1332,NCT03614819,BC07
1847,NCT00967915,BC07
6929,NCT02075801,BC07
9243,NCT04359199,BC07
3180,NCT04287868,BC07
8452,NCT02295540,BC07
4792,NCT02956174,BC07
9241,NCT04364282,BC07
7554,NCT03937856,BC07
2305,NCT04030117,BC07
1872,NCT01790477,BC07
9930,NCT03810508,BC07
5811,NCT03581565,BC07
9978,NCT03777384,BC07
4980,NCT02093091,BC07
8790,NCT03300297,BC07
9043,NCT04556175,BC07
4679,NCT00914745,BC07
8561,NCT03622697,BC07
6776,NCT02718469,BC07
5765,NCT03184025,BC07
5733,NCT02602223,BC07
6560,NCT00340977,BC07
3909,NCT00384397,BC07
75,NCT02616198,BC07
3446,NCT00358761,BC07
6742,NCT03415412,BC07
9716,NCT03975465,BC07
8361,NCT02541032,BC07
4715,NCT03512730,BC07
4511,NCT03593330,BC07
9991,NCT03770377,BC07
1567,NCT04255251,BC07
7166,NCT03865680,BC07
3965,NCT03254199,BC07
6488,NCT04365270,BC07
9821,NCT03881891,BC07
2082,NCT03844412,BC07
2145,NCT01681992,BC07
1456,NCT03400475,BC07
5826,NCT04515069,BC07
5563,NCT01084733,BC07
9853,NCT03865212,BC07
1392,NCT03713918,BC07
5637,NCT03822403,BC07
3461,NCT01586767,BC07
1334,NCT03321474,BC07
6166,NCT00541164,BC07
3065,NCT03467789,BC07
8491,NCT03778177,BC07
4970,NCT03102086,BC07
7599,NCT04320576,BC07
6381,NCT03214549,BC07
4028,NCT03340012,BC07
6143,NCT00851253,BC07
5672,NCT03813628,BC07
4161,NCT03042117,BC07
1627,NCT00065988,BC07
1039,NCT03306602,BC07
9781,NCT03916809,BC07
6435,NCT02888912,BC07
3387,NCT03267914,BC07
5307,NCT04570293,BC07
2617,NCT02932579,BC07
1549,NCT02617940,BC07
6917,NCT00342199,BC07
9057,NCT04542551,BC07
4337,NCT02578641,BC07
1308,NCT04274959,BC07
5945,NCT03685058,BC07
3774,NCT04023357,BC07
7600,NCT04271150,BC07
5752,NCT03881020,BC07
9065,NCT04538963,BC07
2937,NCT01128374,BC07
4729,NCT04266210,BC07
2218,NCT01702428,BC07
9100,NCT04502407,BC07
8574,NCT03483441,BC07
5695,NCT04475172,BC07
1311,NCT02794116,BC07
7590,NCT03839719,BC07
9685,NCT03997604,BC07
4916,NCT01946867,BC07
1304,NCT03530020,BC07
6387,NCT03516838,BC07
1388,NCT02940717,BC07
4437,NCT01877421,BC07
3746,NCT02987257,BC07
8978,NCT04608773,BC07
5371,NCT03529422,BC07
7864,NCT03328572,BC07
4387,NCT01811316,BC07
1339,NCT03215615,BC07
3059,NCT03427411,BC07
8425,NCT01495858,BC07
8427,NCT01280591,BC07
5099,NCT01454492,BC07
5491,NCT03501420,BC07
8258,NCT00067353,BC07
6376,NCT02133469,BC07
6866,NCT03760497,BC07
1346,NCT01278862,BC07
6434,NCT02991664,BC07
6885,NCT02985255,BC07
2844,NCT02296840,BC07
6878,NCT01209910,BC07
8672,NCT04230499,BC07
2430,NCT01559649,BC07
6674,NCT02435459,BC07
5494,NCT04266093,BC07
2041,NCT02147418,BC07
7592,NCT04146168,BC06
1231,NCT03615599,BC06
6439,NCT02601820,BC06
5090,NCT00313144,BC06
9317,NCT04302948,BC06
9936,NCT03804593,BC06
2334,NCT03640208,BC06
3167,NCT00323414,BC06
3103,NCT04087889,BC06
4770,NCT00915681,BC06
1751,NCT03576755,BC06
3488,NCT03201159,BC06
3165,NCT02144051,BC06
1236,NCT01241149,BC06
1086,NCT00936715,BC06
9057,NCT04542551,BC06
6459,NCT02273206,BC06
4255,NCT00032344,BC06
6699,NCT02816346,BC06
3464,NCT00311506,BC06
7881,NCT01393626,BC06
2757,NCT03642769,BC06
9253,NCT04351880,BC06
1614,NCT04540081,BC06
6660,NCT02403232,BC06
3164,NCT01661686,BC06
9201,NCT04400903,BC06
9315,NCT04305145,BC06
1699,NCT00211614,BC06
8979,NCT04607668,BC06
4653,NCT01786109,BC06
3933,NCT00000980,BC06
1867,NCT01317784,BC06
9940,NCT03803553,BC06
3114,NCT01722903,BC06
2330,NCT03735407,BC06
3135,NCT02461758,BC06
4295,NCT01922856,BC06
3918,NCT00040027,BC06
1701,NCT01950572,BC06
3479,NCT00308958,BC06
6953,NCT01920243,BC06
9428,NCT04214119,BC06
6680,NCT00837239,BC06
3125,NCT00713427,BC06
9945,NCT03799848,BC06
1072,NCT04406714,BC06
4289,NCT03165591,BC06
2129,NCT01263600,BC06
3124,NCT01820182,BC06
9055,NCT04545957,BC06
1251,NCT01715220,BC06
1418,NCT01322633,BC06
3929,NCT00418938,BC06
9781,NCT03916809,BC06
4284,NCT01092572,BC06
6451,NCT00782353,BC06
2325,NCT00127257,BC06
3130,NCT00001729,BC06
9429,NCT04211766,BC06
5075,NCT03662412,BC06
3142,NCT04131504,BC06
9217,NCT04383938,BC06
6458,NCT01098292,BC06
9512,NCT04123574,BC06
9050,NCT04549077,BC06
2121,NCT03518294,BC06
7883,NCT01470599,BC06
6694,NCT03529487,BC06
3471,NCT02985801,BC06
5857,NCT00133445,BC06
9937,NCT03804021,BC06
8225,NCT04204447,BC06
5558,NCT03020719,BC06
4774,NCT00832273,BC06
3941,NCT03060538,BC06
2558,NCT01871545,BC06
3939,NCT00157755,BC06
2733,NCT03163849,BC06
6670,NCT00430313,BC06
3936,NCT00039962,BC06
7056,NCT01291758,BC06
2136,NCT02192034,BC06
3916,NCT00122187,BC06
7830,NCT00415168,BC06
3112,NCT02366286,BC06
8868,NCT02679729,BC06
9431,NCT04210427,BC06
7063,NCT00810225,BC06
2322,NCT01643512,BC06
7237,NCT01434173,BC06
7245,NCT02773446,BC06
4267,NCT03572595,BC06
3153,NCT01415479,BC06
7368,NCT00042510,BC06
4268,NCT03968848,BC06
3216,NCT03654365,BC06
6653,NCT03378167,BC06
6466,NCT01850940,BC06
3276,NCT02118012,BC06
9907,NCT03823911,BC06
4145,NCT00135798,BC06
6584,NCT01175291,BC06
6583,NCT03905642,BC06
2664,NCT04113733,BC06
6519,NCT03820921,BC06
3279,NCT01661764,BC06
8162,NCT04390243,BC06
3280,NCT02354716,BC06
5951,NCT01652079,BC06
3366,NCT03519074,BC06
3281,NCT00411762,BC06
4141,NCT00164658,BC06
3363,NCT00005112,BC06
2220,NCT01461889,BC06
1728,NCT00580749,BC06
2658,NCT00379782,BC06
6578,NCT02917798,BC06
3286,NCT01054924,BC06
4709,NCT01336452,BC06
3358,NCT02460991,BC06
5958,NCT00183833,BC06
9908,NCT03823742,BC06
2668,NCT01331980,BC06
3273,NCT03233724,BC06
4156,NCT01694849,BC06
9001,NCT04588025,BC06
5933,NCT00628498,BC06
1127,NCT03073343,BC06
2273,NCT03798691,BC06
7510,NCT03431558,BC06
4160,NCT00100581,BC06
3267,NCT00911820,BC06
9911,NCT03822325,BC06
5280,NCT00339742,BC06
1449,NCT00642603,BC06
9003,NCT04587713,BC06
5281,NCT01182298,BC06
8479,NCT01625793,BC06
1183,NCT01375036,BC06
1726,NCT01198587,BC06
5490,NCT02040142,BC06
1448,NCT00509444,BC06
8165,NCT00320749,BC06
1433,NCT01264952,BC06
2214,NCT00124904,BC06
5001,NCT00489151,BC06
2216,NCT04031729,BC06
1587,NCT00183872,BC06
2263,NCT00547716,BC06
5005,NCT00237367,BC06
3332,NCT02974764,BC06
8150,NCT00568308,BC06
6536,NCT01746979,BC06
9479,NCT04154774,BC06
4101,NCT03870334,BC06
8149,NCT00017199,BC06
5023,NCT02494687,BC06
9018,NCT04577001,BC06
9878,NCT03847467,BC06
3338,NCT02290106,BC06
9473,NCT04166240,BC06
5288,NCT01836237,BC06
5497,NCT02866721,BC06
3331,NCT03767231,BC06
2248,NCT03242655,BC06
2628,NCT00099723,BC06
5291,NCT03050814,BC06
5498,NCT03451773,BC06
4088,NCT03702920,BC06
5985,NCT04232670,BC06
2636,NCT03791814,BC06
9870,NCT03850600,BC06
8507,NCT00014950,BC06
3298,NCT00813605,BC06
2622,NCT00097006,BC06
6574,NCT00777296,BC06
7020,NCT02033538,BC06
4710,NCT02829918,BC06
3355,NCT01445327,BC06
8130,NCT00148031,BC06
9326,NCT04294043,BC06
2226,NCT00451841,BC06
8154,NCT00738920,BC06
2259,NCT01857245,BC06
8828,NCT04363242,BC06
3726,NCT01519999,BC06
3292,NCT00836303,BC06
1578,NCT00672074,BC06
2255,NCT02217345,BC06
9887,NCT03841513,BC06
9141,NCT04469920,BC06
9885,NCT03842254,BC06
4069,NCT01598597,BC06
3296,NCT04587258,BC06
9482,NCT04152473,BC06
4106,NCT00117689,BC06
4721,NCT00517270,BC06
7019,NCT02041819,BC06
5496,NCT01528878,BC06
4031,NCT02588651,BC06
9916,NCT03819387,BC06
6027,NCT03197922,BC06
2700,NCT00880256,BC06
9811,NCT03891784,BC06
3192,NCT04191551,BC06
1217,NCT00183807,BC06
5477,NCT02926040,BC06
2705,NCT00059267,BC06
4218,NCT04315311,BC06
5319,NCT01493349,BC06
1101,NCT02498301,BC06
5054,NCT00298922,BC06
9501,NCT04131946,BC06
5053,NCT00790478,BC06
6639,NCT01535326,BC06
3211,NCT03615950,BC06
2699,NCT00706576,BC06
7843,NCT04345393,BC06
8447,NCT04294264,BC06
8851,NCT01835223,BC06
5050,NCT00342472,BC06
9817,NCT03883607,BC06
9155,NCT04456140,BC06
1209,NCT01558583,BC06
6626,NCT00710502,BC06
9215,NCT04386057,BC06
1424,NCT00869713,BC06
9037,NCT04561362,BC06
4767,NCT00255229,BC06
3170,NCT03856255,BC06
8985,NCT04604275,BC06
2311,NCT04357587,BC06
2156,NCT00983463,BC06
3951,NCT03278626,BC06
9799,NCT03904043,BC06
1090,NCT00005483,BC06
2717,NCT03127358,BC06
9800,NCT03902600,BC06
6647,NCT01032044,BC06
7623,NCT01903889,BC06
9808,NCT03897543,BC06
7745,NCT00858988,BC06
9805,NCT03899181,BC06
2307,NCT01092078,BC06
3180,NCT04287868,BC06
3182,NCT03462966,BC06
1604,NCT01634126,BC06
6641,NCT02382822,BC06
4674,NCT03683589,BC06
6070,NCT02011542,BC06
4762,NCT00372983,BC06
1456,NCT03400475,BC06
7876,NCT03817736,BC06
4700,NCT02274012,BC06
4022,NCT00819169,BC06
8176,NCT01814501,BC06
5921,NCT02139722,BC06
9457,NCT04186793,BC06
1570,NCT00485134,BC06
4020,NCT01016483,BC06
5037,NCT02271932,BC06
6035,NCT03078530,BC06
157,NCT04281290,BC06
9331,NCT04291755,BC06
1119,NCT00004986,BC06
8099,NCT00876226,BC06
6041,NCT02881944,BC06
7738,NCT00707785,BC06
4697,NCT03168490,BC06
1572,NCT01618591,BC06
2682,NCT01285362,BC06
1121,NCT01419769,BC06
4740,NCT01766960,BC06
2199,NCT03266471,BC06
8170,NCT00417976,BC06
2201,NCT00456248,BC06
9917,NCT03819088,BC06
1429,NCT00584194,BC06
3237,NCT00824941,BC06
6625,NCT01662973,BC06
3432,NCT02997293,BC06
9499,NCT04134559,BC06
4752,NCT01191411,BC06
3436,NCT02775461,BC06
2695,NCT01008280,BC06
4198,NCT00088504,BC06
8451,NCT03233555,BC06
5045,NCT04163627,BC06
8084,NCT02858778,BC06
149,NCT02988934,BC06
2288,NCT00930995,BC06
4746,NCT02181556,BC06
3235,NCT00906984,BC06
4194,NCT00200057,BC06
6617,NCT04044326,BC06
8453,NCT01032590,BC06
9036,NCT04563026,BC06
9496,NCT04137536,BC06
151,NCT01034865,BC06
9453,NCT04188535,BC06
9209,NCT04389957,BC06
2587,NCT03997422,BC06
8844,NCT00859053,BC06
3490,NCT01648140,BC06
9598,NCT04056468,BC06
3324,NCT00469339,BC06
7415,NCT00350714,BC06
9176,NCT04427202,BC06
7982,NCT00096031,BC06
7680,NCT03000374,BC06
1324,NCT01808352,BC06
3674,NCT00613730,BC06
1323,NCT02387203,BC06
9185,NCT04417699,BC06
6191,NCT01873573,BC06
8654,NCT01222689,BC06
6909,NCT04442620,BC06
3593,NCT00001162,BC06
6189,NCT02063230,BC06
2500,NCT01453894,BC06
3824,NCT00138476,BC06
4589,NCT03710694,BC06
1503,NCT00640692,BC06
5363,NCT03756454,BC06
1010,NCT02641158,BC06
6775,NCT03040687,BC06
3757,NCT00219557,BC06
6292,NCT03796884,BC06
3603,NCT00727636,BC06
3760,NCT04082338,BC06
8900,NCT01594632,BC06
4307,NCT04145141,BC06
2986,NCT01239095,BC06
8659,NCT03592264,BC06
5722,NCT00379743,BC06
8365,NCT00947206,BC06
9300,NCT04315883,BC06
9652,NCT04018599,BC06
2416,NCT01957085,BC06
4844,NCT02811666,BC06
8366,NCT04548596,BC06
9596,NCT04057365,BC06
7573,NCT01824589,BC06
3599,NCT01171027,BC06
2497,NCT03195205,BC06
8899,NCT01721798,BC06
4843,NCT01581307,BC06
2999,NCT01526239,BC06
5407,NCT03795233,BC06
3031,NCT01129570,BC06
6759,NCT01667276,BC06
6878,NCT01209910,BC06
5122,NCT01859858,BC06
1017,NCT02200055,BC06
4455,NCT00415051,BC06
8739,NCT02496780,BC06
7453,NCT01826760,BC06
6760,NCT01452503,BC06
2911,NCT03438227,BC06
2373,NCT02982993,BC06
5620,NCT01291277,BC06
5748,NCT00000362,BC06
7683,NCT03935282,BC06
6378,NCT02634502,BC06
1309,NCT00263887,BC06
3029,NCT00913757,BC06
3575,NCT00846573,BC06
6379,NCT00587392,BC06
3574,NCT04598295,BC06
2912,NCT00381992,BC06
7987,NCT02795104,BC06
9974,NCT03781323,BC06
3004,NCT02833298,BC06
5193,NCT03674216,BC06
9191,NCT04410302,BC06
4494,NCT00883792,BC06
3827,NCT01629095,BC06
9605,NCT04054544,BC06
9716,NCT03975465,BC06
1514,NCT00183885,BC06
2380,NCT01333917,BC06
9550,NCT04091061,BC06
1682,NCT04003454,BC06
8898,NCT04004325,BC06
3680,NCT01182311,BC06
9991,NCT03770377,BC06
6370,NCT01807546,BC06
6915,NCT03820947,BC06
3582,NCT01256203,BC06
5661,NCT03226054,BC06
2913,NCT01625923,BC06
1357,NCT02979613,BC06
2492,NCT01751152,BC06
25,NCT03867409,BC06
8672,NCT04230499,BC06
9665,NCT04010227,BC06
5612,NCT01694784,BC06
9678,NCT04000880,BC06
4462,NCT00124865,BC06
6800,NCT02228668,BC06
9090,NCT04513899,BC06
3771,NCT03339245,BC06
4464,NCT00082069,BC06
8903,NCT00122486,BC06
8283,NCT00783172,BC06
7956,NCT01099449,BC06
2401,NCT00313404,BC06
1523,NCT00183911,BC06
4908,NCT02155153,BC06
6816,NCT00341523,BC06
9098,NCT04505410,BC06
7780,NCT01522768,BC06
6218,NCT01226433,BC06
1522,NCT00159432,BC06
5614,NCT01591733,BC06
3610,NCT00035100,BC06
2471,NCT00590161,BC06
9672,NCT04002882,BC06
5202,NCT00230646,BC06
9188,NCT04411823,BC06
9574,NCT04080414,BC06
9358,NCT04263831,BC06
4570,NCT04385524,BC06
8344,NCT04427527,BC06
5693,NCT03707080,BC06
1521,NCT00159445,BC06
3655,NCT03992469,BC06
8904,NCT00120770,BC06
7799,NCT04060342,BC06
5376,NCT02452853,BC06
1519,NCT00183898,BC06
2405,NCT01858519,BC06
2409,NCT01364805,BC06
7960,NCT00075686,BC06
6804,NCT02113228,BC06
2833,NCT02970968,BC06
2021,NCT02291133,BC06
3795,NCT01899976,BC06
3615,NCT02239328,BC06
2932,NCT00502788,BC06
2969,NCT01239082,BC06
9660,NCT04016077,BC06
4432,NCT02445963,BC06
5676,NCT00081354,BC06
9112,NCT04494945,BC06
2970,NCT01341275,BC06
2046,NCT01118585,BC06
8277,NCT00941876,BC06
38,NCT03952364,BC06
6900,NCT04336397,BC06
6240,NCT02421666,BC06
6346,NCT02635971,BC06
9584,NCT04072445,BC06
3808,NCT00034294,BC06
3763,NCT01685034,BC06
4425,NCT03609398,BC06
8901,NCT00570440,BC06
8902,NCT00122512,BC06
2020,NCT02352259,BC06
1525,NCT00183859,BC06
1977,NCT01327963,BC06
9376,NCT04251988,BC06
6217,NCT01334190,BC06
1524,NCT00159471,BC06
6818,NCT04176328,BC06
2400,NCT01951209,BC06
6792,NCT00178698,BC06
4866,NCT04048707,BC06
6216,NCT01463254,BC06
5207,NCT01253408,BC06
9679,NCT04000555,BC06
6239,NCT02305186,BC06
5709,NCT00326495,BC06
2832,NCT02606396,BC06
4853,NCT04525326,BC06
2484,NCT01985763,BC06
4575,NCT02621658,BC06
4849,NCT01016860,BC06
8379,NCT01511432,BC06
8261,NCT03223337,BC06
7170,NCT01508130,BC06
9415,NCT04223635,BC06
4617,NCT01483040,BC06
6415,NCT01625221,BC06
9635,NCT04036396,BC06
8624,NCT04207060,BC06
1799,NCT00995410,BC06
9756,NCT03937453,BC06
2430,NCT01559649,BC06
8969,NCT03370614,BC06
3518,NCT03219359,BC06
4953,NCT00817947,BC06
1652,NCT01574677,BC06
4800,NCT00131586,BC06
3514,NCT00451022,BC06
2776,NCT01105169,BC06
4525,NCT01273077,BC06
7148,NCT03857360,BC06
6421,NCT04408105,BC06
2347,NCT01742169,BC06
2531,NCT01222585,BC06
9236,NCT04368702,BC06
9278,NCT04332523,BC06
9534,NCT04104321,BC06
3875,NCT00081900,BC06
5107,NCT00901173,BC06
4350,NCT02702479,BC06
2780,NCT03076216,BC06
2094,NCT00123825,BC06
3740,NCT02253550,BC06
7926,NCT00265850,BC06
4517,NCT02817854,BC06
2354,NCT03219372,BC06
3060,NCT00106054,BC06
4810,NCT04499495,BC06
1510,NCT00183846,BC06
1793,NCT04478110,BC06
3059,NCT03427411,BC06
8405,NCT03781154,BC06
3738,NCT03256344,BC06
1545,NCT03264898,BC06
3528,NCT00266461,BC06
90,NCT00533975,BC06
2536,NCT00010816,BC06
9529,NCT04109924,BC06
9625,NCT04039087,BC06
5808,NCT02249182,BC06
8023,NCT00742781,BC06
2113,NCT03597516,BC06
7160,NCT02638051,BC06
8026,NCT01929122,BC06
2879,NCT00340548,BC06
1692,NCT02239926,BC06
5633,NCT03098082,BC06
3498,NCT03686618,BC06
4330,NCT01182467,BC06
6431,NCT02507882,BC06
2541,NCT00007618,BC06
5177,NCT00230477,BC06
8609,NCT03200366,BC06
6267,NCT01080716,BC06
3092,NCT00006332,BC06
5817,NCT03654053,BC06
1056,NCT00904878,BC06
6941,NCT01707030,BC06
4798,NCT03953794,BC06
5636,NCT00680693,BC06
9621,NCT04044430,BC06
1993,NCT03252951,BC06
5640,NCT02393365,BC06
4329,NCT00683085,BC06
1509,NCT00159484,BC06
92,NCT00959933,BC06
7162,NCT04568330,BC06
93,NCT00960479,BC06
7229,NCT04330326,BC06
8748,NCT02140021,BC06
2538,NCT01015820,BC06
9122,NCT04485013,BC06
3897,NCT04142723,BC06
2343,NCT00674336,BC06
1047,NCT00947245,BC06
3077,NCT00005667,BC06
7936,NCT01011478,BC06
4633,NCT02249650,BC06
3705,NCT01813266,BC06
83,NCT02128542,BC06
81,NCT03801928,BC06
7657,NCT00978497,BC06
9279,NCT04330716,BC06
9733,NCT03956056,BC06
2082,NCT03844412,BC06
7400,NCT03395028,BC06
9291,NCT04320381,BC06
5623,NCT00573924,BC06
7566,NCT04072211,BC06
2516,NCT03310528,BC06
4352,NCT04561804,BC06
4947,NCT03908255,BC06
8249,NCT01810640,BC06
3048,NCT00986648,BC06
5647,NCT02442739,BC06
2864,NCT00736190,BC06
3049,NCT01051284,BC06
4361,NCT00522041,BC06
9073,NCT04526665,BC06
1505,NCT01047735,BC06
9728,NCT03962049,BC06
6921,NCT02312349,BC06
5356,NCT02609529,BC06
9243,NCT04359199,BC06
4377,NCT04379830,BC06
6877,NCT02760537,BC06
4507,NCT02318862,BC06
2370,NCT00271011,BC06
4939,NCT03030508,BC06
5621,NCT01031342,BC06
5757,NCT00254176,BC06
6283,NCT00287469,BC06
3566,NCT02021604,BC06
4604,NCT00908830,BC06
5622,NCT01006824,BC06
4374,NCT02441998,BC06
2510,NCT01744821,BC06
4372,NCT03483805,BC06
3564,NCT02190253,BC06
8962,NCT04066894,BC06
4946,NCT04040504,BC06
5352,NCT01786850,BC06
6874,NCT02796339,BC06
4609,NCT00199797,BC06
3543,NCT02882620,BC06
5624,NCT01847495,BC06
1845,NCT01099605,BC06
1543,NCT00598247,BC06
4896,NCT03674801,BC06
7650,NCT03850509,BC06
9072,NCT04526808,BC06
1288,NCT03043300,BC06
2088,NCT04372108,BC06
6737,NCT01048112,BC06
9105,NCT04498520,BC06
7578,NCT01959321,BC06
8325,NCT00760474,BC05
4885,NCT03971227,BC05
9581,NCT04073212,BC05
7569,NCT04322357,BC05
5014,NCT04168658,BC05
1136,NCT03906006,BC05
1506,NCT01651533,BC05
6531,NCT03965091,BC05
3772,NCT00422643,BC05
7288,NCT00222690,BC05
4730,NCT03366363,BC05
9487,NCT04146051,BC05
6233,NCT01092416,BC05
1154,NCT04018001,BC05
7169,NCT01559103,BC05
3723,NCT02057705,BC05
6535,NCT00337688,BC05
6246,NCT03883477,BC05
3779,NCT03445403,BC05
7795,NCT02260856,BC05
4054,NCT03196375,BC05
8292,NCT01709110,BC05
9593,NCT04059107,BC05
7555,NCT00165204,BC05
3727,NCT00528606,BC05
7143,NCT01538407,BC05
8321,NCT01637129,BC05
1826,NCT02676635,BC05
1147,NCT01538459,BC05
8317,NCT03717233,BC05
3719,NCT00528840,BC05
5297,NCT04040010,BC05
4887,NCT01053299,BC05
5404,NCT01921309,BC05
3754,NCT03834142,BC05
7563,NCT01775670,BC05
5493,NCT00466206,BC05
5300,NCT01724489,BC05
8287,NCT00605189,BC05
2266,NCT00586300,BC05
1814,NCT00995917,BC05
3695,NCT03107468,BC05
6012,NCT03552705,BC05
3732,NCT03059004,BC05
4055,NCT01816633,BC05
6293,NCT03663361,BC05
7853,NCT02006719,BC05
6013,NCT03551678,BC05
9652,NCT04018599,BC05
7556,NCT03965676,BC05
9290,NCT04321356,BC05
6241,NCT04573920,BC05
4079,NCT00837434,BC05
7025,NCT02558829,BC05
8147,NCT03325946,BC05
3657,NCT00718588,BC05
1146,NCT02592941,BC05
1145,NCT03291782,BC05
5491,NCT03501420,BC05
8312,NCT00004375,BC05
9611,NCT04049331,BC05
2262,NCT01654315,BC05
4905,NCT01803464,BC05
2419,NCT00102817,BC05
5411,NCT04313049,BC05
4056,NCT01682746,BC05
6230,NCT00321932,BC05
6438,NCT02784106,BC05
6319,NCT00671944,BC05
5443,NCT00391365,BC05
4823,NCT02485145,BC05
2514,NCT00636454,BC05
9739,NCT03948386,BC05
3861,NCT00443443,BC05
9741,NCT03947749,BC05
3864,NCT03924414,BC05
2517,NCT02868021,BC05
6458,NCT01098292,BC05
2320,NCT04502290,BC05
3965,NCT03254199,BC05
3871,NCT00351767,BC05
7056,NCT01291758,BC05
9745,NCT03944746,BC05
2556,NCT00262249,BC05
5328,NCT01038323,BC05
3535,NCT01730911,BC05
9750,NCT03940950,BC05
8886,NCT02522923,BC05
1844,NCT03775954,BC05
6460,NCT02276118,BC05
6462,NCT03733626,BC05
4826,NCT01963169,BC05
3832,NCT01200680,BC05
2379,NCT03623633,BC05
8262,NCT03840096,BC05
2375,NCT01652573,BC05
6178,NCT00308113,BC05
7549,NCT02820038,BC05
5323,NCT02132715,BC05
7098,NCT03127293,BC05
9152,NCT04460872,BC05
3949,NCT04243343,BC05
6382,NCT00048321,BC05
3948,NCT01058421,BC05
2509,NCT01329406,BC05
8383,NCT01081080,BC05
1768,NCT01423383,BC05
9727,NCT03962725,BC05
4943,NCT03271203,BC05
8242,NCT04492462,BC05
6096,NCT01564407,BC05
3879,NCT00312364,BC05
1477,NCT02195505,BC05
9527,NCT04110522,BC05
7063,NCT00810225,BC05
2549,NCT01161810,BC05
4090,NCT00000411,BC05
6442,NCT01744899,BC05
7236,NCT02971072,BC05
4794,NCT01557400,BC05
3900,NCT03305016,BC05
7750,NCT03453866,BC05
1053,NCT02420041,BC05
7231,NCT02272257,BC05
9523,NCT04115644,BC05
9768,NCT03928041,BC05
5334,NCT03646084,BC05
4963,NCT02071745,BC05
1055,NCT03056534,BC05
8975,NCT01721044,BC05
1860,NCT00356837,BC05
1066,NCT03975790,BC05
6410,NCT00937170,BC05
2344,NCT04323267,BC05
3880,NCT00001479,BC05
5346,NCT00396812,BC05
1870,NCT02341079,BC05
1075,NCT00618956,BC05
1855,NCT01617109,BC05
3520,NCT03818737,BC05
4954,NCT02299115,BC05
6138,NCT00904423,BC05
8211,NCT01882439,BC05
2532,NCT01858051,BC05
3481,NCT02341950,BC05
1045,NCT04607356,BC05
5449,NCT02352480,BC05
6450,NCT02814825,BC05
8426,NCT00462683,BC05
1868,NCT00888745,BC05
3894,NCT04296344,BC05
1095,NCT00620867,BC05
6073,NCT01879696,BC05
7852,NCT01313208,BC05
3416,NCT00187018,BC05
9000,NCT04591288,BC05
8469,NCT00760383,BC05
9572,NCT04080570,BC05
1450,NCT01952028,BC05
6501,NCT02260778,BC05
7850,NCT01421303,BC05
8996,NCT04593693,BC05
2282,NCT02600910,BC05
9830,NCT03878589,BC05
6474,NCT04341948,BC05
2284,NCT03863119,BC05
4010,NCT02781727,BC05
6495,NCT02113410,BC05
3423,NCT01613833,BC05
9827,NCT03880656,BC05
5420,NCT03815214,BC05
2394,NCT02828111,BC05
6049,NCT02605876,BC05
6219,NCT02797769,BC05
6328,NCT00779220,BC05
3404,NCT01152580,BC05
7851,NCT00956631,BC05
3650,NCT03739021,BC05
1574,NCT01557868,BC05
6228,NCT02706847,BC05
6227,NCT04182659,BC05
8477,NCT00788632,BC05
6511,NCT02597881,BC05
6324,NCT00154622,BC05
3783,NCT02752282,BC05
4027,NCT01890798,BC05
1123,NCT03964649,BC05
3643,NCT00936897,BC05
6223,NCT02706951,BC05
1499,NCT00691184,BC05
3637,NCT00336232,BC05
6222,NCT02675426,BC05
6221,NCT02629159,BC05
3791,NCT00069446,BC05
9563,NCT04087096,BC05
2490,NCT03014037,BC05
9557,NCT04089371,BC05
2384,NCT00224913,BC05
3977,NCT02467998,BC05
8371,NCT03249103,BC05
1101,NCT02498301,BC05
3976,NCT02813161,BC05
6067,NCT02025179,BC05
2300,NCT03378336,BC05
9714,NCT03976076,BC05
4928,NCT02124109,BC05
5320,NCT00016653,BC05
3588,NCT03860259,BC05
7743,NCT02127281,BC05
5433,NCT01480167,BC05
8987,NCT04599881,BC05
9505,NCT04128618,BC05
3967,NCT00032890,BC05
3966,NCT03344458,BC05
5362,NCT03451630,BC05
7811,NCT04243265,BC05
9816,NCT03884374,BC05
1887,NCT00668447,BC05
2388,NCT00528931,BC05
5316,NCT02429934,BC05
9556,NCT04090359,BC05
3434,NCT04526158,BC05
7554,NCT03937856,BC05
6199,NCT03693924,BC05
2580,NCT01841840,BC05
7553,NCT03752619,BC05
5367,NCT00341627,BC05
7844,NCT02229851,BC05
2579,NCT00108797,BC05
1460,NCT02984943,BC05
3819,NCT00725101,BC05
7551,NCT04525651,BC05
6192,NCT03821402,BC05
6063,NCT02168114,BC05
3978,NCT02322554,BC05
2499,NCT04063670,BC05
4748,NCT04108702,BC05
9021,NCT04575090,BC05
9417,NCT04222166,BC05
1675,NCT02005198,BC05
133,NCT01873482,BC05
4236,NCT00332709,BC05
5705,NCT01278355,BC05
3187,NCT01553318,BC05
5885,NCT01988402,BC05
4231,NCT03172962,BC05
2708,NCT01502124,BC05
5886,NCT01830725,BC05
4226,NCT00475202,BC05
9051,NCT04549051,BC05
